DistrictNumber,DistrictType,districtName,year,percentLunch
0032,01,BLACKDUCK PUBLIC SCHOOL DISTRICT,2016,0.631911532385466
0036,01,KELLIHER PUBLIC SCHOOL DISTRICT,2016,0.80859375
0038,01,RED LAKE PUBLIC SCHOOL DISTRICT,2016,0.8700680272108844
0047,01,SAUK RAPIDS-RICE PUBLIC SCHOOLS,2016,0.34308263695450325
0051,01,FOLEY PUBLIC SCHOOL DISTRICT,2016,0.30381105743424586
0075,01,ST. CLAIR PUBLIC SCHOOL DISTRICT,2016,0.21044776119402986
0077,01,MANKATO PUBLIC SCHOOL DISTRICT,2016,0.37268547284702375
0081,01,COMFREY PUBLIC SCHOOL DISTRICT,2016,0.5197368421052632
0084,01,SLEEPY EYE PUBLIC SCHOOL DISTRICT,2016,0.5070671378091873
0085,01,SPRINGFIELD PUBLIC SCHOOL DISTRICT,2016,0.4031141868512111
0088,01,NEW ULM PUBLIC SCHOOL DISTRICT,2016,0.2880161127895267
0091,01,BARNUM PUBLIC SCHOOL DISTRICT,2016,0.3713927227101631
0093,01,CARLTON PUBLIC SCHOOL DISTRICT,2016,0.36477987421383645
0094,01,CLOQUET PUBLIC SCHOOL DISTRICT,2016,0.45527476935419176
0095,01,CROMWELL-WRIGHT PUBLIC SCHOOLS,2016,0.3611111111111111
0097,01,MOOSE LAKE PUBLIC SCHOOL DISTRICT,2016,0.36486486486486486
0099,01,ESKO PUBLIC SCHOOL DISTRICT,2016,0.10509031198686371
0100,01,WRENSHALL PUBLIC SCHOOL DISTRICT,2016,0.42771084337349397
0108,01,CENTRAL PUBLIC SCHOOL DISTRICT,2016,0.21638018200202225
0110,01,WACONIA PUBLIC SCHOOL DISTRICT,2016,0.11531484840632288
0111,01,WATERTOWN-MAYER PUBLIC SCHOOL DIST.,2016,0.20117570215545394
0112,01,EASTERN CARVER COUNTY PUBLIC SCHOOL,2016,0.19709432752911013
0113,01,WALKER-HACKENSACK-AKELEY SCHL. DIST,2016,0.49644381223328593
0115,01,CASS LAKE-BENA PUBLIC SCHOOLS,2016,0.8352459016393443
0116,01,PILLAGER PUBLIC SCHOOL DISTRICT,2016,0.43283582089552236
0118,01,NORTHLAND COMMUNITY SCHOOLS,2016,0.7082066869300911
0129,01,MONTEVIDEO PUBLIC SCHOOL DISTRICT,2016,0.43435114503816796
0138,01,NORTH BRANCH PUBLIC SCHOOLS,2016,0.29489728296885354
0139,01,RUSH CITY PUBLIC SCHOOL DISTRICT,2016,0.3236994219653179
0146,01,BARNESVILLE PUBLIC SCHOOL DIST.,2016,0.18604651162790697
0150,01,HAWLEY PUBLIC SCHOOL DISTRICT,2016,0.17591623036649215
0152,01,MOORHEAD PUBLIC SCHOOL DISTRICT,2016,0.39446422790547103
0160,70,MINNESOTA STATE ACADEMIES,2016,0.6762589928057554
0162,01,BAGLEY PUBLIC SCHOOL DISTRICT,2016,0.5089285714285714
0166,01,COOK COUNTY PUBLIC SCHOOLS,2016,0.42663656884875845
0173,01,MOUNTAIN LAKE PUBLIC SCHOOLS,2016,0.5219206680584552
0177,01,WINDOM PUBLIC SCHOOL DISTRICT,2016,0.46563407550822844
0181,01,BRAINERD PUBLIC SCHOOL DISTRICT,2016,0.40704682429299954
0182,01,CROSBY-IRONTON PUBLIC SCHOOL DIST.,2016,0.49477682811016144
0186,01,PEQUOT LAKES PUBLIC SCHOOLS,2016,0.28633004926108374
0191,01,BURNSVILLE PUBLIC SCHOOL DISTRICT,2016,0.48637223272889085
0192,01,FARMINGTON PUBLIC SCHOOL DISTRICT,2016,0.17134311351659307
0194,01,LAKEVILLE PUBLIC SCHOOL DISTRICT,2016,0.12699747687132043
0195,01,RANDOLPH PUBLIC SCHOOL DISTRICT,2016,0.20187793427230047
0196,01,ROSEMOUNT-APPLE VALLEY-EAGAN,2016,0.24068726009870225
0197,01,WEST ST. PAUL-MENDOTA HTS.-EAGAN,2016,0.42029284388533716
0199,01,INVER GROVE HEIGHTS SCHOOLS,2016,0.412046908315565
0200,01,HASTINGS PUBLIC SCHOOL DISTRICT,2016,0.21192350956130485
0203,01,HAYFIELD PUBLIC SCHOOL DISTRICT,2016,0.29656160458452724
0204,01,KASSON-MANTORVILLE SCHOOL DISTRICT,2016,0.16997578692493948
0206,01,ALEXANDRIA PUBLIC SCHOOL DISTRICT,2016,0.2997688158232725
0213,01,OSAKIS PUBLIC SCHOOL DISTRICT,2016,0.3317013463892289
0227,01,CHATFIELD PUBLIC SCHOOLS,2016,0.21832579185520362
0229,01,LANESBORO PUBLIC SCHOOL DISTRICT,2016,0.40298507462686567
0238,01,MABEL-CANTON PUBLIC SCHOOL DIST.,2016,0.3661417322834646
0239,01,RUSHFORD-PETERSON PUBLIC SCHOOLS,2016,0.3273001508295626
0241,01,ALBERT LEA PUBLIC SCHOOL DISTRICT,2016,0.5144491270319085
0242,01,ALDEN-CONGER PUBLIC SCHOOL DISTRICT,2016,0.3623481781376518
0252,01,CANNON FALLS PUBLIC SCHOOL DISTRICT,2016,0.20680147058823528
0253,01,GOODHUE PUBLIC SCHOOL DISTRICT,2016,0.1911532385466035
0255,01,PINE ISLAND PUBLIC SCHOOL DIST.,2016,0.14512291831879462
0256,01,RED WING PUBLIC SCHOOL DISTRICT,2016,0.3668322506687046
0261,01,ASHBY PUBLIC SCHOOL DISTRICT,2016,0.3983739837398374
0264,01,HERMAN-NORCROSS SCHOOL DISTRICT,2016,0.37962962962962965
0270,01,HOPKINS PUBLIC SCHOOL DISTRICT,2016,0.3759321538236584
0271,01,BLOOMINGTON PUBLIC SCHOOL DISTRICT,2016,0.4118339711510156
0272,01,EDEN PRAIRIE PUBLIC SCHOOL DISTRICT,2016,0.22037539574853007
0273,01,EDINA PUBLIC SCHOOL DISTRICT,2016,0.08710098492939361
0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,2016,0.06802250962582683
0277,01,WESTONKA PUBLIC SCHOOL DISTRICT,2016,0.1768888888888889
0278,01,ORONO PUBLIC SCHOOL DISTRICT,2016,0.071301880099326
0279,01,OSSEO PUBLIC SCHOOL DISTRICT,2016,0.4271351781803703
0280,01,RICHFIELD PUBLIC SCHOOL DISTRICT,2016,0.6337429111531191
0281,01,ROBBINSDALE PUBLIC SCHOOL DISTRICT,2016,0.5250060014403457
0282,01,ST. ANTHONY-NEW BRIGHTON SCHOOLS,2016,0.23051409618573798
0283,01,ST. LOUIS PARK PUBLIC SCHOOL DIST.,2016,0.3622217419494273
0284,01,WAYZATA PUBLIC SCHOOL DISTRICT,2016,0.13087839718022448
0286,01,BROOKLYN CENTER SCHOOL DISTRICT,2016,0.7602363866610384
0287,06,INTERMEDIATE SCHOOL DISTRICT 287,2016,0.598014888337469
0288,06,SOUTHWEST METRO INTERMEDIATE 288,2016,NA
0294,01,HOUSTON PUBLIC SCHOOL DISTRICT,2016,0.2987146529562982
0297,01,SPRING GROVE SCHOOL DISTRICT,2016,0.29411764705882354
0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT,2016,0.2298325722983257
0300,01,LA CRESCENT-HOKAH SCHOOL DISTRICT,2016,0.19929453262786595
0306,01,LAPORTE PUBLIC SCHOOL DISTRICT,2016,0.6527777777777778
0308,01,NEVIS PUBLIC SCHOOL DISTRICT,2016,0.5446880269814502
0309,01,PARK RAPIDS PUBLIC SCHOOL DISTRICT,2016,0.50682261208577
0314,01,BRAHAM PUBLIC SCHOOL DISTRICT,2016,0.4589127686472819
0316,01,GREENWAY PUBLIC SCHOOL DISTRICT,2016,0.5274725274725275
0317,01,DEER RIVER PUBLIC SCHOOL DISTRICT,2016,0.674712643678161
0318,01,GRAND RAPIDS PUBLIC SCHOOL DISTRICT,2016,0.39513752455795675
0319,01,NASHWAUK-KEEWATIN SCHOOL DISTRICT,2016,0.5528455284552846
0330,01,HERON LAKE-OKABENA SCHOOL DISTRICT,2016,0.3609271523178808
0332,01,MORA PUBLIC SCHOOL DISTRICT,2016,0.4239659367396594
0333,01,OGILVIE PUBLIC SCHOOL DISTRICT,2016,0.4307692307692308
0345,01,NEW LONDON-SPICER SCHOOL DISTRICT,2016,0.2749476622470342
0347,01,WILLMAR PUBLIC SCHOOL DISTRICT,2016,0.606951871657754
0356,01,LANCASTER PUBLIC SCHOOL DISTRICT,2016,0.3181818181818182
0361,01,INTERNATIONAL FALLS SCHOOL DISTRICT,2016,0.36473880597014924
0362,01,LITTLEFORK-BIG FALLS SCHOOL DIST.,2016,0.4134078212290503
0363,01,SOUTH KOOCHICHING SCHOOL DISTRICT,2016,0.5278810408921933
0378,01,DAWSON-BOYD PUBLIC SCHOOL DISTRICT,2016,0.37093690248565964
0381,01,LAKE SUPERIOR PUBLIC SCHOOL DIST.,2016,0.30869565217391304
0390,01,LAKE OF THE WOODS SCHOOL DISTRICT,2016,0.5339168490153173
0391,01,CLEVELAND PUBLIC SCHOOL DISTRICT,2016,0.2631578947368421
0397,52,LAKE AGASSIZ SPECIAL ED. COOP.,2016,0.5
0398,52,MIDWEST SPECIAL EDUCATION COOP.,2016,NaN
0402,01,HENDRICKS PUBLIC SCHOOL DISTRICT,2016,0.47191011235955055
0403,01,IVANHOE PUBLIC SCHOOL DISTRICT,2016,0.37662337662337664
0404,01,LAKE BENTON PUBLIC SCHOOL DISTRICT,2016,0.3228346456692913
0413,01,MARSHALL PUBLIC SCHOOL DISTRICT,2016,0.4245901639344262
0414,01,MINNEOTA PUBLIC SCHOOL DISTRICT,2016,0.34189723320158105
0415,01,LYND PUBLIC SCHOOL DISTRICT,2016,0.6666666666666666
0423,01,HUTCHINSON PUBLIC SCHOOL DISTRICT,2016,0.28868120456905505
0424,01,LESTER PRAIRIE PUBLIC SCHOOL DIST.,2016,0.3234567901234568
0432,01,MAHNOMEN PUBLIC SCHOOL DISTRICT,2016,0.8095238095238095
0435,01,WAUBUN-OGEMA-WHITE EARTH PUBLIC SCH,2016,0.7289377289377289
0441,01,MARSHALL COUNTY CENTRAL SCHOOLS,2016,0.4134366925064599
0447,01,GRYGLA PUBLIC SCHOOL DISTRICT,2016,0.46835443037974683
0458,01,TRUMAN PUBLIC SCHOOL DISTRICT,2016,0.4739583333333333
0463,01,EDEN VALLEY-WATKINS SCHOOL DISTRICT,2016,0.3469601677148847
0465,01,LITCHFIELD PUBLIC SCHOOL DISTRICT,2016,0.38303341902313626
0466,01,DASSEL-COKATO PUBLIC SCHOOL DIST.,2016,0.2862206468763846
0473,01,ISLE PUBLIC SCHOOL DISTRICT,2016,0.5142231947483589
0477,01,PRINCETON PUBLIC SCHOOL DISTRICT,2016,0.3113026819923372
0480,01,ONAMIA PUBLIC SCHOOL DISTRICT,2016,0.6940993788819876
0482,01,LITTLE FALLS PUBLIC SCHOOL DISTRICT,2016,0.4264705882352941
0484,01,PIERZ PUBLIC SCHOOL DISTRICT,2016,0.3857777777777778
0485,01,ROYALTON PUBLIC SCHOOL DISTRICT,2016,0.2968085106382979
0486,01,SWANVILLE PUBLIC SCHOOL DISTRICT,2016,0.369281045751634
0487,01,UPSALA PUBLIC SCHOOL DISTRICT,2016,0.3287292817679558
0492,01,AUSTIN PUBLIC SCHOOL DISTRICT,2016,0.5646215475437487
0495,01,GRAND MEADOW PUBLIC SCHOOL DISTRICT,2016,0.31742243436754175
0497,01,LYLE PUBLIC SCHOOL DISTRICT,2016,0.5827067669172933
0499,01,LEROY-OSTRANDER PUBLIC SCHOOLS,2016,0.40559440559440557
0500,01,SOUTHLAND PUBLIC SCHOOL DISTRICT,2016,0.2694063926940639
0505,01,FULDA PUBLIC SCHOOL DISTRICT,2016,0.3887240356083086
0507,01,NICOLLET PUBLIC SCHOOL DISTRICT,2016,0.17548746518105848
0508,01,ST. PETER PUBLIC SCHOOL DISTRICT,2016,0.4124015748031496
0511,01,ADRIAN PUBLIC SCHOOL DISTRICT,2016,0.33634719710669075
0514,01,ELLSWORTH PUBLIC SCHOOL DISTRICT,2016,0.4726027397260274
0518,01,WORTHINGTON PUBLIC SCHOOL DISTRICT,2016,0.6961707470182047
0531,01,BYRON PUBLIC SCHOOL DISTRICT,2016,0.14912280701754385
0533,01,DOVER-EYOTA PUBLIC SCHOOL DISTRICT,2016,0.18772241992882563
0534,01,STEWARTVILLE PUBLIC SCHOOL DISTRICT,2016,0.23868110236220472
0535,01,ROCHESTER PUBLIC SCHOOL DISTRICT,2016,0.3928740250531789
0542,01,BATTLE LAKE PUBLIC SCHOOL DISTRICT,2016,0.3599137931034483
0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,2016,0.34067986552110574
0545,01,HENNING PUBLIC SCHOOL DISTRICT,2016,0.37593984962406013
0547,01,PARKERS PRAIRIE PUBLIC SCHOOL DIST.,2016,0.34150943396226413
0548,01,PELICAN RAPIDS PUBLIC SCHOOL DIST.,2016,0.5444191343963554
0549,01,PERHAM-DENT PUBLIC SCHOOL DISTRICT,2016,0.37142857142857144
0550,01,UNDERWOOD PUBLIC SCHOOL DISTRICT,2016,0.4304857621440536
0553,01,NEW YORK MILLS PUBLIC SCHOOL DIST.,2016,0.4
0561,01,GOODRIDGE PUBLIC SCHOOL DISTRICT,2016,0.4512820512820513
0564,01,THIEF RIVER FALLS SCHOOL DISTRICT,2016,0.3392048314041268
0577,01,WILLOW RIVER PUBLIC SCHOOL DISTRICT,2016,0.3883720930232558
0578,01,PINE CITY PUBLIC SCHOOL DISTRICT,2016,0.4027010435850215
0581,01,EDGERTON PUBLIC SCHOOL DISTRICT,2016,0.4744897959183674
0592,01,CLIMAX-SHELLY PUBLIC SCHOOLS,2016,0.6715686274509803
0593,01,CROOKSTON PUBLIC SCHOOL DISTRICT,2016,0.4538950715421304
0595,01,EAST GRAND FORKS PUBLIC SCHOOL DIST,2016,0.33548387096774196
0599,01,FERTILE-BELTRAMI SCHOOL DISTRICT,2016,0.3227176220806794
0600,01,FISHER PUBLIC SCHOOL DISTRICT,2016,0.39763779527559057
0601,01,FOSSTON PUBLIC SCHOOL DISTRICT,2016,0.4177215189873418
0621,01,MOUNDS VIEW PUBLIC SCHOOL DISTRICT,2016,0.3121475248411064
0622,01,NORTH ST PAUL-MAPLEWOOD OAKDALE DIS,2016,0.5408054342552159
0623,01,ROSEVILLE PUBLIC SCHOOL DISTRICT,2016,0.4679265371306894
0624,01,WHITE BEAR LAKE SCHOOL DISTRICT,2016,0.2823703338671923
0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,2016,0.7080474111041797
0630,01,RED LAKE FALLS PUBLIC SCHOOL DIST.,2016,0.33611111111111114
0635,01,MILROY PUBLIC SCHOOL DISTRICT,2016,0.391304347826087
0640,01,WABASSO PUBLIC SCHOOL DISTRICT,2016,0.2649350649350649
0656,01,FARIBAULT PUBLIC SCHOOL DISTRICT,2016,0.5815416885159937
0659,01,NORTHFIELD PUBLIC SCHOOL DISTRICT,2016,0.2601126472094214
0671,01,HILLS-BEAVER CREEK SCHOOL DISTRICT,2016,0.20923913043478262
0676,01,BADGER PUBLIC SCHOOL DISTRICT,2016,0.4448818897637795
0682,01,ROSEAU PUBLIC SCHOOL DISTRICT,2016,0.27768166089965396
0690,01,WARROAD PUBLIC SCHOOL DISTRICT,2016,0.3881644934804413
0695,01,CHISHOLM PUBLIC SCHOOL DISTRICT,2016,0.4904632152588556
0696,01,ELY PUBLIC SCHOOL DISTRICT,2016,0.3403880070546737
0698,01,FLOODWOOD PUBLIC SCHOOL DISTRICT,2016,0.43478260869565216
0700,01,HERMANTOWN PUBLIC SCHOOL DISTRICT,2016,0.153918791312559
0701,01,HIBBING PUBLIC SCHOOL DISTRICT,2016,0.46421183285064127
0704,01,PROCTOR PUBLIC SCHOOL DISTRICT,2016,0.31024930747922436
0706,01,VIRGINIA PUBLIC SCHOOL DISTRICT,2016,0.4022646007151371
0707,01,NETT LAKE PUBLIC SCHOOL DISTRICT,2016,0.6388888888888888
0709,01,DULUTH PUBLIC SCHOOL DISTRICT,2016,0.44116950757575757
0712,01,MOUNTAIN IRON-BUHL SCHOOL DISTRICT,2016,0.5402097902097902
0716,01,BELLE PLAINE PUBLIC SCHOOL DISTRICT,2016,0.1965065502183406
0717,01,JORDAN PUBLIC SCHOOL DISTRICT,2016,0.22978959025470652
0719,01,PRIOR LAKE-SAVAGE AREA SCHOOLS,2016,0.13710596278009873
0720,01,SHAKOPEE PUBLIC SCHOOL DISTRICT,2016,0.3437422244339388
0721,01,NEW PRAGUE AREA SCHOOLS,2016,0.138442521631644
0726,01,BECKER PUBLIC SCHOOL DISTRICT,2016,0.17760342368045648
0727,01,BIG LAKE PUBLIC SCHOOL DISTRICT,2016,0.2634730538922156
0728,01,ELK RIVER PUBLIC SCHOOL DISTRICT,2016,0.19224794158769612
0738,01,HOLDINGFORD PUBLIC SCHOOL DISTRICT,2016,0.27351247600767753
0739,01,KIMBALL PUBLIC SCHOOL DISTRICT,2016,0.29
0740,01,MELROSE PUBLIC SCHOOL DISTRICT,2016,0.4261321455085375
0741,01,PAYNESVILLE PUBLIC SCHOOL DISTRICT,2016,0.3383458646616541
0742,01,ST. CLOUD PUBLIC SCHOOL DISTRICT,2016,0.5833500100060036
0743,01,SAUK CENTRE PUBLIC SCHOOL DISTRICT,2016,0.38049713193116635
0745,01,ALBANY PUBLIC SCHOOL DISTRICT,2016,0.21319199057714958
0748,01,SARTELL-ST. STEPHEN SCHOOL DISTRICT,2016,0.1579778830963665
0750,01,ROCORI PUBLIC SCHOOL DISTRICT,2016,0.2680212868892114
0756,01,BLOOMING PRAIRIE PUBLIC SCHOOL DIST,2016,0.3562231759656652
0761,01,OWATONNA PUBLIC SCHOOL DISTRICT,2016,0.4094098225340487
0763,01,MEDFORD PUBLIC SCHOOL DISTRICT,2016,0.35785953177257523
0768,01,HANCOCK PUBLIC SCHOOL DISTRICT,2016,0.18154761904761904
0771,01,CHOKIO-ALBERTA PUBLIC SCHOOL DIST.,2016,0.36538461538461536
0775,01,KERKHOVEN-MURDOCK-SUNBURG,2016,0.4145234493192133
0777,01,BENSON PUBLIC SCHOOL DISTRICT,2016,0.4152046783625731
0786,01,BERTHA-HEWITT PUBLIC SCHOOL DIST.,2016,0.5714285714285714
0787,01,BROWERVILLE PUBLIC SCHOOL DISTRICT,2016,0.5100502512562815
0801,01,BROWNS VALLEY PUBLIC SCHOOL DIST.,2016,0.6534653465346535
0803,01,WHEATON AREA PUBLIC SCHOOL DISTRICT,2016,0.4065656565656566
0811,01,WABASHA-KELLOGG PUBLIC SCHOOL DIST.,2016,0.352622061482821
0813,01,LAKE CITY PUBLIC SCHOOL DISTRICT,2016,0.25545675020210185
0818,01,VERNDALE PUBLIC SCHOOL DISTRICT,2016,0.564638783269962
0820,01,SEBEKA PUBLIC SCHOOL DISTRICT,2016,0.48261758691206547
0821,01,MENAHGA PUBLIC SCHOOL DISTRICT,2016,0.48268839103869654
0829,01,WASECA PUBLIC SCHOOL DISTRICT,2016,0.3543010752688172
0831,01,FOREST LAKE PUBLIC SCHOOL DISTRICT,2016,0.22237632917244568
0832,01,MAHTOMEDI PUBLIC SCHOOL DISTRICT,2016,0.08844159804818542
0833,01,SOUTH WASHINGTON COUNTY SCHOOL DIST,2016,0.20671287015292972
0834,01,STILLWATER AREA PUBLIC SCHOOL DIST.,2016,0.15729218516674962
0836,01,BUTTERFIELD PUBLIC SCHOOL DISTRICT,2016,0.6741071428571429
0837,01,MADELIA PUBLIC SCHOOL DISTRICT,2016,0.5509433962264151
0840,01,ST. JAMES PUBLIC SCHOOL DISTRICT,2016,0.5387840670859538
0846,01,BRECKENRIDGE PUBLIC SCHOOL DISTRICT,2016,0.3871951219512195
0850,01,ROTHSAY PUBLIC SCHOOL DISTRICT,2016,0.4178082191780822
0852,01,CAMPBELL-TINTAH PUBLIC SCHOOL DIST.,2016,0.5714285714285714
0857,01,LEWISTON-ALTURA PUBLIC SCHOOL DIST.,2016,0.2945945945945946
0858,01,ST. CHARLES PUBLIC SCHOOL DISTRICT,2016,0.29435483870967744
0861,01,WINONA AREA PUBLIC SCHOOL DISTRICT,2016,0.3931034482758621
0876,01,ANNANDALE PUBLIC SCHOOL DISTRICT,2016,0.24660633484162897
0877,01,BUFFALO-HANOVER-MONTROSE PUBLIC SCH,2016,0.24973693440897932
0879,01,DELANO PUBLIC SCHOOL DISTRICT,2016,0.11202976436544027
0881,01,MAPLE LAKE PUBLIC SCHOOL DISTRICT,2016,0.2231121281464531
0882,01,MONTICELLO PUBLIC SCHOOL DISTRICT,2016,0.27438873795999014
0883,01,ROCKFORD PUBLIC SCHOOL DISTRICT,2016,0.2703023117960877
0885,01,ST. MICHAEL-ALBERTVILLE SCHOOL DIST,2016,0.12078093977498346
0891,01,CANBY PUBLIC SCHOOL DISTRICT,2016,0.3424124513618677
0911,01,CAMBRIDGE-ISANTI PUBLIC SCHOOL DIST,2016,0.3392299687825182
0912,01,MILACA PUBLIC SCHOOL DISTRICT,2016,0.4220489977728285
0914,01,ULEN-HITTERDAL PUBLIC SCHOOL DIST,2016,0.31699346405228757
0915,52,SOUTHERN PLAINS EDUCATION COOP.,2016,0.7804878048780488
0916,06,NORTHEAST METRO 916,2016,0.559228650137741
0917,06,INTERMEDIATE SCHOOL DISTRICT 917,2016,0.41112828438948995
0926,83,REGION 4-LAKES COUNTRY SERVICE COOP,2016,0.39473684210526316
0935,52,FERGUS FALLS AREA SP. ED. COOP.,2016,0.7333333333333333
0938,52,MEEKER AND WRIGHT SPECIAL EDUCATION,2016,0.7391304347826086
0966,51,WRIGHT TECHNICAL CENTER,2016,0.40625
0991,83,REGION 6 AND 8-SW/WC SERVICE COOP,2016,0.6524822695035462
0998,52,BEMIDJI REGIONAL INTERDIST. COUNCIL,2016,NaN
1000,70,PERPICH CENTER FOR ARTS EDUCATION,2016,0.08133971291866028
1100,60,MINNESOTA DEPARTMENT OF CORRECTIONS,2016,1
2071,01,LAKE CRYSTAL-WELLCOME MEMORIAL,2016,0.29282407407407407
2125,01,TRITON SCHOOL DISTRICT,2016,0.3757791629563669
2134,01,UNITED SOUTH CENTRAL SCHOOL DIST.,2016,0.4618834080717489
2135,01,MAPLE RIVER SCHOOL DISTRICT,2016,0.360813704496788
2137,01,KINGSLAND PUBLIC SCHOOL DISTRICT,2016,0.3054607508532423
2142,01,ST. LOUIS COUNTY SCHOOL DISTRICT,2016,0.4692144373673036
2143,01,WATERVILLE-ELYSIAN-MORRISTOWN,2016,0.32955974842767294
2144,01,CHISAGO LAKES SCHOOL DISTRICT,2016,0.21858087793144917
2149,01,MINNEWASKA SCHOOL DISTRICT,2016,0.3263707571801567
2154,01,EVELETH-GILBERT SCHOOL DISTRICT,2016,0.397
2155,01,WADENA-DEER CREEK SCHOOL DISTRICT,2016,0.5287958115183246
2159,01,BUFFALO LK-HECTOR-STEWART PUBLIC SC,2016,0.38847583643122674
2164,01,DILWORTH-GLYNDON-FELTON,2016,0.2979242979242979
2165,01,HINCKLEY-FINLAYSON SCHOOL DISTRICT,2016,0.5843621399176955
2167,01,LAKEVIEW SCHOOL DISTRICT,2016,0.36541353383458647
2168,01,NRHEG SCHOOL DISTRICT,2016,0.35451505016722407
2169,01,MURRAY COUNTY CENTRAL SCHOOL DIST.,2016,0.3108665749656121
2170,01,STAPLES-MOTLEY SCHOOL DISTRICT,2016,0.5503472222222222
2171,01,KITTSON CENTRAL SCHOOL DISTRICT,2016,0.28517110266159695
2172,01,KENYON-WANAMINGO SCHOOL DISTRICT,2016,0.3228247162673392
2174,01,PINE RIVER-BACKUS SCHOOL DISTRICT,2016,0.5903083700440529
2176,01,WARREN-ALVARADO-OSLO SCHOOL DIST.,2016,0.4853273137697517
2180,01,MACCRAY SCHOOL DISTRICT,2016,0.42592592592592593
2184,01,LUVERNE PUBLIC SCHOOL DISTRICT,2016,0.3316624895572264
2190,01,YELLOW MEDICINE EAST,2016,0.4381578947368421
2198,01,FILLMORE CENTRAL,2016,0.3587662337662338
2215,01,NORMAN COUNTY EAST SCHOOL DISTRICT,2016,0.5223367697594502
2310,01,SIBLEY EAST SCHOOL DISTRICT,2016,0.4031986531986532
2311,01,CLEARBROOK-GONVICK SCHOOL DISTRICT,2016,0.513189448441247
2342,01,WEST CENTRAL AREA,2016,0.3543417366946779
2358,01,TRI-COUNTY SCHOOL DISTRICT,2016,0.48936170212765956
2364,01,BELGRADE-BROOTEN-ELROSA SCHOOL DIST,2016,0.3519108280254777
2365,01,G.F.W.,2016,0.4299191374663073
2396,01,A.C.G.C. PUBLIC SCHOOL DISTRICT,2016,0.4260204081632653
2397,01,LE SUEUR-HENDERSON SCHOOL DISTRICT,2016,0.387192118226601
2448,01,MARTIN COUNTY WEST SCHOOL DISTRICT,2016,0.3862433862433862
2527,01,NORMAN COUNTY WEST SCHOOL DISTRICT,2016,0.5059288537549407
2534,01,BIRD ISLAND-OLIVIA-LAKE LILLIAN,2016,0.4633093525179856
2536,01,GRANADA HUNTLEY-EAST CHAIN,2016,0.42792792792792794
2580,01,EAST CENTRAL SCHOOL DISTRICT,2016,0.5696378830083565
2609,01,WIN-E-MAC SCHOOL DISTRICT,2016,0.463302752293578
2683,01,GREENBUSH-MIDDLE RIVER SCHOOL DIST.,2016,0.3125
2687,01,HOWARD LAKE-WAVERLY-WINSTED,2016,0.30590339892665475
2689,01,PIPESTONE AREA SCHOOL DISTRICT,2016,0.4744394618834081
2711,01,MESABI EAST SCHOOL DISTRICT,2016,0.45620022753128553
2752,01,FAIRMONT AREA SCHOOL DISTRICT,2016,0.47267441860465115
2753,01,LONG PRAIRIE-GREY EAGLE SCHOOL DIST,2016,0.6045197740112994
2754,01,CEDAR MOUNTAIN SCHOOL DISTRICT,2016,0.4666666666666667
2769,01,MORRIS AREA PUBLIC SCHOOLS,2016,0.2703232125367287
2805,01,ZUMBROTA-MAZEPPA SCHOOL DISTRICT,2016,0.21583986074847694
2835,01,JANESVILLE-WALDORF-PEMBERTON,2016,0.30112721417069244
2853,01,LAC QUI PARLE VALLEY SCHOOL DIST.,2016,0.43443708609271525
2854,01,ADA-BORUP PUBLIC SCHOOL DISTRICT,2016,0.4547244094488189
2856,01,STEPHEN-ARGYLE CENTRAL SCHOOLS,2016,0.370253164556962
2859,01,GLENCOE-SILVER LAKE SCHOOL DISTRICT,2016,0.36765634870499053
2860,01,BLUE EARTH AREA PUBLIC SCHOOL,2016,0.40547476475620187
2884,01,RED ROCK CENTRAL SCHOOL DISTRICT,2016,0.4296675191815857
2886,01,GLENVILLE-EMMONS SCHOOL DISTRICT,2016,0.411522633744856
2888,01,CLINTON-GRACEVILLE-BEARDSLEY,2016,0.41284403669724773
2889,01,LAKE PARK AUDUBON SCHOOL DISTRICT,2016,0.36005830903790087
2890,01,RENVILLE COUNTY WEST SCHOOL DIST.,2016,0.5320388349514563
2895,01,JACKSON COUNTY CENTRAL SCHOOL DIST.,2016,0.3712784588441331
2897,01,REDWOOD AREA SCHOOL DISTRICT,2016,0.45695970695970695
2898,01,WESTBROOK-WALNUT GROVE SCHOOLS,2016,0.5378590078328982
2899,01,PLAINVIEW-ELGIN-MILLVILLE,2016,0.28065395095367845
2902,01,RTR PUBLIC SCHOOLS,2016,0.30344827586206896
2903,01,ORTONVILLE PUBLIC SCHOOLS,2016,0.4315352697095436
2904,01,TRACY AREA PUBLIC SCHOOL DISTRICT,2016,0.5398936170212766
2905,01,TRI-CITY UNITED SCHOOL DISTRICT,2016,0.36050820539968237
2906,01,RED LAKE COUNTY CENTRAL PUBLIC SCH,2016,0.46774193548387094
2907,01,ROUND LAKE-BREWSTER PUBLIC SCHOOLS,2016,0.7305699481865285
2908,01,BRANDON-EVANSVILLE PUBLIC SCHOOLS,2016,0.3333333333333333
4000,07,CITY ACADEMY,2016,0.3148148148148148
4001,07,BLUFFVIEW MONTESSORI,2016,0.3299492385786802
