DistrictNumber,DistrictType,districtName,year,percentLunch
4003,07,"NEW HEIGHTS SCHOOL, INC.",2016,0.5072463768115942
4004,07,CEDAR RIVERSIDE COMMUNITY SCHOOL,2016,0.9801324503311258
4005,07,METRO DEAF SCHOOL,2016,0.7241379310344828
4007,07,MINNESOTA NEW COUNTRY SCHOOL,2016,0.24644549763033174
4008,07,PACT CHARTER SCHOOL,2016,0.1409090909090909
4011,07,ATHLOS LEADERSHIP ACADEMY,2016,0.618995633187773
4015,07,COMMUNITY OF PEACE ACADEMY,2016,0.8657105606258149
4016,07,WORLD LEARNER CHARTER SCHOOL,2016,0.0821256038647343
4017,07,MINNESOTA TRANSITIONS CHARTER SCH,2016,0.5829549423681453
4018,07,ACHIEVE LANGUAGE ACADEMY,2016,0.828009828009828
4020,07,DULUTH PUBLIC SCHOOLS ACADEMY,2016,0.38333333333333336
4025,07,CYBER VILLAGE ACADEMY,2016,0.2422907488986784
4026,07,E.C.H.O. CHARTER SCHOOL,2016,0.59375
4027,07,HIGHER GROUND ACADEMY,2016,0.9606299212598425
4029,07,ST. PAUL CITY SCHOOL,2016,0.9612756264236902
4031,07,JENNINGS COMMUNITY SCHOOL,2016,0.9
4032,07,HARVEST PREPARATORY SCHOOL,2016,0.7840236686390533
4035,07,LIFE PREP,2016,0.7243589743589743
4036,07,FACE TO FACE ACADEMY,2016,0.9078947368421053
4038,07,SOJOURNER TRUTH ACADEMY,2016,0.9292929292929293
4039,07,HIGH SCHOOL FOR RECORDING ARTS,2016,0.8412698412698413
4043,07,MATH AND SCIENCE ACADEMY,2016,0.03180914512922465
4049,07,NORTHWEST PASSAGE HIGH SCHOOL,2016,0.3882978723404255
4050,07,LAFAYETTE PUBLIC CHARTER SCHOOL,2016,0.6951219512195121
4053,07,NORTH LAKES ACADEMY,2016,0.2275
4054,07,LA CRESCENT MONTESSORI & STEM SCHOO,2016,0.47692307692307695
4055,07,NERSTRAND CHARTER SCHOOL,2016,0.17880794701986755
4056,07,ROSA PARKS CHARTER HIGH SCHOOL,2016,0.52
4057,07,EL COLEGIO CHARTER SCHOOL,2016,0.898989898989899
4058,07,SCHOOLCRAFT LEARNING COMMUNITY CHTR,2016,0.5434782608695652
4059,07,CROSSLAKE COMMUNITY CHARTER SCHOOL,2016,0.4393063583815029
4064,07,RIVERWAY LEARNING COMMUNITY CHTR,2016,0.6774193548387096
4066,07,KATO PUBLIC CHARTER SCHOOL,2016,0.5875
4067,07,AURORA CHARTER SCHOOL,2016,0.9529411764705882
4068,07,EXCELL ACADEMY CHARTER,2016,0.958974358974359
4070,07,HOPE COMMUNITY ACADEMY,2016,0.7603143418467584
4073,07,ACADEMIA CESAR CHAVEZ CHARTER SCH.,2016,0.9642857142857143
4074,07,AFSA HIGH SCHOOL,2016,0.3423180592991914
4075,07,AVALON SCHOOL,2016,0.21951219512195122
4077,07,TWIN CITIES INTERNATIONAL ELEM SCH,2016,0.9543918918918919
4078,07,MINNESOTA INTERNATIONAL MIDDLE CHTR,2016,0.9618834080717489
4079,07,FRIENDSHIP ACDMY OF FINE ARTS CHTR.,2016,0.9102564102564102
4080,07,PILLAGER AREA CHARTER SCHOOL,2016,0.7804878048780488
4081,07,DISCOVERY PUBLIC SCHOOL FARIBAULT,2016,0.625
4082,07,BLUESKY CHARTER SCHOOL,2016,0.3255360623781676
4083,07,RIDGEWAY COMMUNITY SCHOOL,2016,0.27835051546391754
4084,07,NORTH SHORE COMMUNITY SCHOOL,2016,0.32748538011695905
4085,07,HARBOR CITY INTERNATIONAL CHARTER,2016,0.35
4087,07,SAGE ACADEMY CHARTER SCHOOL,2016,0.6309523809523809
4088,07,URBAN ACADEMY CHARTER SCHOOL,2016,0.99644128113879
4089,07,NEW CITY SCHOOL,2016,0.3651452282157676
4090,07,PRAIRIE CREEK COMMUNITY SCHOOL,2016,0.16666666666666666
4091,07,ARCADIA CHARTER SCHOOL,2016,0.23015873015873015
4092,07,WATERSHED HIGH SCHOOL,2016,0.5416666666666666
4093,07,NEW CENTURY ACADEMY,2016,0.5081967213114754
4095,07,TRIO WOLF CREEK DISTANCE LEARNING,2016,0.1853932584269663
4097,07,"PARTNERSHIP ACADEMY, INC.",2016,1
4098,07,NOVA CLASSICAL ACADEMY,2016,0.10813704496788008
4100,07,GREAT EXPECTATIONS,2016,0.41975308641975306
4102,07,MINNESOTA INTERNSHIP CENTER,2016,0.9035812672176309
4103,07,HMONG COLLEGE PREP ACADEMY,2016,0.851063829787234
4104,07,PALADIN CAREER AND TECH HIGH SCHOOL,2016,0.7110266159695817
4105,07,GREAT RIVER SCHOOL,2016,0.09692671394799054
4106,07,TREKNORTH HIGH SCHOOL,2016,0.5958333333333333
4107,07,VOYAGEURS EXPEDITIONARY,2016,0.8490566037735849
4110,07,PIM ARTS HIGH SCHOOL,2016,0.24825174825174826
4111,07,AUGSBURG FAIRVIEW ACADEMY,2016,0.7708333333333334
4112,07,ST PAUL CONSERVATORY PERFORMING ART,2016,0.17886178861788618
4113,07,SPERO ACADEMY,2016,0.5060240963855421
4116,07,LAKES INTERNATIONAL LANGUAGE ACADEM,2016,0.10068649885583524
4118,07,KALEIDOSCOPE CHARTER SCHOOL,2016,0.17744916820702403
4119,07,ACADEMIC ARTS HIGH SCHOOL,2016,0.5
4120,07,ST. CROIX PREPARATORY ACADEMY,2016,0.0779896013864818
4121,07,UBAH MEDICAL ACADEMY CHARTER SCHOOL,2016,0.9861878453038674
4122,07,EAGLE RIDGE ACADEMY CHARTER SCHOOL,2016,0.1809635722679201
4124,07,BEACON ACADEMY,2016,0.18204488778054864
4126,07,PRAIRIE SEEDS ACADEMY,2016,0.8098318240620958
4127,07,TEAM ACADEMY,2016,0.7583333333333333
4131,07,METRO SCHOOLS CHARTER,2016,0.9420289855072463
4132,07,TWIN CITIES ACADEMY,2016,0.508
4135,07,ROCHESTER MATH AND SCIENCE ACADEMY,2016,0.937888198757764
4137,07,SWAN RIVER MONTESSORI CHARTER SCH,2016,0.08053691275167785
4138,07,MILROY AREA CHARTER SCHOOL,2016,0.40540540540540543
4139,07,LOVEWORKS ACADEMY FOR ARTS,2016,0.8958333333333334
4140,07,YINGHUA ACADEMY,2016,0.13448735019973368
4142,07,STRIDE ACADEMY CHARTER SCHOOL,2016,0.4896449704142012
4143,07,NEW MILLENNIUM ACADEMY CHARTER SCH,2016,0.8170289855072463
4144,07,GREEN ISLE COMMUNITY SCHOOL,2016,0.38461538461538464
4145,07,BIRCH GROVE COMMUNITY SCHOOL,2016,0.5217391304347826
4146,07,NORTHERN LIGHTS COMMUNITY SCHOOL,2016,0.7884615384615384
4150,07,MINNESOTA ONLINE HIGH SCHOOL,2016,0.15217391304347827
4151,07,EDVISIONS OFF CAMPUS SCHOOL,2016,0.2222222222222222
4152,07,TWIN CITIES GERMAN IMMERSION CHTR,2016,0.06794055201698514
4153,07,DUGSI ACADEMY,2016,0.9267515923566879
4155,07,NAYTAHWAUSH COMMUNITY SCHOOL,2016,0.89
4159,07,SEVEN HILLS PREPARATORY ACADEMY,2016,0.18559556786703602
4160,07,SPECTRUM HIGH SCHOOL,2016,0.1614420062695925
4161,07,NEW DISCOVERIES MONTESSORI ACADEMY,2016,0.6133333333333333
4162,07,SOUTHSIDE FAMILY CHARTER SCHOOL,2016,0.4827586206896552
4163,07,LEARNING FOR LEADERSHIP CHARTER,2016,0.7991967871485943
4164,07,LAURA JEFFREY ACADEMY CHARTER,2016,0.488
4166,07,EAST RANGE ACADEMY OF TECH-SCIENCE,2016,0.7443609022556391
4167,07,INTERNATIONAL SPANISH LANGUAGE ACAD,2016,0.08940397350993377
4168,07,GLACIAL HILLS ELEMENTARY,2016,0.5284552845528455
4169,07,STONEBRIDGE WORLD SCHOOL,2016,0.9112627986348123
4170,07,HIAWATHA ACADEMIES,2016,0.8971428571428571
4171,07,NOBLE ACADEMY,2016,0.7711038961038961
4172,07,CLARKFIELD CHARTER SCHOOL,2016,0.5344827586206896
4177,07,MINISINAAKWAANG LEADERSHIP ACADEMY,2016,NA
4178,07,LINCOLN INTERNATIONAL SCHOOL,2016,1
4181,07,COMMUNITY SCHOOL OF EXCELLENCE,2016,0.8887765419615774
4183,07,LIONSGATE ACADEMY,2016,0.1656441717791411
4184,07,ASPEN ACADEMY,2016,0.13807531380753138
4185,07,DAVINCI ACADEMY,2016,0.17782909930715934
4186,07,GLOBAL ACADEMY,2016,0.9004629629629629
4187,07,NATURAL SCIENCE ACADEMY,2016,0.09090909090909091
4188,07,COLOGNE ACADEMY,2016,0.12979890310786105
4189,07,BRIGHT WATER ELEMENTARY,2016,0.4906832298136646
4190,07,RIVERS EDGE ACADEMY,2016,0.6164383561643836
4191,07,KIPP MINNESOTA CHARTER SCHOOL,2016,0.9162790697674419
4192,07,BEST ACADEMY,2016,0.8502080443828016
4193,07,COLLEGE PREPARATORY ELEMENTARY,2016,0.9109195402298851
4194,07,CANNON RIVER STEM SCHOOL,2016,0.3271604938271605
4195,07,OSHKI OGIMAAG CHARTER SCHOOL,2016,0.7391304347826086
4198,07,DISCOVERY WOODS,2016,0.6666666666666666
4199,07,PARNASSUS PREPARATORY CHARTER SCH,2016,0.22747747747747749
4200,07,STEP ACADEMY CHARTER SCHOOL,2016,0.8922413793103449
4201,07,CORNERSTONE MONTESSORI ELEMENTARY,2016,0.5
4204,07,ROCHESTER STEM ACADEMY,2016,0.9130434782608695
4205,07,HENNEPIN ELEMENTARY SCHOOL,2016,0.9446064139941691
4207,07,VERMILION COUNTRY SCHOOL,2016,0.7209302325581395
4208,07,NASHA SHKOLA CHARTER SCHOOL,2016,0.6612903225806451
4209,07,MASTERY SCHOOL,2016,0.7866108786610879
4210,07,UPPER MISSISSIPPI ACADEMY,2016,0.12686567164179105
4212,07,WEST SIDE SUMMIT CHARTER SCHOOL,2016,0.8811188811188811
4213,07,PRODEO ACADEMY,2016,0.9439252336448598
4215,07,SEJONG ACADEMY OF MINNESOTA,2016,0.7325581395348837
4217,07,TECHNICAL ACADEMIES OF MINNESOTA,2016,0.5625
4218,07,VENTURE ACADEMY,2016,0.918918918918919
4219,07,NORTHEAST COLLEGE PREP,2016,0.9326424870466321
4220,07,AGAMIM CLASSICAL ACADEMY,2016,0.1232876712328767
4221,07,DISCOVERY CHARTER SCHOOL,2016,NA
4223,07,SAINT CLOUD MATH AND SCIENCE ACADEM,2016,0.9937106918238994
4224,07,STAR OF THE NORTH ACADEMY CHARTER S,2016,0.6754966887417219
4225,07,UNIVERSAL ACADEMY CHARTER SCHOOL,2016,0.99609375
4226,07,BDOTE LEARNING CENTER,2016,0.9016393442622951
4227,07,ART AND SCIENCE ACADEMY,2016,0.2701612903225806
4228,07,WOODBURY LEADERSHIP ACADEMY,2016,0.07796610169491526
4229,07,JANE GOODALL ENVIRONMENTAL SCIENCE,2016,0.12745098039215685
4230,07,MINNESOTA EXCELLENCE IN LEARNING AC,2016,0.9571428571428572
4231,07,MINNESOTA MATH AND SCIENCE ACADEMY,2016,0.9579439252336449
4232,07,SUCCESS ACADEMY,2016,NA
4233,07,LEVEL UP ACADEMY,2016,0.43243243243243246
4237,07,CAREER PATHWAYS,2016,1
4238,07,ROCHESTER BEACON ACADEMY,2016,0.27941176470588236
4239,07,TESFA INTERNATIONAL SCHOOL,2016,0.9640287769784173
4240,07,NEW CENTURY SCHOOL,2016,NA
4243,07,NORTH METRO FLEX ACADEMY,2016,NA
4244,07,FIT ACADEMY,2016,NA
4246,07,BIG PICTURE TWIN CITIES,2016,NA
4250,07,ATHLOS ACADEMY OF SAINT CLOUD,2016,NA
4254,07,MARINE AREA COMMUNITY SCHOOL,2016,NA
6004,61,FRESHWATER ED. DIST.,2016,0.6328125
6012,61,ZUMBRO EDUCATION DISTRICT,2016,0.5625
6013,61,HIAWATHA VALLEY ED. DISTRICT,2016,0.6266666666666667
6014,61,RUNESTONE AREA ED. DISTRICT,2016,0.5614035087719298
6018,61,MN RIVER VALLEY EDUCATION DISTRICT,2016,0.5408163265306123
6026,61,WEST CENTRAL EDUCATION DISTRICT,2016,0.3673469387755102
6027,61,MN VALLEY EDUCATION DISTRICT,2016,0.7254901960784313
6049,61,RIVER BEND EDUCATION DISTRICT,2016,0.59
6051,61,GOODHUE COUNTY EDUCATION DISTRICT,2016,0.44886363636363635
6074,50,CENTRAL MINNESOTA JT. POWERS DIST.,2016,0.3125
6076,50,NORTHLAND LEARNING CENTER,2016,0.6666666666666666
6079,52,RUM RIVER SPECIAL EDUCATION COOP,2016,0.6477272727272727
6083,52,SOUTHERN MN EDUCATION CONSORTIUM,2016,NA
6090,52,SHERBURNE AND NORTHERN WRIGHT SPECI,2016,0.4111111111111111
6094,52,CANNON VALLEY SPECIAL EDUCATION COO,2016,NA
6095,52,AUSTIN ALBERT LEA AREA SPECIAL EDUC,2016,NA
6096,52,NORTHERN LIGHTS ACADEMY COOPERATIVE,2016,NA
6383,61,BENTON-STEARNS ED. DISTRICT,2016,0.7346938775510204
6979,61,MID STATE EDUCATION DISTRICT,2016,0.6904761904761905
0001,01,AITKIN PUBLIC SCHOOL DISTRICT,2017,0.43094405594405594
0001,03,MINNEAPOLIS PUBLIC SCHOOL DISTRICT,2017,0.6163392806889176
0002,01,HILL CITY PUBLIC SCHOOL DISTRICT,2017,0.5909090909090909
0004,01,MCGREGOR PUBLIC SCHOOL DISTRICT,2017,0.5372460496613995
0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST.,2017,0.49665405877218505
0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,2017,0.34057818105085463
0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT,2017,0.1760843005497862
0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,2017,0.8006410256410257
0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,2017,0.6536569367005576
0015,01,ST. FRANCIS PUBLIC SCHOOL DISTRICT,2017,0.2623483535528596
0016,01,SPRING LAKE PARK PUBLIC SCHOOLS,2017,0.40116381590548406
0022,01,DETROIT LAKES PUBLIC SCHOOL DIST.,2017,0.3912605042016807
0023,01,FRAZEE-VERGAS PUBLIC SCHOOL DIST.,2017,0.4626865671641791
0025,01,PINE POINT PUBLIC SCHOOL DISTRICT,2017,0.9285714285714286
0031,01,BEMIDJI PUBLIC SCHOOL DISTRICT,2017,0.488516932658622
0032,01,BLACKDUCK PUBLIC SCHOOL DISTRICT,2017,0.5806988352745425
0036,01,KELLIHER PUBLIC SCHOOL DISTRICT,2017,0.7647058823529411
0038,01,RED LAKE PUBLIC SCHOOL DISTRICT,2017,0.8716032608695652
0047,01,SAUK RAPIDS-RICE PUBLIC SCHOOLS,2017,0.3240990990990991
0051,01,FOLEY PUBLIC SCHOOL DISTRICT,2017,0.29335410176531673
0075,01,ST. CLAIR PUBLIC SCHOOL DISTRICT,2017,0.19004524886877827
0077,01,MANKATO PUBLIC SCHOOL DISTRICT,2017,0.360536077539787
0081,01,COMFREY PUBLIC SCHOOL DISTRICT,2017,0.474025974025974
0084,01,SLEEPY EYE PUBLIC SCHOOL DISTRICT,2017,0.4781849912739965
0085,01,SPRINGFIELD PUBLIC SCHOOL DISTRICT,2017,0.3736654804270463
0088,01,NEW ULM PUBLIC SCHOOL DISTRICT,2017,0.2800779347296639
0091,01,BARNUM PUBLIC SCHOOL DISTRICT,2017,0.31007751937984496
0093,01,CARLTON PUBLIC SCHOOL DISTRICT,2017,0.36637931034482757
0094,01,CLOQUET PUBLIC SCHOOL DISTRICT,2017,0.43374452845204936
0095,01,CROMWELL-WRIGHT PUBLIC SCHOOLS,2017,0.3764367816091954
0097,01,MOOSE LAKE PUBLIC SCHOOL DISTRICT,2017,0.3614088820826952
0099,01,ESKO PUBLIC SCHOOL DISTRICT,2017,0.11248966087675766
0100,01,WRENSHALL PUBLIC SCHOOL DISTRICT,2017,0.42857142857142855
0108,01,CENTRAL PUBLIC SCHOOL DISTRICT,2017,0.18970736629667004
0110,01,WACONIA PUBLIC SCHOOL DISTRICT,2017,0.11153747761575851
0111,01,WATERTOWN-MAYER PUBLIC SCHOOL DIST.,2017,0.2188895979578813
0112,01,EASTERN CARVER COUNTY PUBLIC SCHOOL,2017,0.1891069367194879
0113,01,WALKER-HACKENSACK-AKELEY SCHL. DIST,2017,0.5069444444444444
0115,01,CASS LAKE-BENA PUBLIC SCHOOLS,2017,0.8463476070528967
0116,01,PILLAGER PUBLIC SCHOOL DISTRICT,2017,0.430784123910939
0118,01,NORTHLAND COMMUNITY SCHOOLS,2017,0.6996996996996997
0129,01,MONTEVIDEO PUBLIC SCHOOL DISTRICT,2017,0.438506588579795
0138,01,NORTH BRANCH PUBLIC SCHOOLS,2017,0.2748577167726816
0139,01,RUSH CITY PUBLIC SCHOOL DISTRICT,2017,0.35714285714285715
0146,01,BARNESVILLE PUBLIC SCHOOL DIST.,2017,0.16945107398568018
0150,01,HAWLEY PUBLIC SCHOOL DISTRICT,2017,0.16581892166836215
0152,01,MOORHEAD PUBLIC SCHOOL DISTRICT,2017,0.3967761934283943
0160,70,MINNESOTA STATE ACADEMIES,2017,0.6766917293233082
0162,01,BAGLEY PUBLIC SCHOOL DISTRICT,2017,0.49357072205736896
0166,01,COOK COUNTY PUBLIC SCHOOLS,2017,0.4349775784753363
0173,01,MOUNTAIN LAKE PUBLIC SCHOOLS,2017,0.5179704016913319
0177,01,WINDOM PUBLIC SCHOOL DISTRICT,2017,0.4444444444444444
0181,01,BRAINERD PUBLIC SCHOOL DISTRICT,2017,0.3932343486912598
0182,01,CROSBY-IRONTON PUBLIC SCHOOL DIST.,2017,0.4568627450980392
0186,01,PEQUOT LAKES PUBLIC SCHOOLS,2017,0.27393136664659845
0191,01,BURNSVILLE PUBLIC SCHOOL DISTRICT,2017,0.507740632712587
0192,01,FARMINGTON PUBLIC SCHOOL DISTRICT,2017,0.15651067439558886
0194,01,LAKEVILLE PUBLIC SCHOOL DISTRICT,2017,0.13719145789035778
0195,01,RANDOLPH PUBLIC SCHOOL DISTRICT,2017,0.1875945537065053
0196,01,ROSEMOUNT-APPLE VALLEY-EAGAN,2017,0.23808494542310601
0197,01,WEST ST. PAUL-MENDOTA HTS.-EAGAN,2017,0.3855716323619319
0199,01,INVER GROVE HEIGHTS SCHOOLS,2017,0.41584714807530204
0200,01,HASTINGS PUBLIC SCHOOL DISTRICT,2017,0.2267123287671233
0203,01,HAYFIELD PUBLIC SCHOOL DISTRICT,2017,0.3075780089153046
0204,01,KASSON-MANTORVILLE SCHOOL DISTRICT,2017,0.15860086248203162
0206,01,ALEXANDRIA PUBLIC SCHOOL DISTRICT,2017,0.2844198338786811
0213,01,OSAKIS PUBLIC SCHOOL DISTRICT,2017,0.3333333333333333
0227,01,CHATFIELD PUBLIC SCHOOLS,2017,0.18915929203539822
0229,01,LANESBORO PUBLIC SCHOOL DISTRICT,2017,0.3217391304347826
0238,01,MABEL-CANTON PUBLIC SCHOOL DIST.,2017,0.34317343173431736
0239,01,RUSHFORD-PETERSON PUBLIC SCHOOLS,2017,0.34894259818731116
0241,01,ALBERT LEA PUBLIC SCHOOL DISTRICT,2017,0.5110977804439112
0242,01,ALDEN-CONGER PUBLIC SCHOOL DISTRICT,2017,0.3422680412371134
0252,01,CANNON FALLS PUBLIC SCHOOL DISTRICT,2017,0.24536628420123566
0253,01,GOODHUE PUBLIC SCHOOL DISTRICT,2017,0.17563291139240506
0255,01,PINE ISLAND PUBLIC SCHOOL DIST.,2017,0.1608
0256,01,RED WING PUBLIC SCHOOL DISTRICT,2017,0.31388564760793464
0261,01,ASHBY PUBLIC SCHOOL DISTRICT,2017,0.4083969465648855
0264,01,HERMAN-NORCROSS SCHOOL DISTRICT,2017,0.36936936936936937
0270,01,HOPKINS PUBLIC SCHOOL DISTRICT,2017,0.3644484144707459
0271,01,BLOOMINGTON PUBLIC SCHOOL DISTRICT,2017,0.41559322033898305
0272,01,EDEN PRAIRIE PUBLIC SCHOOL DISTRICT,2017,0.20179321302916808
0273,01,EDINA PUBLIC SCHOOL DISTRICT,2017,0.08617234468937876
0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,2017,0.06549718752979311
0277,01,WESTONKA PUBLIC SCHOOL DISTRICT,2017,0.1694915254237288
0278,01,ORONO PUBLIC SCHOOL DISTRICT,2017,0.06870772516909933
0279,01,OSSEO PUBLIC SCHOOL DISTRICT,2017,0.43686918662180885
0280,01,RICHFIELD PUBLIC SCHOOL DISTRICT,2017,0.6412782316194138
0281,01,ROBBINSDALE PUBLIC SCHOOL DISTRICT,2017,0.5319269776876268
0282,01,ST. ANTHONY-NEW BRIGHTON SCHOOLS,2017,0.2227027027027027
0283,01,ST. LOUIS PARK PUBLIC SCHOOL DIST.,2017,0.3568186730062676
0284,01,WAYZATA PUBLIC SCHOOL DISTRICT,2017,0.13178155774395703
0286,01,BROOKLYN CENTER SCHOOL DISTRICT,2017,0.7565217391304347
0287,06,INTERMEDIATE SCHOOL DISTRICT 287,2017,0.5946398659966499
0288,06,SOUTHWEST METRO INTERMEDIATE 288,2017,0.5411764705882353
0294,01,HOUSTON PUBLIC SCHOOL DISTRICT,2017,0.3172983479105928
0297,01,SPRING GROVE SCHOOL DISTRICT,2017,0.2622478386167147
0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT,2017,0.2773613193403298
0300,01,LA CRESCENT-HOKAH SCHOOL DISTRICT,2017,0.19337979094076654
0306,01,LAPORTE PUBLIC SCHOOL DISTRICT,2017,0.6070175438596491
0308,01,NEVIS PUBLIC SCHOOL DISTRICT,2017,0.49417637271214643
0309,01,PARK RAPIDS PUBLIC SCHOOL DISTRICT,2017,0.49872935196950446
0314,01,BRAHAM PUBLIC SCHOOL DISTRICT,2017,0.40413793103448276
0316,01,GREENWAY PUBLIC SCHOOL DISTRICT,2017,0.5130260521042084
0317,01,DEER RIVER PUBLIC SCHOOL DISTRICT,2017,0.6822323462414579
0318,01,GRAND RAPIDS PUBLIC SCHOOL DISTRICT,2017,0.3884462151394422
0319,01,NASHWAUK-KEEWATIN SCHOOL DISTRICT,2017,0.5763546798029556
0330,01,HERON LAKE-OKABENA SCHOOL DISTRICT,2017,0.3745704467353952
0332,01,MORA PUBLIC SCHOOL DISTRICT,2017,0.4358367829686576
0333,01,OGILVIE PUBLIC SCHOOL DISTRICT,2017,0.49036402569593146
0345,01,NEW LONDON-SPICER SCHOOL DISTRICT,2017,0.26536124240378123
0347,01,WILLMAR PUBLIC SCHOOL DISTRICT,2017,0.6168893129770993
0356,01,LANCASTER PUBLIC SCHOOL DISTRICT,2017,0.323943661971831
0361,01,INTERNATIONAL FALLS SCHOOL DISTRICT,2017,0.36982520699172033
0362,01,LITTLEFORK-BIG FALLS SCHOOL DIST.,2017,0.3855072463768116
0363,01,SOUTH KOOCHICHING SCHOOL DISTRICT,2017,0.5207547169811321
0378,01,DAWSON-BOYD PUBLIC SCHOOL DISTRICT,2017,0.3768939393939394
0381,01,LAKE SUPERIOR PUBLIC SCHOOL DIST.,2017,0.26153846153846155
0390,01,LAKE OF THE WOODS SCHOOL DISTRICT,2017,0.44543429844098
0391,01,CLEVELAND PUBLIC SCHOOL DISTRICT,2017,0.28169014084507044
0397,52,LAKE AGASSIZ SPECIAL ED. COOP.,2017,0.42857142857142855
0398,52,MIDWEST SPECIAL EDUCATION COOP.,2017,NaN
0402,01,HENDRICKS PUBLIC SCHOOL DISTRICT,2017,0.4842105263157895
0403,01,IVANHOE PUBLIC SCHOOL DISTRICT,2017,0.28
0404,01,LAKE BENTON PUBLIC SCHOOL DISTRICT,2017,0.3609022556390977
0413,01,MARSHALL PUBLIC SCHOOL DISTRICT,2017,0.44678267907729663
0414,01,MINNEOTA PUBLIC SCHOOL DISTRICT,2017,0.3313953488372093
0415,01,LYND PUBLIC SCHOOL DISTRICT,2017,0.7054794520547946
0423,01,HUTCHINSON PUBLIC SCHOOL DISTRICT,2017,0.2719449225473322
0424,01,LESTER PRAIRIE PUBLIC SCHOOL DIST.,2017,0.3255269320843091
0432,01,MAHNOMEN PUBLIC SCHOOL DISTRICT,2017,0.8207547169811321
0435,01,WAUBUN-OGEMA-WHITE EARTH PUBLIC SCH,2017,0.6598639455782312
0441,01,MARSHALL COUNTY CENTRAL SCHOOLS,2017,0.4103896103896104
0447,01,GRYGLA PUBLIC SCHOOL DISTRICT,2017,0.4551282051282051
0458,01,TRUMAN PUBLIC SCHOOL DISTRICT,2017,0.4619289340101523
0463,01,EDEN VALLEY-WATKINS SCHOOL DISTRICT,2017,0.3230932203389831
0465,01,LITCHFIELD PUBLIC SCHOOL DISTRICT,2017,0.39364461738002593
0466,01,DASSEL-COKATO PUBLIC SCHOOL DIST.,2017,0.28413610251878035
0473,01,ISLE PUBLIC SCHOOL DISTRICT,2017,0.5145413870246085
0477,01,PRINCETON PUBLIC SCHOOL DISTRICT,2017,0.32716620413197656
0480,01,ONAMIA PUBLIC SCHOOL DISTRICT,2017,0.7395348837209302
0482,01,LITTLE FALLS PUBLIC SCHOOL DISTRICT,2017,0.43021819678880197
0484,01,PIERZ PUBLIC SCHOOL DISTRICT,2017,0.38945578231292516
0485,01,ROYALTON PUBLIC SCHOOL DISTRICT,2017,0.2644539614561028
0486,01,SWANVILLE PUBLIC SCHOOL DISTRICT,2017,0.3712374581939799
0487,01,UPSALA PUBLIC SCHOOL DISTRICT,2017,0.3241758241758242
0492,01,AUSTIN PUBLIC SCHOOL DISTRICT,2017,0.5556257901390644
0495,01,GRAND MEADOW PUBLIC SCHOOL DISTRICT,2017,0.3
0497,01,LYLE PUBLIC SCHOOL DISTRICT,2017,0.6148409893992933
0499,01,LEROY-OSTRANDER PUBLIC SCHOOLS,2017,0.35251798561151076
0500,01,SOUTHLAND PUBLIC SCHOOL DISTRICT,2017,0.2691415313225058
0505,01,FULDA PUBLIC SCHOOL DISTRICT,2017,0.3684210526315789
0507,01,NICOLLET PUBLIC SCHOOL DISTRICT,2017,0.20833333333333334
0508,01,ST. PETER PUBLIC SCHOOL DISTRICT,2017,0.4138767588549248
0511,01,ADRIAN PUBLIC SCHOOL DISTRICT,2017,0.3544973544973545
0514,01,ELLSWORTH PUBLIC SCHOOL DISTRICT,2017,0.4864864864864865
0518,01,WORTHINGTON PUBLIC SCHOOL DISTRICT,2017,0.6733272782319104
0531,01,BYRON PUBLIC SCHOOL DISTRICT,2017,0.129
0533,01,DOVER-EYOTA PUBLIC SCHOOL DISTRICT,2017,0.17247542448614836
0534,01,STEWARTVILLE PUBLIC SCHOOL DISTRICT,2017,0.20421155729676788
0535,01,ROCHESTER PUBLIC SCHOOL DISTRICT,2017,0.36834067547723937
0542,01,BATTLE LAKE PUBLIC SCHOOL DISTRICT,2017,0.3237250554323725
0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,2017,0.3482820976491863
0545,01,HENNING PUBLIC SCHOOL DISTRICT,2017,0.4107142857142857
0547,01,PARKERS PRAIRIE PUBLIC SCHOOL DIST.,2017,0.32727272727272727
0548,01,PELICAN RAPIDS PUBLIC SCHOOL DIST.,2017,0.5426267281105991
0549,01,PERHAM-DENT PUBLIC SCHOOL DISTRICT,2017,0.3484848484848485
0550,01,UNDERWOOD PUBLIC SCHOOL DISTRICT,2017,0.42657342657342656
0553,01,NEW YORK MILLS PUBLIC SCHOOL DIST.,2017,0.38419618528610355
0561,01,GOODRIDGE PUBLIC SCHOOL DISTRICT,2017,0.48826291079812206
0564,01,THIEF RIVER FALLS SCHOOL DISTRICT,2017,0.34832583708145926
0577,01,WILLOW RIVER PUBLIC SCHOOL DISTRICT,2017,0.41244239631336405
0578,01,PINE CITY PUBLIC SCHOOL DISTRICT,2017,0.3992696287279367
0581,01,EDGERTON PUBLIC SCHOOL DISTRICT,2017,0.4696969696969697
