DataYear,DistrictCouNum,DistrictCountyName,districtNumber,districtType,DistrictName,schoolNumber,SchoolName,ECSUNumber,EconomicDevelopmentRegion,Grade,K12Enr,FreeK12,RedK12,LEPIdentifiedK12,LEPServedK12,SPEK12,HMLK12,EC12Enr,Free-EC12,Red-EC12,LEPIdentifiedEC12,LEPServedEC12,SPE-EC12,HML-EC12,SchoolLocationCountyNumber,SchoolLocationCountyName,MinMaxGrade,SchoolClassification
15-16,27,Hennepin                                     ,4143,07,NEW MILLENNIUM ACADEMY CHARTER SCH ,000, ,11,11,06,48,38,4,42,42,5,,48,38,4,42,42,5,,, ,KG-08,
15-16,27,Hennepin                                     ,4143,07,NEW MILLENNIUM ACADEMY CHARTER SCH ,000, ,11,11,07,53,33,10,28,27,6,,53,33,10,28,27,6,,, ,KG-08,
15-16,27,Hennepin                                     ,4143,07,NEW MILLENNIUM ACADEMY CHARTER SCH ,000, ,11,11,08,33,23,3,28,28,11,,33,23,3,28,28,11,,, ,KG-08,
15-16,27,Hennepin                                     ,4143,07,NEW MILLENNIUM ACADEMY CHARTER SCH ,000, ,11,11,All Grades,552,390,61,451,448,50,,552,390,61,451,448,50,,, ,KG-08,
15-16,72,Sibley                                       ,4144,07,GREEN ISLE COMMUNITY SCHOOL        ,000, ,09,09,KG,3,,2,,,,,3,,2,,,,,, ,KG-06,
15-16,72,Sibley                                       ,4144,07,GREEN ISLE COMMUNITY SCHOOL        ,000, ,09,09,01,14,2,2,1,1,,,14,2,2,1,1,,,, ,KG-06,
15-16,72,Sibley                                       ,4144,07,GREEN ISLE COMMUNITY SCHOOL        ,000, ,09,09,02,7,3,1,1,1,,,7,3,1,1,1,,,, ,KG-06,
15-16,72,Sibley                                       ,4144,07,GREEN ISLE COMMUNITY SCHOOL        ,000, ,09,09,03,7,3,2,,,1,,7,3,2,,,1,,, ,KG-06,
15-16,72,Sibley                                       ,4144,07,GREEN ISLE COMMUNITY SCHOOL        ,000, ,09,09,04,6,,1,,,2,,6,,1,,,2,,, ,KG-06,
15-16,72,Sibley                                       ,4144,07,GREEN ISLE COMMUNITY SCHOOL        ,000, ,09,09,05,9,1,1,,,4,,9,1,1,,,4,,, ,KG-06,
15-16,72,Sibley                                       ,4144,07,GREEN ISLE COMMUNITY SCHOOL        ,000, ,09,09,06,6,1,1,,,2,,6,1,1,,,2,,, ,KG-06,
15-16,72,Sibley                                       ,4144,07,GREEN ISLE COMMUNITY SCHOOL        ,000, ,09,09,All Grades,52,10,10,2,2,9,,52,10,10,2,2,9,,, ,KG-06,
15-16,16,Cook                                         ,4145,07,BIRCH GROVE COMMUNITY SCHOOL       ,000, ,03,03,KG,6,3,,,,,,6,3,,,,,,, ,KG-05,
15-16,16,Cook                                         ,4145,07,BIRCH GROVE COMMUNITY SCHOOL       ,000, ,03,03,01,4,1,1,,,,,4,1,1,,,,,, ,KG-05,
15-16,16,Cook                                         ,4145,07,BIRCH GROVE COMMUNITY SCHOOL       ,000, ,03,03,02,6,3,,,,1,,6,3,,,,1,,, ,KG-05,
15-16,16,Cook                                         ,4145,07,BIRCH GROVE COMMUNITY SCHOOL       ,000, ,03,03,03,4,3,,,,,,4,3,,,,,,, ,KG-05,
15-16,16,Cook                                         ,4145,07,BIRCH GROVE COMMUNITY SCHOOL       ,000, ,03,03,04,2,,,,,,,2,,,,,,,, ,KG-05,
15-16,16,Cook                                         ,4145,07,BIRCH GROVE COMMUNITY SCHOOL       ,000, ,03,03,05,1,1,,,,1,,1,1,,,,1,,, ,KG-05,
15-16,16,Cook                                         ,4145,07,BIRCH GROVE COMMUNITY SCHOOL       ,000, ,03,03,All Grades,23,11,1,,,2,,23,11,1,,,2,,, ,KG-05,
15-16,31,Itasca                                       ,4146,07,NORTHERN LIGHTS COMMUNITY SCHOOL   ,000, ,03,03,06,6,2,3,,,3,,6,2,3,,,3,,, ,06-12,
15-16,31,Itasca                                       ,4146,07,NORTHERN LIGHTS COMMUNITY SCHOOL   ,000, ,03,03,07,3,2,1,,,1,,3,2,1,,,1,,, ,06-12,
15-16,31,Itasca                                       ,4146,07,NORTHERN LIGHTS COMMUNITY SCHOOL   ,000, ,03,03,08,16,8,4,,,8,,16,8,4,,,8,,, ,06-12,
15-16,31,Itasca                                       ,4146,07,NORTHERN LIGHTS COMMUNITY SCHOOL   ,000, ,03,03,09,13,8,2,,,5,,13,8,2,,,5,,, ,06-12,
15-16,31,Itasca                                       ,4146,07,NORTHERN LIGHTS COMMUNITY SCHOOL   ,000, ,03,03,10,20,11,3,,,7,,20,11,3,,,7,,, ,06-12,
15-16,31,Itasca                                       ,4146,07,NORTHERN LIGHTS COMMUNITY SCHOOL   ,000, ,03,03,11,21,13,5,,,11,2,21,13,5,,,11,2,, ,06-12,
15-16,31,Itasca                                       ,4146,07,NORTHERN LIGHTS COMMUNITY SCHOOL   ,000, ,03,03,12,25,16,4,,,13,3,25,16,4,,,13,3,, ,06-12,
15-16,31,Itasca                                       ,4146,07,NORTHERN LIGHTS COMMUNITY SCHOOL   ,000, ,03,03,All Grades,104,60,22,,,48,5,104,60,22,,,48,5,, ,06-12,
15-16,62,Ramsey                                       ,4150,07,MINNESOTA ONLINE HIGH SCHOOL       ,000, ,11,11,09,10,3,,,,4,,10,3,,,,4,,, ,09-12,
15-16,62,Ramsey                                       ,4150,07,MINNESOTA ONLINE HIGH SCHOOL       ,000, ,11,11,10,25,5,,,,2,,25,5,,,,2,,, ,09-12,
15-16,62,Ramsey                                       ,4150,07,MINNESOTA ONLINE HIGH SCHOOL       ,000, ,11,11,11,39,6,,,,6,,39,6,,,,6,,, ,09-12,
15-16,62,Ramsey                                       ,4150,07,MINNESOTA ONLINE HIGH SCHOOL       ,000, ,11,11,12,64,7,,,,11,,64,7,,,,11,,, ,09-12,
15-16,62,Ramsey                                       ,4150,07,MINNESOTA ONLINE HIGH SCHOOL       ,000, ,11,11,All Grades,138,21,,,,23,,138,21,,,,23,,, ,09-12,
15-16,40,Le Sueur                                     ,4151,07,EDVISIONS OFF CAMPUS SCHOOL        ,000, ,09,09,07,10,3,,,,2,,10,3,,,,2,,, ,07-12,
15-16,40,Le Sueur                                     ,4151,07,EDVISIONS OFF CAMPUS SCHOOL        ,000, ,09,09,08,20,2,,,,4,,20,2,,,,4,,, ,07-12,
15-16,40,Le Sueur                                     ,4151,07,EDVISIONS OFF CAMPUS SCHOOL        ,000, ,09,09,09,20,3,3,,,6,,20,3,3,,,6,,, ,07-12,
15-16,40,Le Sueur                                     ,4151,07,EDVISIONS OFF CAMPUS SCHOOL        ,000, ,09,09,10,19,2,,,,6,,19,2,,,,6,,, ,07-12,
15-16,40,Le Sueur                                     ,4151,07,EDVISIONS OFF CAMPUS SCHOOL        ,000, ,09,09,11,16,3,,,,6,,16,3,,,,6,,, ,07-12,
15-16,40,Le Sueur                                     ,4151,07,EDVISIONS OFF CAMPUS SCHOOL        ,000, ,09,09,12,14,5,1,,,5,,14,5,1,,,5,,, ,07-12,
15-16,40,Le Sueur                                     ,4151,07,EDVISIONS OFF CAMPUS SCHOOL        ,000, ,09,09,All Grades,99,18,4,,,29,,99,18,4,,,29,,, ,07-12,
15-16,62,Ramsey                                       ,4152,07,TWIN CITIES GERMAN IMMERSION CHTR  ,000, ,11,11,KG,70,2,2,3,3,,,70,2,2,3,3,,,, ,KG-08,
15-16,62,Ramsey                                       ,4152,07,TWIN CITIES GERMAN IMMERSION CHTR  ,000, ,11,11,01,70,5,1,1,1,5,,70,5,1,1,1,5,,, ,KG-08,
15-16,62,Ramsey                                       ,4152,07,TWIN CITIES GERMAN IMMERSION CHTR  ,000, ,11,11,02,72,3,1,1,1,3,,72,3,1,1,1,3,,, ,KG-08,
15-16,62,Ramsey                                       ,4152,07,TWIN CITIES GERMAN IMMERSION CHTR  ,000, ,11,11,03,70,3,,1,1,6,,70,3,,1,1,6,,, ,KG-08,
15-16,62,Ramsey                                       ,4152,07,TWIN CITIES GERMAN IMMERSION CHTR  ,000, ,11,11,04,47,3,1,1,1,8,,47,3,1,1,1,8,,, ,KG-08,
15-16,62,Ramsey                                       ,4152,07,TWIN CITIES GERMAN IMMERSION CHTR  ,000, ,11,11,05,45,,2,1,1,7,,45,,2,1,1,7,,, ,KG-08,
15-16,62,Ramsey                                       ,4152,07,TWIN CITIES GERMAN IMMERSION CHTR  ,000, ,11,11,06,37,4,1,2,2,8,,37,4,1,2,2,8,,, ,KG-08,
15-16,62,Ramsey                                       ,4152,07,TWIN CITIES GERMAN IMMERSION CHTR  ,000, ,11,11,07,34,1,1,,,5,,34,1,1,,,5,,, ,KG-08,
15-16,62,Ramsey                                       ,4152,07,TWIN CITIES GERMAN IMMERSION CHTR  ,000, ,11,11,08,26,1,1,1,1,6,,26,1,1,1,1,6,,, ,KG-08,
15-16,62,Ramsey                                       ,4152,07,TWIN CITIES GERMAN IMMERSION CHTR  ,000, ,11,11,All Grades,471,22,10,11,11,48,,471,22,10,11,11,48,,, ,KG-08,
15-16,62,Ramsey                                       ,4153,07,DUGSI ACADEMY                      ,000, ,11,11,KG,28,25,,28,28,,,28,25,,28,28,,,, ,KG-08,
15-16,62,Ramsey                                       ,4153,07,DUGSI ACADEMY                      ,000, ,11,11,01,37,33,,31,31,1,,37,33,,31,31,1,,, ,KG-08,
15-16,62,Ramsey                                       ,4153,07,DUGSI ACADEMY                      ,000, ,11,11,02,42,38,1,41,41,4,,42,38,1,41,41,4,,, ,KG-08,
15-16,62,Ramsey                                       ,4153,07,DUGSI ACADEMY                      ,000, ,11,11,03,49,45,,46,46,1,,49,45,,46,46,1,,, ,KG-08,
15-16,62,Ramsey                                       ,4153,07,DUGSI ACADEMY                      ,000, ,11,11,04,38,33,1,32,32,2,,38,33,1,32,32,2,,, ,KG-08,
15-16,62,Ramsey                                       ,4153,07,DUGSI ACADEMY                      ,000, ,11,11,05,41,38,1,36,36,,,41,38,1,36,36,,,, ,KG-08,
15-16,62,Ramsey                                       ,4153,07,DUGSI ACADEMY                      ,000, ,11,11,06,36,35,,28,28,,,36,35,,28,28,,,, ,KG-08,
15-16,62,Ramsey                                       ,4153,07,DUGSI ACADEMY                      ,000, ,11,11,07,27,25,,19,19,2,,27,25,,19,19,2,,, ,KG-08,
15-16,62,Ramsey                                       ,4153,07,DUGSI ACADEMY                      ,000, ,11,11,08,16,16,,11,11,1,,16,16,,11,11,1,,, ,KG-08,
15-16,62,Ramsey                                       ,4153,07,DUGSI ACADEMY                      ,000, ,11,11,All Grades,314,288,3,272,272,11,,314,288,3,272,272,11,,, ,KG-08,
15-16,44,Mahnomen                                     ,4155,07,NAYTAHWAUSH COMMUNITY SCHOOL       ,000, ,01,02,KG,18,18,,,,4,,18,18,,,,4,,, ,KG-06,
15-16,44,Mahnomen                                     ,4155,07,NAYTAHWAUSH COMMUNITY SCHOOL       ,000, ,01,02,01,24,21,1,,,4,,24,21,1,,,4,,, ,KG-06,
15-16,44,Mahnomen                                     ,4155,07,NAYTAHWAUSH COMMUNITY SCHOOL       ,000, ,01,02,02,14,11,1,,,2,,14,11,1,,,2,,, ,KG-06,
15-16,44,Mahnomen                                     ,4155,07,NAYTAHWAUSH COMMUNITY SCHOOL       ,000, ,01,02,03,12,10,,,,2,,12,10,,,,2,,, ,KG-06,
15-16,44,Mahnomen                                     ,4155,07,NAYTAHWAUSH COMMUNITY SCHOOL       ,000, ,01,02,04,10,7,,,,3,,10,7,,,,3,,, ,KG-06,
15-16,44,Mahnomen                                     ,4155,07,NAYTAHWAUSH COMMUNITY SCHOOL       ,000, ,01,02,05,6,5,,,,,,6,5,,,,,,, ,KG-06,
15-16,44,Mahnomen                                     ,4155,07,NAYTAHWAUSH COMMUNITY SCHOOL       ,000, ,01,02,06,16,15,,,,9,,16,15,,,,9,,, ,KG-06,
15-16,44,Mahnomen                                     ,4155,07,NAYTAHWAUSH COMMUNITY SCHOOL       ,000, ,01,02,All Grades,100,87,2,,,24,,100,87,2,,,24,,, ,KG-06,
15-16,27,Hennepin                                     ,4159,07,SEVEN HILLS PREPARATORY ACADEMY    ,000, ,11,11,KG,104,12,5,17,17,8,,104,12,5,17,17,8,,, ,KG-08,
15-16,27,Hennepin                                     ,4159,07,SEVEN HILLS PREPARATORY ACADEMY    ,000, ,11,11,01,104,14,2,7,7,11,1,104,14,2,7,7,11,1,, ,KG-08,
15-16,27,Hennepin                                     ,4159,07,SEVEN HILLS PREPARATORY ACADEMY    ,000, ,11,11,02,101,12,3,6,6,13,,101,12,3,6,6,13,,, ,KG-08,
15-16,27,Hennepin                                     ,4159,07,SEVEN HILLS PREPARATORY ACADEMY    ,000, ,11,11,03,93,10,4,5,5,14,,93,10,4,5,5,14,,, ,KG-08,
15-16,27,Hennepin                                     ,4159,07,SEVEN HILLS PREPARATORY ACADEMY    ,000, ,11,11,04,69,9,2,,,9,,69,9,2,,,9,,, ,KG-08,
15-16,27,Hennepin                                     ,4159,07,SEVEN HILLS PREPARATORY ACADEMY    ,000, ,11,11,05,60,10,5,,,9,,60,10,5,,,9,,, ,KG-08,
15-16,27,Hennepin                                     ,4159,07,SEVEN HILLS PREPARATORY ACADEMY    ,000, ,11,11,06,71,11,2,4,4,10,1,71,11,2,4,4,10,1,, ,KG-08,
15-16,27,Hennepin                                     ,4159,07,SEVEN HILLS PREPARATORY ACADEMY    ,000, ,11,11,07,67,16,4,11,10,6,,67,16,4,11,10,6,,, ,KG-08,
15-16,27,Hennepin                                     ,4159,07,SEVEN HILLS PREPARATORY ACADEMY    ,000, ,11,11,08,53,10,3,2,2,9,1,53,10,3,2,2,9,1,, ,KG-08,
15-16,27,Hennepin                                     ,4159,07,SEVEN HILLS PREPARATORY ACADEMY    ,000, ,11,11,All Grades,722,104,30,52,51,89,3,722,104,30,52,51,89,3,, ,KG-08,
15-16,71,Sherburne                                    ,4160,07,SPECTRUM HIGH SCHOOL               ,000, ,07,07W,06,101,4,8,,,18,,101,4,8,,,18,,, ,06-12,
15-16,71,Sherburne                                    ,4160,07,SPECTRUM HIGH SCHOOL               ,000, ,07,07W,07,113,12,7,2,,17,,113,12,7,2,,17,,, ,06-12,
15-16,71,Sherburne                                    ,4160,07,SPECTRUM HIGH SCHOOL               ,000, ,07,07W,08,105,12,2,2,,13,,105,12,2,2,,13,,, ,06-12,
15-16,71,Sherburne                                    ,4160,07,SPECTRUM HIGH SCHOOL               ,000, ,07,07W,09,121,17,10,1,,16,,121,17,10,1,,16,,, ,06-12,
15-16,71,Sherburne                                    ,4160,07,SPECTRUM HIGH SCHOOL               ,000, ,07,07W,10,80,7,7,1,,7,,80,7,7,1,,7,,, ,06-12,
15-16,71,Sherburne                                    ,4160,07,SPECTRUM HIGH SCHOOL               ,000, ,07,07W,11,67,5,5,,,7,,67,5,5,,,7,,, ,06-12,
15-16,71,Sherburne                                    ,4160,07,SPECTRUM HIGH SCHOOL               ,000, ,07,07W,12,51,5,2,,,5,,51,5,2,,,5,,, ,06-12,
15-16,71,Sherburne                                    ,4160,07,SPECTRUM HIGH SCHOOL               ,000, ,07,07W,All Grades,638,62,41,6,,83,,638,62,41,6,,83,,, ,06-12,
15-16,43,McLeod                                       ,4161,07,NEW DISCOVERIES MONTESSORI ACADEMY ,000, ,06,06E,KG,14,6,2,,,2,,14,6,2,,,2,,, ,KG-06,
15-16,43,McLeod                                       ,4161,07,NEW DISCOVERIES MONTESSORI ACADEMY ,000, ,06,06E,01,20,12,2,,,3,,20,12,2,,,3,,, ,KG-06,
15-16,43,McLeod                                       ,4161,07,NEW DISCOVERIES MONTESSORI ACADEMY ,000, ,06,06E,02,13,5,3,,,4,,13,5,3,,,4,,, ,KG-06,
15-16,43,McLeod                                       ,4161,07,NEW DISCOVERIES MONTESSORI ACADEMY ,000, ,06,06E,03,29,13,4,,,12,,29,13,4,,,12,,, ,KG-06,
15-16,43,McLeod                                       ,4161,07,NEW DISCOVERIES MONTESSORI ACADEMY ,000, ,06,06E,04,17,9,1,,,4,,17,9,1,,,4,,, ,KG-06,
15-16,43,McLeod                                       ,4161,07,NEW DISCOVERIES MONTESSORI ACADEMY ,000, ,06,06E,05,28,13,3,,,12,,28,13,3,,,12,,, ,KG-06,
15-16,43,McLeod                                       ,4161,07,NEW DISCOVERIES MONTESSORI ACADEMY ,000, ,06,06E,06,29,15,4,,,17,,29,15,4,,,17,,, ,KG-06,
15-16,43,McLeod                                       ,4161,07,NEW DISCOVERIES MONTESSORI ACADEMY ,000, ,06,06E,All Grades,150,73,19,,,54,,150,73,19,,,54,,, ,KG-06,
15-16,27,Hennepin                                     ,4162,07,SOUTHSIDE FAMILY CHARTER SCHOOL    ,000, ,11,11,KG,14,4,5,,,1,,14,4,5,,,1,,, ,KG-08,
15-16,27,Hennepin                                     ,4162,07,SOUTHSIDE FAMILY CHARTER SCHOOL    ,000, ,11,11,01,15,6,1,1,1,,,15,6,1,1,1,,,, ,KG-08,
15-16,27,Hennepin                                     ,4162,07,SOUTHSIDE FAMILY CHARTER SCHOOL    ,000, ,11,11,02,14,3,1,,,2,,14,3,1,,,2,,, ,KG-08,
15-16,27,Hennepin                                     ,4162,07,SOUTHSIDE FAMILY CHARTER SCHOOL    ,000, ,11,11,03,14,8,1,1,1,3,,14,8,1,1,1,3,,, ,KG-08,
15-16,27,Hennepin                                     ,4162,07,SOUTHSIDE FAMILY CHARTER SCHOOL    ,000, ,11,11,04,14,4,2,,,4,,14,4,2,,,4,,, ,KG-08,
15-16,27,Hennepin                                     ,4162,07,SOUTHSIDE FAMILY CHARTER SCHOOL    ,000, ,11,11,05,13,4,1,1,1,4,,13,4,1,1,1,4,,, ,KG-08,
15-16,27,Hennepin                                     ,4162,07,SOUTHSIDE FAMILY CHARTER SCHOOL    ,000, ,11,11,06,12,4,2,,,1,,12,4,2,,,1,,, ,KG-08,
15-16,27,Hennepin                                     ,4162,07,SOUTHSIDE FAMILY CHARTER SCHOOL    ,000, ,11,11,07,10,5,1,,,1,,10,5,1,,,1,,, ,KG-08,
15-16,27,Hennepin                                     ,4162,07,SOUTHSIDE FAMILY CHARTER SCHOOL    ,000, ,11,11,08,10,1,3,,,3,,10,1,3,,,3,,, ,KG-08,
15-16,27,Hennepin                                     ,4162,07,SOUTHSIDE FAMILY CHARTER SCHOOL    ,000, ,11,11,All Grades,116,39,17,3,3,19,,116,39,17,3,3,19,,, ,KG-08,
15-16,27,Hennepin                                     ,4163,07,LEARNING FOR LEADERSHIP CHARTER    ,000, ,11,11,KG,16,14,,6,6,,,16,14,,6,6,,,, ,KG-12,
15-16,27,Hennepin                                     ,4163,07,LEARNING FOR LEADERSHIP CHARTER    ,000, ,11,11,01,20,16,,8,8,2,,20,16,,8,8,2,,, ,KG-12,
15-16,27,Hennepin                                     ,4163,07,LEARNING FOR LEADERSHIP CHARTER    ,000, ,11,11,02,23,19,,12,12,2,,23,19,,12,12,2,,, ,KG-12,
15-16,27,Hennepin                                     ,4163,07,LEARNING FOR LEADERSHIP CHARTER    ,000, ,11,11,03,22,19,,11,11,2,,22,19,,11,11,2,,, ,KG-12,
15-16,27,Hennepin                                     ,4163,07,LEARNING FOR LEADERSHIP CHARTER    ,000, ,11,11,04,22,20,,10,10,3,,22,20,,10,10,3,,, ,KG-12,
15-16,27,Hennepin                                     ,4163,07,LEARNING FOR LEADERSHIP CHARTER    ,000, ,11,11,05,21,20,,7,7,3,,21,20,,7,7,3,,, ,KG-12,
15-16,27,Hennepin                                     ,4163,07,LEARNING FOR LEADERSHIP CHARTER    ,000, ,11,11,06,22,16,,10,10,7,,22,16,,10,10,7,,, ,KG-12,
15-16,27,Hennepin                                     ,4163,07,LEARNING FOR LEADERSHIP CHARTER    ,000, ,11,11,07,24,17,,11,11,3,,24,17,,11,11,3,,, ,KG-12,
15-16,27,Hennepin                                     ,4163,07,LEARNING FOR LEADERSHIP CHARTER    ,000, ,11,11,08,17,15,,6,6,2,,17,15,,6,6,2,,, ,KG-12,
15-16,27,Hennepin                                     ,4163,07,LEARNING FOR LEADERSHIP CHARTER    ,000, ,11,11,09,18,9,,6,6,4,,18,9,,6,6,4,,, ,KG-12,
15-16,27,Hennepin                                     ,4163,07,LEARNING FOR LEADERSHIP CHARTER    ,000, ,11,11,10,21,15,,9,9,2,,21,15,,9,9,2,,, ,KG-12,
15-16,27,Hennepin                                     ,4163,07,LEARNING FOR LEADERSHIP CHARTER    ,000, ,11,11,11,13,11,,12,12,4,,13,11,,12,12,4,,, ,KG-12,
15-16,27,Hennepin                                     ,4163,07,LEARNING FOR LEADERSHIP CHARTER    ,000, ,11,11,12,10,8,,1,1,3,,10,8,,1,1,3,,, ,KG-12,
15-16,27,Hennepin                                     ,4163,07,LEARNING FOR LEADERSHIP CHARTER    ,000, ,11,11,All Grades,249,199,,109,109,37,,249,199,,109,109,37,,, ,KG-12,
15-16,62,Ramsey                                       ,4164,07,LAURA JEFFREY ACADEMY CHARTER      ,000, ,11,11,05,22,7,4,,,1,,22,7,4,,,1,,, ,05-08,
15-16,62,Ramsey                                       ,4164,07,LAURA JEFFREY ACADEMY CHARTER      ,000, ,11,11,06,35,14,3,,,5,1,35,14,3,,,5,1,, ,05-08,
15-16,62,Ramsey                                       ,4164,07,LAURA JEFFREY ACADEMY CHARTER      ,000, ,11,11,07,35,12,3,,,2,1,35,12,3,,,2,1,, ,05-08,
15-16,62,Ramsey                                       ,4164,07,LAURA JEFFREY ACADEMY CHARTER      ,000, ,11,11,08,33,15,3,,,15,1,33,15,3,,,15,1,, ,05-08,
15-16,62,Ramsey                                       ,4164,07,LAURA JEFFREY ACADEMY CHARTER      ,000, ,11,11,All Grades,125,48,13,,,23,3,125,48,13,,,23,3,, ,05-08,
15-16,69,St. Louis                                    ,4166,07,EAST RANGE ACADEMY OF TECH-SCIENCE ,000, ,03,03,09,25,17,1,,,6,,25,17,1,,,6,,, ,09-12,
15-16,69,St. Louis                                    ,4166,07,EAST RANGE ACADEMY OF TECH-SCIENCE ,000, ,03,03,10,31,21,4,,,16,,31,21,4,,,16,,, ,09-12,
15-16,69,St. Louis                                    ,4166,07,EAST RANGE ACADEMY OF TECH-SCIENCE ,000, ,03,03,11,49,29,4,,,19,,49,29,4,,,19,,, ,09-12,
15-16,69,St. Louis                                    ,4166,07,EAST RANGE ACADEMY OF TECH-SCIENCE ,000, ,03,03,12,28,20,3,,,11,,28,20,3,,,11,,, ,09-12,
15-16,69,St. Louis                                    ,4166,07,EAST RANGE ACADEMY OF TECH-SCIENCE ,000, ,03,03,All Grades,133,87,12,,,52,,133,87,12,,,52,,, ,09-12,
15-16,27,Hennepin                                     ,4167,07,INTERNATIONAL SPANISH LANGUAGE ACAD,000, ,11,11,KG,50,2,2,,,2,,50,2,2,,,2,,, ,KG-06,
15-16,27,Hennepin                                     ,4167,07,INTERNATIONAL SPANISH LANGUAGE ACAD,000, ,11,11,01,50,3,1,,,2,,50,3,1,,,2,,, ,KG-06,
15-16,27,Hennepin                                     ,4167,07,INTERNATIONAL SPANISH LANGUAGE ACAD,000, ,11,11,02,50,3,1,,,,,50,3,1,,,,,, ,KG-06,
15-16,27,Hennepin                                     ,4167,07,INTERNATIONAL SPANISH LANGUAGE ACAD,000, ,11,11,03,42,2,,,,2,,42,2,,,,2,,, ,KG-06,
15-16,27,Hennepin                                     ,4167,07,INTERNATIONAL SPANISH LANGUAGE ACAD,000, ,11,11,04,45,3,2,,,5,,45,3,2,,,5,,, ,KG-06,
15-16,27,Hennepin                                     ,4167,07,INTERNATIONAL SPANISH LANGUAGE ACAD,000, ,11,11,05,38,3,1,1,1,3,,38,3,1,1,1,3,,, ,KG-06,
15-16,27,Hennepin                                     ,4167,07,INTERNATIONAL SPANISH LANGUAGE ACAD,000, ,11,11,06,27,4,,,,4,,27,4,,,,4,,, ,KG-06,
15-16,27,Hennepin                                     ,4167,07,INTERNATIONAL SPANISH LANGUAGE ACAD,000, ,11,11,All Grades,302,20,7,1,1,18,,302,20,7,1,1,18,,, ,KG-06,
15-16,61,Pope                                         ,4168,07,GLACIAL HILLS ELEMENTARY           ,000, ,04,04,KG,14,8,1,,,1,,14,8,1,,,1,,, ,KG-06,
15-16,61,Pope                                         ,4168,07,GLACIAL HILLS ELEMENTARY           ,000, ,04,04,01,23,11,3,,,6,,23,11,3,,,6,,, ,KG-06,
15-16,61,Pope                                         ,4168,07,GLACIAL HILLS ELEMENTARY           ,000, ,04,04,02,28,11,2,,,8,,28,11,2,,,8,,, ,KG-06,
15-16,61,Pope                                         ,4168,07,GLACIAL HILLS ELEMENTARY           ,000, ,04,04,03,23,10,1,,,4,,23,10,1,,,4,,, ,KG-06,
15-16,61,Pope                                         ,4168,07,GLACIAL HILLS ELEMENTARY           ,000, ,04,04,04,20,8,2,,,5,,20,8,2,,,5,,, ,KG-06,
15-16,61,Pope                                         ,4168,07,GLACIAL HILLS ELEMENTARY           ,000, ,04,04,05,8,3,2,,,5,,8,3,2,,,5,,, ,KG-06,
15-16,61,Pope                                         ,4168,07,GLACIAL HILLS ELEMENTARY           ,000, ,04,04,06,7,2,1,,,1,,7,2,1,,,1,,, ,KG-06,
15-16,61,Pope                                         ,4168,07,GLACIAL HILLS ELEMENTARY           ,000, ,04,04,All Grades,123,53,12,,,30,,123,53,12,,,30,,, ,KG-06,
15-16,27,Hennepin                                     ,4169,07,STONEBRIDGE WORLD SCHOOL           ,000, ,11,11,KG,42,33,5,5,5,,5,42,33,5,5,5,,5,, ,KG-06,
15-16,27,Hennepin                                     ,4169,07,STONEBRIDGE WORLD SCHOOL           ,000, ,11,11,01,40,34,4,7,7,3,9,40,34,4,7,7,3,9,, ,KG-06,
15-16,27,Hennepin                                     ,4169,07,STONEBRIDGE WORLD SCHOOL           ,000, ,11,11,02,49,42,1,12,12,7,9,49,42,1,12,12,7,9,, ,KG-06,
15-16,27,Hennepin                                     ,4169,07,STONEBRIDGE WORLD SCHOOL           ,000, ,11,11,03,44,35,3,12,12,10,10,44,35,3,12,12,10,10,, ,KG-06,
15-16,27,Hennepin                                     ,4169,07,STONEBRIDGE WORLD SCHOOL           ,000, ,11,11,04,45,37,5,7,7,11,6,45,37,5,7,7,11,6,, ,KG-06,
15-16,27,Hennepin                                     ,4169,07,STONEBRIDGE WORLD SCHOOL           ,000, ,11,11,05,36,30,2,6,6,7,6,36,30,2,6,6,7,6,, ,KG-06,
15-16,27,Hennepin                                     ,4169,07,STONEBRIDGE WORLD SCHOOL           ,000, ,11,11,06,37,34,2,5,5,13,10,37,34,2,5,5,13,10,, ,KG-06,
15-16,27,Hennepin                                     ,4169,07,STONEBRIDGE WORLD SCHOOL           ,000, ,11,11,All Grades,293,245,22,54,54,51,55,293,245,22,54,54,51,55,, ,KG-06,
15-16,27,Hennepin                                     ,4170,07,HIAWATHA ACADEMIES                 ,000, ,11,11,KG,153,123,14,117,110,9,,153,123,14,117,110,9,,, ,KG-09,
15-16,27,Hennepin                                     ,4170,07,HIAWATHA ACADEMIES                 ,000, ,11,11,01,154,114,13,131,130,15,1,154,114,13,131,130,15,1,, ,KG-09,
15-16,27,Hennepin                                     ,4170,07,HIAWATHA ACADEMIES                 ,000, ,11,11,02,153,113,18,134,128,7,,153,113,18,134,128,7,,, ,KG-09,
15-16,27,Hennepin                                     ,4170,07,HIAWATHA ACADEMIES                 ,000, ,11,11,03,77,68,4,59,59,4,,77,68,4,59,59,4,,, ,KG-09,
15-16,27,Hennepin                                     ,4170,07,HIAWATHA ACADEMIES                 ,000, ,11,11,04,78,64,7,37,37,10,,78,64,7,37,37,10,,, ,KG-09,
15-16,27,Hennepin                                     ,4170,07,HIAWATHA ACADEMIES                 ,000, ,11,11,05,85,68,11,32,13,8,6,85,68,11,32,13,8,6,, ,KG-09,
