districtNumber,districtType,districtName,year,dropRate
4204,07,Rochester Stem Academy,2014,0
4207,07,Vermilion Country School,2014,NA
4210,07,Upper Mississippi Academy,2014,NA
4217,07,Technical Academies Of Minnesota,2014,NA
4237,07,Career Pathways,2014,NA
6004,61,Freshwater Ed. Dist.,2014,15.79
6012,61,Zumbro Education District,2014,22.5
6013,61,Hiawatha Valley Ed. District,2014,5.26
6014,61,Runestone Area Ed. District,2014,12.5
6018,61,Mn River Valley Education District,2014,1.37
6026,61,West Central Education District,2014,14.29
6049,61,River Bend Education District,2014,22.86
6051,61,Goodhue County Education District,2014,9.84
6074,50,Central Minnesota Jt. Powers Dist.,2014,0
6076,50,Northland Learning Center,2014,12
6079,52,Rum River Special Education Coop,2014,18.18
6083,52,Southern Mn Education Consortium,2014,NA
0000,01,Minneapolis-St. Paul International Airport,2014,NA
2759,01,Eagle Valley,2014,NA
0323,02,Franconia,2014,NA
0815,02,Prinsburg,2014,NA
0025,01,Pine Point,2014,NA
0264,01,Herman-Norcross,2014,NA
0402,01,Hendricks,2014,NA
0403,01,Ivanhoe,2014,NA
0404,01,Lake Benton,2014,NA
0415,01,Lynd,2014,NA
0635,01,Milroy,2014,NA
0707,01,Nett Lake,2014,NA
0801,01,Browns Valley,2014,NA
0852,01,Campbell-Tintah,2014,NA
2907,01,Round Lake-Brewster,2014,NA
0001,01,Aitkin Public School District,2015,3.26
0001,03,Minneapolis Public School District,2015,8.49
0002,01,Hill City Public School District,2015,0
0004,01,Mcgregor Public School District,2015,7.41
0006,03,South St. Paul Public School Dist.,2015,6.72
0011,01,Anoka-Hennepin Public School District,2015,2.46
0012,01,Centennial Public School District,2015,1.32
0013,01,Columbia Heights Public School Dist,2015,6.08
0014,01,Fridley Public School District,2015,2.63
0015,01,St. Francis Public School District,2015,2.8
0016,01,Spring Lake Park Public Schools,2015,3.59
0022,01,Detroit Lakes Public School Dist.,2015,4.02
0023,01,Frazee-Vergas Public School Dist.,2015,1.69
0031,01,Bemidji Public School District,2015,6.56
0032,01,Blackduck Public School District,2015,4.35
0036,01,Kelliher Public School District,2015,9.09
0038,01,Red Lake Public School District,2015,33.33
0047,01,Sauk Rapids-Rice Public Schools,2015,3.61
0051,01,Foley Public School District,2015,0.75
0075,01,St. Clair Public School District,2015,0
0077,01,Mankato Public School District,2015,6.13
0081,01,Comfrey Public School District,2015,0
0084,01,Sleepy Eye Public School District,2015,5.71
0085,01,Springfield Public School District,2015,0
0088,01,New Ulm Public School District,2015,2.21
0091,01,Barnum Public School District,2015,3.77
0093,01,Carlton Public School District,2015,3.03
0094,01,Cloquet Public School District,2015,4.49
0095,01,Cromwell-Wright Public Schools,2015,0
0097,01,Moose Lake Public School District,2015,5.77
0099,01,Esko Public School District,2015,2.47
0100,01,Wrenshall Public School District,2015,7.32
0108,01,Central Public School District,2015,3.39
0110,01,Waconia Public School District,2015,0.71
0111,01,Watertown-Mayer Public School Dist.,2015,0.95
0112,01,Eastern Carver County Public School,2015,0.52
0113,01,Walker-Hackensack-Akeley Schl. Dist,2015,8.16
0115,01,Cass Lake-Bena Public Schools,2015,15.49
0116,01,Pillager Public School District,2015,1.75
0118,01,Northland Community Schools,2015,10.34
0129,01,Montevideo Public School District,2015,0
0138,01,North Branch Public Schools,2015,7.09
0139,01,Rush City Public School District,2015,4.23
0146,01,Barnesville Public School District,2015,5.17
0150,01,Hawley Public School District,2015,0
0152,01,Moorhead Public School District,2015,7.01
0160,70,Minnesota State Academies,2015,3.85
0162,01,Bagley Public School District,2015,9.09
0166,01,Cook County Public Schools,2015,2.17
0173,01,Mountain Lake Public Schools,2015,2.78
0177,01,Windom Public School District,2015,0
0181,01,Brainerd Public School District,2015,6.64
0182,01,Crosby-Ironton Public School Dist.,2015,8.64
0186,01,Pequot Lakes Public Schools,2015,0.81
0191,01,Burnsville Public School District,2015,4.66
0192,01,Farmington Public School District,2015,2.43
0194,01,Lakeville Public School District,2015,1.47
0195,01,Randolph Public School District,2015,0
0196,01,Rosemount-Apple Valley-Eagan,2015,1.1
0197,01,West St. Paul-Mendota Hts.-Eagan,2015,3.86
0199,01,Inver Grove Heights Schools,2015,5.04
0200,01,Hastings Public School District,2015,3.32
0203,01,Hayfield Public School District,2015,1.82
0204,01,Kasson-Mantorville School District,2015,1.36
0206,01,Alexandria Public School District,2015,1.43
0213,01,Osakis Public School District,2015,1.56
0227,01,Chatfield Public Schools,2015,1.61
0229,01,Lanesboro Public School District,2015,0
0238,01,Mabel-Canton Public School Dist.,2015,5
0239,01,Rushford-Peterson Public Schools,2015,1.92
0241,01,Albert Lea Public School District,2015,6.53
0242,01,Alden-Conger Public School District,2015,0
0252,01,Cannon Falls Public School District,2015,1.74
0253,01,Goodhue Public School District,2015,3.28
0255,01,Pine Island Public School Dist.,2015,1.32
0256,01,Red Wing Public School District,2015,1.52
0261,01,Ashby Public School District,2015,0
0270,01,Hopkins Public School District,2015,2
0271,01,Bloomington Public School District,2015,2.87
0272,01,Eden Prairie Public School District,2015,1.46
0273,01,Edina Public School District,2015,1.02
0276,01,Minnetonka Public School District,2015,0.13
0277,01,Westonka Public School District,2015,1.92
0278,01,Orono Public School District,2015,1.79
0279,01,Osseo Public School District,2015,3.62
0280,01,Richfield Public School District,2015,6.08
0281,01,Robbinsdale Public School District,2015,5.22
0282,01,St. Anthony-New Brighton Schools,2015,0
0283,01,St. Louis Park Public School Dist.,2015,3.73
0284,01,Wayzata Public School District,2015,0.89
0286,01,Brooklyn Center School District,2015,13.25
0287,06,Intermediate School District 287,2015,6.4
0288,06,Southwest Metro Intermediate 288,2015,NA
0294,01,Houston Public School District,2015,21.57
0297,01,Spring Grove School District,2015,4.35
0299,01,Caledonia Public School District,2015,0
0300,01,La Crescent-Hokah School District,2015,0
0306,01,Laporte Public School District,2015,5.56
0308,01,Nevis Public School District,2015,2.33
0309,01,Park Rapids Public School District,2015,9.89
0314,01,Braham Public School District,2015,4.76
0316,01,Greenway Public School District,2015,1.49
0317,01,Deer River Public School District,2015,7.27
0318,01,Grand Rapids Public School District,2015,2.9
0319,01,Nashwauk-Keewatin School District,2015,6.25
0330,01,Heron Lake-Okabena School District,2015,2.94
0332,01,Mora Public School District,2015,1.45
0333,01,Ogilvie Public School District,2015,5.77
0345,01,New London-Spicer School District,2015,3.67
0347,01,Willmar Public School District,2015,6.29
0356,01,Lancaster Public School District,2015,0
0361,01,International Falls School District,2015,3.57
0362,01,Littlefork-Big Falls School Dist.,2015,0
0363,01,South Koochiching School District,2015,3.23
0378,01,Dawson-Boyd Public School District,2015,0
0381,01,Lake Superior Public School Dist.,2015,3.25
0390,01,Lake Of The Woods School District,2015,2.94
0391,01,Cleveland Public School District,2015,0
0413,01,Marshall Public School District,2015,3.52
0414,01,Minneota Public School District,2015,0
0423,01,Hutchinson Public School District,2015,3.2
0424,01,Lester Prairie Public School Dist.,2015,0
0432,01,Mahnomen Public School District,2015,19.67
0435,01,Waubun-Ogema-White Earth Public Sch,2015,5.88
0441,01,Marshall County Central Schools,2015,4.76
0447,01,Grygla Public School District,2015,6.67
0458,01,Truman Public School District,2015,9.09
0463,01,Eden Valley-Watkins School District,2015,0
0465,01,Litchfield Public School District,2015,5.96
0466,01,Dassel-Cokato Public School Dist.,2015,4.09
0473,01,Isle Public School District,2015,7.14
0477,01,Princeton Public School District,2015,4.03
0480,01,Onamia Public School District,2015,16
0482,01,Little Falls Public School District,2015,2.94
0484,01,Pierz Public School District,2015,3.13
0485,01,Royalton Public School District,2015,1.92
0486,01,Swanville Public School District,2015,7.41
0487,01,Upsala Public School District,2015,0
0492,01,Austin Public School District,2015,9.81
0495,01,Grand Meadow Public School District,2015,0
0497,01,Lyle Public School District,2015,10.53
0499,01,Leroy-Ostrander Public Schools,2015,0
0500,01,Southland Public School District,2015,4.65
0505,01,Fulda Public School District,2015,2.33
0507,01,Nicollet Public School District,2015,5
0508,01,St. Peter Public School District,2015,1.67
0511,01,Adrian Public School District,2015,0
0514,01,Ellsworth Public School District,2015,0
0518,01,Worthington Public School District,2015,8.54
0531,01,Byron Public School District,2015,1.67
0533,01,Dover-Eyota Public School District,2015,2.9
0534,01,Stewartville Public School District,2015,1.67
0535,01,Rochester Public School District,2015,4.78
0542,01,Battle Lake Public School District,2015,2.86
0544,01,Fergus Falls Public School District,2015,7.89
0545,01,Henning Public School District,2015,0
0547,01,Parkers Prairie Public School Dist.,2015,0
0548,01,Pelican Rapids Public School Dist.,2015,2.63
0549,01,Perham-Dent Public School District,2015,1.77
0550,01,Underwood Public School District,2015,5.56
0553,01,New York Mills Public School Dist.,2015,0
0561,01,Goodridge Public School District,2015,0
0564,01,Thief River Falls School District,2015,3.97
0577,01,Willow River Public School District,2015,3.45
0578,01,Pine City Public School District,2015,5.76
0581,01,Edgerton Public School District,2015,0
0592,01,Climax-Shelly Public Schools,2015,0
0593,01,Crookston Public School District,2015,8.05
0595,01,East Grand Forks Public School Dist,2015,9.45
0599,01,Fertile-Beltrami School District,2015,0
0600,01,Fisher Public School District,2015,4.17
0601,01,Fosston Public School District,2015,3.92
0621,01,Mounds View Public School District,2015,1.03
0622,01,North St Paul-Maplewood Oakdale Public School District,2015,3.03
0623,01,Roseville Public School District,2015,2.65
0624,01,White Bear Lake School District,2015,2.19
0625,01,St. Paul Public School District,2015,5.49
0630,01,Red Lake Falls Public School Dist.,2015,0
0640,01,Wabasso Public School District,2015,3.33
0656,01,Faribault Public School District,2015,7.07
0659,01,Northfield Public School District,2015,2.51
0671,01,Hills-Beaver Creek School District,2015,7.41
0676,01,Badger Public School District,2015,0
0682,01,Roseau Public School District,2015,8
0690,01,Warroad Public School District,2015,5.48
0695,01,Chisholm Public School District,2015,7.5
0696,01,Ely Public School District,2015,5.71
0698,01,Floodwood Public School District,2015,7.14
0700,01,Hermantown Public School District,2015,1.78
0701,01,Hibbing Public School District,2015,10.86
0704,01,Proctor Public School District,2015,8.2
0706,01,Virginia Public School District,2015,2.27
0709,01,Duluth Public School District,2015,5.54
0712,01,Mountain Iron-Buhl School District,2015,7.5
0716,01,Belle Plaine Public School District,2015,4.95
0717,01,Jordan Public School District,2015,0.77
0719,01,Prior Lake-Savage Area Schools,2015,2.95
0720,01,Shakopee Public School District,2015,5.41
0721,01,New Prague Area Schools,2015,3.96
0726,01,Becker Public School District,2015,3.3
0727,01,Big Lake Public School District,2015,2.25
0728,01,Elk River Public School District,2015,3.25
0738,01,Holdingford Public School District,2015,0
0739,01,Kimball Public School District,2015,1.72
0740,01,Melrose Public School District,2015,2.68
0741,01,Paynesville Public School District,2015,1.52
0742,01,St. Cloud Public School District,2015,4.81
0743,01,Sauk Centre Public School District,2015,1.16
0745,01,Albany Public School District,2015,0.83
0748,01,Sartell-St. Stephen School District,2015,1.16
0750,01,Rocori Public School District,2015,0.57
0756,01,Blooming Prairie Public School Dist,2015,0
0761,01,Owatonna Public School District,2015,5.07
0763,01,Medford Public School District,2015,3.28
0768,01,Hancock Public School District,2015,0
0771,01,Chokio-Alberta Public School Dist.,2015,0
0775,01,Kerkhoven-Murdock-Sunburg,2015,0
0777,01,Benson Public School District,2015,0
0786,01,Bertha-Hewitt Public School District,2015,2.78
0787,01,Browerville Public School District,2015,10
0803,01,Wheaton Area Public School District,2015,0
0811,01,Wabasha-Kellogg Public School Dist.,2015,0
0813,01,Lake City Public School District,2015,5.68
0818,01,Verndale Public School District,2015,0
0820,01,Sebeka Public School District,2015,2.5
0821,01,Menahga Public School District,2015,4.08
0829,01,Waseca Public School District,2015,4.29
0831,01,Forest Lake Public School District,2015,3.99
0832,01,Mahtomedi Public School District,2015,0.36
0833,01,South Washington County School Dist,2015,2.59
0834,01,Stillwater Area Public School Dist.,2015,1.8
0836,01,Butterfield Public School District,2015,4.35
0837,01,Madelia Public School District,2015,8.33
0840,01,St. James Public School District,2015,4.26
0846,01,Breckenridge Public School District,2015,1.85
0850,01,Rothsay Public School District,2015,6.25
0857,01,Lewiston-Altura Public School Dist.,2015,0
0858,01,St. Charles Public School District,2015,0
0861,01,Winona Area Public School District,2015,5.19
0876,01,Annandale Public School District,2015,1.8
0877,01,Buffalo-Hanover-Montrose Public Sch,2015,2.11
0879,01,Delano Public School District,2015,0.52
0881,01,Maple Lake Public School District,2015,0.94
0882,01,Monticello Public School District,2015,1.31
0883,01,Rockford Public School District,2015,1.79
0885,01,St. Michael-Albertville School Dist,2015,1.07
0891,01,Canby Public School District,2015,0
0911,01,Cambridge-Isanti Public School Dist,2015,0.87
0912,01,Milaca Public School District,2015,1.15
0914,01,Ulen-Hitterdal Public School Dist,2015,12.5
0915,52,Southern Plains Education Coop.,2015,28
0916,06,Northeast Metro 916,2015,12.98
0917,06,Intermediate School District 917,2015,5.88
0926,83,Region 4-Lakes Country Service Coop,2015,7.41
0966,51,Wright Technical Center,2015,15.96
0991,83,Region 6 And 8-Sw/Wc Service Cooperative,2015,5.13
1000,70,Perpich Center For Arts Education,2015,0
1094,34,Fond Du Lac Ojibwe,2015,12.5
1435,34,Circle Of Life,2015,NA
2071,01,Lake Crystal-Wellcome Memorial,2015,3.57
2125,01,Triton School District,2015,3.45
2134,01,United South Central School Dist.,2015,9.8
2135,01,Maple River School District,2015,4.48
2137,01,Kingsland Public School District,2015,0
2142,01,St. Louis County School District,2015,7.86
2143,01,Waterville-Elysian-Morristown Public School District,2015,4.35
2144,01,Chisago Lakes School District,2015,3.33
2149,01,Minnewaska School District,2015,2.74
2154,01,Eveleth-Gilbert School District,2015,2.47
2155,01,Wadena-Deer Creek School District,2015,9.68
2159,01,Buffalo Lk-Hector-Stewart Public Sc,2015,4.88
2164,01,Dilworth-Glyndon-Felton,2015,4.4
2165,01,Hinckley-Finlayson School District,2015,10.45
2167,01,Lakeview School District,2015,0
2168,01,Nrheg School District,2015,1.41
2169,01,Murray County Central School Dist.,2015,3.57
2170,01,Staples-Motley School District,2015,0
2171,01,Kittson Central School District,2015,0
2172,01,Kenyon-Wanamingo School District,2015,1.59
2174,01,Pine River-Backus School District,2015,3.45
2176,01,Warren-Alvarado-Oslo School Dist.,2015,0
2180,01,Maccray School District,2015,2.22
2184,01,Luverne Public School District,2015,2.25
2190,01,Yellow Medicine East,2015,1.35
2198,01,Fillmore Central,2015,3.33
2215,01,Norman County East School District,2015,0
2310,01,Sibley East School District,2015,4.21
2311,01,Clearbrook-Gonvick School District,2015,8.33
2342,01,West Central Area,2015,4.08
2358,01,Tri-County School District,2015,0
2364,01,Belgrade-Brooten-Elrosa Public School District,2015,5.77
2365,01,G.f.w. Public School District,2015,6.94
2396,01,A.c.g.c. Public School District,2015,1.82
2397,01,Le Sueur-Henderson School District,2015,3.9
2448,01,Martin County West School District,2015,8.22
2527,01,Norman County West School District,2015,3.23
2534,01,Bird Island-Olivia-Lake Lillian Public School District,2015,3.28
2536,01,Granada Huntley-East Chain,2015,7.69
2580,01,East Central School District,2015,2.5
2609,01,Win-E-Mac School District,2015,4.88
2683,01,Greenbush-Middle River School Dist.,2015,4.65
2687,01,Howard Lake-Waverly-Winsted,2015,1.19
2689,01,Pipestone Area School District,2015,11.36
2711,01,Mesabi East School District,2015,1.89
2752,01,Fairmont Area School District,2015,2.52
2753,01,Long Prairie-Grey Eagle School District,2015,5.33
2754,01,Cedar Mountain School District,2015,6.25
2769,01,Morris Area Public Schools,2015,1.59
2805,01,Zumbrota-Mazeppa School District,2015,0
2835,01,Janesville-Waldorf-Pemberton,2015,0
2853,01,Lac Qui Parle Valley School Dist.,2015,1.89
2854,01,Ada-Borup Public School District,2015,5.56
2856,01,Stephen-Argyle Central Schools,2015,0
2859,01,Glencoe-Silver Lake School District,2015,4.55
2860,01,Blue Earth Area Public School,2015,2.41
2884,01,Red Rock Central School District,2015,3.7
2886,01,Glenville-Emmons School District,2015,6.67
2888,01,Clinton-Graceville-Beardsley,2015,0
2889,01,Lake Park Audubon School District,2015,1.69
2890,01,Renville County West School Dist.,2015,3.23
2895,01,Jackson County Central School Dist.,2015,1.06
2897,01,Redwood Area School District,2015,6.17
2898,01,Westbrook-Walnut Grove Schools,2015,2.56
2899,01,Plainview-Elgin-Millville,2015,1.94
2902,01,Rtr Public Schools,2015,2.22
2903,01,Ortonville Public Schools,2015,2.38
2904,01,Tracy Area Public School District,2015,4.69
2905,01,Tri-City United School District,2015,0.85
2906,01,Red Lake County Central Public Schools,2015,5.88
2908,01,Brandon-Evansville Public Schools,2015,0
4000,07,City Academy,2015,0
4003,07,"New Heights School, Inc.",2015,NA
4007,07,Minnesota New Country School,2015,7.69
4008,07,Pact Charter School,2015,2.04
4015,07,Community Of Peace Academy,2015,0
4017,07,Minnesota Transitions Charter School,2015,7.62
4025,07,Cyber Village Academy,2015,0
4026,07,E.c.h.o. Charter School,2015,18.18
4027,07,Higher Ground Academy,2015,0
4031,07,Jennings Community School,2015,12.9
4036,07,Face To Face Academy,2015,22.22
4039,07,High School For Recording Arts,2015,8.26
4043,07,Math And Science Academy,2015,3.23
4049,07,Northwest Passage High School,2015,9.8
4053,07,North Lakes Academy,2015,3.85
4056,07,Rosa Parks Charter High School,2015,19.51
4057,07,El Colegio Charter School,2015,24.24
4059,07,Crosslake Community Charter School,2015,NA
4066,07,Kato Public Charter School,2015,15.38
4074,07,Afsa High School,2015,2.33
4075,07,Avalon School,2015,3.03
4080,07,Pillager Area Charter School,2015,NA
4081,07,Discovery Public School Faribault,2015,21.43
4082,07,Bluesky Charter School,2015,27.08
4085,07,Harbor City International Charter,2015,8.16
4087,07,Sage Academy Charter School,2015,3.45
4091,07,Arcadia Charter School,2015,6.67
4092,07,Watershed High School,2015,16.67
4093,07,New Century Academy,2015,42.11
4095,07,Trio Wolf Creek Distance Learning,2015,13.1
4098,07,Nova Classical Academy,2015,0
4102,07,Minnesota Internship Center,2015,18.67
4103,07,Hmong College Prep Academy,2015,3.37
4104,07,Paladin Career And Technical High School,2015,4.63
4105,07,Great River School,2015,0
4106,07,Treknorth High School,2015,9.09
4107,07,Voyageurs Expeditionary,2015,10.53
4110,07,Pim Arts High School,2015,3.9
4111,07,Augsburg Fairview Academy,2015,14.89
4112,07,St Paul Conservatory Performing Art,2015,0.81
4118,07,Kaleidoscope Charter School,2015,NA
4119,07,Academic Arts High School,2015,20.69
4120,07,St. Croix Preparatory Academy,2015,1.47
4121,07,Ubah Medical Academy Charter School,2015,1.2
4122,07,Eagle Ridge Academy Charter School,2015,1.85
4126,07,Prairie Seeds Academy,2015,2.7
4131,07,Metro Schools Charter,2015,1.52
4132,07,Twin Cities Academy,2015,0
4146,07,Northern Lights Community School,2015,25
4150,07,Minnesota Online High School,2015,18.87
4151,07,Edvisions Off Campus School,2015,12.5
4160,07,Spectrum High School,2015,0
4163,07,Learning For Leadership Charter,2015,14.29
4166,07,East Range Academy Of Tech-Science,2015,8.16
4178,07,Lincoln International School,2015,8.77
4183,07,Lionsgate Academy,2015,0
4190,07,Rivers Edge Academy,2015,18.75
4200,07,Step Academy Charter School,2015,0
4204,07,Rochester Stem Academy,2015,10
4207,07,Vermilion Country School,2015,NA
4210,07,Upper Mississippi Academy,2015,NA
4217,07,Technical Academies Of Minnesota,2015,0
4237,07,Career Pathways,2015,NA
6004,61,Freshwater Ed. Dist.,2015,14.29
6012,61,Zumbro Education District,2015,17.78
6013,61,Hiawatha Valley Ed. District,2015,9.09
6014,61,Runestone Area Ed. District,2015,3.33
6018,61,Mn River Valley Education District,2015,2.22
6026,61,West Central Education District,2015,17.39
6049,61,River Bend Education District,2015,29.03
6051,61,Goodhue County Education District,2015,18.75
6074,50,Central Minnesota Jt. Powers Dist.,2015,5.71
6076,50,Northland Learning Center,2015,26.92
6079,52,Rum River Special Education Coop,2015,9.09
6083,52,Southern Mn Education Consortium,2015,NA
0000,01,Minneapolis-St. Paul International Airport,2015,NA
2759,01,Eagle Valley,2015,NA
0323,02,Franconia,2015,NA
0815,02,Prinsburg,2015,NA
0025,01,Pine Point,2015,NA
0264,01,Herman-Norcross,2015,NA
0402,01,Hendricks,2015,NA
0403,01,Ivanhoe,2015,NA
0404,01,Lake Benton,2015,NA
0415,01,Lynd,2015,NA
0635,01,Milroy,2015,NA
0707,01,Nett Lake,2015,NA
0801,01,Browns Valley,2015,NA
0852,01,Campbell-Tintah,2015,NA
2907,01,Round Lake-Brewster,2015,NA
0001,01,Aitkin Public School District,2016,1.9
0001,03,Minneapolis Public School District,2016,7.71
0002,01,Hill City Public School District,2016,0
0004,01,Mcgregor Public School District,2016,8.7
0006,03,South St. Paul Public School Dist.,2016,8.06
0011,01,Anoka-Hennepin Public School District,2016,2.76
0012,01,Centennial Public School District,2016,0.43
0013,01,Columbia Heights Public School Dist,2016,4.55
0014,01,Fridley Public School District,2016,2.88
0015,01,St. Francis Public School District,2016,2.19
0016,01,Spring Lake Park Public Schools,2016,5.32
0022,01,Detroit Lakes Public School Dist.,2016,4.39
0023,01,Frazee-Vergas Public School Dist.,2016,1.37
0031,01,Bemidji Public School District,2016,6.42
0032,01,Blackduck Public School District,2016,9.8
0036,01,Kelliher Public School District,2016,11.76
0038,01,Red Lake Public School District,2016,35.11
0047,01,Sauk Rapids-Rice Public Schools,2016,1.46
0051,01,Foley Public School District,2016,0.85
0075,01,St. Clair Public School District,2016,0
0077,01,Mankato Public School District,2016,7.52
0081,01,Comfrey Public School District,2016,NA
0084,01,Sleepy Eye Public School District,2016,0
0085,01,Springfield Public School District,2016,0
0088,01,New Ulm Public School District,2016,2.27
0091,01,Barnum Public School District,2016,0
0093,01,Carlton Public School District,2016,7.14
0094,01,Cloquet Public School District,2016,2.97
0095,01,Cromwell-Wright Public Schools,2016,0
0097,01,Moose Lake Public School District,2016,1.79
0099,01,Esko Public School District,2016,0
0100,01,Wrenshall Public School District,2016,3.7
0108,01,Central Public School District,2016,1.12
0110,01,Waconia Public School District,2016,1.57
0111,01,Watertown-Mayer Public School Dist.,2016,3.16
0112,01,Eastern Carver County Public School,2016,1.23
0113,01,Walker-Hackensack-Akeley Schl. Dist,2016,5.26
0115,01,Cass Lake-Bena Public Schools,2016,12.2
0116,01,Pillager Public School District,2016,1.85
0118,01,Northland Community Schools,2016,0
0129,01,Montevideo Public School District,2016,2.2
0138,01,North Branch Public Schools,2016,5.7
0139,01,Rush City Public School District,2016,0
0146,01,Barnesville Public School District,2016,3.13
0150,01,Hawley Public School District,2016,4.69
0152,01,Moorhead Public School District,2016,6.64
0160,70,Minnesota State Academies,2016,0
0162,01,Bagley Public School District,2016,17.54
0166,01,Cook County Public Schools,2016,4.08
0173,01,Mountain Lake Public Schools,2016,0
0177,01,Windom Public School District,2016,0
0181,01,Brainerd Public School District,2016,7.64
0182,01,Crosby-Ironton Public School Dist.,2016,3.53
0186,01,Pequot Lakes Public Schools,2016,0.87
0191,01,Burnsville Public School District,2016,5.19
0192,01,Farmington Public School District,2016,0.9
0194,01,Lakeville Public School District,2016,1.82
0195,01,Randolph Public School District,2016,2.27
0196,01,Rosemount-Apple Valley-Eagan,2016,2.26
0197,01,West St. Paul-Mendota Hts.-Eagan,2016,6.33
0199,01,Inver Grove Heights Schools,2016,1.28
0200,01,Hastings Public School District,2016,1.3
0203,01,Hayfield Public School District,2016,0
0204,01,Kasson-Mantorville School District,2016,1.8
0206,01,Alexandria Public School District,2016,3.28
0213,01,Osakis Public School District,2016,1.47
0227,01,Chatfield Public Schools,2016,0
0229,01,Lanesboro Public School District,2016,0
0238,01,Mabel-Canton Public School Dist.,2016,0
0239,01,Rushford-Peterson Public Schools,2016,0
0241,01,Albert Lea Public School District,2016,7.42
0242,01,Alden-Conger Public School District,2016,5.56
0252,01,Cannon Falls Public School District,2016,0
0253,01,Goodhue Public School District,2016,0
0255,01,Pine Island Public School Dist.,2016,1.35
0256,01,Red Wing Public School District,2016,4.05
0261,01,Ashby Public School District,2016,0
0270,01,Hopkins Public School District,2016,1.76
0271,01,Bloomington Public School District,2016,1.71
0272,01,Eden Prairie Public School District,2016,1.2
0273,01,Edina Public School District,2016,0.31
0276,01,Minnetonka Public School District,2016,1.42
0277,01,Westonka Public School District,2016,0.64
0278,01,Orono Public School District,2016,0
0279,01,Osseo Public School District,2016,4.2
0280,01,Richfield Public School District,2016,7.36
0281,01,Robbinsdale Public School District,2016,6.26
0282,01,St. Anthony-New Brighton Schools,2016,0.61
0283,01,St. Louis Park Public School Dist.,2016,2.89
0284,01,Wayzata Public School District,2016,0.78
0286,01,Brooklyn Center School District,2016,13.18
0287,06,Intermediate School District 287,2016,10.54
0288,06,Southwest Metro Intermediate 288,2016,NA
0294,01,Houston Public School District,2016,26.41
0297,01,Spring Grove School District,2016,0
0299,01,Caledonia Public School District,2016,1.75
0300,01,La Crescent-Hokah School District,2016,1.03
0306,01,Laporte Public School District,2016,0
0308,01,Nevis Public School District,2016,8
0309,01,Park Rapids Public School District,2016,7.96
0314,01,Braham Public School District,2016,1.49
0316,01,Greenway Public School District,2016,0
0317,01,Deer River Public School District,2016,4.08
0318,01,Grand Rapids Public School District,2016,2.89
0319,01,Nashwauk-Keewatin School District,2016,8.33
0330,01,Heron Lake-Okabena School District,2016,0
0332,01,Mora Public School District,2016,1.79
0333,01,Ogilvie Public School District,2016,0
0345,01,New London-Spicer School District,2016,3.06
0347,01,Willmar Public School District,2016,8.92
0356,01,Lancaster Public School District,2016,0
0361,01,International Falls School District,2016,6.1
0362,01,Littlefork-Big Falls School Dist.,2016,7.41
0363,01,South Koochiching School District,2016,4.35
0378,01,Dawson-Boyd Public School District,2016,0
0381,01,Lake Superior Public School Dist.,2016,2.68
0390,01,Lake Of The Woods School District,2016,16.67
0391,01,Cleveland Public School District,2016,0
0413,01,Marshall Public School District,2016,5.33
0414,01,Minneota Public School District,2016,2.63
0423,01,Hutchinson Public School District,2016,1.4
0424,01,Lester Prairie Public School Dist.,2016,14.81
0432,01,Mahnomen Public School District,2016,15.56
0435,01,Waubun-Ogema-White Earth Public Sch,2016,9.8
0441,01,Marshall County Central Schools,2016,3.33
0447,01,Grygla Public School District,2016,0
0458,01,Truman Public School District,2016,4.35
0463,01,Eden Valley-Watkins School District,2016,3.23
0465,01,Litchfield Public School District,2016,6.62
0466,01,Dassel-Cokato Public School Dist.,2016,2.21
0473,01,Isle Public School District,2016,2.63
0477,01,Princeton Public School District,2016,4.71
0480,01,Onamia Public School District,2016,13.56
0482,01,Little Falls Public School District,2016,3.65
0484,01,Pierz Public School District,2016,3.45
0485,01,Royalton Public School District,2016,0
0486,01,Swanville Public School District,2016,7.41
0487,01,Upsala Public School District,2016,0
0492,01,Austin Public School District,2016,9.2
0495,01,Grand Meadow Public School District,2016,0
0497,01,Lyle Public School District,2016,5.88
0499,01,Leroy-Ostrander Public Schools,2016,8.33
0500,01,Southland Public School District,2016,6.52
0505,01,Fulda Public School District,2016,0
0507,01,Nicollet Public School District,2016,0
0508,01,St. Peter Public School District,2016,3.5
0511,01,Adrian Public School District,2016,2.27
0514,01,Ellsworth Public School District,2016,12.5
0518,01,Worthington Public School District,2016,6.42
0531,01,Byron Public School District,2016,0.72
0533,01,Dover-Eyota Public School District,2016,0
0534,01,Stewartville Public School District,2016,2.68
0535,01,Rochester Public School District,2016,3.38
0542,01,Battle Lake Public School District,2016,4.17
0544,01,Fergus Falls Public School District,2016,11.02
0545,01,Henning Public School District,2016,2.94
0547,01,Parkers Prairie Public School Dist.,2016,0
0548,01,Pelican Rapids Public School Dist.,2016,2.41
0549,01,Perham-Dent Public School District,2016,5.38
0550,01,Underwood Public School District,2016,2.04
0553,01,New York Mills Public School Dist.,2016,0
0561,01,Goodridge Public School District,2016,10
0564,01,Thief River Falls School District,2016,3.39
0577,01,Willow River Public School District,2016,6.45
0578,01,Pine City Public School District,2016,9.72
0581,01,Edgerton Public School District,2016,0
0592,01,Climax-Shelly Public Schools,2016,10.53
