Data Year,County Number,County Name,District Number,District Type,District Name,School Number,School Name,ECSU Number,Economic Development Region,School Classification,Grade,Total Enrollment,Filter Groups,Total Female Count,Total Female Percent,Total Male Count,Total Male Percent,Total American Indian or Alaska Native Count,Total American Indian or Alaska Native Percent,American Indian or Alaska Native Female Count,American Indian or Alaska Native Male Count,Total Asian Count,Total Asian Percent,Asian Female Count,Asian Male Count,Total Native Hawaiian or Pacific Islander Count,Total Native Hawaiian or Pacific Islander Percent,Native Hawaiian or Pacific Islander Female Count,Native Hawaiian or Pacific Islander Male Count,Total Hispanic or Latino Count,Total Hispanic or Latino Percent,Hispanic or Latino Female Count,Hispanic or Latino Male Count,Total Black or African American Count,Total Black or African American Percent,Black or African American Female Count,Black or African American Male Count,Total White Count,Total White Percent,White Female Count,White Male Count,Total Two or More Races Count,Total Two or More Races Percent,Two or More Races Female Count,Two or More Races Male Count,Total Students of Color or American Indian Count,Total Students of Color or American Indian Percent,Total Students Eligible for Free or Reduced-Priced Meals Count,Total Students Eligible for Free or Reduced-Priced Meals Percent,Total Students Receiving Special Education Services Count,Total Students Receiving Special Education Services Percent,Total English learner Identified Count,Total English learner Identified Percent,Total Students Experiencing Homelessness Count,Total Students Experiencing Homelessness Percent,Additional Suppression Free or Reduced-Priced Meals Applied,Additional Suppression Special Education Applied,Additional Suppression English learner Identified Applied,Additional Suppression Homeless Applied
13-14,27,Hennepin,0287,06,INTERMEDIATE SCHOOL DISTRICT 287,000,no data,11,11,no data,11,194,N,90,46.39%,104,53.61%,7,3.61%,2,5,0,0.00%,0,0,0,0.00%,0,0,34,17.53%,18,16,69,35.57%,32,37,75,38.66%,32,43,9,4.64%,6,3,119,61.34%,141,72.68%,77,39.69%,10,5.15%,2,1.03%,N,N,N,N
13-14,27,Hennepin,0287,06,INTERMEDIATE SCHOOL DISTRICT 287,000,no data,11,11,no data,12,693,N,285,41.13%,408,58.87%,3,0.43%,0,3,21,3.03%,8,13,2,0.29%,1,1,93,13.42%,49,44,188,27.13%,78,110,364,52.53%,137,227,22,3.17%,12,10,329,47.47%,399,57.58%,425,61.33%,37,5.34%,5,0.72%,N,N,N,N
13-14,27,Hennepin,0287,06,INTERMEDIATE SCHOOL DISTRICT 287,000,no data,11,11,no data,All Grades,1277,N,486,38.06%,791,61.94%,20,1.57%,5,15,33,2.58%,11,22,2,0.16%,1,1,151,11.82%,73,78,400,31.32%,143,257,616,48.24%,225,391,55,4.31%,28,27,661,51.76%,821,64.29%,791,61.94%,62,4.86%,11,0.86%,N,N,N,N
13-14,28,Houston,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT,000,no data,10,10,no data,ECSE,5,Y,1,20.00%,4,80.00%,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,5,100.00%,1,4,0,0.00%,0,0,0,0.00%,,,,,,,,,Y,Y,Y,Y
13-14,28,Houston,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT,000,no data,10,10,no data,KG,104,N,62,59.62%,42,40.38%,2,1.92%,1,1,4,3.85%,1,3,0,0.00%,0,0,6,5.77%,2,4,3,2.88%,2,1,88,84.62%,56,32,1,0.96%,0,1,16,15.38%,,,5,4.81%,,,0,0.00%,Y,N,Y,N
13-14,28,Houston,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT,000,no data,10,10,no data,1,133,N,68,51.13%,65,48.87%,1,0.75%,0,1,6,4.51%,4,2,0,0.00%,0,0,1,0.75%,0,1,10,7.52%,6,4,115,86.47%,58,57,0,0.00%,0,0,18,13.53%,52,39.10%,11,8.27%,3,2.26%,0,0.00%,N,N,N,N
13-14,28,Houston,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT,000,no data,10,10,no data,2,133,N,58,43.61%,75,56.39%,2,1.50%,1,1,1,0.75%,1,0,0,0.00%,0,0,3,2.26%,2,1,8,6.02%,3,5,119,89.47%,51,68,0,0.00%,0,0,14,10.53%,47,35.34%,18,13.53%,2,1.50%,0,0.00%,N,N,N,N
13-14,28,Houston,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT,000,no data,10,10,no data,3,138,N,71,51.45%,67,48.55%,1,0.72%,1,0,6,4.35%,2,4,0,0.00%,0,0,2,1.45%,1,1,6,4.35%,1,5,123,89.13%,66,57,0,0.00%,0,0,15,10.87%,61,44.20%,25,18.12%,5,3.62%,,,N,N,N,Y
13-14,28,Houston,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT,000,no data,10,10,no data,4,151,N,76,50.33%,75,49.67%,1,0.66%,0,1,3,1.99%,2,1,0,0.00%,0,0,4,2.65%,2,2,8,5.30%,4,4,132,87.42%,66,66,3,1.99%,2,1,19,12.58%,58,38.41%,20,13.25%,6,3.97%,0,0.00%,N,N,N,N
13-14,28,Houston,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT,000,no data,10,10,no data,5,167,N,80,47.90%,87,52.10%,2,1.20%,1,1,1,0.60%,1,0,0,0.00%,0,0,8,4.79%,2,6,9,5.39%,6,3,146,87.43%,70,76,1,0.60%,0,1,21,12.57%,54,32.34%,25,14.97%,3,1.80%,0,0.00%,N,N,N,N
13-14,28,Houston,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT,000,no data,10,10,no data,6,137,N,66,48.18%,71,51.82%,2,1.46%,0,2,4,2.92%,2,2,0,0.00%,0,0,0,0.00%,0,0,5,3.65%,1,4,124,90.51%,62,62,2,1.46%,1,1,13,9.49%,50,36.50%,28,20.44%,1,0.73%,1,0.73%,N,N,N,N
13-14,28,Houston,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT,000,no data,10,10,no data,7,186,N,104,55.91%,82,44.09%,4,2.15%,3,1,3,1.61%,2,1,0,0.00%,0,0,4,2.15%,3,1,12,6.45%,4,8,162,87.10%,92,70,1,0.54%,0,1,24,12.90%,66,35.48%,36,19.35%,0,0.00%,0,0.00%,N,N,N,N
13-14,28,Houston,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT,000,no data,10,10,no data,8,215,N,126,58.60%,89,41.40%,3,1.40%,1,2,2,0.93%,0,2,0,0.00%,0,0,6,2.79%,5,1,11,5.12%,8,3,191,88.84%,112,79,2,0.93%,0,2,24,11.16%,70,32.56%,24,11.16%,0,0.00%,0,0.00%,N,N,N,N
13-14,28,Houston,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT,000,no data,10,10,no data,9,178,N,103,57.87%,75,42.13%,6,3.37%,3,3,1,0.56%,0,1,0,0.00%,0,0,11,6.18%,7,4,9,5.06%,5,4,145,81.46%,83,62,6,3.37%,5,1,33,18.54%,56,31.46%,35,19.66%,1,0.56%,0,0.00%,N,N,N,N
13-14,28,Houston,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT,000,no data,10,10,no data,10,245,N,143,58.37%,102,41.63%,5,2.04%,4,1,6,2.45%,6,0,1,0.41%,0,1,8,3.27%,6,2,14,5.71%,10,4,208,84.90%,116,92,3,1.22%,1,2,37,15.10%,66,26.94%,31,12.65%,0,0.00%,0,0.00%,N,N,N,N
13-14,28,Houston,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT,000,no data,10,10,no data,11,217,N,115,53.00%,102,47.00%,1,0.46%,1,0,1,0.46%,1,0,0,0.00%,0,0,9,4.15%,6,3,9,4.15%,5,4,194,89.40%,100,94,3,1.38%,2,1,23,10.60%,66,30.41%,36,16.59%,1,0.46%,0,0.00%,N,N,N,N
13-14,28,Houston,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT,000,no data,10,10,no data,12,271,N,144,53.14%,127,46.86%,2,0.74%,2,0,4,1.48%,3,1,0,0.00%,0,0,14,5.17%,7,7,8,2.95%,6,2,242,89.30%,126,116,1,0.37%,0,1,29,10.70%,71,26.20%,55,20.30%,0,0.00%,0,0.00%,N,N,N,N
13-14,28,Houston,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT,000,no data,10,10,no data,All Grades,2280,N,1217,53.38%,1063,46.62%,32,1.40%,18,14,42,1.84%,25,17,1,0.04%,0,1,76,3.33%,43,33,112,4.91%,61,51,1994,87.46%,1059,935,23,1.01%,11,12,286,12.54%,757,33.20%,354,15.53%,23,1.01%,2,0.09%,N,N,N,N
13-14,28,Houston,0297,01,SPRING GROVE SCHOOL DISTRICT,000,no data,10,10,no data,ECSE,3,Y,0,0.00%,3,100.00%,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,3,100.00%,0,3,0,0.00%,0,0,0,0.00%,,,,,,,,,Y,Y,Y,Y
13-14,28,Houston,0297,01,SPRING GROVE SCHOOL DISTRICT,000,no data,10,10,no data,KG,33,N,19,57.58%,14,42.42%,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,1,3.03%,0,1,0,0.00%,0,0,32,96.97%,19,13,0,0.00%,0,0,1,3.03%,12,36.36%,2,6.06%,,,,,N,N,Y,Y
13-14,28,Houston,0297,01,SPRING GROVE SCHOOL DISTRICT,000,no data,10,10,no data,1,44,N,16,36.36%,28,63.64%,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,1,2.27%,0,1,43,97.73%,16,27,0,0.00%,0,0,1,2.27%,10,22.73%,7,15.91%,0,0.00%,0,0.00%,N,N,N,N
13-14,28,Houston,0297,01,SPRING GROVE SCHOOL DISTRICT,000,no data,10,10,no data,2,17,N,8,47.06%,9,52.94%,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,2,11.76%,2,0,0,0.00%,0,0,15,88.24%,6,9,0,0.00%,0,0,2,11.76%,8,47.06%,1,5.88%,0,0.00%,0,0.00%,N,N,N,N
13-14,28,Houston,0297,01,SPRING GROVE SCHOOL DISTRICT,000,no data,10,10,no data,3,28,N,13,46.43%,15,53.57%,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,1,3.57%,0,1,0,0.00%,0,0,27,96.43%,13,14,0,0.00%,0,0,1,3.57%,14,50.00%,5,17.86%,0,0.00%,0,0.00%,N,N,N,N
13-14,28,Houston,0297,01,SPRING GROVE SCHOOL DISTRICT,000,no data,10,10,no data,4,26,N,18,69.23%,8,30.77%,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,25,96.15%,18,7,1,3.85%,0,1,1,3.85%,8,30.77%,3,11.54%,0,0.00%,0,0.00%,N,N,N,N
13-14,28,Houston,0297,01,SPRING GROVE SCHOOL DISTRICT,000,no data,10,10,no data,5,29,N,11,37.93%,18,62.07%,0,0.00%,0,0,0,0.00%,0,0,1,3.45%,0,1,1,3.45%,0,1,2,6.90%,0,2,25,86.21%,11,14,0,0.00%,0,0,4,13.79%,8,27.59%,5,17.24%,0,0.00%,0,0.00%,N,N,N,N
13-14,28,Houston,0297,01,SPRING GROVE SCHOOL DISTRICT,000,no data,10,10,no data,6,27,N,13,48.15%,14,51.85%,0,0.00%,0,0,0,0.00%,0,0,1,3.70%,0,1,0,0.00%,0,0,0,0.00%,0,0,26,96.30%,13,13,0,0.00%,0,0,1,3.70%,7,25.93%,2,7.41%,0,0.00%,0,0.00%,N,N,N,N
13-14,28,Houston,0297,01,SPRING GROVE SCHOOL DISTRICT,000,no data,10,10,no data,7,32,N,16,50.00%,16,50.00%,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,31,96.88%,16,15,1,3.13%,0,1,1,3.13%,13,40.63%,4,12.50%,0,0.00%,0,0.00%,N,N,N,N
13-14,28,Houston,0297,01,SPRING GROVE SCHOOL DISTRICT,000,no data,10,10,no data,8,29,N,15,51.72%,14,48.28%,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,1,3.45%,0,1,28,96.55%,15,13,0,0.00%,0,0,1,3.45%,10,34.48%,2,6.90%,0,0.00%,0,0.00%,N,N,N,N
13-14,28,Houston,0297,01,SPRING GROVE SCHOOL DISTRICT,000,no data,10,10,no data,9,27,N,12,44.44%,15,55.56%,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,27,100.00%,12,15,0,0.00%,0,0,0,0.00%,11,40.74%,2,7.41%,0,0.00%,0,0.00%,N,N,N,N
13-14,28,Houston,0297,01,SPRING GROVE SCHOOL DISTRICT,000,no data,10,10,no data,10,17,N,10,58.82%,7,41.18%,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,1,5.88%,1,0,16,94.12%,9,7,0,0.00%,0,0,1,5.88%,,,1,5.88%,0,0.00%,0,0.00%,Y,N,N,N
13-14,28,Houston,0297,01,SPRING GROVE SCHOOL DISTRICT,000,no data,10,10,no data,11,26,N,13,50.00%,13,50.00%,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,26,100.00%,13,13,0,0.00%,0,0,0,0.00%,7,26.92%,4,15.38%,0,0.00%,0,0.00%,N,N,N,N
13-14,28,Houston,0297,01,SPRING GROVE SCHOOL DISTRICT,000,no data,10,10,no data,12,34,N,18,52.94%,16,47.06%,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,34,100.00%,18,16,0,0.00%,0,0,0,0.00%,7,20.59%,4,11.76%,0,0.00%,0,0.00%,N,N,N,N
13-14,28,Houston,0297,01,SPRING GROVE SCHOOL DISTRICT,000,no data,10,10,no data,All Grades,372,N,182,48.92%,190,51.08%,0,0.00%,0,0,0,0.00%,0,0,2,0.54%,0,2,5,1.34%,2,3,5,1.34%,1,4,358,96.24%,179,179,2,0.54%,0,2,14,3.76%,122,32.80%,45,12.10%,0,0.00%,0,0.00%,N,N,N,N
13-14,28,Houston,0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT,000,no data,10,10,no data,ECSE,11,N,5,45.45%,6,54.55%,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,11,100.00%,5,6,0,0.00%,0,0,0,0.00%,,,,>=90%,0,0.00%,0,0.00%,Y,Y,N,N
13-14,28,Houston,0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT,000,no data,10,10,no data,KG,42,N,15,35.71%,27,64.29%,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,41,97.62%,15,26,1,2.38%,0,1,1,2.38%,14,33.33%,5,11.90%,0,0.00%,0,0.00%,N,N,N,N
13-14,28,Houston,0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT,000,no data,10,10,no data,1,48,N,19,39.58%,29,60.42%,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,45,93.75%,18,27,3,6.25%,1,2,3,6.25%,12,25.00%,6,12.50%,0,0.00%,,,N,N,N,Y
13-14,28,Houston,0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT,000,no data,10,10,no data,2,51,N,29,56.86%,22,43.14%,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,3,5.88%,1,2,47,92.16%,28,19,1,1.96%,0,1,4,7.84%,22,43.14%,7,13.73%,0,0.00%,3,5.88%,N,N,N,N
13-14,28,Houston,0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT,000,no data,10,10,no data,3,83,N,42,50.60%,41,49.40%,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,4,4.82%,1,3,77,92.77%,39,38,2,2.41%,2,0,6,7.23%,30,36.14%,14,16.87%,0,0.00%,0,0.00%,N,N,N,N
13-14,28,Houston,0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT,000,no data,10,10,no data,4,8,Y,1,12.50%,7,87.50%,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,8,100.00%,1,7,0,0.00%,0,0,0,0.00%,,,,,,,,,Y,Y,Y,Y
13-14,28,Houston,0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT,000,no data,10,10,no data,5,51,N,24,47.06%,27,52.94%,1,1.96%,1,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,3,5.88%,1,2,45,88.24%,21,24,2,3.92%,1,1,6,11.76%,21,41.18%,9,17.65%,0,0.00%,3,5.88%,N,N,N,N
13-14,28,Houston,0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT,000,no data,10,10,no data,6,37,N,21,56.76%,16,43.24%,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,36,97.30%,20,16,1,2.70%,1,0,1,2.70%,13,35.14%,4,10.81%,0,0.00%,0,0.00%,N,N,N,N
13-14,28,Houston,0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT,000,no data,10,10,no data,7,43,N,16,37.21%,27,62.79%,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,2,4.65%,1,1,41,95.35%,15,26,0,0.00%,0,0,2,4.65%,11,25.58%,8,18.60%,0,0.00%,2,4.65%,N,N,N,N
13-14,28,Houston,0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT,000,no data,10,10,no data,8,53,N,27,50.94%,26,49.06%,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,3,5.66%,2,1,50,94.34%,25,25,0,0.00%,0,0,3,5.66%,13,24.53%,7,13.21%,0,0.00%,2,3.77%,N,N,N,N
13-14,28,Houston,0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT,000,no data,10,10,no data,9,51,N,24,47.06%,27,52.94%,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,1,1.96%,1,0,49,96.08%,22,27,1,1.96%,1,0,2,3.92%,15,29.41%,,,0,0.00%,0,0.00%,N,Y,N,N
13-14,28,Houston,0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT,000,no data,10,10,no data,10,58,N,32,55.17%,26,44.83%,0,0.00%,0,0,1,1.72%,0,1,0,0.00%,0,0,0,0.00%,0,0,1,1.72%,1,0,56,96.55%,31,25,0,0.00%,0,0,2,3.45%,12,20.69%,6,10.34%,,,1,1.72%,N,N,Y,N
13-14,28,Houston,0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT,000,no data,10,10,no data,11,62,N,30,48.39%,32,51.61%,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,62,100.00%,30,32,0,0.00%,0,0,0,0.00%,10,16.13%,6,9.68%,0,0.00%,0,0.00%,N,N,N,N
13-14,28,Houston,0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT,000,no data,10,10,no data,12,69,N,26,37.68%,43,62.32%,0,0.00%,0,0,1,1.45%,1,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,67,97.10%,25,42,1,1.45%,0,1,2,2.90%,10,14.49%,6,8.70%,1,1.45%,2,2.90%,N,N,N,N
13-14,28,Houston,0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT,000,no data,10,10,no data,All Grades,667,N,311,46.63%,356,53.37%,1,0.15%,1,0,2,0.30%,1,1,0,0.00%,0,0,0,0.00%,0,0,17,2.55%,8,9,635,95.20%,295,340,12,1.80%,6,6,32,4.80%,196,29.39%,95,14.24%,2,0.30%,15,2.25%,N,N,N,N
13-14,28,Houston,0300,01,LA CRESCENT-HOKAH SCHOOL DISTRICT,000,no data,10,10,no data,ECSE,12,N,3,25.00%,9,75.00%,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,1,8.33%,0,1,11,91.67%,3,8,0,0.00%,0,0,1,8.33%,2,16.67%,,>=90%,0,0.00%,0,0.00%,N,Y,N,N
13-14,28,Houston,0300,01,LA CRESCENT-HOKAH SCHOOL DISTRICT,000,no data,10,10,no data,KG,69,N,31,44.93%,38,55.07%,1,1.45%,0,1,2,2.90%,1,1,0,0.00%,0,0,1,1.45%,0,1,6,8.70%,5,1,59,85.51%,25,34,0,0.00%,0,0,10,14.49%,17,24.64%,10,14.49%,0,0.00%,0,0.00%,N,N,N,N
13-14,28,Houston,0300,01,LA CRESCENT-HOKAH SCHOOL DISTRICT,000,no data,10,10,no data,1,92,N,48,52.17%,44,47.83%,0,0.00%,0,0,2,2.17%,1,1,0,0.00%,0,0,3,3.26%,2,1,3,3.26%,1,2,84,91.30%,44,40,0,0.00%,0,0,8,8.70%,24,26.09%,9,9.78%,0,0.00%,0,0.00%,N,N,N,N
13-14,28,Houston,0300,01,LA CRESCENT-HOKAH SCHOOL DISTRICT,000,no data,10,10,no data,2,82,N,39,47.56%,43,52.44%,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,3,3.66%,0,3,6,7.32%,3,3,72,87.80%,36,36,1,1.22%,0,1,10,12.20%,20,24.39%,3,3.66%,0,0.00%,0,0.00%,N,N,N,N
13-14,28,Houston,0300,01,LA CRESCENT-HOKAH SCHOOL DISTRICT,000,no data,10,10,no data,3,77,N,38,49.35%,39,50.65%,0,0.00%,0,0,1,1.30%,1,0,0,0.00%,0,0,3,3.90%,2,1,1,1.30%,1,0,70,90.91%,32,38,2,2.60%,2,0,7,9.09%,19,24.68%,11,14.29%,0,0.00%,0,0.00%,N,N,N,N
13-14,28,Houston,0300,01,LA CRESCENT-HOKAH SCHOOL DISTRICT,000,no data,10,10,no data,4,91,N,43,47.25%,48,52.75%,1,1.10%,0,1,2,2.20%,0,2,0,0.00%,0,0,1,1.10%,0,1,6,6.59%,2,4,81,89.01%,41,40,0,0.00%,0,0,10,10.99%,20,21.98%,17,18.68%,0,0.00%,0,0.00%,N,N,N,N
13-14,28,Houston,0300,01,LA CRESCENT-HOKAH SCHOOL DISTRICT,000,no data,10,10,no data,5,67,N,37,55.22%,30,44.78%,1,1.49%,1,0,0,0.00%,0,0,0,0.00%,0,0,1,1.49%,0,1,3,4.48%,1,2,62,92.54%,35,27,0,0.00%,0,0,5,7.46%,20,29.85%,6,8.96%,0,0.00%,0,0.00%,N,N,N,N
13-14,28,Houston,0300,01,LA CRESCENT-HOKAH SCHOOL DISTRICT,000,no data,10,10,no data,6,86,N,51,59.30%,35,40.70%,1,1.16%,1,0,1,1.16%,0,1,0,0.00%,0,0,0,0.00%,0,0,2,2.33%,2,0,82,95.35%,48,34,0,0.00%,0,0,4,4.65%,16,18.60%,11,12.79%,0,0.00%,0,0.00%,N,N,N,N
13-14,28,Houston,0300,01,LA CRESCENT-HOKAH SCHOOL DISTRICT,000,no data,10,10,no data,7,88,N,37,42.05%,51,57.95%,1,1.14%,1,0,2,2.27%,1,1,0,0.00%,0,0,1,1.14%,0,1,2,2.27%,0,2,79,89.77%,32,47,3,3.41%,3,0,9,10.23%,14,15.91%,13,14.77%,0,0.00%,0,0.00%,N,N,N,N
13-14,28,Houston,0300,01,LA CRESCENT-HOKAH SCHOOL DISTRICT,000,no data,10,10,no data,8,93,N,41,44.09%,52,55.91%,0,0.00%,0,0,2,2.15%,1,1,0,0.00%,0,0,0,0.00%,0,0,3,3.23%,2,1,87,93.55%,37,50,1,1.08%,1,0,6,6.45%,11,11.83%,13,13.98%,0,0.00%,0,0.00%,N,N,N,N
13-14,28,Houston,0300,01,LA CRESCENT-HOKAH SCHOOL DISTRICT,000,no data,10,10,no data,9,106,N,51,48.11%,55,51.89%,0,0.00%,0,0,1,0.94%,1,0,0,0.00%,0,0,2,1.89%,0,2,4,3.77%,2,2,99,93.40%,48,51,0,0.00%,0,0,7,6.60%,24,22.64%,18,16.98%,0,0.00%,0,0.00%,N,N,N,N
13-14,28,Houston,0300,01,LA CRESCENT-HOKAH SCHOOL DISTRICT,000,no data,10,10,no data,10,97,N,50,51.55%,47,48.45%,0,0.00%,0,0,1,1.03%,1,0,0,0.00%,0,0,2,2.06%,2,0,1,1.03%,0,1,93,95.88%,47,46,0,0.00%,0,0,4,4.12%,13,13.40%,11,11.34%,0,0.00%,0,0.00%,N,N,N,N
13-14,28,Houston,0300,01,LA CRESCENT-HOKAH SCHOOL DISTRICT,000,no data,10,10,no data,11,124,N,66,53.23%,58,46.77%,1,0.81%,1,0,3,2.42%,2,1,0,0.00%,0,0,5,4.03%,4,1,1,0.81%,1,0,114,91.94%,58,56,0,0.00%,0,0,10,8.06%,22,17.74%,19,15.32%,0,0.00%,0,0.00%,N,N,N,N
13-14,28,Houston,0300,01,LA CRESCENT-HOKAH SCHOOL DISTRICT,000,no data,10,10,no data,12,118,N,59,50.00%,59,50.00%,0,0.00%,0,0,1,0.85%,1,0,0,0.00%,0,0,1,0.85%,1,0,0,0.00%,0,0,116,98.31%,57,59,0,0.00%,0,0,2,1.69%,19,16.10%,8,6.78%,0,0.00%,0,0.00%,N,N,N,N
13-14,28,Houston,0300,01,LA CRESCENT-HOKAH SCHOOL DISTRICT,000,no data,10,10,no data,All Grades,1202,N,594,49.42%,608,50.58%,6,0.50%,4,2,18,1.50%,10,8,0,0.00%,0,0,23,1.91%,11,12,39,3.24%,20,19,1109,92.26%,543,566,7,0.58%,6,1,93,7.74%,241,20.05%,161,13.39%,0,0.00%,0,0.00%,N,N,N,N
13-14,29,Hubbard,0306,01,LAPORTE PUBLIC SCHOOL DISTRICT,000,no data,1 and 2,02,no data,ECSE,11,N,3,27.27%,8,72.73%,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,4,36.36%,1,3,0,0.00%,0,0,6,54.55%,2,4,1,9.09%,0,1,5,45.45%,,>=90%,,>=90%,0,0.00%,0,0.00%,Y,Y,N,N
13-14,29,Hubbard,0306,01,LAPORTE PUBLIC SCHOOL DISTRICT,000,no data,1 and 2,02,no data,KG,37,N,20,54.05%,17,45.95%,2,5.41%,1,1,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,33,89.19%,17,16,2,5.41%,2,0,4,10.81%,25,67.57%,4,10.81%,0,0.00%,0,0.00%,N,N,N,N
13-14,29,Hubbard,0306,01,LAPORTE PUBLIC SCHOOL DISTRICT,000,no data,1 and 2,02,no data,1,26,N,11,42.31%,15,57.69%,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,2,7.69%,0,2,0,0.00%,0,0,22,84.62%,10,12,2,7.69%,1,1,4,15.38%,13,50.00%,5,19.23%,0,0.00%,0,0.00%,N,N,N,N
13-14,29,Hubbard,0306,01,LAPORTE PUBLIC SCHOOL DISTRICT,000,no data,1 and 2,02,no data,2,29,N,15,51.72%,14,48.28%,2,6.90%,1,1,0,0.00%,0,0,0,0.00%,0,0,2,6.90%,0,2,0,0.00%,0,0,25,86.21%,14,11,0,0.00%,0,0,4,13.79%,18,62.07%,2,6.90%,0,0.00%,0,0.00%,N,N,N,N
13-14,29,Hubbard,0306,01,LAPORTE PUBLIC SCHOOL DISTRICT,000,no data,1 and 2,02,no data,3,20,N,8,40.00%,12,60.00%,2,10.00%,2,0,0,0.00%,0,0,0,0.00%,0,0,1,5.00%,0,1,0,0.00%,0,0,17,85.00%,6,11,0,0.00%,0,0,3,15.00%,17,85.00%,4,20.00%,0,0.00%,0,0.00%,N,N,N,N
13-14,29,Hubbard,0306,01,LAPORTE PUBLIC SCHOOL DISTRICT,000,no data,1 and 2,02,no data,4,23,N,7,30.43%,16,69.57%,2,8.70%,1,1,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,1,4.35%,0,1,20,86.96%,6,14,0,0.00%,0,0,3,13.04%,18,78.26%,5,21.74%,0,0.00%,0,0.00%,N,N,N,N
