districtNumber,districtType,districtName,year,percentIdentified
0500,01,SOUTHLAND PUBLIC SCHOOL DISTRICT,2011,0.0264650283553875
0505,01,FULDA PUBLIC SCHOOL DISTRICT,2011,0.040650406504065
0507,01,NICOLLET PUBLIC SCHOOL DISTRICT,2011,0.00293255131964809
0508,01,ST. PETER PUBLIC SCHOOL DISTRICT,2011,0.0480512546716498
0511,01,ADRIAN PUBLIC SCHOOL DISTRICT,2011,0.00351493848857645
0514,01,ELLSWORTH PUBLIC SCHOOL DISTRICT,2011,NA
0518,01,WORTHINGTON PUBLIC SCHOOL DISTRICT,2011,0.175845790715972
0531,01,BYRON PUBLIC SCHOOL DISTRICT,2011,NA
0533,01,DOVER-EYOTA PUBLIC SCHOOL DISTRICT,2011,NA
0534,01,STEWARTVILLE PUBLIC SCHOOL DISTRICT,2011,NA
0535,01,ROCHESTER PUBLIC SCHOOL DISTRICT,2011,0.122412737293325
0542,01,BATTLE LAKE PUBLIC SCHOOL DISTRICT,2011,0.00208768267223382
0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,2011,0.00196618167518679
0545,01,HENNING PUBLIC SCHOOL DISTRICT,2011,NA
0547,01,PARKERS PRAIRIE PUBLIC SCHOOL DISTRICT,2011,NA
0548,01,PELICAN RAPIDS PUBLIC SCHOOL DISTRICT,2011,0.142701525054466
0549,01,PERHAM-DENT PUBLIC SCHOOL DISTRICT,2011,0.0216783216783217
0550,01,UNDERWOOD PUBLIC SCHOOL DISTRICT,2011,NA
0553,01,NEW YORK MILLS PUBLIC SCHOOL DISTRICT,2011,NA
0561,01,GOODRIDGE PUBLIC SCHOOL DISTRICT,2011,NA
0564,01,THIEF RIVER FALLS SCHOOL DISTRICT,2011,0.0138957816377171
0577,01,WILLOW RIVER PUBLIC SCHOOL DISTRICT,2011,NA
0578,01,PINE CITY PUBLIC SCHOOL DISTRICT,2011,0.0103406326034063
0581,01,EDGERTON PUBLIC SCHOOL DISTRICT,2011,0.0278637770897833
0592,01,CLIMAX-SHELLY PUBLIC SCHOOLS,2011,NA
0593,01,CROOKSTON PUBLIC SCHOOL DISTRICT,2011,0.0242792109256449
0595,01,EAST GRAND FORKS PUBLIC SCHOOL DISTRICT,2011,0.0176336746302617
0599,01,FERTILE-BELTRAMI SCHOOL DISTRICT,2011,NA
0600,01,FISHER PUBLIC SCHOOL DISTRICT,2011,NA
0601,01,FOSSTON PUBLIC SCHOOL DISTRICT,2011,NA
0621,01,MOUNDS VIEW PUBLIC SCHOOL DISTRICT,2011,0.0488602576808721
0622,01,NORTH ST. PAUL-MAPLEWOOD OAKDALE PUBLIC SCHOOL DISTRICT,2011,0.0697151424287856
0623,01,ROSEVILLE PUBLIC SCHOOL DISTRICT,2011,0.133193024654239
0624,01,WHITE BEAR LAKE SCHOOL DISTRICT,2011,0.0352727272727273
0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,2011,0.355608970125994
0630,01,RED LAKE FALLS PUBLIC SCHOOL DISTRICT,2011,NA
0635,01,MILROY PUBLIC SCHOOL DISTRICT,2011,NA
0640,01,WABASSO PUBLIC SCHOOL DISTRICT,2011,0.00712589073634204
0656,01,FARIBAULT PUBLIC SCHOOL DISTRICT,2011,0.162016892756591
0659,01,NORTHFIELD PUBLIC SCHOOL DISTRICT,2011,0.0773236136422807
0671,01,HILLS-BEAVER CREEK SCHOOL DISTRICT,2011,NA
0676,01,BADGER PUBLIC SCHOOL DISTRICT,2011,NA
0682,01,ROSEAU PUBLIC SCHOOL DISTRICT,2011,NA
0690,01,WARROAD PUBLIC SCHOOL DISTRICT,2011,0.0134770889487871
0695,01,CHISHOLM PUBLIC SCHOOL DISTRICT,2011,0.00137362637362637
0696,01,ELY PUBLIC SCHOOL DISTRICT,2011,NA
0698,01,FLOODWOOD PUBLIC SCHOOL DISTRICT,2011,0.00609756097560976
0700,01,HERMANTOWN PUBLIC SCHOOL DISTRICT,2011,NA
0701,01,HIBBING PUBLIC SCHOOL DISTRICT,2011,0.000412201154163232
0704,01,PROCTOR PUBLIC SCHOOL DISTRICT,2011,0.00391280044717719
0706,01,VIRGINIA PUBLIC SCHOOL DISTRICT,2011,0.00189035916824197
0707,01,NETT LAKE PUBLIC SCHOOL DISTRICT,2011,NA
0709,01,DULUTH PUBLIC SCHOOL DISTRICT,2011,0.00263331138907176
0712,01,MOUNTAIN IRON-BUHL SCHOOL DISTRICT,2011,NA
0716,01,BELLE PLAINE PUBLIC SCHOOL DISTRICT,2011,0.0131578947368421
0717,01,JORDAN PUBLIC SCHOOL DISTRICT,2011,0.0339578454332553
0719,01,PRIOR LAKE-SAVAGE AREA SCHOOLS,2011,0.0264379130923921
0720,01,SHAKOPEE PUBLIC SCHOOL DISTRICT,2011,0.130761732349255
0721,01,NEW PRAGUE AREA SCHOOLS,2011,0.0118389897395422
0726,01,BECKER PUBLIC SCHOOL DISTRICT,2011,0.0134496546710287
0727,01,BIG LAKE PUBLIC SCHOOL DISTRICT,2011,0.0225328009127211
0728,01,ELK RIVER PUBLIC SCHOOL DISTRICT,2011,0.0287658521497062
0738,01,HOLDINGFORD PUBLIC SCHOOL DISTRICT,2011,NA
0739,01,KIMBALL PUBLIC SCHOOL DISTRICT,2011,NA
0740,01,MELROSE PUBLIC SCHOOL DISTRICT,2011,0.148968678380443
0741,01,PAYNESVILLE PUBLIC SCHOOL DISTRICT,2011,0.00968054211035818
0742,01,ST. CLOUD PUBLIC SCHOOL DISTRICT,2011,0.116149068322981
0743,01,SAUK CENTRE PUBLIC SCHOOL DISTRICT,2011,0.0211693548387097
0745,01,ALBANY PUBLIC SCHOOL DISTRICT,2011,0.0117855038302887
0748,01,SARTELL-ST. STEPHEN SCHOOL DISTRICT,2011,0.00760135135135135
0750,01,ROCORI PUBLIC SCHOOL DISTRICT,2011,0.0353634577603143
0756,01,BLOOMING PRAIRIE PUBLIC SCHOOL DISTRICT,2011,0.0213371266002845
0761,01,OWATONNA PUBLIC SCHOOL DISTRICT,2011,0.0828774062816616
0763,01,MEDFORD PUBLIC SCHOOL DISTRICT,2011,0.0200945626477541
0768,01,HANCOCK PUBLIC SCHOOL DISTRICT,2011,0.0152671755725191
0771,01,CHOKIO-ALBERTA PUBLIC SCHOOL DISTRICT,2011,NA
0775,01,KERKHOVEN-MURDOCK-SUNBURG,2011,0.0341113105924596
0777,01,BENSON PUBLIC SCHOOL DISTRICT,2011,0.00721649484536083
0786,01,BERTHA-HEWITT PUBLIC SCHOOL DISTRICT,2011,NA
0787,01,BROWERVILLE PUBLIC SCHOOL DISTRICT,2011,NA
0801,01,BROWNS VALLEY PUBLIC SCHOOL DISTRICT,2011,NA
0803,01,WHEATON AREA PUBLIC SCHOOL DISTRICT,2011,0.0211764705882353
0811,01,WABASHA-KELLOGG PUBLIC SCHOOL DISTRICT,2011,0.00163398692810458
0813,01,LAKE CITY PUBLIC SCHOOL DISTRICT,2011,0.0171606864274571
0818,01,VERNDALE PUBLIC SCHOOL DISTRICT,2011,NA
0820,01,SEBEKA PUBLIC SCHOOL DISTRICT,2011,NA
0821,01,MENAHGA PUBLIC SCHOOL DISTRICT,2011,NA
0829,01,WASECA PUBLIC SCHOOL DISTRICT,2011,0.0504158004158004
0831,01,FOREST LAKE PUBLIC SCHOOL DISTRICT,2011,0.010477299185099
0832,01,MAHTOMEDI PUBLIC SCHOOL DISTRICT,2011,0.0137867647058824
0833,01,SOUTH WASHINGTON COUNTY SCHOOL DISTRICT,2011,0.0386899511965661
0834,01,STILLWATER AREA PUBLIC SCHOOL DISTRICT,2011,0.0140529050543222
0836,01,BUTTERFIELD PUBLIC SCHOOL DISTRICT,2011,0.126696832579186
0837,01,MADELIA PUBLIC SCHOOL DISTRICT,2011,0.12952380952381
0840,01,ST. JAMES PUBLIC SCHOOL DISTRICT,2011,0.0896614821591949
0846,01,BRECKENRIDGE PUBLIC SCHOOL DISTRICT,2011,0.0275952693823916
0850,01,ROTHSAY PUBLIC SCHOOL DISTRICT,2011,NA
0852,01,CAMPBELL-TINTAH PUBLIC SCHOOL DISTRICT,2011,NA
0857,01,LEWISTON-ALTURA PUBLIC SCHOOL DISTRICT,2011,0.011826544021025
0858,01,ST. CHARLES PUBLIC SCHOOL DISTRICT,2011,0.0402355250245339
0861,01,WINONA AREA PUBLIC SCHOOL DISTRICT,2011,0.0278197762322347
0876,01,ANNANDALE PUBLIC SCHOOL DISTRICT,2011,0.0123456790123457
0877,01,BUFFALO-HANOVER-MONTROSE PUBLIC SCHOOLS,2011,0.0200543847722638
0879,01,DELANO PUBLIC SCHOOL DISTRICT,2011,0.002615518744551
0881,01,MAPLE LAKE PUBLIC SCHOOL DISTRICT,2011,NA
0882,01,MONTICELLO PUBLIC SCHOOL DISTRICT,2011,0.0208691382273508
0883,01,ROCKFORD PUBLIC SCHOOL DISTRICT,2011,0.0403383214053351
0885,01,ST. MICHAEL-ALBERTVILLE SCHOOL DISTRICT,2011,0.0251595944423582
0891,01,CANBY PUBLIC SCHOOL DISTRICT,2011,NA
0911,01,CAMBRIDGE-ISANTI PUBLIC SCHOOL DISTRICT,2011,0.0100521940846704
0912,01,MILACA PUBLIC SCHOOL DISTRICT,2011,0.00323275862068966
0914,01,ULEN-HITTERDAL PUBLIC SCHOOL DISTRICT,2011,NA
0915,52,SOUTHERN PLAINS EDUCATION COOPERATIVE,2011,NA
0916,06,NORTHEAST METRO 916,2011,NA
0916,06,NORTHEAST METRO 917,2011,NA
0916,06,NORTHEAST METRO 918,2011,NA
0916,06,NORTHEAST METRO 919,2011,NA
0916,06,NORTHEAST METRO 920,2011,NA
0916,06,NORTHEAST METRO 921,2011,NA
0916,06,NORTHEAST METRO 922,2011,NA
0916,06,NORTHEAST METRO 923,2011,NA
0916,06,NORTHEAST METRO 924,2011,NA
0916,06,NORTHEAST METRO 925,2011,NA
0916,06,NORTHEAST METRO 926,2011,NA
0916,06,NORTHEAST METRO 927,2011,NA
0916,06,NORTHEAST METRO 928,2011,NA
0916,06,NORTHEAST METRO 929,2011,NA
0917,06,INTERMEDIATE SCHOOL DISTRICT 917,2011,NA
0917,06,INTERMEDIATE SCHOOL DISTRICT 918,2011,NA
0917,06,INTERMEDIATE SCHOOL DISTRICT 919,2011,NA
0917,06,INTERMEDIATE SCHOOL DISTRICT 920,2011,NA
0917,06,INTERMEDIATE SCHOOL DISTRICT 921,2011,NA
0917,06,INTERMEDIATE SCHOOL DISTRICT 922,2011,NA
0917,06,INTERMEDIATE SCHOOL DISTRICT 923,2011,NA
0917,06,INTERMEDIATE SCHOOL DISTRICT 924,2011,NA
0917,06,INTERMEDIATE SCHOOL DISTRICT 925,2011,NA
0917,06,INTERMEDIATE SCHOOL DISTRICT 926,2011,NA
0917,06,INTERMEDIATE SCHOOL DISTRICT 927,2011,NA
0917,06,INTERMEDIATE SCHOOL DISTRICT 928,2011,NA
0917,06,INTERMEDIATE SCHOOL DISTRICT 929,2011,NA
0917,06,INTERMEDIATE SCHOOL DISTRICT 930,2011,NA
0926,83,REGION 4-LAKES COUNTRY SERVICE COOPERATIVE,2011,NA
0935,52,FERGUS FALLS AREA SPECIAL EDUCATION COOPERATIVE,2011,NA
0938,52,MEEKER AND WRIGHT SPECIAL EDUCATION,2011,NA
0966,51,WRIGHT TECHNICAL CENTER,2011,NA
0991,83,REGION 6 AND 8-SW/WC SERVICE COOPERATIVE,2011,NA
0998,52,BEMIDJI REGIONAL INTERDISTRICT COUNCIL,2011,NA
1000,70,PERPICH CENTER FOR ARTS EDUCATION,2011,NA
1100,60,MINNESOTA DEPARTMENT OF CORRECTIONS,2011,NA
2071,01,LAKE CRYSTAL-WELLCOME MEMORIAL,2011,NA
2125,01,TRITON SCHOOL DISTRICT,2011,0.101018675721562
2134,01,UNITED SOUTH CENTRAL SCHOOL DISTRICT,2011,0.023598820058997
2135,01,MAPLE RIVER SCHOOL DISTRICT,2011,0.0147465437788018
2137,01,KINGSLAND PUBLIC SCHOOL DISTRICT,2011,NA
2142,01,ST. LOUIS COUNTY SCHOOL DISTRICT,2011,NA
2143,01,WATERVILLE-ELYSIAN-MORRISTOWN PUBLIC SCHOOL DISTRICT,2011,0.0154525386313466
2144,01,CHISAGO LAKES SCHOOL DISTRICT,2011,0.0060781476121563
2149,01,MINNEWASKA SCHOOL DISTRICT,2011,0.00176056338028169
2154,01,EVELETH-GILBERT SCHOOL DISTRICT,2011,NA
2155,01,WADENA-DEER CREEK SCHOOL DISTRICT,2011,NA
2159,01,BUFFALO LAKE-HECTOR-STEWART PUBLIC SCHOOLS,2011,0.107508532423208
2164,01,DILWORTH-GLYNDON-FELTON,2011,0.0198722498225692
2165,01,HINCKLEY-FINLAYSON SCHOOL DISTRICT,2011,0.00684261974584555
2167,01,LAKEVIEW SCHOOL DISTRICT,2011,0.0436974789915966
2168,01,NRHEG SCHOOL DISTRICT,2011,0.00419727177334732
2169,01,MURRAY COUNTY CENTRAL SCHOOL DISTRICT,2011,0.0336787564766839
2170,01,STAPLES-MOTLEY SCHOOL DISTRICT,2011,0.00154559505409583
2171,01,KITTSON CENTRAL SCHOOL DISTRICT,2011,NA
2172,01,KENYON-WANAMINGO SCHOOL DISTRICT,2011,0.0324909747292419
2174,01,PINE RIVER-BACKUS SCHOOL DISTRICT,2011,0.00321888412017167
2176,01,WARREN-ALVARADO-OSLO SCHOOL DISTRICT,2011,0.0873563218390805
2180,01,MACCRAY SCHOOL DISTRICT,2011,0.00445103857566766
2184,01,LUVERNE PUBLIC SCHOOL DISTRICT,2011,0.0263157894736842
2190,01,YELLOW MEDICINE EAST,2011,0.0533642691415313
2198,01,FILLMORE CENTRAL,2011,NA
2215,01,NORMAN COUNTY EAST SCHOOL DISTRICT,2011,NA
2310,01,SIBLEY EAST SCHOOL DISTRICT,2011,0.144879267277269
2311,01,CLEARBROOK-GONVICK SCHOOL DISTRICT,2011,NA
2342,01,WEST CENTRAL AREA,2011,NA
2358,01,TRI-COUNTY SCHOOL DISTRICT,2011,NA
2364,01,BELGRADE-BROOTEN-ELROSA PUBLIC SCHOOL DISTRICT,2011,0.0287769784172662
2365,01,G.F.W. PUBLIC SCHOOL DISTRICT,2011,0.0477326968973747
2396,01,A.C.G.C. PUBLIC SCHOOL DISTRICT,2011,NA
2397,01,LE SUEUR-HENDERSON SCHOOL DISTRICT,2011,0.0666082383873795
2448,01,MARTIN COUNTY WEST SCHOOL DISTRICT,2011,0.00135869565217391
2527,01,NORMAN COUNTY WEST SCHOOL DISTRICT,2011,0.0223048327137546
2534,01,BIRD ISLAND-OLIVIA-LAKE LILLIAN PUBLIC SCHOOL DISTRICT,2011,0.0712290502793296
2536,01,GRANADA HUNTLEY EAST CHAIN,2011,NA
2580,01,EAST CENTRAL SCHOOL DISTRICT,2011,NA
2609,01,WIN-E-MAC SCHOOL DISTRICT,2011,NA
2683,01,GREENBUSH-MIDDLE RIVER SCHOOL DISTRICT,2011,NA
2687,01,HOWARD LAKE-WAVERLY-WINSTED,2011,0.0267527675276753
2689,01,PIPESTONE AREA SCHOOL DISTRICT,2011,0.0442708333333333
2711,01,MESABI EAST SCHOOL DISTRICT,2011,NA
2752,01,FAIRMONT AREA SCHOOL DISTRICT,2011,0.035799522673031
2753,01,LONG PRAIRIE-GREY EAGLE SCHOOL DISTRICT,2011,0.230769230769231
2754,01,CEDAR MOUNTAIN SCHOOL DISTRICT,2011,NA
2769,01,MORRIS AREA PUBLIC SCHOOLS,2011,NA
2805,01,ZUMBROTA-MAZEPPA SCHOOL DISTRICT,2011,0.00643974241030359
2835,01,JANESVILLE-WALDORF-PEMBERTON,2011,NA
2853,01,LAC QUI PARLE VALLEY SCHOOL DISTRICT,2011,0.0280487804878049
2854,01,ADA-BORUP PUBLIC SCHOOL DISTRICT,2011,0.0239410681399632
2856,01,STEPHEN-ARGYLE CENTRAL SCHOOLS,2011,NA
2859,01,GLENCOE-SILVER LAKE SCHOOL DISTRICT,2011,0.0530773574251835
2860,01,BLUE EARTH AREA PUBLIC SCHOOL,2011,0.0385878489326765
2884,01,RED ROCK CENTRAL SCHOOL DISTRICT,2011,NA
2886,01,GLENVILLE-EMMONS SCHOOL DISTRICT,2011,NA
2888,01,CLINTON-GRACEVILLE-BEARDSLEY,2011,NA
2889,01,LAKE PARK AUDUBON SCHOOL DISTRICT,2011,0.00159235668789809
2890,01,RENVILLE COUNTY WEST SCHOOL DISTRICT,2011,0.130019120458891
2895,01,JACKSON COUNTY CENTRAL SCHOOL DISTRICT,2011,0.00605012964563526
2897,01,REDWOOD AREA SCHOOL DISTRICT,2011,0.011864406779661
2898,01,WESTBROOK-WALNUT GROVE SCHOOLS,2011,0.196162046908316
2899,01,PLAINVIEW-ELGIN-MILLVILLE,2011,0.0231788079470199
2902,01,RTR PUBLIC SCHOOLS,2011,NA
2903,01,ORTONVILLE PUBLIC SCHOOLS,2011,0.00569259962049336
2904,01,TRACY AREA PUBLIC SCHOOL DISTRICT,2011,0.135508155583438
2905,01,TRI-CITY UNITED SCHOOL DISTRICT,2011,NA
2906,01,RED LAKE COUNTY CENTRAL PUBLIC SCHOOLS,2011,NA
2907,01,ROUND LAKE-BREWSTER PUBLIC SCHOOLS,2011,NA
2908,01,BRANDON-EVANSVILLE PUBLIC SCHOOLS,2011,NA
4000,07,CITY ACADEMY,2011,NA
4001,07,BLUFFVIEW MONTESSORI,2011,NA
4003,07,"NEW HEIGHTS SCHOOL, INC.",2011,NA
4004,07,CEDAR RIVERSIDE COMMUNITY SCHOOL,2011,0.426573426573427
4005,07,METRO DEAF SCHOOL,2011,NA
4007,07,MINNESOTA NEW COUNTRY SCHOOL,2011,NA
4008,07,PACT CHARTER SCHOOL,2011,NA
4011,07,ATHLOS LEADERSHIP ACADEMY,2011,0.39
4015,07,COMMUNITY OF PEACE ACADEMY,2011,0.375907111756168
4016,07,WORLD LEARNER CHARTER SCHOOL,2011,NA
4017,07,MINNESOTA TRANSITIONS CHARTER SCHOOL,2011,0.0467374810318665
4018,07,ACHIEVE LANGUAGE ACADEMY,2011,0.530150753768844
4020,07,DULUTH PUBLIC SCHOOLS ACADEMY,2011,NA
4025,07,CYBER VILLAGE ACADEMY,2011,NA
4026,07,E.C.H.O. CHARTER SCHOOL,2011,NA
4027,07,HIGHER GROUND ACADEMY,2011,0.196374622356495
4029,07,ST. PAUL CITY SCHOOL,2011,0.666666666666667
4031,07,JENNINGS COMMUNITY SCHOOL,2011,NA
4035,07,LIFE PREP,2011,0.11371237458194
4036,07,FACE TO FACE ACADEMY,2011,NA
4038,07,SOJOURNER TRUTH ACADEMY,2011,0.165191740412979
4039,07,HIGH SCHOOL FOR RECORDING ARTS,2011,NA
4043,07,MATH AND SCIENCE ACADEMY,2011,0.0112994350282486
4049,07,NORTHWEST PASSAGE HIGH SCHOOL,2011,NA
4050,07,LAFAYETTE PUBLIC CHARTER SCHOOL,2011,NA
4053,07,NORTH LAKES ACADEMY,2011,NA
4054,07,LA CRESCENT MONTESSORI AND STEM SCHOOL,2011,NA
4055,07,NERSTRAND CHARTER SCHOOL,2011,NA
4056,07,ROSA PARKS CHARTER HIGH SCHOOL,2011,NA
4057,07,EL COLEGIO CHARTER SCHOOL,2011,0.544303797468354
4058,07,SCHOOLCRAFT LEARNING COMMUNITY CHARTER,2011,NA
4059,07,CROSSLAKE COMMUNITY CHARTER SCHOOL,2011,NA
4064,07,RIVERWAY LEARNING COMMUNITY CHARTER,2011,NA
4066,07,KATO PUBLIC CHARTER SCHOOL,2011,NA
4067,07,AURORA CHARTER SCHOOL,2011,0.969387755102041
4068,07,EXCELL ACADEMY CHARTER,2011,0.217391304347826
4070,07,HOPE COMMUNITY ACADEMY,2011,0.679569892473118
4073,07,ACADEMIA CESAR CHAVEZ CHARTER SCHOOL,2011,0.706231454005935
4074,07,AFSA HIGH SCHOOL,2011,NA
4075,07,AVALON SCHOOL,2011,0.0172413793103448
4078,07,TWIN CITIES INTERNATIONAL SCHOOLS,2011,0.881305637982196
4079,07,FRIENDSHIP ACADEMY OF FINE ARTS CHARTER,2011,0.125
4080,07,PILLAGER AREA CHARTER SCHOOL,2011,NA
4081,07,DISCOVERY PUBLIC SCHOOL FARIBAULT,2011,0.0704225352112676
4082,07,BLUESKY CHARTER SCHOOL,2011,NA
4083,07,RIDGEWAY COMMUNITY SCHOOL,2011,NA
4084,07,NORTH SHORE COMMUNITY SCHOOL,2011,NA
4085,07,HARBOR CITY INTERNATIONAL CHARTER,2011,NA
4087,07,SAGE ACADEMY CHARTER SCHOOL,2011,0.183908045977011
4088,07,URBAN ACADEMY CHARTER SCHOOL,2011,0.11969111969112
4089,07,NEW CITY SCHOOL,2011,0.1171875
4090,07,PRAIRIE CREEK COMMUNITY SCHOOL,2011,NA
4091,07,ARCADIA CHARTER SCHOOL,2011,0.00833333333333333
4092,07,WATERSHED HIGH SCHOOL,2011,NA
4093,07,NEW CENTURY ACADEMY,2011,0.00709219858156028
4095,07,TRIO WOLF CREEK DISTANCE LEARNING,2011,NA
4097,07,"PARTNERSHIP ACADEMY, INC.",2011,0.846774193548387
4098,07,NOVA CLASSICAL ACADEMY,2011,0.00634920634920635
4100,07,GREAT EXPECTATIONS,2011,NA
4102,07,MINNESOTA INTERNSHIP CENTER,2011,0.0319634703196347
4103,07,HMONG COLLEGE PREP ACADEMY,2011,0.833580980683507
4104,07,PALADIN CAREER AND TECHNICAL HIGH SCHOOL,2011,NA
4105,07,GREAT RIVER SCHOOL,2011,0.03690036900369
4106,07,TREKNORTH HIGH SCHOOL,2011,NA
4107,07,VOYAGEURS EXPEDITIONARY,2011,NA
4110,07,PIM ARTS HIGH SCHOOL,2011,0.00396825396825397
4111,07,AUGSBURG FAIRVIEW ACADEMY,2011,0.0222222222222222
4112,07,ST. PAUL CONSERVATORY PERFORMING ARTS,2011,NA
4113,07,SPERO ACADEMY,2011,NA
4116,07,LAKES INTERNATIONAL LANGUAGE ACADEMY,2011,NA
4118,07,KALEIDOSCOPE CHARTER SCHOOL,2011,NA
4119,07,ACADEMIC ARTS HIGH SCHOOL,2011,NA
4120,07,ST. CROIX PREPARATORY ACADEMY,2011,0.00732217573221757
4121,07,UBAH MEDICAL ACADEMY CHARTER SCHOOL,2011,0.285714285714286
4122,07,EAGLE RIDGE ACADEMY CHARTER SCHOOL,2011,NA
4124,07,BEACON ACADEMY,2011,0.0193236714975845
4126,07,PRAIRIE SEEDS ACADEMY,2011,0.636879432624114
4127,07,TEAM ACADEMY,2011,0.0463576158940397
4131,07,METRO SCHOOLS CHARTER,2011,0.89873417721519
4132,07,TWIN CITIES ACADEMY,2011,0.0078740157480315
4135,07,ROCHESTER MATH AND SCIENCE ACADEMY,2011,1
4137,07,SWAN RIVER MONTESSORI CHARTER SCHOOL,2011,NA
4139,07,LOVEWORKS ACADEMY FOR ARTS,2011,NA
4140,07,YINGHUA ACADEMY,2011,0.0347593582887701
4142,07,STRIDE ACADEMY CHARTER SCHOOL,2011,NA
4143,07,NEW MILLENNIUM ACADEMY CHARTER SCHOOL,2011,0.942408376963351
4144,07,GREEN ISLE COMMUNITY SCHOOL,2011,0.0447761194029851
4145,07,BIRCH GROVE COMMUNITY SCHOOL,2011,NA
4146,07,NORTHERN LIGHTS COMMUNITY SCHOOL,2011,NA
4150,07,MINNESOTA ONLINE HIGH SCHOOL,2011,0.0075187969924812
4151,07,EDVISIONS OFF CAMPUS SCHOOL,2011,NA
4152,07,TWIN CITIES GERMAN IMMERSION CHARTER SCHOOL,2011,0.0371900826446281
4153,07,DUGSI ACADEMY,2011,0.41522491349481
4155,07,NAYTAHWAUSH COMMUNITY SCHOOL,2011,NA
4159,07,SEVEN HILLS PREPARATORY ACADEMY,2011,NA
4160,07,SPECTRUM HIGH SCHOOL,2011,NA
4161,07,NEW DISCOVERIES MONTESSORI ACADEMY,2011,NA
4162,07,SOUTHSIDE FAMILY CHARTER SCHOOL,2011,NA
4164,07,LAURA JEFFREY ACADEMY CHARTER,2011,0.0106951871657754
4166,07,EAST RANGE ACADEMY OF TECHNOLOGY AND SCIENCE,2011,NA
4167,07,INTERNATIONAL SPANISH LANGUAGE ACADEMY,2011,NA
4168,07,GLACIAL HILLS ELEMENTARY,2011,NA
4169,07,STONEBRIDGE WORLD SCHOOL,2011,NA
4170,07,HIAWATHA ACADEMIES,2011,0.317934782608696
4171,07,NOBLE ACADEMY,2011,0.821192052980132
4172,07,CLARKFIELD CHARTER SCHOOL,2011,NA
4177,07,MINISINAAKWAANG LEADERSHIP ACADEMY,2011,NA
4178,07,LINCOLN INTERNATIONAL SCHOOL,2011,0.978021978021978
4181,07,COMMUNITY SCHOOL OF EXCELLENCE,2011,0.902362204724409
4183,07,LIONSGATE ACADEMY,2011,NA
4184,07,ASPEN ACADEMY,2011,NA
4185,07,DAVINCI ACADEMY,2011,0.016
4186,07,GLOBAL ACADEMY,2011,0.714666666666667
4187,07,NATURAL SCIENCE ACADEMY,2011,0.0188679245283019
4188,07,COLOGNE ACADEMY,2011,0.0163934426229508
4189,07,BRIGHT WATER ELEMENTARY,2011,0.0493827160493827
4190,07,RIVERS EDGE ACADEMY,2011,NA
4191,07,KIPP MINNESOTA CHARTER SCHOOL,2011,NA
4192,07,BEST ACADEMY,2011,0.459574468085106
4193,07,COLLEGE PREPARATORY ELEMENTARY,2011,0.868544600938967
4194,07,CANNON RIVER STEM SCHOOL,2011,0.0274725274725275
4195,07,OSHKI OGIMAAG CHARTER SCHOOL,2011,NA
4198,07,DISCOVERY WOODS,2011,NA
4199,07,PARNASSUS PREPARATORY CHARTER SCHOOL,2011,NA
4200,07,STEP ACADEMY CHARTER SCHOOL,2011,NA
4201,07,CORNERSTONE MONTESSORI ELEMENTARY,2011,NA
4204,07,ROCHESTER STEM ACADEMY,2011,NA
4205,07,HENNEPIN ELEMENTARY SCHOOL,2011,NA
4207,07,VERMILION COUNTRY SCHOOL,2011,NA
4208,07,NASHA SHKOLA CHARTER SCHOOL,2011,NA
4209,07,MASTERY SCHOOL,2011,NA
4210,07,UPPER MISSISSIPPI ACADEMY,2011,NA
4212,07,WEST SIDE SUMMIT CHARTER SCHOOL,2011,NA
4213,07,PRODEO ACADEMY,2011,NA
4215,07,SEJONG ACADEMY OF MINNESOTA,2011,NA
4217,07,TECHNICAL ACADEMIES OF MINNESOTA,2011,NA
4218,07,VENTURE ACADEMY,2011,NA
4219,07,NORTHEAST COLLEGE PREP,2011,NA
4220,07,AGAMIM CLASSICAL ACADEMY,2011,NA
4221,07,DISCOVERY CHARTER SCHOOL,2011,NA
4223,07,SAINT CLOUD MATH AND SCIENCE ACADEMY CHARTER SCHOOL,2011,NA
4224,07,STAR OF THE NORTH ACADEMY CHARTER SCHOOL,2011,NA
4225,07,UNIVERSAL ACADEMY CHARTER SCHOOL,2011,NA
4226,07,BDOTE LEARNING CENTER,2011,NA
4227,07,ART AND SCIENCE ACADEMY,2011,NA
4228,07,WOODBURY LEADERSHIP ACADEMY,2011,NA
4229,07,JANE GOODALL ENVIRONMENTAL SCIENCE ACADEMY,2011,NA
4230,07,MINNESOTA EXCELLENCE IN LEARNING ACADEMY,2011,NA
4231,07,MINNESOTA MATH AND SCIENCE ACADEMY,2011,NA
4232,07,SUCCESS ACADEMY,2011,NA
4233,07,LEVEL UP ACADEMY,2011,NA
4237,07,CAREER PATHWAYS,2011,NA
4238,07,ROCHESTER BEACON ACADEMY,2011,NA
4239,07,TESFA INTERNATIONAL SCHOOL,2011,NA
4240,07,NEW CENTURY SCHOOL,2011,NA
4243,07,NORTH METRO FLEX ACADEMY,2011,NA
4244,07,FIT ACADEMY,2011,NA
4250,07,ATHLOS ACADEMY OF SAINT CLOUD,2011,NA
4253,07,PHOENIX ACADEMY CHARTER SCHOOL,2011,NA
