districtNumber,districtType,districtName,year,percentIdentified
0622,01,NORTH ST. PAUL-MAPLEWOOD OAKDALE PUBLIC SCHOOL DISTRICT,2015,0.104970291426955
0623,01,ROSEVILLE PUBLIC SCHOOL DISTRICT,2015,0.166002656042497
0624,01,WHITE BEAR LAKE SCHOOL DISTRICT,2015,0.040632603406326
0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,2015,0.345173643206127
0630,01,RED LAKE FALLS PUBLIC SCHOOL DISTRICT,2015,NA
0635,01,MILROY PUBLIC SCHOOL DISTRICT,2015,NA
0640,01,WABASSO PUBLIC SCHOOL DISTRICT,2015,NA
0656,01,FARIBAULT PUBLIC SCHOOL DISTRICT,2015,0.203507866907403
0659,01,NORTHFIELD PUBLIC SCHOOL DISTRICT,2015,0.0880407124681934
0671,01,HILLS-BEAVER CREEK SCHOOL DISTRICT,2015,NA
0676,01,BADGER PUBLIC SCHOOL DISTRICT,2015,NA
0682,01,ROSEAU PUBLIC SCHOOL DISTRICT,2015,0.00422297297297297
0690,01,WARROAD PUBLIC SCHOOL DISTRICT,2015,0.0433526011560694
0695,01,CHISHOLM PUBLIC SCHOOL DISTRICT,2015,0
0696,01,ELY PUBLIC SCHOOL DISTRICT,2015,NA
0698,01,FLOODWOOD PUBLIC SCHOOL DISTRICT,2015,NA
0700,01,HERMANTOWN PUBLIC SCHOOL DISTRICT,2015,0.00336862367661213
0701,01,HIBBING PUBLIC SCHOOL DISTRICT,2015,0.00208073241781107
0704,01,PROCTOR PUBLIC SCHOOL DISTRICT,2015,0.0022075055187638
0706,01,VIRGINIA PUBLIC SCHOOL DISTRICT,2015,0.00119331742243437
0707,01,NETT LAKE PUBLIC SCHOOL DISTRICT,2015,NA
0709,01,DULUTH PUBLIC SCHOOL DISTRICT,2015,0.00396870393468647
0712,01,MOUNTAIN IRON-BUHL SCHOOL DISTRICT,2015,0
0716,01,BELLE PLAINE PUBLIC SCHOOL DISTRICT,2015,0.00987654320987654
0717,01,JORDAN PUBLIC SCHOOL DISTRICT,2015,0.0304035378662244
0719,01,PRIOR LAKE-SAVAGE AREA SCHOOLS,2015,0.0308930425752856
0720,01,SHAKOPEE PUBLIC SCHOOL DISTRICT,2015,0.111153119092628
0721,01,NEW PRAGUE AREA SCHOOLS,2015,0.0104451628948023
0726,01,BECKER PUBLIC SCHOOL DISTRICT,2015,0.0114122681883024
0727,01,BIG LAKE PUBLIC SCHOOL DISTRICT,2015,0.0147465437788018
0728,01,ELK RIVER PUBLIC SCHOOL DISTRICT,2015,0.029060874885286
0738,01,HOLDINGFORD PUBLIC SCHOOL DISTRICT,2015,NA
0739,01,KIMBALL PUBLIC SCHOOL DISTRICT,2015,NA
0740,01,MELROSE PUBLIC SCHOOL DISTRICT,2015,NA
0741,01,PAYNESVILLE PUBLIC SCHOOL DISTRICT,2015,0.00622406639004149
0742,01,ST. CLOUD PUBLIC SCHOOL DISTRICT,2015,0.168628977328014
0743,01,SAUK CENTRE PUBLIC SCHOOL DISTRICT,2015,0.0345167652859961
0745,01,ALBANY PUBLIC SCHOOL DISTRICT,2015,0.00981524249422633
0748,01,SARTELL-ST. STEPHEN SCHOOL DISTRICT,2015,0.0108724476266242
0750,01,ROCORI PUBLIC SCHOOL DISTRICT,2015,0.0571847507331378
0756,01,BLOOMING PRAIRIE PUBLIC SCHOOL DISTRICT,2015,NA
0761,01,OWATONNA PUBLIC SCHOOL DISTRICT,2015,0.091552142279709
0763,01,MEDFORD PUBLIC SCHOOL DISTRICT,2015,NA
0768,01,HANCOCK PUBLIC SCHOOL DISTRICT,2015,NA
0771,01,CHOKIO-ALBERTA PUBLIC SCHOOL DISTRICT,2015,NA
0775,01,KERKHOVEN-MURDOCK-SUNBURG,2015,NA
0777,01,BENSON PUBLIC SCHOOL DISTRICT,2015,0.0115074798619102
0786,01,BERTHA-HEWITT PUBLIC SCHOOL DISTRICT,2015,NA
0787,01,BROWERVILLE PUBLIC SCHOOL DISTRICT,2015,NA
0801,01,BROWNS VALLEY PUBLIC SCHOOL DISTRICT,2015,NA
0803,01,WHEATON AREA PUBLIC SCHOOL DISTRICT,2015,NA
0811,01,WABASHA-KELLOGG PUBLIC SCHOOL DISTRICT,2015,NA
0813,01,LAKE CITY PUBLIC SCHOOL DISTRICT,2015,0.0157977883096366
0818,01,VERNDALE PUBLIC SCHOOL DISTRICT,2015,NA
0820,01,SEBEKA PUBLIC SCHOOL DISTRICT,2015,NA
0821,01,MENAHGA PUBLIC SCHOOL DISTRICT,2015,NA
0829,01,WASECA PUBLIC SCHOOL DISTRICT,2015,0.0264248704663212
0831,01,FOREST LAKE PUBLIC SCHOOL DISTRICT,2015,0.00744490768314473
0832,01,MAHTOMEDI PUBLIC SCHOOL DISTRICT,2015,0.0141694302080193
0833,01,SOUTH WASHINGTON COUNTY SCHOOL DISTRICT,2015,0.0470013477088949
0834,01,STILLWATER AREA PUBLIC SCHOOL DISTRICT,2015,0.0202940819054563
0836,01,BUTTERFIELD PUBLIC SCHOOL DISTRICT,2015,0.16
0837,01,MADELIA PUBLIC SCHOOL DISTRICT,2015,0.163461538461538
0840,01,ST. JAMES PUBLIC SCHOOL DISTRICT,2015,0.102204408817635
0846,01,BRECKENRIDGE PUBLIC SCHOOL DISTRICT,2015,NA
0850,01,ROTHSAY PUBLIC SCHOOL DISTRICT,2015,0
0852,01,CAMPBELL-TINTAH PUBLIC SCHOOL DISTRICT,2015,NA
0857,01,LEWISTON-ALTURA PUBLIC SCHOOL DISTRICT,2015,0.00814111261872456
0858,01,ST. CHARLES PUBLIC SCHOOL DISTRICT,2015,0.0632530120481928
0861,01,WINONA AREA PUBLIC SCHOOL DISTRICT,2015,0.028328611898017
0876,01,ANNANDALE PUBLIC SCHOOL DISTRICT,2015,0.0108695652173913
0877,01,BUFFALO-HANOVER-MONTROSE PUBLIC SCHOOLS,2015,0.0124403544648943
0879,01,DELANO PUBLIC SCHOOL DISTRICT,2015,0.00457951706910908
0881,01,MAPLE LAKE PUBLIC SCHOOL DISTRICT,2015,0
0882,01,MONTICELLO PUBLIC SCHOOL DISTRICT,2015,0.0217028380634391
0883,01,ROCKFORD PUBLIC SCHOOL DISTRICT,2015,0.0580568720379147
0885,01,ST. MICHAEL-ALBERTVILLE SCHOOL DISTRICT,2015,0.0233739837398374
0891,01,CANBY PUBLIC SCHOOL DISTRICT,2015,0.00194174757281553
0911,01,CAMBRIDGE-ISANTI PUBLIC SCHOOL DISTRICT,2015,0.00984726688102894
0912,01,MILACA PUBLIC SCHOOL DISTRICT,2015,0.00359342915811088
0914,01,ULEN-HITTERDAL PUBLIC SCHOOL DISTRICT,2015,NA
0915,52,SOUTHERN PLAINS EDUCATION COOPERATIVE,2015,NA
0916,06,NORTHEAST METRO 916,2015,NA
0916,06,NORTHEAST METRO 917,2015,NA
0916,06,NORTHEAST METRO 918,2015,NA
0916,06,NORTHEAST METRO 919,2015,NA
0916,06,NORTHEAST METRO 920,2015,NA
0916,06,NORTHEAST METRO 921,2015,NA
0916,06,NORTHEAST METRO 922,2015,NA
0916,06,NORTHEAST METRO 923,2015,NA
0916,06,NORTHEAST METRO 924,2015,NA
0916,06,NORTHEAST METRO 925,2015,NA
0916,06,NORTHEAST METRO 926,2015,NA
0916,06,NORTHEAST METRO 927,2015,NA
0916,06,NORTHEAST METRO 928,2015,NA
0916,06,NORTHEAST METRO 929,2015,NA
0917,06,INTERMEDIATE SCHOOL DISTRICT 917,2015,NA
0917,06,INTERMEDIATE SCHOOL DISTRICT 918,2015,NA
0917,06,INTERMEDIATE SCHOOL DISTRICT 919,2015,NA
0917,06,INTERMEDIATE SCHOOL DISTRICT 920,2015,NA
0917,06,INTERMEDIATE SCHOOL DISTRICT 921,2015,NA
0917,06,INTERMEDIATE SCHOOL DISTRICT 922,2015,NA
0917,06,INTERMEDIATE SCHOOL DISTRICT 923,2015,NA
0917,06,INTERMEDIATE SCHOOL DISTRICT 924,2015,NA
0917,06,INTERMEDIATE SCHOOL DISTRICT 925,2015,NA
0917,06,INTERMEDIATE SCHOOL DISTRICT 926,2015,NA
0917,06,INTERMEDIATE SCHOOL DISTRICT 927,2015,NA
0917,06,INTERMEDIATE SCHOOL DISTRICT 928,2015,NA
0917,06,INTERMEDIATE SCHOOL DISTRICT 929,2015,NA
0917,06,INTERMEDIATE SCHOOL DISTRICT 930,2015,NA
0926,83,REGION 4-LAKES COUNTRY SERVICE COOPERATIVE,2015,NA
0935,52,FERGUS FALLS AREA SPECIAL EDUCATION COOPERATIVE,2015,NA
0938,52,MEEKER AND WRIGHT SPECIAL EDUCATION,2015,NA
0966,51,WRIGHT TECHNICAL CENTER,2015,NA
0991,83,REGION 6 AND 8-SW/WC SERVICE COOPERATIVE,2015,NA
0998,52,BEMIDJI REGIONAL INTERDISTRICT COUNCIL,2015,0
1000,70,PERPICH CENTER FOR ARTS EDUCATION,2015,0
1100,60,MINNESOTA DEPARTMENT OF CORRECTIONS,2015,NA
2071,01,LAKE CRYSTAL-WELLCOME MEMORIAL,2015,0.00350467289719626
2125,01,TRITON SCHOOL DISTRICT,2015,0.0536332179930796
2134,01,UNITED SOUTH CENTRAL SCHOOL DISTRICT,2015,0.0249632892804699
2135,01,MAPLE RIVER SCHOOL DISTRICT,2015,0.00513874614594039
2137,01,KINGSLAND PUBLIC SCHOOL DISTRICT,2015,NA
2142,01,ST. LOUIS COUNTY SCHOOL DISTRICT,2015,0
2143,01,WATERVILLE-ELYSIAN-MORRISTOWN PUBLIC SCHOOL DISTRICT,2015,0.00948991696322657
2144,01,CHISAGO LAKES SCHOOL DISTRICT,2015,0.00505801844689081
2149,01,MINNEWASKA SCHOOL DISTRICT,2015,0.00434782608695652
2154,01,EVELETH-GILBERT SCHOOL DISTRICT,2015,0
2155,01,WADENA-DEER CREEK SCHOOL DISTRICT,2015,0
2159,01,BUFFALO LAKE-HECTOR-STEWART PUBLIC SCHOOLS,2015,NA
2164,01,DILWORTH-GLYNDON-FELTON,2015,0.0281425891181989
2165,01,HINCKLEY-FINLAYSON SCHOOL DISTRICT,2015,NA
2167,01,LAKEVIEW SCHOOL DISTRICT,2015,0.00589101620029455
2168,01,NRHEG SCHOOL DISTRICT,2015,0.00321199143468951
2169,01,MURRAY COUNTY CENTRAL SCHOOL DISTRICT,2015,0.00935828877005348
2170,01,STAPLES-MOTLEY SCHOOL DISTRICT,2015,0.0033955857385399
2171,01,KITTSON CENTRAL SCHOOL DISTRICT,2015,NA
2172,01,KENYON-WANAMINGO SCHOOL DISTRICT,2015,NA
2174,01,PINE RIVER-BACKUS SCHOOL DISTRICT,2015,0.00325027085590466
2176,01,WARREN-ALVARADO-OSLO SCHOOL DISTRICT,2015,0.0479302832244009
2180,01,MACCRAY SCHOOL DISTRICT,2015,0.00571428571428571
2184,01,LUVERNE PUBLIC SCHOOL DISTRICT,2015,0.0329760923330585
2190,01,YELLOW MEDICINE EAST,2015,0.0331695331695332
2198,01,FILLMORE CENTRAL,2015,0
2215,01,NORMAN COUNTY EAST SCHOOL DISTRICT,2015,NA
2310,01,SIBLEY EAST SCHOOL DISTRICT,2015,0.159108989657916
2311,01,CLEARBROOK-GONVICK SCHOOL DISTRICT,2015,NA
2342,01,WEST CENTRAL AREA,2015,NA
2358,01,TRI-COUNTY SCHOOL DISTRICT,2015,NA
2364,01,BELGRADE-BROOTEN-ELROSA PUBLIC SCHOOL DISTRICT,2015,0.0231839258114374
2365,01,G.F.W. PUBLIC SCHOOL DISTRICT,2015,0.0589005235602094
2396,01,A.C.G.C. PUBLIC SCHOOL DISTRICT,2015,NA
2397,01,LE SUEUR-HENDERSON SCHOOL DISTRICT,2015,0.0500945179584121
2448,01,MARTIN COUNTY WEST SCHOOL DISTRICT,2015,NA
2527,01,NORMAN COUNTY WEST SCHOOL DISTRICT,2015,NA
2534,01,BIRD ISLAND-OLIVIA-LAKE LILLIAN PUBLIC SCHOOL DISTRICT,2015,NA
2536,01,GRANADA HUNTLEY EAST CHAIN,2015,NA
2580,01,EAST CENTRAL SCHOOL DISTRICT,2015,NA
2609,01,WIN-E-MAC SCHOOL DISTRICT,2015,NA
2683,01,GREENBUSH-MIDDLE RIVER SCHOOL DISTRICT,2015,NA
2687,01,HOWARD LAKE-WAVERLY-WINSTED,2015,0.00995475113122172
2689,01,PIPESTONE AREA SCHOOL DISTRICT,2015,0.0279965004374453
2711,01,MESABI EAST SCHOOL DISTRICT,2015,NA
2752,01,FAIRMONT AREA SCHOOL DISTRICT,2015,0.0407925407925408
2753,01,LONG PRAIRIE-GREY EAGLE SCHOOL DISTRICT,2015,NA
2754,01,CEDAR MOUNTAIN SCHOOL DISTRICT,2015,0.00208768267223382
2769,01,MORRIS AREA PUBLIC SCHOOLS,2015,NA
2805,01,ZUMBROTA-MAZEPPA SCHOOL DISTRICT,2015,0.00523103748910201
2835,01,JANESVILLE-WALDORF-PEMBERTON,2015,0
2853,01,LAC QUI PARLE VALLEY SCHOOL DISTRICT,2015,0.0493046776232617
2854,01,ADA-BORUP PUBLIC SCHOOL DISTRICT,2015,NA
2856,01,STEPHEN-ARGYLE CENTRAL SCHOOLS,2015,NA
2859,01,GLENCOE-SILVER LAKE SCHOOL DISTRICT,2015,0.0566393958464443
2860,01,BLUE EARTH AREA PUBLIC SCHOOL,2015,0.0240863787375415
2884,01,RED ROCK CENTRAL SCHOOL DISTRICT,2015,NA
2886,01,GLENVILLE-EMMONS SCHOOL DISTRICT,2015,NA
2888,01,CLINTON-GRACEVILLE-BEARDSLEY,2015,NA
2889,01,LAKE PARK AUDUBON SCHOOL DISTRICT,2015,0
2890,01,RENVILLE COUNTY WEST SCHOOL DISTRICT,2015,NA
2895,01,JACKSON COUNTY CENTRAL SCHOOL DISTRICT,2015,0.00906095551894563
2897,01,REDWOOD AREA SCHOOL DISTRICT,2015,0.00986547085201794
2898,01,WESTBROOK-WALNUT GROVE SCHOOLS,2015,NA
2899,01,PLAINVIEW-ELGIN-MILLVILLE,2015,0.0265486725663717
2902,01,RTR PUBLIC SCHOOLS,2015,0.00511073253833049
2903,01,ORTONVILLE PUBLIC SCHOOLS,2015,NA
2904,01,TRACY AREA PUBLIC SCHOOL DISTRICT,2015,0.0878552971576227
2905,01,TRI-CITY UNITED SCHOOL DISTRICT,2015,0.093035343035343
2906,01,RED LAKE COUNTY CENTRAL PUBLIC SCHOOLS,2015,NA
2907,01,ROUND LAKE-BREWSTER PUBLIC SCHOOLS,2015,NA
2908,01,BRANDON-EVANSVILLE PUBLIC SCHOOLS,2015,0
4000,07,CITY ACADEMY,2015,NA
4001,07,BLUFFVIEW MONTESSORI,2015,0
4003,07,"NEW HEIGHTS SCHOOL, INC.",2015,NA
4004,07,CEDAR RIVERSIDE COMMUNITY SCHOOL,2015,0.608695652173913
4005,07,METRO DEAF SCHOOL,2015,NA
4007,07,MINNESOTA NEW COUNTRY SCHOOL,2015,NA
4008,07,PACT CHARTER SCHOOL,2015,0.00153609831029186
4011,07,ATHLOS LEADERSHIP ACADEMY,2015,0.125799573560768
4015,07,COMMUNITY OF PEACE ACADEMY,2015,0.22680412371134
4016,07,WORLD LEARNER CHARTER SCHOOL,2015,0.0191387559808612
4017,07,MINNESOTA TRANSITIONS CHARTER SCHOOL,2015,0.12585969738652
4018,07,ACHIEVE LANGUAGE ACADEMY,2015,0.613953488372093
4020,07,DULUTH PUBLIC SCHOOLS ACADEMY,2015,0.00600150037509377
4025,07,CYBER VILLAGE ACADEMY,2015,NA
4026,07,E.C.H.O. CHARTER SCHOOL,2015,NA
4027,07,HIGHER GROUND ACADEMY,2015,0.0766016713091922
4029,07,ST. PAUL CITY SCHOOL,2015,0.658653846153846
4031,07,JENNINGS COMMUNITY SCHOOL,2015,NA
4035,07,LIFE PREP,2015,0.0557275541795666
4036,07,FACE TO FACE ACADEMY,2015,0
4038,07,SOJOURNER TRUTH ACADEMY,2015,0.14214463840399
4039,07,HIGH SCHOOL FOR RECORDING ARTS,2015,0
4043,07,MATH AND SCIENCE ACADEMY,2015,0.00209205020920502
4049,07,NORTHWEST PASSAGE HIGH SCHOOL,2015,0
4050,07,LAFAYETTE PUBLIC CHARTER SCHOOL,2015,NA
4053,07,NORTH LAKES ACADEMY,2015,0
4054,07,LA CRESCENT MONTESSORI AND STEM SCHOOL,2015,NA
4055,07,NERSTRAND CHARTER SCHOOL,2015,0
4056,07,ROSA PARKS CHARTER HIGH SCHOOL,2015,0
4057,07,EL COLEGIO CHARTER SCHOOL,2015,NA
4058,07,SCHOOLCRAFT LEARNING COMMUNITY CHARTER,2015,0
4059,07,CROSSLAKE COMMUNITY CHARTER SCHOOL,2015,NA
4064,07,RIVERWAY LEARNING COMMUNITY CHARTER,2015,NA
4066,07,KATO PUBLIC CHARTER SCHOOL,2015,NA
4067,07,AURORA CHARTER SCHOOL,2015,NA
4068,07,EXCELL ACADEMY CHARTER,2015,0.35195530726257
4070,07,HOPE COMMUNITY ACADEMY,2015,0.533898305084746
4073,07,ACADEMIA CESAR CHAVEZ CHARTER SCHOOL,2015,0.691218130311615
4074,07,AFSA HIGH SCHOOL,2015,0
4075,07,AVALON SCHOOL,2015,0
4078,07,TWIN CITIES INTERNATIONAL SCHOOLS,2015,0.591885441527446
4079,07,FRIENDSHIP ACADEMY OF FINE ARTS CHARTER,2015,0
4080,07,PILLAGER AREA CHARTER SCHOOL,2015,NA
4081,07,DISCOVERY PUBLIC SCHOOL FARIBAULT,2015,NA
4082,07,BLUESKY CHARTER SCHOOL,2015,NA
4083,07,RIDGEWAY COMMUNITY SCHOOL,2015,0
4084,07,NORTH SHORE COMMUNITY SCHOOL,2015,0.00301204819277108
4085,07,HARBOR CITY INTERNATIONAL CHARTER,2015,0
4087,07,SAGE ACADEMY CHARTER SCHOOL,2015,0.134831460674157
4088,07,URBAN ACADEMY CHARTER SCHOOL,2015,0.457746478873239
4089,07,NEW CITY SCHOOL,2015,0.0613207547169811
4090,07,PRAIRIE CREEK COMMUNITY SCHOOL,2015,0
4091,07,ARCADIA CHARTER SCHOOL,2015,0
4092,07,WATERSHED HIGH SCHOOL,2015,NA
4093,07,NEW CENTURY ACADEMY,2015,0
4095,07,TRIO WOLF CREEK DISTANCE LEARNING,2015,NA
4097,07,"PARTNERSHIP ACADEMY, INC.",2015,NA
4098,07,NOVA CLASSICAL ACADEMY,2015,0.0231023102310231
4100,07,GREAT EXPECTATIONS,2015,NA
4102,07,MINNESOTA INTERNSHIP CENTER,2015,0.00271739130434783
4103,07,HMONG COLLEGE PREP ACADEMY,2015,0.397361912613355
4104,07,PALADIN CAREER AND TECHNICAL HIGH SCHOOL,2015,NA
4105,07,GREAT RIVER SCHOOL,2015,0.028436018957346
4106,07,TREKNORTH HIGH SCHOOL,2015,0
4107,07,VOYAGEURS EXPEDITIONARY,2015,NA
4110,07,PIM ARTS HIGH SCHOOL,2015,0
4111,07,AUGSBURG FAIRVIEW ACADEMY,2015,NA
4112,07,ST. PAUL CONSERVATORY PERFORMING ARTS,2015,0
4113,07,SPERO ACADEMY,2015,0
4116,07,LAKES INTERNATIONAL LANGUAGE ACADEMY,2015,0
4118,07,KALEIDOSCOPE CHARTER SCHOOL,2015,NA
4119,07,ACADEMIC ARTS HIGH SCHOOL,2015,NA
4120,07,ST. CROIX PREPARATORY ACADEMY,2015,0.0043630017452007
4121,07,UBAH MEDICAL ACADEMY CHARTER SCHOOL,2015,0.246612466124661
4122,07,EAGLE RIDGE ACADEMY CHARTER SCHOOL,2015,0.0730858468677494
4124,07,BEACON ACADEMY,2015,0.0343137254901961
4126,07,PRAIRIE SEEDS ACADEMY,2015,0.360509554140127
4127,07,TEAM ACADEMY,2015,0.036231884057971
4131,07,METRO SCHOOLS CHARTER,2015,0.649305555555556
4132,07,TWIN CITIES ACADEMY,2015,0.0775862068965517
4135,07,ROCHESTER MATH AND SCIENCE ACADEMY,2015,0.623239436619718
4137,07,SWAN RIVER MONTESSORI CHARTER SCHOOL,2015,0
4139,07,LOVEWORKS ACADEMY FOR ARTS,2015,0
4140,07,YINGHUA ACADEMY,2015,0.0134932533733133
4142,07,STRIDE ACADEMY CHARTER SCHOOL,2015,0.0860805860805861
4143,07,NEW MILLENNIUM ACADEMY CHARTER SCHOOL,2015,NA
4144,07,GREEN ISLE COMMUNITY SCHOOL,2015,NA
4145,07,BIRCH GROVE COMMUNITY SCHOOL,2015,NA
4146,07,NORTHERN LIGHTS COMMUNITY SCHOOL,2015,NA
4150,07,MINNESOTA ONLINE HIGH SCHOOL,2015,0
4151,07,EDVISIONS OFF CAMPUS SCHOOL,2015,0
4152,07,TWIN CITIES GERMAN IMMERSION CHARTER SCHOOL,2015,0.0162412993039443
4153,07,DUGSI ACADEMY,2015,0.660714285714286
4155,07,NAYTAHWAUSH COMMUNITY SCHOOL,2015,0
4159,07,SEVEN HILLS PREPARATORY ACADEMY,2015,0.0337078651685393
4160,07,SPECTRUM HIGH SCHOOL,2015,0.0131795716639209
4161,07,NEW DISCOVERIES MONTESSORI ACADEMY,2015,0.0125
4162,07,SOUTHSIDE FAMILY CHARTER SCHOOL,2015,NA
4164,07,LAURA JEFFREY ACADEMY CHARTER,2015,0
4166,07,EAST RANGE ACADEMY OF TECHNOLOGY AND SCIENCE,2015,0
4167,07,INTERNATIONAL SPANISH LANGUAGE ACADEMY,2015,0.00668896321070234
4168,07,GLACIAL HILLS ELEMENTARY,2015,NA
4169,07,STONEBRIDGE WORLD SCHOOL,2015,0.265625
4170,07,HIAWATHA ACADEMIES,2015,NA
4171,07,NOBLE ACADEMY,2015,0.8207343412527
4172,07,CLARKFIELD CHARTER SCHOOL,2015,NA
4177,07,MINISINAAKWAANG LEADERSHIP ACADEMY,2015,NA
4178,07,LINCOLN INTERNATIONAL SCHOOL,2015,NA
4181,07,COMMUNITY SCHOOL OF EXCELLENCE,2015,NA
4183,07,LIONSGATE ACADEMY,2015,0
4184,07,ASPEN ACADEMY,2015,0.0853432282003711
4185,07,DAVINCI ACADEMY,2015,0.0316301703163017
4186,07,GLOBAL ACADEMY,2015,0.411627906976744
4187,07,NATURAL SCIENCE ACADEMY,2015,NA
4188,07,COLOGNE ACADEMY,2015,0.00397614314115308
4189,07,BRIGHT WATER ELEMENTARY,2015,NA
4190,07,RIVERS EDGE ACADEMY,2015,0.0142857142857143
4191,07,KIPP MINNESOTA CHARTER SCHOOL,2015,0
4192,07,BEST ACADEMY,2015,0.343465045592705
4193,07,COLLEGE PREPARATORY ELEMENTARY,2015,0.697452229299363
4194,07,CANNON RIVER STEM SCHOOL,2015,0.0136054421768707
4195,07,OSHKI OGIMAAG CHARTER SCHOOL,2015,NA
4198,07,DISCOVERY WOODS,2015,NA
4199,07,PARNASSUS PREPARATORY CHARTER SCHOOL,2015,0.0724094881398252
4200,07,STEP ACADEMY CHARTER SCHOOL,2015,0.200757575757576
4201,07,CORNERSTONE MONTESSORI ELEMENTARY,2015,0.145161290322581
4204,07,ROCHESTER STEM ACADEMY,2015,0.375
4205,07,HENNEPIN ELEMENTARY SCHOOL,2015,NA
4207,07,VERMILION COUNTRY SCHOOL,2015,NA
4208,07,NASHA SHKOLA CHARTER SCHOOL,2015,NA
4209,07,MASTERY SCHOOL,2015,0.00404858299595142
4210,07,UPPER MISSISSIPPI ACADEMY,2015,0.0173913043478261
4212,07,WEST SIDE SUMMIT CHARTER SCHOOL,2015,0.368421052631579
4213,07,PRODEO ACADEMY,2015,0
4215,07,SEJONG ACADEMY OF MINNESOTA,2015,NA
4217,07,TECHNICAL ACADEMIES OF MINNESOTA,2015,0
4218,07,VENTURE ACADEMY,2015,0.383783783783784
4219,07,NORTHEAST COLLEGE PREP,2015,0.586206896551724
4220,07,AGAMIM CLASSICAL ACADEMY,2015,NA
4221,07,DISCOVERY CHARTER SCHOOL,2015,NA
4223,07,SAINT CLOUD MATH AND SCIENCE ACADEMY CHARTER SCHOOL,2015,NA
4224,07,STAR OF THE NORTH ACADEMY CHARTER SCHOOL,2015,NA
4225,07,UNIVERSAL ACADEMY CHARTER SCHOOL,2015,0
4226,07,BDOTE LEARNING CENTER,2015,NA
4227,07,ART AND SCIENCE ACADEMY,2015,0
4228,07,WOODBURY LEADERSHIP ACADEMY,2015,0
4229,07,JANE GOODALL ENVIRONMENTAL SCIENCE ACADEMY,2015,NA
4230,07,MINNESOTA EXCELLENCE IN LEARNING ACADEMY,2015,NA
4231,07,MINNESOTA MATH AND SCIENCE ACADEMY,2015,0.230188679245283
4232,07,SUCCESS ACADEMY,2015,NA
4233,07,LEVEL UP ACADEMY,2015,NA
4237,07,CAREER PATHWAYS,2015,NA
4238,07,ROCHESTER BEACON ACADEMY,2015,NA
4239,07,TESFA INTERNATIONAL SCHOOL,2015,NA
4240,07,NEW CENTURY SCHOOL,2015,NA
4243,07,NORTH METRO FLEX ACADEMY,2015,NA
4244,07,FIT ACADEMY,2015,NA
4250,07,ATHLOS ACADEMY OF SAINT CLOUD,2015,NA
4253,07,PHOENIX ACADEMY CHARTER SCHOOL,2015,NA
4254,07,MARINE AREA COMMUNITY SCHOOL,2015,NA
4255,07,SKYLINE MATH AND SCIENCE ACADEMY,2015,NA
4261,07,SCITECH ACADEMY CHARTER SCHOOL,2015,NA
4264,07,GATEWAY STEM ACADEMY,2015,NA
4265,07,MINNESOTA WILDFLOWER MONTESSORI SCHOOL,2015,NA
6004,61,FRESHWATER EDUCATION DISTRICT,2015,NA
6009,61,ST. CROIX RIVER EDUCATION DISTRICT,2015,NA
6012,61,ZUMBRO EDUCATION DISTRICT,2015,NA
6013,61,HIAWATHA VALLEY EDUCATION DISTRICT,2015,NA
6014,61,RUNESTONE AREA EDUCATION DISTRICT,2015,NA
6018,61,MINNESOTA RIVER VALLEY EDUCATION DISTRICT,2015,NA
6026,61,WEST CENTRAL EDUCATION DISTRICT,2015,NA
6027,61,MINNESOTA VALLEY EDUCATION DISTRICT,2015,NA
6049,61,RIVER BEND EDUCATION DISTRICT,2015,NA
6051,61,GOODHUE COUNTY EDUCATION DISTRICT,2015,NA
6074,50,CENTRAL MINNESOTA JOINT POWERS DISTRICT,2015,NA
6076,50,NORTHLAND LEARNING CENTER,2015,NA
6079,52,RUM RIVER SPECIAL EDUCATION COOPERATIVE,2015,NA
6083,52,SOUTHERN MINNESOTA EDUCATION CONSORTIUM,2015,NA
6090,52,SHERBURNE AND NORTHERN WRIGHT SPECIAL EDUCATION COOPERATIVE,2015,NA
6094,52,CANNON VALLEY SPECIAL EDUCATION COOPERATIVE,2015,NA
6095,52,AUSTIN ALBERT LEA AREA SPECIAL EDUCATION COOPERATIVE (AALASEC),2015,NA
6096,52,NORTHERN LIGHTS ACADEMY COOPERATIVE,2015,NA
6383,61,BENTON-STEARNS EDUCATION DISTRICT,2015,NA
6979,61,MID STATE EDUCATION DISTRICT,2015,NA
0000,01,Minneapolis-St. Paul International Airport,2015,NA
2759,01,Eagle Valley,2015,NA
0323,02,Franconia,2015,NA
0815,02,Prinsburg,2015,NA
0001,01,AITKIN PUBLIC SCHOOL DISTRICT,2014,0
0001,03,MINNEAPOLIS PUBLIC SCHOOL DISTRICT,2014,0.24584516164595
0002,01,HILL CITY PUBLIC SCHOOL DISTRICT,2014,0
0004,01,MCGREGOR PUBLIC SCHOOL DISTRICT,2014,0
0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DISTRICT,2014,0.068855316676351
0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DISTRICT,2014,0.0608124034256083
0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT,2014,0.0134721371708512
0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DISTRICT,2014,0.267992424242424
0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,2014,0.166100543478261
