dat_yer,dst_num,dst_tye,dst_nam,dst_cou,sch_num,sch_nam,sch_cou,enr_k12,fre_k12,rpc_k12,lep_k12,spe_k12,enr_pk12,fre_pk12,rpc_pk12,lep_pk12,spe_pk12,eco_dev
04-05,2198,01,FILLMORE CENTRAL,23,010,FILLMORE CENTRAL EL.,23,208,46,30,0,20,214,46,30,0,26,10
04-05,2198,01,FILLMORE CENTRAL,23,030,FILLMORE CENTRAL MID.,23,197,38,28,0,32,197,38,28,0,32,10
04-05,2198,01,FILLMORE CENTRAL,23,456,FILLMORE CENTRAL SR.,23,243,24,22,0,37,243,24,22,0,37,10
04-05,2215,01,NORMAN COUNTY EAST,54,002,NORMAN COUNTY EAST SEC.,54,186,47,35,2,25,186,47,35,2,25,01
04-05,2215,01,NORMAN COUNTY EAST,54,010,NORMAN COUNTY E. EL.,54,193,70,31,0,30,198,70,31,0,35,01
04-05,2310,01,SIBLEY EAST,72,001,SIBLEY EAST-ARLINGTON EL.,72,305,62,38,23,32,305,62,38,23,32,09
04-05,2310,01,SIBLEY EAST,72,003,SIBLEY EAST-ARLINGTON SR.,72,328,39,21,5,30,328,39,21,5,30,09
04-05,2310,01,SIBLEY EAST,72,010,SIBLEY EAST-GAYLORD EL.,72,331,105,34,88,40,345,106,35,88,54,09
04-05,2310,01,SIBLEY EAST,72,020,SIBLEY EAST-GAYLORD JR.,72,314,63,28,34,37,314,63,28,34,37,09
04-05,2311,01,CLEARBROOK-GONVICK,15,010,CLEARBROOK-GONVICK EL.,15,237,84,32,2,36,245,88,33,2,44,02
04-05,2311,01,CLEARBROOK-GONVICK,15,020,CLEARBROOK-GONVICK SEC.,15,257,77,29,0,33,257,77,29,0,33,02
04-05,2342,01,WEST CENTRAL AREA,26,001,WEST CENTRAL AREA N. EL.,26,251,65,40,0,27,252,65,40,0,28,04
04-05,2342,01,WEST CENTRAL AREA,26,002,WEST CENTRAL AREA S. EL.,21,155,50,22,0,22,159,50,22,0,26,04
04-05,2342,01,WEST CENTRAL AREA,26,003,WEST CENTRAL AREA SEC.,26,422,73,37,0,65,422,73,37,0,65,04
04-05,2358,01,TRI-COUNTY,35,010,KARLSTAD EL.,35,143,61,26,0,21,146,62,26,0,24,01
04-05,2358,01,TRI-COUNTY,35,020,TRI-COUNTY SEC.,35,131,55,20,0,27,131,55,20,0,27,01
04-05,2364,01,BELGRADE-BROOTEN-ELROSA,73,001,BELGRADE-BROOTEN-ELROSA EL.,73,373,101,59,28,37,382,103,60,28,46,07W
04-05,2364,01,BELGRADE-BROOTEN-ELROSA,73,002,BELGRADE-BROOTEN-ELROSA SEC.,73,406,105,47,9,41,406,105,47,9,41,07W
04-05,2365,01,G.F.W.,72,001,G.F.W. EL.,72,280,66,29,16,23,292,66,29,16,35,09
04-05,2365,01,G.F.W.,72,002,G.F.W. MID.,65,253,71,36,16,24,253,71,36,16,24,09
04-05,2365,01,G.F.W.,72,020,G.F.W. SR.,72,320,52,26,7,26,320,52,26,7,26,09
04-05,2396,01,A.C.G.C.,47,100,A.C.G.C. NORTH EL.,34,262,85,31,2,43,262,85,31,2,43,06E
04-05,2396,01,A.C.G.C.,47,200,A.C.G.C. SOUTH EL.,47,141,37,17,1,20,159,39,18,1,38,06E
04-05,2396,01,A.C.G.C.,47,300,A.C.G.C. SEC.,47,422,111,36,0,48,422,111,36,0,48,06E
04-05,2396,01,A.C.G.C.,47,301,A.C.G.C. ALP,34,19,6,1,0,4,19,6,1,0,4,06E
04-05,2397,01,LESUEUR-HENDERSON,40,010,PARK EL.,40,475,119,56,77,94,499,121,58,77,118,09
04-05,2397,01,LESUEUR-HENDERSON,40,015,HILLTOP EL.,40,136,19,20,0,19,136,19,20,0,19,09
04-05,2397,01,LESUEUR-HENDERSON,40,020,LESUEUR-HENDERSON SEC.,40,667,94,49,42,81,667,94,49,42,81,09
04-05,2397,01,LESUEUR-HENDERSON,40,031,ZIEBARTH ALTERNATIVE LEARNING CTR.,40,26,5,4,0,7,26,5,4,0,7,09
04-05,2448,01,MARTIN COUNTY WEST,46,010,SHERBURN EL.,46,238,51,32,0,25,238,51,32,0,25,09
04-05,2448,01,MARTIN COUNTY WEST,46,015,TRIMONT EL.,46,137,41,14,0,17,137,41,14,0,17,09
04-05,2448,01,MARTIN COUNTY WEST,46,018,WELCOME EL.,46,19,2,1,0,4,19,2,1,0,4,09
04-05,2448,01,MARTIN COUNTY WEST,46,020,MARTIN CTY. W. SR.,46,312,65,40,0,32,312,65,40,0,32,09
04-05,2448,01,MARTIN COUNTY WEST,46,025,MARTIN CTY. W. JR.,46,152,37,15,0,23,152,37,15,0,23,09
04-05,2527,01,NORMAN COUNTY WEST,54,001,NORMAN CTY. W. EL.,54,147,53,22,8,23,151,53,22,8,27,01
04-05,2527,01,NORMAN COUNTY WEST,54,020,NORMAN CTY. W. SEC.,54,173,46,18,10,31,173,46,18,10,31,01
04-05,2534,01,BIRD ISLAND-OLIVIA-LAKE LILLIAN,65,015,BOLD-BIRD ISLAND EL.,65,405,153,54,48,64,405,153,54,48,64,06E
04-05,2534,01,BIRD ISLAND-OLIVIA-LAKE LILLIAN,65,020,BOLD SR.,65,519,82,55,0,46,528,86,55,0,55,06E
04-05,2536,01,GRANADA HUNTLEY-EAST CHAIN,46,015,EAST CHAIN EL.,46,116,29,23,0,11,116,29,23,0,11,09
04-05,2536,01,GRANADA HUNTLEY-EAST CHAIN,46,020,GRANADA-HUNTLEY SEC.,46,191,42,29,0,22,191,42,29,0,22,09
04-05,2580,01,EAST CENTRAL,58,010,EAST CENTRAL EL.,58,353,148,41,0,39,362,148,41,0,48,07E
04-05,2580,01,EAST CENTRAL,58,020,EAST CENTRAL MIDDLE SECONDARY,58,201,67,26,0,20,201,67,26,0,20,07E
04-05,2580,01,EAST CENTRAL,58,030,EAST CENTRAL SENIOR SECONDARY,58,265,58,26,1,28,265,58,26,1,28,07E
04-05,2580,01,EAST CENTRAL,58,035,CROSSROADS ALC,58,61,42,7,0,35,61,42,7,0,35,07E
04-05,2580,01,EAST CENTRAL,58,040,SANDSTONE ST. CROIX,58,51,51,0,1,18,51,51,0,1,18,07E
04-05,2609,01,WIN-E-MAC,60,010,WIN-E-MAC EL.,60,275,49,25,0,29,275,49,25,0,29,01
04-05,2609,01,WIN-E-MAC,60,020,WIN-E-MAC SEC.,60,267,60,27,2,29,267,60,27,2,29,01
04-05,2683,01,GREENBUSH-MIDDLE RIVER,68,010,GREENBUSH EL.,68,116,28,21,0,13,120,28,21,0,17,01
04-05,2683,01,GREENBUSH-MIDDLE RIVER,68,011,MIDDLE RIVER EL.,45,101,28,25,0,17,101,28,25,0,17,01
04-05,2683,01,GREENBUSH-MIDDLE RIVER,68,020,GREENBUSH-MIDDLE RIVER SR.,68,144,28,26,0,24,144,28,26,0,24,01
04-05,2683,01,GREENBUSH-MIDDLE RIVER,68,021,GREENBUSH-MIDDLE RIVER JR.,45,110,32,19,0,10,110,32,19,0,10,01
04-05,2687,01,HOWARD LAKE-WAVERLY-WINSTED,86,001,WINSTED EL.,43,145,41,10,7,18,145,41,10,7,18,07W
04-05,2687,01,HOWARD LAKE-WAVERLY-WINSTED,86,002,HOWARD LAKE-WAVERLY-WINSTED SEC.,86,365,36,26,5,34,365,36,26,5,34,07W
04-05,2687,01,HOWARD LAKE-WAVERLY-WINSTED,86,003,HUMPHREY EL.,86,256,46,16,6,36,260,47,16,6,40,07W
04-05,2687,01,HOWARD LAKE-WAVERLY-WINSTED,86,086,HOWARD LAKE MIDDLE SCHOOL,86,209,32,22,1,29,209,32,22,1,29,07W
04-05,2689,01,PIPESTONE AREA SCHOOLS,59,002,BROWN EL.,59,157,48,21,5,19,179,50,24,5,41,08
04-05,2689,01,PIPESTONE AREA SCHOOLS,59,003,HILL EL.,59,246,70,45,4,24,246,70,45,4,24,08
04-05,2689,01,PIPESTONE AREA SCHOOLS,59,006,HEARTLAND EL.,59,28,0,0,21,0,28,0,0,21,0,08
04-05,2689,01,PIPESTONE AREA SCHOOLS,59,007,PIPESTONE MID.,59,382,87,64,4,50,382,87,64,4,50,08
04-05,2689,01,PIPESTONE AREA SCHOOLS,59,008,PIPESTONE SR.,59,393,67,33,4,33,393,67,33,4,33,08
04-05,2689,01,PIPESTONE AREA SCHOOLS,59,010,PIPESTONE ALTERNATIVE PROGRAM,59,29,7,1,0,0,29,7,1,0,0,08
04-05,2711,01,MESABI EAST,69,010,MESABI EAST EL.,69,486,163,73,1,86,494,170,73,1,94,03
04-05,2711,01,MESABI EAST,69,040,MESABI EAST SEC.,69,430,104,38,0,69,430,104,38,0,69,03
04-05,2752,01,FAIRMONT AREA SCHOOLS,46,020,BUDD EL.,46,389,164,38,25,54,389,164,38,25,54,09
04-05,2752,01,FAIRMONT AREA SCHOOLS,46,050,FIVE LAKES EL.,46,522,169,62,38,65,522,169,62,38,65,09
04-05,2752,01,FAIRMONT AREA SCHOOLS,46,060,FAIRMONT HIGH,46,911,206,60,22,137,911,206,60,22,137,09
04-05,2753,01,LONG PRAIRIE-GREY EAGLE,77,010,LONG PRAIRIE EL.,77,423,194,54,104,49,445,196,55,104,71,05
04-05,2753,01,LONG PRAIRIE-GREY EAGLE,77,012,LONG PRAIRIE MID. SCHOOL,77,302,122,37,31,32,302,122,37,31,32,05
04-05,2753,01,LONG PRAIRIE-GREY EAGLE,77,015,GREY EAGLE EL.,77,101,30,13,1,16,105,31,13,1,20,05
04-05,2753,01,LONG PRAIRIE-GREY EAGLE,77,020,LONG PRAIRIE-GREY SR.,77,506,145,51,48,60,506,145,51,48,60,05
04-05,2754,01,CEDAR MOUNTAIN,64,001,CEDAR MOUNTAIN EL.,65,171,52,30,0,41,189,52,32,0,59,08
04-05,2754,01,CEDAR MOUNTAIN,64,002,CEDAR MOUNTAIN SEC.,64,233,40,38,0,38,233,40,38,0,38,08
04-05,2759,01,EAGLE VALLEY PUBLIC SCHOOLS,77,010,EAGLE VALLEY EL.,77,172,60,37,0,25,176,62,38,0,29,05
04-05,2759,01,EAGLE VALLEY PUBLIC SCHOOLS,77,020,EAGLE VALLEY SEC.,77,171,60,31,0,24,171,60,31,0,24,05
04-05,2805,01,ZUMBROTA-MAZEPPA,79,001,ZUMBROTA-MAZEPPA EL.,25,389,61,21,3,44,403,63,21,3,58,10
04-05,2805,01,ZUMBROTA-MAZEPPA,79,002,ZUMBROTA-MAZEPPA SR.,25,410,34,24,0,48,410,34,24,0,48,10
04-05,2805,01,ZUMBROTA-MAZEPPA,79,003,PINE ISLAND/ZUMBROTA-MAZEPPA ALP,25,5,0,0,0,0,5,0,0,0,0,10
04-05,2805,01,ZUMBROTA-MAZEPPA,79,020,ZUMBROTA-MAZEPPA MID.,79,368,48,21,0,34,368,48,21,0,34,10
04-05,2835,01,JANESVILLE-WALDORF-PEMBERTON,81,001,JANESVILLE-WALDORF-PEMBERTON INT.,81,108,13,14,0,14,108,13,14,0,14,09
04-05,2835,01,JANESVILLE-WALDORF-PEMBERTON,81,010,JANESVILLE-WALDORF-PEMBERTON EL.,81,175,31,21,0,43,201,35,26,0,69,09
04-05,2835,01,JANESVILLE-WALDORF-PEMBERTON,81,020,JANESVILLE-WALDORF-PEMBERTON SEC,81,282,29,26,0,31,282,29,26,0,31,09
04-05,2853,01,LAC QUI PARLE VALLEY,37,010,MADISON-MARIETTA-NASSAU EL.,37,221,42,50,3,33,225,42,50,3,37,06W
04-05,2853,01,LAC QUI PARLE VALLEY,37,020,APPLETON EL.,76,129,45,13,9,28,139,51,13,9,38,06W
04-05,2853,01,LAC QUI PARLE VALLEY,37,030,MILAN EL.,12,133,37,25,11,19,133,37,25,11,19,06W
04-05,2853,01,LAC QUI PARLE VALLEY,37,040,LAC QUI PARLE VALLEY SEC.,37,552,101,75,7,75,552,101,75,7,75,06W
04-05,2854,01,ADA-BORUP,54,010,ADA EL.,54,191,54,28,7,19,195,58,28,7,23,01
04-05,2854,01,ADA-BORUP,54,020,BORUP EL.,54,82,18,10,1,12,82,18,10,1,12,01
04-05,2854,01,ADA-BORUP,54,030,ADA-BORUP SEC.,54,266,67,35,7,27,266,67,35,7,27,01
04-05,2856,01,STEPHEN-ARGYLE CENTRAL SCHOOLS,45,030,STEPHEN SR.,45,389,102,43,0,30,391,103,43,0,32,01
04-05,2859,01,GLENCOE-SILVER LAKE,43,010,BAKER EL.,43,339,91,34,38,46,339,91,34,38,46,06E
04-05,2859,01,GLENCOE-SILVER LAKE,43,030,LAKESIDE EL.,43,432,106,39,51,70,432,106,39,51,70,06E
04-05,2859,01,GLENCOE-SILVER LAKE,43,040,LINCOLN JR.,43,290,60,33,11,35,290,60,33,11,35,06E
04-05,2859,01,GLENCOE-SILVER LAKE,43,060,GLENCOE-SILVER LAKE SR.,43,638,73,55,12,55,638,73,55,12,55,06E
04-05,2859,01,GLENCOE-SILVER LAKE,43,070,GLENCOE-SILVER LAKE ALP,43,24,11,1,0,3,24,11,1,0,3,06E
04-05,2860,01,BLUE EARTH AREA PUBLIC SCHOOL,22,010,BLUE EARTH EL.,22,439,129,66,35,62,439,129,66,35,62,09
04-05,2860,01,BLUE EARTH AREA PUBLIC SCHOOL,22,020,BLUE EARTH AREA SR.,22,448,90,47,11,66,448,90,47,11,66,09
04-05,2860,01,BLUE EARTH AREA PUBLIC SCHOOL,22,023,BLUE EARTH AREA MIDDLE,22,210,52,29,10,21,210,52,29,10,21,09
04-05,2860,01,BLUE EARTH AREA PUBLIC SCHOOL,22,040,WINNEBAGO EL.,22,217,65,33,8,30,217,65,33,8,30,09
04-05,2860,01,BLUE EARTH AREA PUBLIC SCHOOL,22,042,BLUE EARTH AREA ALP,22,21,11,1,0,7,21,11,1,0,7,09
04-05,2860,01,BLUE EARTH AREA PUBLIC SCHOOL,22,100,ELMORE ACADEMY,22,3,0,0,0,2,3,0,0,0,2,09
04-05,2884,01,RED ROCK CENTRAL,17,020,RED ROCK CENTRAL SEC.,64,294,78,42,0,28,294,78,42,0,28,08
04-05,2884,01,RED ROCK CENTRAL,17,030,RED ROCK CENTRAL EL.,17,212,89,37,1,36,221,94,39,1,45,08
04-05,2886,01,GLENVILLE-EMMONS,24,100,GLENVILLE EMMONS EL.,24,184,37,16,0,32,184,37,16,0,32,10
04-05,2886,01,GLENVILLE-EMMONS,24,300,GLENVILLE-EMMONS SEC.,24,202,39,29,0,33,202,39,29,0,33,10
04-05,2887,01,MCLEOD WEST SCHOOLS,43,010,MCLEOD WEST EL.,43,202,34,22,9,23,202,34,22,9,23,06E
04-05,2887,01,MCLEOD WEST SCHOOLS,43,020,MCLEOD WEST JR.,43,126,25,8,1,10,126,25,8,1,10,06E
04-05,2887,01,MCLEOD WEST SCHOOLS,43,300,MCLEOD WEST SR.,43,105,9,5,0,7,105,9,5,0,7,06E
04-05,2888,01,CLINTON-GRACEVILLE-BEARDSLEY,06,001,CLINTON-GRACEVILLE-BEARDSLEY EL.,06,158,45,27,0,13,163,49,27,0,18,06W
04-05,2888,01,CLINTON-GRACEVILLE-BEARDSLEY,06,002,CLINTON-GRACEVILLE-BEARDSLEY MID.,06,93,27,20,0,17,93,27,20,0,17,06W
04-05,2888,01,CLINTON-GRACEVILLE-BEARDSLEY,06,003,CLINTON-GRACEVILLE-BEARDSLEY SR.,06,185,46,42,0,15,185,46,42,0,15,06W
04-05,2888,01,CLINTON-GRACEVILLE-BEARDSLEY,06,004,BIG STONE COLONY EL.,06,22,22,0,0,3,22,22,0,0,3,06W
04-05,2888,01,CLINTON-GRACEVILLE-BEARDSLEY,06,006,LISMORE COLONY EL.,06,11,11,0,0,0,11,11,0,0,0,06W
04-05,2889,01,LAKE PARK AUDUBON DISTRICT,03,010,LAKE PARK AUDUBON EL.,03,334,74,66,0,27,334,74,66,0,27,04
04-05,2889,01,LAKE PARK AUDUBON DISTRICT,03,020,LAKE PARK AUDUBON SEC.,03,299,66,24,0,36,299,66,24,0,36,04
04-05,2890,01,RENVILLE COUNTY WEST,65,001,RENVILLE CTY. W. EL.,65,235,105,17,47,29,235,105,17,47,29,06E
04-05,2890,01,RENVILLE COUNTY WEST,65,003,RENVILLE CTY. W. MID.,65,226,92,13,0,43,226,92,13,0,43,06E
04-05,2890,01,RENVILLE COUNTY WEST,65,020,RENVILLE CTY. WEST SR.,65,251,52,15,0,37,251,52,15,0,37,06E
04-05,2895,01,JACKSON COUNTY CENTRAL,32,010,PLEASANTVIEW EL.,32,148,31,24,1,9,150,31,24,1,11,08
04-05,2895,01,JACKSON COUNTY CENTRAL,32,112,RIVERSIDE EL.,32,332,96,32,13,72,357,104,38,13,97,08
04-05,2895,01,JACKSON COUNTY CENTRAL,32,113,JACKSON COUNTY CENTRAL SR.,32,426,54,48,0,45,426,54,48,0,45,08
04-05,2895,01,JACKSON COUNTY CENTRAL,32,115,JACKSON COUNTY CENTRAL MID.,32,273,52,33,1,32,273,52,33,1,32,08
04-05,2897,01,REDWOOD AREA SCHOOLS,64,001,REDWOOD VALLEY SR.,64,458,72,46,10,59,458,72,46,10,59,08
04-05,2897,01,REDWOOD AREA SCHOOLS,64,002,REEDE GRAY EL.,64,487,121,73,8,49,506,125,73,8,68,08
04-05,2897,01,REDWOOD AREA SCHOOLS,64,003,REDWOOD VALLEY MID.,64,459,114,63,10,52,459,114,63,10,52,08
04-05,2897,01,REDWOOD AREA SCHOOLS,64,004,REDWOOD VALLEY ALT.,64,1,1,0,0,0,1,1,0,0,0,08
04-05,2898,01,WESTBROOK-WALNUT GROVE SCHOOLS,17,010,WESTBROOK EL.,17,75,14,7,0,7,75,14,7,0,7,08
04-05,2898,01,WESTBROOK-WALNUT GROVE SCHOOLS,17,015,WALNUT GROVE EL.,64,99,47,9,41,8,104,47,9,41,13,08
04-05,2898,01,WESTBROOK-WALNUT GROVE SCHOOLS,17,020,WESTBROOK WALNUT GROVE MID.,64,186,70,20,43,14,186,70,20,43,14,08
04-05,2898,01,WESTBROOK-WALNUT GROVE SCHOOLS,17,030,WESTBROOK-WALNUT GROVE SR.,17,177,69,18,45,10,177,69,18,45,10,08
04-05,4000,07,CITY ACADEMY,62,010,CITY ACADEMY,62,114,88,1,0,0,114,88,1,0,0,11
04-05,4001,07,BLUFFVIEW MONTESSORI,85,010,BLUFFVIEW MONTESSORI,85,200,23,14,0,22,200,23,14,0,22,10
04-05,4003,07,"NEW HEIGHTS SCHOOL, INC.",82,010,"NEW HEIGHTS SCHOOL, INC.",82,127,41,8,0,34,127,41,8,0,34,11
04-05,4004,07,CEDAR RIVERSIDE COMMUNITY SCHOOL,27,010,CEDAR RIVERSIDE COMMUNITY SCHOOL,27,110,105,4,7,5,110,105,4,7,5,11
04-05,4005,07,METRO DEAF CHARTER SCHOOL,62,010,METRO DEAF CHARTER SCHOOL,62,66,15,4,0,66,71,15,4,0,71,11
04-05,4006,07,SKILLS FOR TOMORROW CHARTER SCHOOL,62,010,SKILLS FOR TOMORROW CHARTER SCHOOL,62,82,49,7,0,25,82,49,7,0,25,11
04-05,4007,07,MINNESOTA NEW COUNTRY SCHOOL,72,010,MINNESOTA NEW COUNTRY SCHOOL,72,109,19,13,0,21,109,19,13,0,21,09
04-05,4008,07,PACT CHARTER SCHOOL,02,010,PACT CHARTER SCHOOL,02,274,20,31,0,40,274,20,31,0,40,11
04-05,4008,07,PACT CHARTER SCHOOL,02,030,PACT CHARTER SEC.,02,279,22,30,0,35,279,22,30,0,35,11
04-05,4011,07,NEW VISIONS CHARTER SCHOOL,27,010,NEW VISIONS CHARTER SCHOOL,27,188,136,23,0,56,188,136,23,0,56,11
04-05,4012,07,EMILY CHARTER SCHOOL,18,010,EMILY CHARTER SCHOOL,18,77,42,8,0,13,77,42,8,0,13,05
04-05,4015,07,COMMUNITY OF PEACE ACADEMY,62,010,COMMUNITY OF PEACE ACADEMY,62,425,282,68,291,41,425,282,68,291,41,11
04-05,4015,07,COMMUNITY OF PEACE ACADEMY,62,011,COMMUNITY OF PEACE ACADEMY SEC.,62,137,96,17,55,19,137,96,17,55,19,11
04-05,4016,07,WORLD LEARNER CHARTER SCHOOL,10,010,WORLD LEARNER CHARTER SCHOOL,10,140,0,0,0,16,140,0,0,0,16,11
04-05,4017,07,MINNESOTA TRANSITIONS CHARTER SCH,27,010,MINNESOTA TRANSITIONS CHARTER SCH,27,130,120,3,0,17,130,120,3,0,17,11
04-05,4017,07,MINNESOTA TRANSITIONS CHARTER SCH,27,011,MINNESOTA TRANSITIONS MIDDLE,27,108,89,11,0,10,108,89,11,0,10,11
04-05,4017,07,MINNESOTA TRANSITIONS CHARTER SCH,27,012,COMMUNICATION ARTS SR. HIGH,27,102,88,3,0,15,102,88,3,0,15,11
04-05,4017,07,MINNESOTA TRANSITIONS CHARTER SCH,27,013,TRANSITIONS SR. HIGH,27,215,141,13,0,30,215,141,13,0,30,11
04-05,4017,07,MINNESOTA TRANSITIONS CHARTER SCH,27,014,VIRTUAL HIGH SCHOOL,27,14,4,0,0,0,14,4,0,0,0,11
04-05,4017,07,MINNESOTA TRANSITIONS CHARTER SCH,27,015,MINNESOTA TRANSITIONS ALP,27,242,123,20,0,0,242,123,20,0,0,11
04-05,4017,07,MINNESOTA TRANSITIONS CHARTER SCH,27,016,MTS PEASE ACADEMY,27,60,24,3,0,11,60,24,3,0,11,11
04-05,4018,07,ACHIEVE LANGUAGE ACADEMY,62,010,ACHIEVE LANGUAGE ACADEMY,62,306,215,45,161,32,306,215,45,161,32,11
04-05,4019,07,NEW VOYAGE ACADEMY CHARTER SCHOOL,62,010,NEW VOYAGE ACADEMY CHARTER SCHOOL,62,71,50,4,11,6,71,50,4,11,6,11
04-05,4020,07,EDISON CHARTER SCHOOL,69,010,KENWOOD PRIMARY EL. ACADEMY,69,378,115,43,2,51,378,115,43,2,51,03
04-05,4020,07,EDISON CHARTER SCHOOL,69,020,WASHBURN JR. ACADEMY,69,200,82,28,0,45,200,82,28,0,45,03
04-05,4020,07,EDISON CHARTER SCHOOL,69,040,RALEIGH PRIMARY/EL ACADEMY,69,194,99,36,0,25,194,99,36,0,25,03
04-05,4021,07,VILLAGE SCHOOL OF NORTHFIELD,66,010,VILLAGE SCHOOL OF NORTHFIELD,66,60,29,4,0,19,60,29,4,0,19,10
04-05,4025,07,CYBER VILLAGE ACADEMY,62,010,CYBER VILLAGE ACADEMY,62,118,21,9,0,13,118,21,9,0,13,11
04-05,4026,07,E.C.H.O. CHARTER SCHOOL,87,010,E.C.H.O. CHARTER SCHOOL,87,161,42,34,0,26,161,42,34,0,26,06W
04-05,4027,07,HIGHER GROUND ACADEMY,62,010,HIGHER GROUND ACADEMY,62,427,347,23,87,26,427,347,23,87,26,11
04-05,4028,07,ECI' NOMPA WOONSPE,64,010,ECI' NOMPA WOONSPE,64,28,0,0,0,9,28,0,0,0,9,08
04-05,4029,07,NEW SPIRIT SCHOOLS,62,010,NEW SPIRIT PRIMARY SCHOOL,62,208,163,14,128,14,208,163,14,128,14,11
04-05,4029,07,NEW SPIRIT SCHOOLS,62,020,NEW SPIRIT MIDDLE SCHOOL,62,98,76,6,46,23,98,76,6,46,23,11
04-05,4030,07,ODYSSEY CHARTER SCHOOL,27,010,ODYSSEY CHARTER SCHOOL,27,204,82,16,4,40,204,82,16,4,40,11
04-05,4031,07,JENNINGS EXPERIENTIAL HIGH SCHOOL,62,010,JENNINGS EXPERIENTIAL HIGH SCHOOL,62,84,27,8,0,24,84,27,8,0,24,11
04-05,4032,07,HARVEST PREP SCHOOL/SEED ACADEMY,27,010,HARVEST PREP SCHOOL/SEED ACADEMY,27,360,157,82,0,17,360,157,82,0,17,11
04-05,4035,07,CONCORDIA CREATIVE LEARNING ACADEMY,62,010,CONCORDIA CREATIVE LEARNING ACADEMY,62,79,58,5,17,10,79,58,5,17,10,11
04-05,4036,07,FACE TO FACE ACADEMY,62,010,FACE TO FACE ACADEMY,62,58,38,8,0,12,58,38,8,0,12,11
04-05,4038,07,SOJOURNER TRUTH ACADEMY,27,010,SOJOURNER TRUTH ACADEMY,27,242,197,11,35,21,242,197,11,35,21,11
04-05,4039,07,HIGH SCHOOL FOR RECORDING ARTS,62,010,HIGH SCHOOL FOR RECORDING ARTS,62,211,133,8,0,54,211,133,8,0,54,11
04-05,4042,07,TWIN CITIES ACADEMY,62,010,TWIN CITIES ACADEMY,62,185,18,14,18,17,185,18,14,18,17,11
04-05,4043,07,MATH & SCIENCE ACADEMY,82,010,MATH & SCIENCE ACADEMY,82,303,1,0,0,24,303,1,0,0,24,11
04-05,4044,07,HEART OF THE EARTH CHARTER,27,010,HEART OF THE EARTH CHARTER,27,109,109,0,0,8,109,109,0,0,8,11
04-05,4044,07,HEART OF THE EARTH CHARTER,27,020,HEART OF THE EARTH SEC.,27,104,98,2,0,12,104,98,2,0,12,11
04-05,4045,07,LAKES AREA CHARTER SCHOOL,21,010,LAKES AREA CHARTER SCHOOL,21,77,11,4,0,20,77,11,4,0,20,04
04-05,4046,07,LAKE SUPERIOR HIGH SCHOOL,69,010,LAKE SUPERIOR HIGH SCHOOL,69,85,35,6,0,20,85,35,6,0,20,03
04-05,4048,07,GREAT RIVER EDUCATION CENTER,73,010,GREAT RIVER EDUCATION CENTER,73,37,9,2,0,14,37,9,2,0,14,07W
04-05,4049,07,COON RAPIDS LEARNING CENTER,02,010,COON RAPIDS LEARNING CENTER,02,176,21,9,0,43,176,21,9,0,43,11
04-05,4050,07,LAFAYETTE PUBLIC CHARTER SCHOOL,52,010,LAFAYETTE PUBLIC CHARTER SCHOOL,52,93,32,20,0,7,93,32,20,0,7,09
04-05,4050,07,LAFAYETTE PUBLIC CHARTER SCHOOL,52,020,STARLAND EL.,52,12,12,0,0,1,12,12,0,0,1,09
04-05,4052,07,FOUR DIRECTIONS CHARTER SCHOOLS,27,010,FOUR DIRECTIONS CHARTER SCHOOLS,27,86,76,9,0,19,86,76,9,0,19,11
04-05,4053,07,NORTH LAKES ACADEMY,82,010,NORTH LAKES ACADEMY,82,197,14,21,0,26,197,14,21,0,26,11
04-05,4054,07,LACRESCENT MONTESSORI ACADEMY,28,010,LACRESCENT MONTESSORI ACADEMY,28,70,0,0,0,0,70,0,0,0,0,10
04-05,4055,07,NERSTRAND CHARTER SCHOOL,66,010,NERSTRAND CHARTER SCHOOL,66,154,10,8,0,13,154,10,8,0,13,10
04-05,4056,07,ROCHESTER OFF-CAMPUS CHARTER HIGH,55,010,ROCHESTER OFF-CAMPUS CHARTER HIGH,55,123,46,13,0,37,123,46,13,0,37,10
04-05,4057,07,EL COLEGIO CHARTER SCHOOL,27,010,EL COLEGIO CHARTER SCHOOL,27,92,86,2,26,10,92,86,2,26,10,11
04-05,4058,07,SCHOOLCRAFT LEARNING COMMUNITY CHTR,04,010,SCHOOLCRAFT LEARNING COMMUNITY CHTR,04,160,52,16,0,15,160,52,16,0,15,02
04-05,4059,07,CROSSLAKE COMMUNITY CHARTER SCHOOL,18,010,CROSSLAKE COMMUNITY CHARTER SCHOOL,18,90,21,17,0,23,90,21,17,0,23,05
04-05,4061,07,STUDIO ACADEMY CHARTER SCHOOL,55,010,STUDIO ACADEMY CHARTER SCHOOL,55,128,7,6,0,21,128,7,6,0,21,10
04-05,4062,07,FAMILY ACADEMY CHARTER SCHOOL,62,010,FAMILY ACADEMY CHARTER SCHOOL,62,221,36,15,0,52,221,36,15,0,52,11
04-05,4064,07,RIVERWAY LEARNING COMMUNITY CHTR,85,010,RIVERWAY LEARNING COMMUNITY CHTR,85,40,24,5,0,7,40,24,5,0,7,10
04-05,4064,07,RIVERWAY LEARNING COMMUNITY CHTR,85,020,RIVERWAY SECONDARY,85,40,16,4,0,6,40,16,4,0,6,10
