dat_yer,dst_num,dst_tye,dst_nam,dst_cou,sch_num,sch_nam,sch_cou,enr_k12,fre_k12,rpc_k12,lep_k12,spe_k12,enr_pk12,fre_pk12,rpc_pk12,lep_pk12,spe_pk12,eco_dev
04-05,0914,01,ULEN-HITTERDAL,14,002,ULEN-HITTERDAL SEC.,14,144,36,18,0,26,144,36,18,0,26,04
04-05,0915,52,SOUTHERN PLAINS ED. COOP.,46,010,SOUTHERN PLAINS ED. COOP.,46,0,0,0,0,0,95,28,3,0,95,09
04-05,0915,52,SOUTHERN PLAINS ED. COOP.,46,020,SOUTHERN PLAINS ALC,46,54,19,5,0,10,54,19,5,0,10,09
04-05,0915,52,SOUTHERN PLAINS ED. COOP.,46,030,LINCOLN DAY FACILITY,46,13,8,2,0,13,13,8,2,0,13,09
04-05,0915,52,SOUTHERN PLAINS ED. COOP.,46,060,WINNEBAGO,22,10,0,0,0,3,10,0,0,0,3,09
04-05,0916,06,N.E. METRO INTERMEDIATE DIST. 916,62,015,TRANSITION PROGRAM,62,97,41,5,0,97,97,41,5,0,97,11
04-05,0916,06,N.E. METRO INTERMEDIATE DIST. 916,62,020,CHILDREN HEARING OTHER CHILDREN,62,0,0,0,0,0,1,0,0,0,1,11
04-05,0916,06,N.E. METRO INTERMEDIATE DIST. 916,62,036,ALP @ CAPITOL VIEW CENTER,62,64,33,9,0,63,64,33,9,0,63,11
04-05,0916,06,N.E. METRO INTERMEDIATE DIST. 916,62,037,CREATIVE ALTERNATIVES PROGRAM,62,16,4,1,0,16,16,4,1,0,16,11
04-05,0916,06,N.E. METRO INTERMEDIATE DIST. 916,62,038,PROJECT RETURN,62,5,1,0,0,2,5,1,0,0,2,11
04-05,0916,06,N.E. METRO INTERMEDIATE DIST. 916,62,049,OTTER LAKE SCHOOL,62,14,1,2,0,14,14,1,2,0,14,11
04-05,0916,06,N.E. METRO INTERMEDIATE DIST. 916,62,050,ALP @ VCCS,82,9,0,1,0,9,9,0,1,0,9,11
04-05,0916,06,N.E. METRO INTERMEDIATE DIST. 916,62,051,DCD @ JOHN GLENN,62,28,8,1,0,28,28,8,1,0,28,11
04-05,0916,06,N.E. METRO INTERMEDIATE DIST. 916,62,056,DCD @ SOUTH CAMPUS,62,93,42,5,0,93,93,42,5,0,93,11
04-05,0916,06,N.E. METRO INTERMEDIATE DIST. 916,62,063,N.E. METRO ALC EAST,62,144,0,0,12,20,144,0,0,12,20,11
04-05,0916,06,N.E. METRO INTERMEDIATE DIST. 916,62,065,N.E.METRO ALC WEST,02,122,0,0,11,14,122,0,0,11,14,11
04-05,0916,06,N.E. METRO INTERMEDIATE DIST. 916,62,068,WORK EXPERIENCE LIFE SKILLS,62,29,18,2,0,29,29,18,2,0,29,11
04-05,0917,06,INTERMEDIATE SCHOOL DISTRICT 917,19,030,INTERM. 917-DCTC SP. ED.,19,56,15,5,0,55,56,15,5,0,55,11
04-05,0917,06,INTERMEDIATE SCHOOL DISTRICT 917,19,032,917 SO. ST. PAUL JR./SR. HIGH,19,6,0,0,0,6,6,0,0,0,6,11
04-05,0917,06,INTERMEDIATE SCHOOL DISTRICT 917,19,040,917 BURNSVILLE HIGH SCHOOL,19,6,3,0,0,6,6,3,0,0,6,11
04-05,0917,06,INTERMEDIATE SCHOOL DISTRICT 917,19,044,"CEDAR SCHOOL, D/HOH,E.C.",19,0,0,0,0,0,11,0,0,0,11,11
04-05,0917,06,INTERMEDIATE SCHOOL DISTRICT 917,19,046,IDEA/THOMPSON HEIGHTS SCHOOL,19,56,24,8,0,56,56,24,8,0,56,11
04-05,0917,06,INTERMEDIATE SCHOOL DISTRICT 917,19,048,917 NICOLLET JR HI SP ED,19,6,2,1,0,6,6,2,1,0,6,11
04-05,0917,06,INTERMEDIATE SCHOOL DISTRICT 917,19,050,917 FARMINGTON MIDDLE SCH EAST,19,1,0,0,0,1,1,0,0,0,1,11
04-05,0917,06,INTERMEDIATE SCHOOL DISTRICT 917,19,051,IDEA/APPLE VALLEY CAMPUS,19,10,3,0,0,10,10,3,0,0,10,11
04-05,0917,06,INTERMEDIATE SCHOOL DISTRICT 917,19,060,GIDEON POND EL. 917 SP. ED.,19,15,6,1,0,15,15,6,1,0,15,11
04-05,0917,06,INTERMEDIATE SCHOOL DISTRICT 917,19,061,917 AKIN ROAD EL.,19,3,1,0,0,3,3,1,0,0,3,11
04-05,0917,06,INTERMEDIATE SCHOOL DISTRICT 917,19,064,917 FARMINGTON HS.,19,6,1,0,0,6,6,1,0,0,6,11
04-05,0917,06,INTERMEDIATE SCHOOL DISTRICT 917,19,067,917 LAKEVILLE SR. HIGH,19,12,5,0,0,12,12,5,0,0,12,11
04-05,0917,06,INTERMEDIATE SCHOOL DISTRICT 917,19,070,917 SIBLEY HIGH SCHOOL,19,4,2,0,0,4,4,2,0,0,4,11
04-05,0917,06,INTERMEDIATE SCHOOL DISTRICT 917,19,071,DAKOTA CTY. ALC,19,221,0,0,0,39,221,0,0,0,39,11
04-05,0917,06,INTERMEDIATE SCHOOL DISTRICT 917,19,072,917 HASTINGS MIDDLE SCHOOL,19,2,0,0,0,2,2,0,0,0,2,11
04-05,0917,06,INTERMEDIATE SCHOOL DISTRICT 917,19,073,917 HASTINGS HIGH SCHOOL,19,4,1,0,0,4,4,1,0,0,4,11
04-05,0917,06,INTERMEDIATE SCHOOL DISTRICT 917,19,074,917 PINE BEND ELEMENTARY,19,18,1,2,0,18,18,1,2,0,18,11
04-05,0917,06,INTERMEDIATE SCHOOL DISTRICT 917,19,100,YOUTH TRANSITION PROGRAM (YTP),19,75,20,12,0,58,75,20,12,0,58,11
04-05,0917,06,INTERMEDIATE SCHOOL DISTRICT 917,19,101,917 CRISTA MCAULIFFE EL,19,5,0,1,0,5,6,1,1,0,6,11
04-05,0917,06,INTERMEDIATE SCHOOL DISTRICT 917,19,103,IDEA/FARMINGTON CAMPUS,19,12,4,1,0,12,12,4,1,0,12,11
04-05,0917,06,INTERMEDIATE SCHOOL DISTRICT 917,19,105,JUVENILE SERVICES CENTER,19,44,0,0,0,25,44,0,0,0,25,11
04-05,0917,06,INTERMEDIATE SCHOOL DISTRICT 917,19,200,917 CENTURY JR. HIGH,19,5,3,0,0,5,5,3,0,0,5,11
04-05,0917,06,INTERMEDIATE SCHOOL DISTRICT 917,19,216,917 MCQUIRE JR HI,19,7,3,0,0,7,7,3,0,0,7,11
04-05,0926,83,REGION 4-LAKES COUNTRY SERVICE COOP,56,020,YOUTH EDUCATIONAL SERVICES,14,60,19,2,0,5,60,19,2,0,5,04
04-05,0930,53,CARVER-SCOTT EDUCATIONAL COOP.,10,010,CARVER-SCOTT EDUCATIONAL COOP.,10,65,23,4,0,65,65,23,4,0,65,11
04-05,0930,53,CARVER-SCOTT EDUCATIONAL COOP.,10,013,CSEC SPECIAL ED. WACONIA,10,10,6,0,0,10,10,6,0,0,10,11
04-05,0930,53,CARVER-SCOTT EDUCATIONAL COOP.,10,014,CSEC SPECIAL ED. SPRING LAKE,10,1,0,0,0,1,1,0,0,0,1,11
04-05,0930,53,CARVER-SCOTT EDUCATIONAL COOP.,10,020,CARVER ALC,10,151,35,7,0,17,151,35,7,0,17,11
04-05,0930,53,CARVER-SCOTT EDUCATIONAL COOP.,10,021,CSEC ALC WESTONKA,10,37,0,0,0,4,37,0,0,0,4,11
04-05,0930,53,CARVER-SCOTT EDUCATIONAL COOP.,10,022,CSEC ALC WEST CARVER,10,15,0,1,0,1,15,0,1,0,1,11
04-05,0930,53,CARVER-SCOTT EDUCATIONAL COOP.,10,025,CSEC ALC C SB,10,6,0,0,0,0,6,0,0,0,0,11
04-05,0930,53,CARVER-SCOTT EDUCATIONAL COOP.,10,026,CSEC ALC C IND,10,18,1,0,0,0,18,1,0,0,0,11
04-05,0930,53,CARVER-SCOTT EDUCATIONAL COOP.,10,863,SCOTT ALC,10,52,1,0,0,0,52,1,0,0,0,11
04-05,0930,53,CARVER-SCOTT EDUCATIONAL COOP.,10,864,CSEC ALC NEWLEMONT,10,20,0,0,0,0,20,0,0,0,0,11
04-05,0930,53,CARVER-SCOTT EDUCATIONAL COOP.,10,865,CSEC ALC JUVENILE ALTERNITIVE,10,13,0,0,0,3,13,0,0,0,3,11
04-05,0930,53,CARVER-SCOTT EDUCATIONAL COOP.,10,869,CSEC ALC S IND,10,3,0,0,0,0,3,0,0,0,0,11
04-05,0935,52,FERGUS FALLS AREA SP. ED. COOP.,56,010,FERGUS FALLS AREA SP. ED. COOP.,56,25,11,3,0,24,77,15,5,0,76,04
04-05,0937,52,CROW RIVER SP. ED. COOP.,43,042,EARLY INTERVENTION PROGRAM,43,0,0,0,0,0,39,0,0,0,39,06E
04-05,0937,52,CROW RIVER SP. ED. COOP.,43,047,TRANSITIONS ALTERNATIVE PROGRAM,43,19,14,1,0,15,19,14,1,0,15,06E
04-05,0937,52,CROW RIVER SP. ED. COOP.,43,048,DCD PROGRAM,43,1,0,0,0,1,1,0,0,0,1,06E
04-05,0938,52,MEEKER & WRIGHT SPECIAL EDUCATION,86,002,MEEKER-WRIGHT EARLY CHILDHOOD SP ED,86,0,0,0,0,0,45,7,4,0,45,07W
04-05,0938,52,MEEKER & WRIGHT SPECIAL EDUCATION,86,011,CORNERSTONE LEVEL 5 PROGRAM,86,10,2,2,0,10,10,2,2,0,10,07W
04-05,0938,52,MEEKER & WRIGHT SPECIAL EDUCATION,86,012,CORNERSTONE DAY TREATMENT PROGRAM,86,13,7,0,0,13,13,7,0,0,13,07W
04-05,0938,52,MEEKER & WRIGHT SPECIAL EDUCATION,86,016,VILLAGE RANCH ALTERNATIVE PROGRAM,86,27,27,0,0,19,27,27,0,0,19,07W
04-05,0938,52,MEEKER & WRIGHT SPECIAL EDUCATION,86,018,EASTERN WRIGHT PROGRAM,86,7,4,2,0,7,7,4,2,0,7,07W
04-05,0938,52,MEEKER & WRIGHT SPECIAL EDUCATION,86,019,WESTSIDE ALTERNATIVE PROGRAM,86,14,14,0,0,4,14,14,0,0,4,07W
04-05,0957,51,OAK LAND VOC. CNTR.,30,020,OAK LAND ALC,30,327,29,11,0,14,327,29,11,0,14,07E
04-05,0966,51,WRIGHT TECH. CTR.,86,020,WRIGHT TECH. CTR. ALC,86,148,0,0,0,0,148,0,0,0,0,07W
04-05,0966,51,WRIGHT TECH. CTR.,86,021,WRIGHT TECH ALC MIDDLE,86,2,0,0,0,0,2,0,0,0,0,07W
04-05,0991,83,REGN 6 & 8-S.W/W.C. SRV COOPERATIVE,42,015,TRI COUNTY CHILDRENS DAY TREATMENT,17,15,6,4,0,15,15,6,4,0,15,08
04-05,0991,83,REGN 6 & 8-S.W/W.C. SRV COOPERATIVE,42,016,RED ROCK RIDGE SETTING IV,17,8,3,1,0,8,8,3,1,0,8,08
04-05,0991,83,REGN 6 & 8-S.W/W.C. SRV COOPERATIVE,42,017,RED ROCK RIDGE AREA LEARNING CNTR,17,40,16,4,0,7,40,16,4,0,7,08
04-05,0991,83,REGN 6 & 8-S.W/W.C. SRV COOPERATIVE,42,020,BELVIEW LEARNING CENTER,12,13,6,3,0,13,13,6,3,0,13,08
04-05,0993,52,MINNESOTA RIVER VALLEY SP. ED. COOP,70,010,MINNESOTA RIVER VALLEY SP. ED. COOP,70,0,0,0,0,0,47,0,0,0,47,11
04-05,0993,52,MINNESOTA RIVER VALLEY SP. ED. COOP,70,016,MRVSEC/BELLE PLAINE EL.,70,0,0,0,0,0,8,0,0,0,8,11
04-05,0993,52,MINNESOTA RIVER VALLEY SP. ED. COOP,70,017,MRVSEC/JORDAN HS,70,12,4,2,0,12,12,4,2,0,12,11
04-05,0993,52,MINNESOTA RIVER VALLEY SP. ED. COOP,70,019,NORTHGATE,70,0,0,0,0,0,43,0,0,0,43,11
04-05,0993,52,MINNESOTA RIVER VALLEY SP. ED. COOP,70,020,MRVSEC/SHKPE TRANSITIONS,70,58,14,1,0,58,58,14,1,0,58,11
04-05,0993,52,MINNESOTA RIVER VALLEY SP. ED. COOP,70,030,MRVSEC/RIVER VALLEY ED CENTER,70,46,21,3,0,46,46,21,3,0,46,11
04-05,0993,52,MINNESOTA RIVER VALLEY SP. ED. COOP,70,050,MRVSEC/ED CENTER,70,16,4,1,0,16,16,4,1,0,16,11
04-05,0993,52,MINNESOTA RIVER VALLEY SP. ED. COOP,70,094,MRVSEC/MONTGOMERY MIDDLE SCHOOL,40,9,4,2,0,9,9,4,2,0,9,11
04-05,0993,52,MINNESOTA RIVER VALLEY SP. ED. COOP,70,117,MRVSEC/JORDAN EL.,70,12,4,2,0,12,18,4,2,0,18,11
04-05,0993,52,MINNESOTA RIVER VALLEY SP. ED. COOP,70,119,MRVSEC/FIVE HAWKS EL,70,23,3,0,0,23,23,3,0,0,23,11
04-05,0993,52,MINNESOTA RIVER VALLEY SP. ED. COOP,70,217,MRVSEC/JORDAN MID SP ED,70,9,3,2,0,9,9,3,2,0,9,11
04-05,0993,52,MINNESOTA RIVER VALLEY SP. ED. COOP,70,219,MRVSEC/WESTWOOD,70,10,0,0,0,10,10,0,0,0,10,11
04-05,0993,52,MINNESOTA RIVER VALLEY SP. ED. COOP,70,319,MRVSEC/OAKRIDGE EL,70,25,3,0,0,25,25,3,0,0,25,11
04-05,0993,52,MINNESOTA RIVER VALLEY SP. ED. COOP,70,519,MRVSEC/HIDDEN OAKS MIDDLE SCH,70,17,0,0,0,17,17,0,0,0,17,11
04-05,0993,52,MINNESOTA RIVER VALLEY SP. ED. COOP,70,619,MRVSEC/PRIOR LAKE HISG SCHOOL,70,27,1,0,0,27,27,1,0,0,27,11
04-05,0998,52,BEMIDJI REGIONAL INTERDIST. COUNCIL,04,010,BEMIDJI REGIONAL INTERDIST. COUNCIL,04,0,0,0,0,0,19,0,0,0,19,02
04-05,1000,70,PERPICH CENTER FOR ARTS EDUCATION,27,010,PERPICH CENTER FOR ARTS EDUCATION,27,262,16,10,0,0,262,16,10,0,0,11
04-05,1100,60,MINNESOTA DEPARTMENT OF CORRECTIONS,62,015,MCF-MOOSE LAKE/WILLOW RIVER,09,2,0,2,0,2,2,0,2,0,2,
04-05,1100,60,MINNESOTA DEPARTMENT OF CORRECTIONS,62,017,"MCF-REDWING, MAGINNIS HIGH SCHOOL",25,52,0,52,0,52,52,0,52,0,52,
04-05,2071,01,LAKE CRYSTAL-WELLCOME MEMORIAL,07,010,LK CRYSTAL WELCOME MEMORIAL EL.,07,373,54,63,0,72,398,57,64,0,97,09
04-05,2071,01,LAKE CRYSTAL-WELLCOME MEMORIAL,07,030,LK CRYSTAL-WELLCOME MEMORIAL SEC.,07,389,34,37,0,61,389,34,37,0,61,09
04-05,2125,01,TRITON,20,002,TRITON MIDDLE SCHOOL,20,255,54,25,14,42,255,54,25,14,42,10
04-05,2125,01,TRITON,20,010,TRITON EL.,20,489,140,52,48,60,506,143,52,48,77,10
04-05,2125,01,TRITON,20,020,TRITON HIGH SCHOOL,20,357,35,29,3,40,357,35,29,3,40,10
04-05,2134,01,UNITED SOUTH CENTRAL,22,003,USC MID.,22,251,62,51,5,41,251,62,51,5,41,09
04-05,2134,01,UNITED SOUTH CENTRAL,22,004,SOBER SCHOOL,22,24,18,1,0,0,24,18,1,0,0,09
04-05,2134,01,UNITED SOUTH CENTRAL,22,010,USC EL.,22,292,78,67,5,31,322,79,68,5,61,09
04-05,2134,01,UNITED SOUTH CENTRAL,22,020,UNITED SOUTH CENTRAL SR.,22,377,87,53,0,50,377,87,53,0,50,09
04-05,2135,01,MAPLE RIVER,07,010,MAPLE RIVER CENTRAL ELEMENTARY,07,218,40,28,0,25,230,40,28,0,37,09
04-05,2135,01,MAPLE RIVER,07,020,MAPLE RIVER SR.,07,434,62,41,0,75,434,62,41,0,75,09
04-05,2135,01,MAPLE RIVER,07,025,MAPLE RIVER EAST EL.,22,110,23,20,1,23,110,23,20,1,23,09
04-05,2135,01,MAPLE RIVER,07,030,MAPLE RIVER EAST MID.,22,144,27,18,0,27,144,27,18,0,27,09
04-05,2135,01,MAPLE RIVER,07,035,MAPLE RIVER WEST EL.,07,194,20,33,5,17,194,20,33,5,17,09
04-05,2135,01,MAPLE RIVER,07,040,MAPLE RIVER WEST MID.,07,138,30,12,2,24,138,30,12,2,24,09
04-05,2137,01,KINGSLAND,23,015,KINGSLAND EL.,23,330,68,38,0,36,345,73,40,0,51,10
04-05,2137,01,KINGSLAND,23,020,KINGSLAND MID.,23,219,24,20,0,24,219,24,20,0,24,10
04-05,2137,01,KINGSLAND,23,025,KINGSLAND SR.,23,282,29,21,0,38,282,29,21,0,38,10
04-05,2137,01,KINGSLAND,23,030,KINGSLAND ALTERNATIVE PROGRAM,23,10,2,0,0,3,10,2,0,0,3,10
04-05,2142,01,ST. LOUIS COUNTY,69,010,BABBITT EL.,69,173,56,17,1,20,177,58,17,1,24,03
04-05,2142,01,ST. LOUIS COUNTY,69,016,ALBROOK EL.,69,207,65,26,0,31,214,66,26,0,38,03
04-05,2142,01,ST. LOUIS COUNTY,69,017,ALBROOK SEC.,69,183,40,31,0,46,183,40,31,0,46,03
04-05,2142,01,ST. LOUIS COUNTY,69,020,TOWER-SOUDAN EL.,69,139,66,20,0,23,141,68,20,0,25,03
04-05,2142,01,ST. LOUIS COUNTY,69,030,TOWER-SOUDAN SEC.,69,143,28,10,0,11,143,28,10,0,11,03
04-05,2142,01,ST. LOUIS COUNTY,69,035,BABBITT SEC.,69,221,61,22,0,22,221,61,22,0,22,03
04-05,2142,01,ST. LOUIS COUNTY,69,095,CHERRY SEC.,69,194,49,21,0,29,194,49,21,0,29,03
04-05,2142,01,ST. LOUIS COUNTY,69,096,CHERRY EL.,69,176,55,16,0,21,182,56,18,0,27,03
04-05,2142,01,ST. LOUIS COUNTY,69,100,COTTON EL.,69,76,22,13,0,14,77,22,13,0,15,03
04-05,2142,01,ST. LOUIS COUNTY,69,101,COTTON SEC.,69,109,23,11,0,16,109,23,11,0,16,03
04-05,2142,01,ST. LOUIS COUNTY,69,114,COOK EL.,69,193,61,28,1,28,204,66,29,1,39,03
04-05,2142,01,ST. LOUIS COUNTY,69,115,COOK SEC.,69,235,56,23,0,39,235,56,23,0,39,03
04-05,2142,01,ST. LOUIS COUNTY,69,142,ORR EL.,69,90,23,13,0,14,93,25,13,0,17,03
04-05,2142,01,ST. LOUIS COUNTY,69,210,ORR SEC.,69,144,46,18,0,27,144,46,18,0,27,03
04-05,2143,01,WATERVILLE-ELYSIAN-MORRISTOWN,40,010,MORRISTOWN EL.,66,146,28,16,3,21,158,31,16,3,33,09
04-05,2143,01,WATERVILLE-ELYSIAN-MORRISTOWN,40,020,WATERVILLE-ELYSIAN-MORRISTOWN JR.,66,157,31,17,1,29,157,31,17,1,29,09
04-05,2143,01,WATERVILLE-ELYSIAN-MORRISTOWN,40,030,WATERVILLE EL.,40,266,48,30,2,51,287,49,30,2,72,09
04-05,2143,01,WATERVILLE-ELYSIAN-MORRISTOWN,40,035,ELYSIAN EL.,40,109,20,8,0,19,109,20,8,0,19,09
04-05,2143,01,WATERVILLE-ELYSIAN-MORRISTOWN,40,040,WATERVILLE-ELYSIAN-MORRISTOWN SR.,40,301,29,21,5,40,301,29,21,5,40,09
04-05,2144,01,CHISAGO LAKES,13,001,CHISAGO LAKES EL.,13,672,59,39,6,38,672,59,39,6,38,07E
04-05,2144,01,CHISAGO LAKES,13,002,LAKESIDE EL.,13,493,49,26,1,39,493,49,26,1,39,07E
04-05,2144,01,CHISAGO LAKES,13,003,CHISAGO LAKES MID.,13,846,92,68,12,90,846,92,68,12,90,07E
04-05,2144,01,CHISAGO LAKES,13,004,CHISAGO LAKES SR.,13,1148,95,49,12,93,1148,95,49,12,93,07E
04-05,2144,01,CHISAGO LAKES,13,006,TAYLORS FALLS EL.,13,365,63,36,17,38,365,63,36,17,38,07E
04-05,2144,01,CHISAGO LAKES,13,008,CHISAGO LAKES FAMILY CENTER,13,0,0,0,0,0,30,4,1,0,30,07E
04-05,2144,01,CHISAGO LAKES,13,010,LEVEL 4 PROGRAM PATHWAYS TO CHANGE,13,16,9,2,0,16,16,9,2,0,16,07E
04-05,2149,01,MINNEWASKA,61,010,NORDGAARD EL.,61,325,76,58,1,51,325,76,58,1,51,04
04-05,2149,01,MINNEWASKA,61,020,STARBUCK EL.,61,207,57,30,0,50,237,65,31,0,80,04
04-05,2149,01,MINNEWASKA,61,030,VILLARD EL.,61,88,24,11,0,13,88,24,11,0,13,04
04-05,2149,01,MINNEWASKA,61,050,MINNEWASKA SEC.,61,715,166,103,0,112,715,166,103,0,112,04
04-05,2154,01,EVELETH-GILBERT,69,010,FRANKLIN EL.,69,496,145,54,0,63,505,147,54,0,72,03
04-05,2154,01,EVELETH-GILBERT,69,020,NELLE SHEAN EL.,69,198,59,32,0,13,198,59,32,0,13,03
04-05,2154,01,EVELETH-GILBERT,69,030,EVELETH-GILBERT JR.,69,340,80,32,0,44,340,80,32,0,44,03
04-05,2154,01,EVELETH-GILBERT,69,040,EVELETH-GILBERT SR.,69,329,44,25,0,39,329,44,25,0,39,03
04-05,2155,01,WADENA-DEER CREEK,80,001,WADENA-DEER CREEK SR.,80,658,176,78,0,89,658,176,78,0,89,05
04-05,2155,01,WADENA-DEER CREEK,80,002,WADENA-DEER CREEK EL.,80,601,259,70,0,79,625,271,70,0,103,05
04-05,2159,01,BUFFALO LAKE-HECTOR,65,010,BUFFALO LAKE-HECTOR EL.,65,248,75,39,42,27,256,75,39,42,35,06E
04-05,2159,01,BUFFALO LAKE-HECTOR,65,020,BUFFALO LAKE-HECTOR SEC.,65,329,70,41,3,49,329,70,41,3,49,06E
04-05,2164,01,DILWORTH-GLYNDON-FELTON,14,001,DILWORTH EL.,14,401,99,41,16,33,409,101,41,16,41,04
04-05,2164,01,DILWORTH-GLYNDON-FELTON,14,002,GLYNDON-FELTON EL.,14,341,69,51,8,54,349,70,53,8,62,04
04-05,2164,01,DILWORTH-GLYNDON-FELTON,14,003,DILWORTH-GLYNDON-FELTON JR.,14,195,49,20,4,18,195,49,20,4,18,04
04-05,2164,01,DILWORTH-GLYNDON-FELTON,14,004,DILWORTH-GLYNDON-FELTON SR.,14,399,66,31,0,31,399,66,31,0,31,04
04-05,2165,01,HINCKLEY-FINLAYSON,58,010,HINCKLEY EL.,58,430,157,61,8,40,439,157,61,8,49,07E
04-05,2165,01,HINCKLEY-FINLAYSON,58,020,HINCKLEY-FINLAYSON SEC.,58,539,162,56,5,52,539,162,56,5,52,07E
04-05,2165,01,HINCKLEY-FINLAYSON,58,030,FINLAYSON EL.,58,85,26,6,0,4,86,26,6,0,5,07E
04-05,2167,01,LAKEVIEW,42,010,LAKEVIEW EL.,42,305,44,38,9,35,318,49,40,9,48,08
04-05,2167,01,LAKEVIEW,42,020,LAKEVIEW SEC.,42,270,28,24,3,22,270,28,24,3,22,08
04-05,2168,01,N.R.H.E.G.,81,001,NRHEG EL.,81,212,43,34,0,41,222,44,35,0,51,09
04-05,2168,01,N.R.H.E.G.,81,003,N.R.H.E.G. SR.,81,325,33,27,0,36,325,33,27,0,36,09
04-05,2168,01,N.R.H.E.G.,81,010,NRHEG ELEM/MIDDLE,81,425,83,50,0,74,437,83,50,0,86,09
04-05,2169,01,MURRAY COUNTY CENTRAL,51,010,MURRAY CO. CENTRAL EL.,51,396,87,64,16,49,407,91,66,16,60,08
04-05,2169,01,MURRAY COUNTY CENTRAL,51,020,MURRAY COUNTY CENTRAL SEC.,51,363,48,29,3,35,363,48,29,3,35,08
04-05,2169,01,MURRAY COUNTY CENTRAL,51,555,MURRAY COUNTY CENTRAL ALP,51,1,0,0,0,0,1,0,0,0,0,08
04-05,2170,01,STAPLES-MOTLEY,77,010,MOTLEY EL.,49,134,55,30,5,11,143,61,30,5,20,05
04-05,2170,01,STAPLES-MOTLEY,77,030,STAPLES EL.,77,446,176,86,6,53,468,191,88,6,75,05
04-05,2170,01,STAPLES-MOTLEY,77,040,STAPLES-MOTLEY SR.,77,491,135,63,7,59,491,135,63,7,59,05
04-05,2170,01,STAPLES-MOTLEY,77,050,MOTLEY-STAPLES MID.,49,358,126,67,2,61,358,126,67,2,61,05
04-05,2171,01,KITTSON CENTRAL,35,015,KITTSON CENTRAL EL.,35,169,41,19,0,25,171,41,19,0,27,01
04-05,2171,01,KITTSON CENTRAL,35,025,KITTSON CENTRAL-ST. VINCENT EL.,35,15,0,0,0,2,15,0,0,0,2,01
04-05,2171,01,KITTSON CENTRAL,35,030,KITTSON CENTRAL SEC.,35,199,32,21,0,24,199,32,21,0,24,01
04-05,2172,01,KENYON-WANAMINGO,25,010,KENYON-WANAMINGO EL.,25,314,55,12,8,28,328,55,12,8,42,10
04-05,2172,01,KENYON-WANAMINGO,25,020,KENYON-WANAMINGO SR.,25,302,39,21,3,38,302,39,21,3,38,10
04-05,2172,01,KENYON-WANAMINGO,25,040,KENYON-WANAMINGO MID.,25,282,50,14,9,22,282,50,14,9,22,10
04-05,2174,01,PINE RIVER-BACKUS,11,010,PINE RIVER EL.,11,377,178,68,0,72,377,178,68,0,72,05
04-05,2174,01,PINE RIVER-BACKUS,11,015,BACKUS EL.,11,102,51,20,0,11,113,58,21,0,22,05
04-05,2174,01,PINE RIVER-BACKUS,11,020,PINE RIVER SEC.,11,482,156,59,4,69,482,156,59,4,69,05
04-05,2174,01,PINE RIVER-BACKUS,11,030,PINE RIVER ALC,11,69,19,7,0,12,69,19,7,0,12,05
04-05,2174,01,PINE RIVER-BACKUS,11,040,PINE RIVER MIDDLE ALC,11,35,17,9,0,1,35,17,9,0,1,05
04-05,2174,01,PINE RIVER-BACKUS,11,080,PINE RIVER 9 GRADE ALC,11,11,8,1,0,2,11,8,1,0,2,05
04-05,2176,01,WARREN-ALVARADO-OSLO,45,010,WARREN EL.,45,245,100,27,30,43,257,101,31,30,55,01
04-05,2176,01,WARREN-ALVARADO-OSLO,45,020,WARREN-ALVARADO-OSLO SEC.,45,279,56,24,4,44,279,56,24,4,44,01
04-05,2180,01,M.A.C.C.R.A.Y.,12,002,M.A.C.C.R.A.Y. WEST EL.,12,152,43,18,2,28,152,43,18,2,28,06W
04-05,2180,01,M.A.C.C.R.A.Y.,12,010,M.A.C.C.R.A.Y. EAST EL.,34,229,69,24,7,39,229,69,24,7,39,06W
04-05,2180,01,M.A.C.C.R.A.Y.,12,020,M.A.C.C.R.A.Y. SR.,12,280,42,38,0,42,280,42,38,0,42,06W
04-05,2180,01,M.A.C.C.R.A.Y.,12,030,M.A.C.C.R.A.Y. JR.,12,135,28,16,0,24,143,28,16,0,32,06W
04-05,2180,01,M.A.C.C.R.A.Y.,12,040,M.A.C.C.R.A.Y. ALP,12,15,5,1,0,3,15,5,1,0,3,06W
04-05,2184,01,LUVERNE,67,002,LUVERNE EL.,67,584,139,66,19,91,621,152,69,19,128,08
04-05,2184,01,LUVERNE,67,003,LUVERNE MID.,67,291,67,36,9,36,291,67,36,9,36,08
04-05,2184,01,LUVERNE,67,004,LUVERNE SR.,67,383,57,34,11,43,383,57,34,11,43,08
04-05,2184,01,LUVERNE,67,006,LUVERNE ALTERNATIVE PROGRAM,67,13,0,1,0,0,13,0,1,0,0,08
04-05,2184,01,LUVERNE,67,010,SOUTHWESTERN YOUTH SERVICES,67,12,0,0,0,0,12,0,0,0,0,08
04-05,2190,01,YELLOW MEDICINE EAST,87,010,BERT RANEY EL.,87,398,125,64,28,70,425,134,66,28,97,06W
04-05,2190,01,YELLOW MEDICINE EAST,87,011,HAGG EL.,87,140,42,37,13,22,140,42,37,13,22,06W
04-05,2190,01,YELLOW MEDICINE EAST,87,020,YME SENIOR HIGH,87,365,62,66,3,48,365,62,66,3,48,06W
04-05,2190,01,YELLOW MEDICINE EAST,87,021,YME JUNIOR HIGH,87,171,44,36,3,34,171,44,36,3,34,06W
