districtNumber,districtType,districtName,year,averageScore,percentPassed
0253,01,GOODHUE PUBLIC SCHOOL DISTRICT,2008,57.6,81.8
0255,01,PINE ISLAND PUBLIC SCHOOL DIST.,2008,59.1,92.1
0256,01,RED WING PUBLIC SCHOOL DISTRICT,2008,54.9,77.2
0261,01,ASHBY PUBLIC SCHOOL DISTRICT,2008,54,80
0264,01,HERMAN-NORCROSS SCHOOL DISTRICT,2008,NA,NA
0270,01,HOPKINS PUBLIC SCHOOL DISTRICT,2008,59.2,85.3
0271,01,BLOOMINGTON PUBLIC SCHOOL DISTRICT,2008,57.5,79.2
0272,01,EDEN PRAIRIE PUBLIC SCHOOL DISTRICT,2008,59.8,88.9
0273,01,EDINA PUBLIC SCHOOL DISTRICT,2008,64.9,94.2
0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,2008,62.7,91.4
0277,01,WESTONKA PUBLIC SCHOOL DISTRICT,2008,63.2,94.9
0278,01,ORONO PUBLIC SCHOOL DISTRICT,2008,62.1,91.7
0279,01,OSSEO PUBLIC SCHOOL DISTRICT,2008,55.8,75.5
0280,01,RICHFIELD PUBLIC SCHOOL DISTRICT,2008,49,53.7
0281,01,ROBBINSDALE PUBLIC SCHOOL DISTRICT,2008,55,70
0282,01,ST. ANTHONY-NEW BRIGHTON SCHOOLS,2008,56.6,84.4
0283,01,ST. LOUIS PARK PUBLIC SCHOOL DIST.,2008,57.3,79.9
0284,01,WAYZATA PUBLIC SCHOOL DISTRICT,2008,62.5,91.3
0286,01,BROOKLYN CENTER SCHOOL DISTRICT,2008,48.8,50
0287,06,INTERMEDIATE SCHOOL DISTRICT 287,2008,41,27.7
0294,01,HOUSTON PUBLIC SCHOOL DISTRICT,2008,55.4,78.9
0297,01,SPRING GROVE SCHOOL DISTRICT,2008,62.6,97.4
0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT,2008,55.2,73.5
0300,01,LA CRESCENT-HOKAH SCHOOL DISTRICT,2008,57.5,83.3
0306,01,LAPORTE PUBLIC SCHOOL DISTRICT,2008,55.2,76
0308,01,NEVIS PUBLIC SCHOOL DISTRICT,2008,53.9,70
0309,01,PARK RAPIDS PUBLIC SCHOOL DISTRICT,2008,56.5,75
0314,01,BRAHAM PUBLIC SCHOOL DISTRICT,2008,53.3,64.2
0316,01,GREENWAY PUBLIC SCHOOL DISTRICT,2008,54.9,69.4
0317,01,DEER RIVER PUBLIC SCHOOL DISTRICT,2008,53.1,74.4
0318,01,GRAND RAPIDS PUBLIC SCHOOL DISTRICT,2008,53.3,70.2
0319,01,NASHWAUK-KEEWATIN SCHOOL DISTRICT,2008,55.4,73.5
0330,01,HERON LAKE-OKABENA SCHOOL DISTRICT,2008,50,60
0332,01,MORA PUBLIC SCHOOL DISTRICT,2008,54.6,72.2
0333,01,OGILVIE PUBLIC SCHOOL DISTRICT,2008,48.7,58.9
0345,01,NEW LONDON-SPICER SCHOOL DISTRICT,2008,56,75.9
0347,01,WILLMAR PUBLIC SCHOOL DISTRICT,2008,53.6,67.9
0356,01,LANCASTER PUBLIC SCHOOL DISTRICT,2008,55.4,73.3
0361,01,INTERNATIONAL FALLS SCHOOL DISTRICT,2008,54.4,70.6
0362,01,LITTLEFORK-BIG FALLS SCHOOL DIST.,2008,54.5,80
0363,01,SOUTH KOOCHICHING SCHOOL DISTRICT,2008,55.9,79.3
0378,01,DAWSON-BOYD PUBLIC SCHOOL DISTRICT,2008,58.9,97.6
0381,01,LAKE SUPERIOR PUBLIC SCHOOL DIST.,2008,57.4,80.9
0390,01,LAKE OF THE WOODS SCHOOL DISTRICT,2008,55.9,78.6
0391,01,CLEVELAND PUBLIC SCHOOL DISTRICT,2008,55.7,73.7
0392,01,LE CENTER PUBLIC SCHOOL DISTRICT,2008,54.1,68.3
0394,01,MONTGOMERY-LONSDALE SCHOOL DISTRICT,2008,56.1,77.6
0402,01,HENDRICKS PUBLIC SCHOOL DISTRICT,2008,NA,NA
0403,01,IVANHOE PUBLIC SCHOOL DISTRICT,2008,60.5,87.5
0413,01,MARSHALL PUBLIC SCHOOL DISTRICT,2008,57.7,82.4
0414,01,MINNEOTA PUBLIC SCHOOL DISTRICT,2008,60.3,93.3
0423,01,HUTCHINSON PUBLIC SCHOOL DISTRICT,2008,55,69.2
0424,01,LESTER PRAIRIE PUBLIC SCHOOL DIST.,2008,56.7,74.4
0432,01,MAHNOMEN PUBLIC SCHOOL DISTRICT,2008,50,63
0435,01,WAUBUN-OGEMA-WHITE EARTH PUBLIC SCH,2008,54.8,72.7
0441,01,MARSHALL COUNTY CENTRAL SCHOOLS,2008,50.6,52.4
0447,01,GRYGLA PUBLIC SCHOOL DISTRICT,2008,52.6,82.4
0458,01,TRUMAN PUBLIC SCHOOL DISTRICT,2008,44.1,36.4
0463,01,EDEN VALLEY-WATKINS SCHOOL DISTRICT,2008,57.9,86.8
0465,01,LITCHFIELD PUBLIC SCHOOL DISTRICT,2008,55.1,76.9
0466,01,DASSEL-COKATO PUBLIC SCHOOL DIST.,2008,57.1,80.8
0473,01,ISLE PUBLIC SCHOOL DISTRICT,2008,51.4,67.3
0477,01,PRINCETON PUBLIC SCHOOL DISTRICT,2008,52.9,71.1
0480,01,ONAMIA PUBLIC SCHOOL DISTRICT,2008,49.8,65.2
0482,01,LITTLE FALLS PUBLIC SCHOOL DISTRICT,2008,52.6,63.6
0484,01,PIERZ PUBLIC SCHOOL DISTRICT,2008,52.3,64.8
0485,01,ROYALTON PUBLIC SCHOOL DISTRICT,2008,57.7,81.8
0486,01,SWANVILLE PUBLIC SCHOOL DISTRICT,2008,54.1,54.5
0487,01,UPSALA PUBLIC SCHOOL DISTRICT,2008,53.3,70
0492,01,AUSTIN PUBLIC SCHOOL DISTRICT,2008,56.1,77.7
0495,01,GRAND MEADOW PUBLIC SCHOOL DISTRICT,2008,54.3,70
0497,01,LYLE PUBLIC SCHOOL DISTRICT,2008,52.1,66.7
0499,01,LEROY-OSTRANDER PUBLIC SCHOOLS,2008,57.1,82.8
0500,01,SOUTHLAND PUBLIC SCHOOL DISTRICT,2008,53.1,68
0505,01,FULDA PUBLIC SCHOOL DISTRICT,2008,58.9,88.1
0507,01,NICOLLET PUBLIC SCHOOL DISTRICT,2008,57,80
0508,01,ST. PETER PUBLIC SCHOOL DISTRICT,2008,57.3,76.9
0511,01,ADRIAN PUBLIC SCHOOL DISTRICT,2008,58.6,84.5
0514,01,ELLSWORTH PUBLIC SCHOOL DISTRICT,2008,54.3,81.3
0516,01,ROUND LAKE PUBLIC SCHOOL DISTRICT,2008,48.2,58.8
0518,01,WORTHINGTON PUBLIC SCHOOL DISTRICT,2008,52.7,68.3
0531,01,BYRON PUBLIC SCHOOL DISTRICT,2008,59.3,85.3
0533,01,DOVER-EYOTA PUBLIC SCHOOL DISTRICT,2008,61.4,89.4
0534,01,STEWARTVILLE PUBLIC SCHOOL DISTRICT,2008,58.2,82.2
0535,01,ROCHESTER PUBLIC SCHOOL DISTRICT,2008,58.1,79.2
0542,01,BATTLE LAKE PUBLIC SCHOOL DISTRICT,2008,57.1,83
0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,2008,59,82.1
0545,01,HENNING PUBLIC SCHOOL DISTRICT,2008,60.1,90
0547,01,PARKERS PRAIRIE PUBLIC SCHOOL DIST.,2008,52.5,66.7
0548,01,PELICAN RAPIDS PUBLIC SCHOOL DIST.,2008,53.9,69.6
0549,01,PERHAM-DENT PUBLIC SCHOOL DISTRICT,2008,57.7,81.4
0550,01,UNDERWOOD PUBLIC SCHOOL DISTRICT,2008,60.2,96.2
0553,01,NEW YORK MILLS PUBLIC SCHOOL DIST.,2008,55,77.8
0561,01,GOODRIDGE PUBLIC SCHOOL DISTRICT,2008,54.7,81.8
0564,01,THIEF RIVER FALLS SCHOOL DISTRICT,2008,55.4,77.7
0577,01,WILLOW RIVER PUBLIC SCHOOL DISTRICT,2008,53,68.4
0578,01,PINE CITY PUBLIC SCHOOL DISTRICT,2008,55.3,78.7
0581,01,EDGERTON PUBLIC SCHOOL DISTRICT,2008,53.6,67.7
0592,01,CLIMAX-SHELLY PUBLIC SCHOOLS,2008,52.2,53.3
0593,01,CROOKSTON PUBLIC SCHOOL DISTRICT,2008,51.4,63.3
0595,01,EAST GRAND FORKS PUBLIC SCHOOL DIST,2008,52.9,65.4
0599,01,FERTILE-BELTRAMI SCHOOL DISTRICT,2008,54,71.9
0600,01,FISHER PUBLIC SCHOOL DISTRICT,2008,51.9,68
0601,01,FOSSTON PUBLIC SCHOOL DISTRICT,2008,53.2,70.8
0621,01,MOUNDS VIEW PUBLIC SCHOOL DISTRICT,2008,59.5,85.9
0622,01,NORTH ST PAUL-MAPLEWOOD SCHOOL DIST,2008,54.3,73.8
0623,01,ROSEVILLE PUBLIC SCHOOL DISTRICT,2008,59.1,81.5
0624,01,WHITE BEAR LAKE SCHOOL DISTRICT,2008,57.3,79.4
0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,2008,49,52.1
0627,01,OKLEE PUBLIC SCHOOL DISTRICT,2008,55.9,60
0630,01,RED LAKE FALLS PUBLIC SCHOOL DIST.,2008,52.1,70
0640,01,WABASSO PUBLIC SCHOOL DISTRICT,2008,57.9,85.7
0656,01,FARIBAULT PUBLIC SCHOOL DISTRICT,2008,51.8,66.6
0659,01,NORTHFIELD PUBLIC SCHOOL DISTRICT,2008,61.1,87.9
0671,01,HILLS-BEAVER CREEK SCHOOL DISTRICT,2008,60.4,82.6
0676,01,BADGER PUBLIC SCHOOL DISTRICT,2008,55.3,78.9
0682,01,ROSEAU PUBLIC SCHOOL DISTRICT,2008,58,85.6
0690,01,WARROAD PUBLIC SCHOOL DISTRICT,2008,55.8,70.7
0695,01,CHISHOLM PUBLIC SCHOOL DISTRICT,2008,59.3,85.1
0696,01,ELY PUBLIC SCHOOL DISTRICT,2008,54.5,73.5
0698,01,FLOODWOOD PUBLIC SCHOOL DISTRICT,2008,57.7,88.5
0700,01,HERMANTOWN PUBLIC SCHOOL DISTRICT,2008,58.5,91.9
0701,01,HIBBING PUBLIC SCHOOL DISTRICT,2008,57.9,82.3
0704,01,PROCTOR PUBLIC SCHOOL DISTRICT,2008,53.6,70.1
0706,01,VIRGINIA PUBLIC SCHOOL DISTRICT,2008,58.3,81.3
0709,01,DULUTH PUBLIC SCHOOL DISTRICT,2008,56.5,77.6
0712,01,MOUNTAIN IRON-BUHL SCHOOL DISTRICT,2008,55.1,84.4
0716,01,BELLE PLAINE PUBLIC SCHOOL DISTRICT,2008,56.7,83.8
0717,01,JORDAN PUBLIC SCHOOL DISTRICT,2008,58.3,83.5
0719,01,PRIOR LAKE-SAVAGE AREA SCHOOLS,2008,58.7,84.4
0720,01,SHAKOPEE PUBLIC SCHOOL DISTRICT,2008,54.5,73.2
0721,01,NEW PRAGUE AREA SCHOOLS,2008,60.2,88.8
0726,01,BECKER PUBLIC SCHOOL DISTRICT,2008,55.3,80.2
0727,01,BIG LAKE PUBLIC SCHOOL DISTRICT,2008,54.2,72.6
0728,01,ELK RIVER PUBLIC SCHOOL DISTRICT,2008,55.6,75.8
0738,01,HOLDINGFORD PUBLIC SCHOOL DISTRICT,2008,54,68.4
0739,01,KIMBALL PUBLIC SCHOOL DISTRICT,2008,55.6,76.9
0740,01,MELROSE PUBLIC SCHOOL DISTRICT,2008,57.5,83.3
0741,01,PAYNESVILLE PUBLIC SCHOOL DISTRICT,2008,58.1,80.5
0742,01,ST. CLOUD PUBLIC SCHOOL DISTRICT,2008,53.9,70.2
0743,01,SAUK CENTRE PUBLIC SCHOOL DISTRICT,2008,57.5,84
0745,01,ALBANY PUBLIC SCHOOL DISTRICT,2008,57.1,82.1
0748,01,SARTELL-ST. STEPHEN SCHOOL DISTRICT,2008,60.5,89.8
0750,01,ROCORI PUBLIC SCHOOL DISTRICT,2008,55.2,78.7
0756,01,BLOOMING PRAIRIE PUBLIC SCHOOL DIST,2008,57.7,89.1
0761,01,OWATONNA PUBLIC SCHOOL DISTRICT,2008,56.4,76.2
0763,01,MEDFORD PUBLIC SCHOOL DISTRICT,2008,55.2,75.5
0768,01,HANCOCK PUBLIC SCHOOL DISTRICT,2008,58.1,84
0769,01,MORRIS PUBLIC SCHOOL DISTRICT,2008,60.5,82.5
0771,01,CHOKIO-ALBERTA PUBLIC SCHOOL DIST.,2008,59,91.7
0775,01,KERKHOVEN-MURDOCK-SUNBURG,2008,54.2,70.2
0777,01,BENSON PUBLIC SCHOOL DISTRICT,2008,60.3,84.6
0786,01,BERTHA-HEWITT PUBLIC SCHOOL DIST.,2008,53.3,70.5
0787,01,BROWERVILLE PUBLIC SCHOOL DISTRICT,2008,55.3,80
0803,01,WHEATON AREA PUBLIC SCHOOL DISTRICT,2008,56.3,78.8
0811,01,WABASHA-KELLOGG PUBLIC SCHOOL DIST.,2008,57.3,84.5
0813,01,LAKE CITY PUBLIC SCHOOL DISTRICT,2008,58,83
0818,01,VERNDALE PUBLIC SCHOOL DISTRICT,2008,54.8,76.7
0820,01,SEBEKA PUBLIC SCHOOL DISTRICT,2008,54.5,70.5
0821,01,MENAHGA PUBLIC SCHOOL DISTRICT,2008,56,79.4
0829,01,WASECA PUBLIC SCHOOL DISTRICT,2008,55.5,78.2
0831,01,FOREST LAKE PUBLIC SCHOOL DISTRICT,2008,55.5,76.1
0832,01,MAHTOMEDI PUBLIC SCHOOL DISTRICT,2008,62,91.4
0833,01,SOUTH WASHINGTON COUNTY SCHOOL DIST,2008,57.6,82.1
0834,01,STILLWATER AREA PUBLIC SCHOOL DIST.,2008,60,86.8
0836,01,BUTTERFIELD PUBLIC SCHOOL DISTRICT,2008,46.5,47.1
0837,01,MADELIA PUBLIC SCHOOL DISTRICT,2008,53.7,70.7
0840,01,ST. JAMES PUBLIC SCHOOL DISTRICT,2008,54,66.7
0846,01,BRECKENRIDGE PUBLIC SCHOOL DISTRICT,2008,54.8,64.8
0850,01,ROTHSAY PUBLIC SCHOOL DISTRICT,2008,59.3,95
0852,01,CAMPBELL-TINTAH PUBLIC SCHOOL DIST.,2008,56.3,80
0857,01,LEWISTON-ALTURA PUBLIC SCHOOL DIST.,2008,54.4,74.1
0858,01,ST. CHARLES PUBLIC SCHOOL DISTRICT,2008,57,85.9
0861,01,WINONA AREA PUBLIC SCHOOL DISTRICT,2008,56.8,78
0876,01,ANNANDALE PUBLIC SCHOOL DISTRICT,2008,56.6,77.3
0877,01,BUFFALO-HANOVER-MONTROSE PUBLIC SCH,2008,55.3,73.9
0879,01,DELANO PUBLIC SCHOOL DISTRICT,2008,61.1,90.6
0881,01,MAPLE LAKE PUBLIC SCHOOL DISTRICT,2008,54.4,71.4
0882,01,MONTICELLO PUBLIC SCHOOL DISTRICT,2008,56.6,81.4
0883,01,ROCKFORD PUBLIC SCHOOL DISTRICT,2008,57.2,83
0885,01,ST. MICHAEL-ALBERTVILLE SCHOOL DIST,2008,55.3,73.1
0891,01,CANBY PUBLIC SCHOOL DISTRICT,2008,56.1,75.9
0911,01,CAMBRIDGE-ISANTI PUBLIC SCHOOL DIST,2008,56.4,79.1
0912,01,MILACA PUBLIC SCHOOL DISTRICT,2008,53.3,69.6
0914,01,ULEN-HITTERDAL PUBLIC SCHOOL DIST,2008,50.5,60
0915,52,SOUTHERN PLAINS EDUCATION COOP.,2008,46,36.4
0916,06,NORTHEAST METRO 916,2008,40.4,25.5
0917,06,INTERMEDIATE SCHOOL DISTRICT 917,2008,44.3,36.2
0926,83,REGION 4-LAKES COUNTRY SERVICE COOP,2008,43.9,18.2
0930,53,CARVER-SCOTT EDUCATIONAL COOP.,2008,44.8,36
0938,52,MEEKER AND WRIGHT SPECIAL EDUCATION,2008,47.9,45.5
0957,51,OAK LAND VOCATIONAL COOPERATVE,2008,42.2,24.5
0966,51,WRIGHT TECHNICAL CENTER,2008,48.6,50
0991,83,REGN 6 AND 8-SW/WC SRV COOPERATIVE,2008,39.5,5.9
0993,52,MN RIVER VALLEY SPECIAL ED. COOP.,2008,46.7,50
2071,01,LAKE CRYSTAL-WELLCOME MEMORIAL,2008,55.9,75
2125,01,TRITON SCHOOL DISTRICT,2008,54.6,77.8
2134,01,UNITED SOUTH CENTRAL SCHOOL DIST.,2008,56.4,78.1
2135,01,MAPLE RIVER SCHOOL DISTRICT,2008,57.4,79.8
2137,01,KINGSLAND PUBLIC SCHOOL DISTRICT,2008,55.1,80.4
2142,01,ST. LOUIS COUNTY SCHOOL DISTRICT,2008,54.6,72.6
2143,01,WATERVILLE-ELYSIAN-MORRISTOWN,2008,52.6,68.8
2144,01,CHISAGO LAKES SCHOOL DISTRICT,2008,57.2,81.9
2149,01,MINNEWASKA SCHOOL DISTRICT,2008,57.7,86.1
2154,01,EVELETH-GILBERT SCHOOL DISTRICT,2008,57.5,88.2
2155,01,WADENA-DEER CREEK SCHOOL DISTRICT,2008,54.9,73.6
2159,01,BUFFALO LK-HECTOR-STEWART PUBLIC SC,2008,53.5,71.4
2164,01,DILWORTH-GLYNDON-FELTON,2008,54.2,71.6
2165,01,HINCKLEY-FINLAYSON SCHOOL DISTRICT,2008,57.2,78.9
2167,01,LAKEVIEW SCHOOL DISTRICT,2008,60.2,94.7
2168,01,NRHEG SCHOOL DISTRICT,2008,59.6,87.1
2169,01,MURRAY COUNTY CENTRAL SCHOOL DIST.,2008,55.7,76.4
2170,01,STAPLES-MOTLEY SCHOOL DISTRICT,2008,54.4,70
2171,01,KITTSON CENTRAL SCHOOL DISTRICT,2008,54.8,84
2172,01,KENYON-WANAMINGO SCHOOL DISTRICT,2008,51.7,66.2
2174,01,PINE RIVER-BACKUS SCHOOL DISTRICT,2008,53.9,71.1
2176,01,WARREN-ALVARADO-OSLO SCHOOL DIST.,2008,58.7,83.8
2180,01,M.A.C.C.R.A.Y. SCHOOL DISTRICT,2008,50.6,60.3
2184,01,LUVERNE PUBLIC SCHOOL DISTRICT,2008,57,81.6
2190,01,YELLOW MEDICINE EAST,2008,54.3,69.5
2198,01,FILLMORE CENTRAL,2008,52.8,76.1
2215,01,NORMAN COUNTY EAST SCHOOL DISTRICT,2008,54.8,77.4
2310,01,SIBLEY EAST SCHOOL DISTRICT,2008,55.2,80.6
2311,01,CLEARBROOK-GONVICK SCHOOL DISTRICT,2008,54.5,73.7
2342,01,WEST CENTRAL AREA,2008,55.7,79.4
2358,01,TRI-COUNTY SCHOOL DISTRICT,2008,57.4,75
2364,01,BELGRADE-BROOTEN-ELROSA SCHOOL DIST,2008,58,77.2
2365,01,G.F.W.,2008,54.7,75
2396,01,A.C.G.C.,2008,55.7,74.6
2397,01,LE SUEUR-HENDERSON SCHOOL DISTRICT,2008,57.4,82.4
2448,01,MARTIN COUNTY WEST SCHOOL DISTRICT,2008,54.2,67.5
2527,01,NORMAN COUNTY WEST SCHOOL DISTRICT,2008,50.6,66.7
2534,01,BIRD ISLAND-OLIVIA-LAKE LILLIAN,2008,51.3,60.2
2536,01,GRANADA HUNTLEY-EAST CHAIN,2008,51.5,59.4
2580,01,EAST CENTRAL SCHOOL DISTRICT,2008,49.9,60.3
2609,01,WIN-E-MAC SCHOOL DISTRICT,2008,52.6,83.3
2683,01,GREENBUSH-MIDDLE RIVER SCHOOL DIST.,2008,57.5,76.1
2687,01,HOWARD LAKE-WAVERLY-WINSTED,2008,56.8,81.9
2689,01,PIPESTONE AREA SCHOOL DISTRICT,2008,58,83.9
2711,01,MESABI EAST SCHOOL DISTRICT,2008,54.9,75.4
2752,01,FAIRMONT AREA SCHOOL DISTRICT,2008,56.5,81.8
2753,01,LONG PRAIRIE-GREY EAGLE SCHOOL DIST,2008,54.6,75.3
2754,01,CEDAR MOUNTAIN SCHOOL DISTRICT,2008,56.7,86.2
2759,01,EAGLE VALLEY PUBLIC SCHOOL DISTRICT,2008,55.7,78.1
2805,01,ZUMBROTA-MAZEPPA SCHOOL DISTRICT,2008,58.8,88.1
2835,01,JANESVILLE-WALDORF-PEMBERTON,2008,58.7,88.2
2853,01,LAC QUI PARLE VALLEY SCHOOL DIST.,2008,59.9,86.7
2854,01,ADA-BORUP PUBLIC SCHOOL DISTRICT,2008,57.5,88.4
2856,01,STEPHEN-ARGYLE CENTRAL SCHOOLS,2008,58.8,94.7
2859,01,GLENCOE-SILVER LAKE SCHOOL DISTRICT,2008,56.9,77.9
2860,01,BLUE EARTH AREA PUBLIC SCHOOL,2008,58.1,85.6
2884,01,RED ROCK CENTRAL SCHOOL DISTRICT,2008,56.3,75
2886,01,GLENVILLE-EMMONS SCHOOL DISTRICT,2008,56.6,64.5
2888,01,CLINTON-GRACEVILLE-BEARDSLEY,2008,53,75
2889,01,LAKE PARK AUDUBON SCHOOL DISTRICT,2008,55.4,73.5
2890,01,RENVILLE COUNTY WEST SCHOOL DIST.,2008,54.8,74.1
2895,01,JACKSON COUNTY CENTRAL SCHOOL DIST.,2008,56.2,73.9
2897,01,REDWOOD AREA SCHOOL DISTRICT,2008,56.4,82.4
2898,01,WESTBROOK-WALNUT GROVE SCHOOLS,2008,54.2,76.9
2899,01,PLAINVIEW-ELGIN-MILLVILLE,2008,58.1,80.3
2902,01,RTR PUBLIC SCHOOLS,2008,59.1,87.8
2903,01,ORTONVILLE PUBLIC SCHOOLS,2008,NA,NA
2904,01,TRACY AREA PUBLIC SCHOOL DISTRICT,2008,NA,NA
4000,07,CITY ACADEMY,2008,NA,NA
4003,07,"NEW HEIGHTS SCHOOL, INC.",2008,49.5,53.8
4005,07,METRO DEAF SCHOOL,2008,NA,NA
4007,07,MINNESOTA NEW COUNTRY SCHOOL,2008,52.2,63.6
4008,07,PACT CHARTER SCHOOL,2008,58.1,85.4
4015,07,COMMUNITY OF PEACE ACADEMY,2008,50.1,59.1
4017,07,MINNESOTA TRANSITIONS CHARTER SCH,2008,50.2,56.5
4025,07,CYBER VILLAGE ACADEMY,2008,NA,NA
4026,07,E.C.H.O. CHARTER SCHOOL,2008,49.3,46.7
4027,07,HIGHER GROUND ACADEMY,2008,51.5,66.7
4031,07,JENNINGS COMMUNITY LEARNING CENTER,2008,NA,NA
4036,07,FACE TO FACE ACADEMY,2008,NA,NA
4039,07,HIGH SCHOOL FOR RECORDING ARTS,2008,40.7,25.5
4043,07,MATH AND SCIENCE ACADEMY,2008,67,100
4045,07,LAKES AREA CHARTER SCHOOL,2008,44.2,26.3
4049,07,NORTHWEST PASSAGE HIGH SCHOOL,2008,43.3,28.9
4052,07,FOUR DIRECTIONS CHARTER SCHOOLS,2008,41.9,13
4053,07,NORTH LAKES ACADEMY,2008,NA,NA
4056,07,ROCHESTER OFF-CAMPUS CHARTER HIGH,2008,41.3,18.2
4057,07,EL COLEGIO CHARTER SCHOOL,2008,38.9,22.2
4064,07,RIVERWAY LEARNING COMMUNITY CHTR,2008,46.1,50
4066,07,RIVERBEND ACADEMY,2008,42.5,37.5
4074,07,AFSA HIGH SCHOOL,2008,55.7,75.8
4075,07,AVALON SCHOOL,2008,56,66.7
4080,07,PILLAGER AREA CHARTER SCHOOL,2008,NA,NA
4081,07,DISCOVERY PUBLIC SCHOOL FARIBAULT,2008,39.9,6.7
4082,07,BLUESKY CHARTER SCHOOL,2008,51.1,58.9
4085,07,HARBOR CITY INTERNATIONAL CHARTER,2008,58.4,79.2
4087,07,SAGE ACADEMY CHARTER SCHOOL,2008,46.5,40
4091,07,ARTECH,2008,54.5,71.4
4092,07,WATERSHED HIGH SCHOOL,2008,56.6,90.9
4093,07,NEW CENTURY CHARTER SCHOOL,2008,52.9,68.4
4095,07,TRIO WOLF CREEK DISTANCE LEARNING,2008,49,46.2
4098,07,NOVA CLASSICAL ACADEMY,2008,NA,NA
4102,07,MINNESOTA INTERNSHIP CENTER,2008,27.2,6.7
4103,07,HMONG COLLEGE PREP ACADEMY,2008,45,30.1
4104,07,PALADIN ACADEMY,2008,39.6,12.5
4105,07,GREAT RIVER SCHOOL,2008,59.8,91.7
4106,07,TREKNORTH HIGH SCHOOL,2008,57.8,83.9
4107,07,VOYAGEURS EXPEDITIONARY,2008,47.5,58.8
4109,07,SOBRIETY HIGH,2008,47.2,50
4110,07,MAIN STREET SCHOOL PERFORMING ARTS,2008,56.4,86.3
4111,07,AUGSBURG FAIRVIEW ACADEMY,2008,NA,NA
4112,07,ST PAUL CONSERVATORY PERFORMING ART,2008,61.7,88.8
4119,07,ACADEMIC ARTS HIGH SCHOOL,2008,46,66.7
4120,07,ST. CROIX PREPARATORY ACADEMY,2008,61.7,83.3
4121,07,UBAH MEDICAL ACADEMY CHARTER SCHOOL,2008,42,27.6
4122,07,EAGLE RIDGE ACADEMY CHARTER SCHOOL,2008,62.9,94.9
4126,07,PRAIRIE SEEDS ACADEMY,2008,NA,NA
4131,07,LIGHTHOUSE ACADEMY OF NATIONS,2008,33,4.4
4132,07,TWIN CITIES ACADEMY HIGH SCHOOL,2008,65.6,93.8
4146,07,NORTHERN LIGHTS COMMUNITY SCHOOL,2008,42.6,36.4
4150,07,MINNESOTA ONLINE HIGH SCHOOL,2008,NA,NA
4151,07,EDVISIONS OFF CAMPUS SCHOOL,2008,48.6,47.4
4160,07,SPECTRUM HIGH SCHOOL,2008,55.9,82.9
4163,07,LEARNING FOR LEADERSHIP CHARTER,2008,41.6,25
4166,07,EAST RANGE ACADEMY OF TECH-SCIENCE,2008,50.4,47.5
4173,07,METRO TECH ACADEMY,2008,44.5,30.4
4177,07,MINISINAAKWAANG LEADERSHIP ACADEMY,2008,NA,NA
4178,07,LINCOLN INTERNATIONAL SCHOOL,2008,30.5,0
4182,07,QUEST ACADEMY,2008,NA,NA
4183,07,LIONSGATE ACADEMY,2008,NA,NA
4190,07,RIVER'S EDGE ACADEMY,2008,NA,NA
4200,07,STEP ACADEMY CHARTER SCHOOL,2008,NA,NA
4204,07,ROCHESTER STEM ACADEMY,2008,NA,NA
6004,61,FRESHWATER ED. DIST.,2008,45.4,38.1
6012,61,ZUMBRO EDUCATION DISTRICT,2008,37.8,17.6
6013,61,HIAWATHA VALLEY ED. DISTRICT,2008,45.8,50
6014,61,RUNESTONE AREA ED. DISTRICT,2008,41.8,30
6018,61,MN RIVER VALLEY EDUCATION DISTRICT,2008,39.9,15.4
6026,61,WEST CENTRAL EDUCATION DISTRICT,2008,55.3,66.7
6027,61,MN VALLEY EDUCATION DISTRICT,2008,37.5,20
6049,61,RIVER BEND EDUCATION DISTRICT,2008,46.6,42.9
6051,61,GOODHUE COUNTY EDUCATION  DIST.,2008,NA,NA
6065,62,METROPOLITAN LEARNING ALLIANCE,2008,47.7,36.4
6067,62,EAST METRO INTEGRATION DISTRICT,2008,56.6,74.2
6069,62,WEST METRO EDUCATION PROGRAM,2008,46.8,46.4
6076,50,NORTHLAND LEARNING CENTER,2008,NA,NA
6079,52,RUM RIVER SPECIAL EDUCATION COOP,2008,NA,NA
6383,61,BENTON-STEARNS ED. DISTRICT,2008,NA,NA
6979,61,MID STATE EDUCATION DISTRICT,2008,NA,NA
0014,31,NONPUBLIC SCHOOL,2012,60.6,85.7
0084,31,NONPUBLIC SCHOOL,2012,60.6,91.7
0283,31,NONPUBLIC SCHOOL,2012,NA,NA
0861,31,NONPUBLIC SCHOOL,2012,63.8,100
1094,34,NONPUBLIC SCHOOL,2012,NA,NA
1115,34,NONPUBLIC SCHOOL,2012,47.4,52.9
1435,34,NONPUBLIC SCHOOL,2012,NA,NA
1480,34,NONPUBLIC SCHOOL,2012,NA,NA
0014,31,NONPUBLIC SCHOOL,2011,57.6,95.5
0084,31,NONPUBLIC SCHOOL,2011,62.9,87.9
0283,31,NONPUBLIC SCHOOL,2011,NA,NA
0861,31,NONPUBLIC SCHOOL,2011,58.8,72.7
1094,34,NONPUBLIC SCHOOL,2011,49.1,58.3
1115,34,NONPUBLIC SCHOOL,2011,43.5,20
