districtNumber,districtType,districtName,year,averageScore,percentPassed
0284,01,Wayzata Public School District,2011,59.3,79.9
0286,01,Brooklyn Center School District,2011,44.2,33.6
0287,06,Intermediate School District 287,2011,34.7,10.8
0294,01,Houston Public School District,2011,47.5,40.5
0297,01,Spring Grove School District,2011,52.7,57.7
0299,01,Caledonia Public School District,2011,53.9,67.9
0300,01,La Crescent-Hokah School District,2011,52.9,64.2
0306,01,Laporte Public School District,2011,51.9,50
0308,01,Nevis Public School District,2011,53.5,61.3
0309,01,Park Rapids Public School District,2011,52.9,61.8
0314,01,Braham Public School District,2011,47.4,38.4
0316,01,Greenway Public School District,2011,48.4,43.2
0317,01,Deer River Public School District,2011,50,57.1
0318,01,Grand Rapids Public School District,2011,49.6,47.2
0319,01,Nashwauk-Keewatin School District,2011,47.3,45
0330,01,Heron Lake-Okabena School District,2011,52.9,64
0332,01,Mora Public School District,2011,50.7,50
0333,01,Ogilvie Public School District,2011,49.3,52.8
0345,01,New London-Spicer School District,2011,51.7,56.8
0347,01,Willmar Public School District,2011,48.5,47.1
0356,01,Lancaster Public School District,2011,48.4,53.8
0361,01,International Falls School District,2011,50,54.3
0362,01,Littlefork-Big Falls School Dist.,2011,58,72.7
0363,01,South Koochiching School District,2011,52.2,70.4
0378,01,Dawson-Boyd Public School District,2011,57.7,82.1
0381,01,Lake Superior Public School Dist.,2011,51.8,56.8
0390,01,Lake Of The Woods School District,2011,53.8,67.3
0391,01,Cleveland Public School District,2011,48.1,39.3
0402,01,Hendricks Public School District,2011,NA,NA
0403,01,Ivanhoe Public School District,2011,53.2,64.5
0413,01,Marshall Public School District,2011,50.2,54
0414,01,Minneota Public School District,2011,59.1,88.6
0423,01,Hutchinson Public School District,2011,53.4,65.8
0424,01,Lester Prairie Public School Dist.,2011,52.8,66.7
0432,01,Mahnomen Public School District,2011,45.9,24
0435,01,Waubun-Ogema-White Earth Public Sch,2011,44.2,30.3
0441,01,Marshall County Central Schools,2011,51.9,51.9
0447,01,Grygla Public School District,2011,49.1,52.9
0458,01,Truman Public School District,2011,40.8,40
0463,01,Eden Valley-Watkins School District,2011,59.6,76
0465,01,Litchfield Public School District,2011,52.4,61.5
0466,01,Dassel-Cokato Public School Dist.,2011,56.5,77.8
0473,01,Isle Public School District,2011,47.7,47.5
0477,01,Princeton Public School District,2011,50.8,54.7
0480,01,Onamia Public School District,2011,43.9,38
0482,01,Little Falls Public School District,2011,49.8,53.4
0484,01,Pierz Public School District,2011,54.1,67.1
0485,01,Royalton Public School District,2011,51.7,50
0486,01,Swanville Public School District,2011,48.5,51.4
0487,01,Upsala Public School District,2011,51.4,52.9
0492,01,Austin Public School District,2011,47.6,45.2
0495,01,Grand Meadow Public School District,2011,45.2,35
0497,01,Lyle Public School District,2011,44.3,30.8
0499,01,Leroy-Ostrander Public Schools,2011,52.1,66.7
