districtNumber,districtType,districtName,year,percentEng
0279,01,OSSEO PUBLIC SCHOOL DISTRICT,2017,0.748678284707264
0280,01,RICHFIELD PUBLIC SCHOOL DISTRICT,2017,0.530112044817927
0281,01,ROBBINSDALE PUBLIC SCHOOL DISTRICT,2017,0.799513184584179
0282,01,ST. ANTHONY-NEW BRIGHTON SCHOOLS,2017,0.837297297297297
0283,01,ST. LOUIS PARK PUBLIC SCHOOL DISTRICT,2017,0.831424248973417
0284,01,WAYZATA PUBLIC SCHOOL DISTRICT,2017,0.845837063563115
0286,01,BROOKLYN CENTER SCHOOL DISTRICT,2017,0.690536013400335
0287,06,INTERMEDIATE DISTRICT 313,2017,0.886934673366834
0288,06,SOUTHWEST METRO INTERMEDIATE 288,2017,0.929411764705882
0294,01,HOUSTON PUBLIC SCHOOL DISTRICT,2017,0.980563654033042
0297,01,SPRING GROVE SCHOOL DISTRICT,2017,1
0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT,2017,0.99400299850075
0300,01,LA CRESCENT-HOKAH SCHOOL DISTRICT,2017,0.997386759581881
0306,01,LAPORTE PUBLIC SCHOOL DISTRICT,2017,1
0308,01,NEVIS PUBLIC SCHOOL DISTRICT,2017,0.998422712933754
0309,01,PARK RAPIDS PUBLIC SCHOOL DISTRICT,2017,0.977089783281734
0314,01,BRAHAM PUBLIC SCHOOL DISTRICT,2017,0.993103448275862
0316,01,GREENWAY PUBLIC SCHOOL DISTRICT,2017,0.995238095238095
0317,01,DEER RIVER PUBLIC SCHOOL DISTRICT,2017,1
0318,01,GRAND RAPIDS PUBLIC SCHOOL DISTRICT,2017,0.994553107204754
0319,01,NASHWAUK-KEEWATIN SCHOOL DISTRICT,2017,0.998357963875205
0330,01,HERON LAKE-OKABENA SCHOOL DISTRICT,2017,0.927868852459016
0332,01,MORA PUBLIC SCHOOL DISTRICT,2017,0.995860437610881
0333,01,OGILVIE PUBLIC SCHOOL DISTRICT,2017,1
0345,01,NEW LONDON-SPICER SCHOOL DISTRICT,2017,0.989196488858879
0347,01,WILLMAR PUBLIC SCHOOL DISTRICT,2017,0.616532449076267
0356,01,LANCASTER PUBLIC SCHOOL DISTRICT,2017,0.957746478873239
0361,01,INTERNATIONAL FALLS SCHOOL DISTRICT,2017,0.986200551977921
0362,01,LITTLEFORK-BIG FALLS SCHOOL DISTRICT,2017,0.947826086956522
0363,01,SOUTH KOOCHICHING SCHOOL DISTRICT,2017,0.992452830188679
0378,01,DAWSON-BOYD PUBLIC SCHOOL DISTRICT,2017,0.977272727272727
0381,01,LAKE SUPERIOR PUBLIC SCHOOL DISTRICT,2017,0.999267399267399
0390,01,LAKE OF THE WOODS SCHOOL DISTRICT,2017,1
0391,01,CLEVELAND PUBLIC SCHOOL DISTRICT,2017,0.987927565392354
0397,52,LAKE AGASSIZ SPECIAL EDUCATION COOPERATIVE,2017,1
0402,01,HENDRICKS PUBLIC SCHOOL DISTRICT,2017,0.980769230769231
0403,01,IVANHOE PUBLIC SCHOOL DISTRICT,2017,1
0404,01,LAKE BENTON PUBLIC SCHOOL DISTRICT,2017,1
0413,01,MARSHALL PUBLIC SCHOOL DISTRICT,2017,0.77377579927155
0414,01,MINNEOTA PUBLIC SCHOOL DISTRICT,2017,0.930232558139535
0415,01,LYND PUBLIC SCHOOL DISTRICT,2017,0.757575757575758
0423,01,HUTCHINSON PUBLIC SCHOOL DISTRICT,2017,0.958691910499139
0424,01,LESTER PRAIRIE PUBLIC SCHOOL DISTRICT,2017,0.852459016393443
0432,01,MAHNOMEN PUBLIC SCHOOL DISTRICT,2017,1
0435,01,WAUBUN-OGEMA-WHITE EARTH PUBLIC SCHOOL,2017,1
0441,01,MARSHALL COUNTY CENTRAL SCHOOLS,2017,0.997402597402597
0447,01,GRYGLA PUBLIC SCHOOL DISTRICT,2017,1
0458,01,TRUMAN PUBLIC SCHOOL DISTRICT,2017,0.995391705069124
0463,01,EDEN VALLEY-WATKINS SCHOOL DISTRICT,2017,0.997881355932203
0465,01,LITCHFIELD PUBLIC SCHOOL DISTRICT,2017,0.956549935149157
0466,01,DASSEL-COKATO PUBLIC SCHOOL DISTRICT,2017,0.980114891736633
0473,01,ISLE PUBLIC SCHOOL DISTRICT,2017,1
0477,01,PRINCETON PUBLIC SCHOOL DISTRICT,2017,0.992291088498304
0480,01,ONAMIA PUBLIC SCHOOL DISTRICT,2017,0.996965098634294
0482,01,LITTLE FALLS PUBLIC SCHOOL DISTRICT,2017,0.980238781391519
0484,01,PIERZ PUBLIC SCHOOL DISTRICT,2017,0.993197278911565
0485,01,ROYALTON PUBLIC SCHOOL DISTRICT,2017,0.998929336188437
0486,01,SWANVILLE PUBLIC SCHOOL DISTRICT,2017,0.956521739130435
0487,01,UPSALA PUBLIC SCHOOL DISTRICT,2017,1
0492,01,AUSTIN PUBLIC SCHOOL DISTRICT,2017,0.70479704797048
0495,01,GRAND MEADOW PUBLIC SCHOOL DISTRICT,2017,0.995348837209302
0497,01,LYLE PUBLIC SCHOOL DISTRICT,2017,0.914754098360656
0499,01,LEROY-OSTRANDER PUBLIC SCHOOLS,2017,0.964028776978417
0500,01,SOUTHLAND PUBLIC SCHOOL DISTRICT,2017,0.965197215777262
0505,01,FULDA PUBLIC SCHOOL DISTRICT,2017,0.961988304093567
0507,01,NICOLLET PUBLIC SCHOOL DISTRICT,2017,0.9609375
0508,01,ST. PETER PUBLIC SCHOOL DISTRICT,2017,0.850557981562348
0511,01,ADRIAN PUBLIC SCHOOL DISTRICT,2017,0.936507936507937
0514,01,ELLSWORTH PUBLIC SCHOOL DISTRICT,2017,1
0518,01,WORTHINGTON PUBLIC SCHOOL DISTRICT,2017,0.458371177717227
0531,01,BYRON PUBLIC SCHOOL DISTRICT,2017,0.993
0533,01,DOVER-EYOTA PUBLIC SCHOOL DISTRICT,2017,0.992850759606792
0534,01,STEWARTVILLE PUBLIC SCHOOL DISTRICT,2017,0.985308521057786
0535,01,ROCHESTER PUBLIC SCHOOL DISTRICT,2017,0.752187958883994
0542,01,BATTLE LAKE PUBLIC SCHOOL DISTRICT,2017,0.988913525498891
0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,2017,0.98372513562387
0545,01,HENNING PUBLIC SCHOOL DISTRICT,2017,0.99234693877551
0547,01,PARKERS PRAIRIE PUBLIC SCHOOL DISTRICT,2017,1
0548,01,PELICAN RAPIDS PUBLIC SCHOOL DISTRICT,2017,0.630167597765363
0549,01,PERHAM-DENT PUBLIC SCHOOL DISTRICT,2017,0.942148760330578
0550,01,UNDERWOOD PUBLIC SCHOOL DISTRICT,2017,0.996503496503496
0553,01,NEW YORK MILLS PUBLIC SCHOOL DISTRICT,2017,0.990463215258856
0561,01,GOODRIDGE PUBLIC SCHOOL DISTRICT,2017,1
0564,01,THIEF RIVER FALLS SCHOOL DISTRICT,2017,0.976011994002999
0577,01,WILLOW RIVER PUBLIC SCHOOL DISTRICT,2017,0.997695852534562
0578,01,PINE CITY PUBLIC SCHOOL DISTRICT,2017,0.985392574558734
0581,01,EDGERTON PUBLIC SCHOOL DISTRICT,2017,0.866161616161616
0592,01,CLIMAX-SHELLY PUBLIC SCHOOLS,2017,0.995594713656388
0593,01,CROOKSTON PUBLIC SCHOOL DISTRICT,2017,0.901453957996769
0595,01,EAST GRAND FORKS PUBLIC SCHOOL DIST,2017,0.901081081081081
0599,01,FERTILE-BELTRAMI SCHOOL DISTRICT,2017,0.997835497835498
0600,01,FISHER PUBLIC SCHOOL DISTRICT,2017,0.985294117647059
0601,01,FOSSTON PUBLIC SCHOOL DISTRICT,2017,0.995391705069124
0621,01,MOUNDS VIEW PUBLIC SCHOOL DISTRICT,2017,0.885895963967147
0622,01,NORTH ST PAUL-MAPLEWOOD OAKDALE PUBLIC SCHOOL DISTRICT,2017,0.760269294565323
0623,01,ROSEVILLE PUBLIC SCHOOL DISTRICT,2017,0.704311028828352
0624,01,WHITE BEAR LAKE SCHOOL DISTRICT,2017,0.920794477413104
0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,2017,0.528398932805237
0630,01,RED LAKE FALLS PUBLIC SCHOOL DISTRICT,2017,1
0635,01,MILROY PUBLIC SCHOOL DISTRICT,2017,0.96
0640,01,WABASSO PUBLIC SCHOOL DISTRICT,2017,1
0656,01,FARIBAULT PUBLIC SCHOOL DISTRICT,2017,0.620643069440692
0659,01,NORTHFIELD PUBLIC SCHOOL DISTRICT,2017,0.878024193548387
0671,01,HILLS-BEAVER CREEK SCHOOL DISTRICT,2017,1
0676,01,BADGER PUBLIC SCHOOL DISTRICT,2017,1
0682,01,ROSEAU PUBLIC SCHOOL DISTRICT,2017,0.993019197207679
0690,01,WARROAD PUBLIC SCHOOL DISTRICT,2017,0.918592964824121
0695,01,CHISHOLM PUBLIC SCHOOL DISTRICT,2017,0.998659517426273
0696,01,ELY PUBLIC SCHOOL DISTRICT,2017,1
0698,01,FLOODWOOD PUBLIC SCHOOL DISTRICT,2017,1
0700,01,HERMANTOWN PUBLIC SCHOOL DISTRICT,2017,0.989563567362429
0701,01,HIBBING PUBLIC SCHOOL DISTRICT,2017,0.996665277198833
0704,01,PROCTOR PUBLIC SCHOOL DISTRICT,2017,0.993985784581739
0706,01,VIRGINIA PUBLIC SCHOOL DISTRICT,2017,0.998160637645616
0707,01,NETT LAKE PUBLIC SCHOOL DISTRICT,2017,1
0709,01,DULUTH PUBLIC SCHOOL DISTRICT,2017,0.984123194461024
0712,01,MOUNTAIN IRON-BUHL SCHOOL DISTRICT,2017,1
0716,01,BELLE PLAINE PUBLIC SCHOOL DISTRICT,2017,0.973489519112207
0717,01,JORDAN PUBLIC SCHOOL DISTRICT,2017,0.931131019036954
0719,01,PRIOR LAKE-SAVAGE AREA SCHOOLS,2017,0.922845450168512
0720,01,SHAKOPEE PUBLIC SCHOOL DISTRICT,2017,0.74473555337904
0721,01,NEW PRAGUE AREA SCHOOLS,2017,0.983300589390963
0726,01,BECKER PUBLIC SCHOOL DISTRICT,2017,0.982462293931954
0727,01,BIG LAKE PUBLIC SCHOOL DISTRICT,2017,0.965651328580687
0728,01,ELK RIVER PUBLIC SCHOOL DISTRICT,2017,0.95536959553696
0738,01,HOLDINGFORD PUBLIC SCHOOL DISTRICT,2017,0.996272134203169
0739,01,KIMBALL PUBLIC SCHOOL DISTRICT,2017,1
0740,01,MELROSE PUBLIC SCHOOL DISTRICT,2017,0.74198250728863
0741,01,PAYNESVILLE PUBLIC SCHOOL DISTRICT,2017,0.983957219251337
0742,01,ST. CLOUD PUBLIC SCHOOL DISTRICT,2017,0.677925337237269
0743,01,SAUK CENTRE PUBLIC SCHOOL DISTRICT,2017,0.954545454545455
0745,01,ALBANY PUBLIC SCHOOL DISTRICT,2017,0.987104337631887
0748,01,SARTELL-ST. STEPHEN SCHOOL DISTRICT,2017,0.98043254376931
0750,01,ROCORI PUBLIC SCHOOL DISTRICT,2017,0.919049927290354
0756,01,BLOOMING PRAIRIE PUBLIC SCHOOL DISTRICT,2017,0.982191780821918
0761,01,OWATONNA PUBLIC SCHOOL DISTRICT,2017,0.85964550700742
0763,01,MEDFORD PUBLIC SCHOOL DISTRICT,2017,0.920670391061453
0768,01,HANCOCK PUBLIC SCHOOL DISTRICT,2017,0.947214076246334
0771,01,CHOKIO-ALBERTA PUBLIC SCHOOL DISTRICT,2017,1
0775,01,KERKHOVEN-MURDOCK-SUNBURG,2017,0.946685878962536
0777,01,BENSON PUBLIC SCHOOL DISTRICT,2017,0.987209302325581
0786,01,BERTHA-HEWITT PUBLIC SCHOOL DISTRICT,2017,0.997695852534562
0787,01,BROWERVILLE PUBLIC SCHOOL DISTRICT,2017,0.993464052287582
0801,01,BROWNS VALLEY PUBLIC SCHOOL DISTRICT,2017,1
0803,01,WHEATON AREA PUBLIC SCHOOL DISTRICT,2017,0.988066825775656
0811,01,WABASHA-KELLOGG PUBLIC SCHOOL DISTRICT,2017,0.996296296296296
0813,01,LAKE CITY PUBLIC SCHOOL DISTRICT,2017,0.955537590945837
0818,01,VERNDALE PUBLIC SCHOOL DISTRICT,2017,0.992578849721707
0820,01,SEBEKA PUBLIC SCHOOL DISTRICT,2017,1
0821,01,MENAHGA PUBLIC SCHOOL DISTRICT,2017,0.995951417004049
0829,01,WASECA PUBLIC SCHOOL DISTRICT,2017,0.924920127795527
0831,01,FOREST LAKE PUBLIC SCHOOL DISTRICT,2017,0.97170716112532
0832,01,MAHTOMEDI PUBLIC SCHOOL DISTRICT,2017,0.974239602731223
0833,01,SOUTH WASHINGTON COUNTY SCHOOL DISTRICT,2017,0.862911621281026
0834,01,STILLWATER AREA PUBLIC SCHOOL DISTRICT,2017,0.931295843520782
0836,01,BUTTERFIELD PUBLIC SCHOOL DISTRICT,2017,0.546728971962617
0837,01,MADELIA PUBLIC SCHOOL DISTRICT,2017,0.709737827715356
0840,01,ST. JAMES PUBLIC SCHOOL DISTRICT,2017,0.655609756097561
0846,01,BRECKENRIDGE PUBLIC SCHOOL DISTRICT,2017,0.974358974358974
0850,01,ROTHSAY PUBLIC SCHOOL DISTRICT,2017,0.996666666666667
0852,01,CAMPBELL-TINTAH PUBLIC SCHOOL DISTRICT,2017,0.96551724137931
0857,01,LEWISTON-ALTURA PUBLIC SCHOOL DISTRICT,2017,0.974184782608696
0858,01,ST. CHARLES PUBLIC SCHOOL DISTRICT,2017,0.905208333333333
0861,01,WINONA AREA PUBLIC SCHOOL DISTRICT,2017,0.95249169435216
0876,01,ANNANDALE PUBLIC SCHOOL DISTRICT,2017,0.985635359116022
0877,01,BUFFALO-HANOVER-MONTROSE PUBLIC SCHOOL,2017,0.97465034965035
0879,01,DELANO PUBLIC SCHOOL DISTRICT,2017,0.990345937248592
0881,01,MAPLE LAKE PUBLIC SCHOOL DISTRICT,2017,1
0882,01,MONTICELLO PUBLIC SCHOOL DISTRICT,2017,0.941030723488603
0883,01,ROCKFORD PUBLIC SCHOOL DISTRICT,2017,0.928909952606635
0885,01,ST. MICHAEL-ALBERTVILLE SCHOOL DISTRICT,2017,0.960314910025707
0891,01,CANBY PUBLIC SCHOOL DISTRICT,2017,0.998084291187739
0911,01,CAMBRIDGE-ISANTI PUBLIC SCHOOL DISTRICT,2017,0.972798710457385
0912,01,MILACA PUBLIC SCHOOL DISTRICT,2017,0.991061452513966
0914,01,ULEN-HITTERDAL PUBLIC SCHOOL DISTRICT,2017,1
0915,52,SOUTHERN PLAINS EDUCATION COOPERATIVE,2017,0.989247311827957
0916,06,NORTHEAST METRO 916,2017,0.916666666666667
0917,06,INTERMEDIATE SCHOOL DISTRICT 917,2017,0.934621099554235
0926,83,REGION 4-LAKES COUNTRY SERVICE COOPERATIVE,2017,1
0935,52,FERGUS FALLS AREA SPECIAL EDUCATION COOPERATIVE,2017,1
0938,52,MEEKER AND WRIGHT SPECIAL EDUCATION,2017,0.993055555555556
0966,51,WRIGHT TECHNICAL CENTER,2017,1
0991,83,REGION 6 AND 8 SW/WC SERVICE COOPERATIVE,2017,0.98876404494382
1000,70,PERPICH CENTER FOR ARTS EDUCATION,2017,1
1100,60,MINNESOTA DEPARTMENT OF CORRECTIONS,2017,1
2071,01,LAKE CRYSTAL-WELLCOME MEMORIAL,2017,1
2125,01,TRITON SCHOOL DISTRICT,2017,0.892321270962048
2134,01,UNITED SOUTH CENTRAL SCHOOL DISTRICT,2017,0.967329545454545
2135,01,MAPLE RIVER SCHOOL DISTRICT,2017,0.985090521831736
2137,01,KINGSLAND PUBLIC SCHOOL DISTRICT,2017,0.996447602131439
2142,01,ST. LOUIS COUNTY SCHOOL DISTRICT,2017,0.997938144329897
2143,01,WATERVILLE-ELYSIAN-MORRISTOWN PUBLIC SCHOOL DISTRICT,2017,0.984516129032258
2144,01,CHISAGO LAKES SCHOOL DISTRICT,2017,0.988938714499253
2149,01,MINNEWASKA SCHOOL DISTRICT,2017,0.990863787375415
2154,01,EVELETH-GILBERT SCHOOL DISTRICT,2017,1
2155,01,WADENA-DEER CREEK SCHOOL DISTRICT,2017,0.998968008255934
2159,01,BUFFALO LAKE-HECTOR-STEWART PUBLIC SCHOOL,2017,0.901701323251418
2164,01,DILWORTH-GLYNDON-FELTON,2017,0.968058968058968
2165,01,HINCKLEY-FINLAYSON SCHOOL DISTRICT,2017,0.979915433403805
2167,01,LAKEVIEW SCHOOL DISTRICT,2017,0.978227060653188
2168,01,NRHEG SCHOOL DISTRICT,2017,0.995584988962472
2169,01,MURRAY COUNTY CENTRAL SCHOOL DISTRICT,2017,0.978962131837307
2170,01,STAPLES-MOTLEY SCHOOL DISTRICT,2017,0.994736842105263
2171,01,KITTSON CENTRAL SCHOOL DISTRICT,2017,1
2172,01,KENYON-WANAMINGO SCHOOL DISTRICT,2017,0.938106796116505
2174,01,PINE RIVER-BACKUS SCHOOL DISTRICT,2017,0.992489270386266
2176,01,WARREN-ALVARADO-OSLO SCHOOL DISTRICT,2017,0.942184154175589
2180,01,M.A.C.C.R.A.Y. SCHOOL DISTRICT,2017,0.970544918998527
2184,01,LUVERNE PUBLIC SCHOOL DISTRICT,2017,0.945902943516309
2190,01,YELLOW MEDICINE EAST,2017,0.954607977991747
2198,01,FILLMORE CENTRAL,2017,1
2215,01,NORMAN COUNTY EAST SCHOOL DISTRICT,2017,1
2310,01,SIBLEY EAST SCHOOL DISTRICT,2017,0.801364023870418
2311,01,CLEARBROOK-GONVICK SCHOOL DISTRICT,2017,1
2342,01,WEST CENTRAL AREA,2017,0.981428571428571
2358,01,TRI-COUNTY SCHOOL DISTRICT,2017,0.99492385786802
2364,01,BELGRADE-BROOTEN-ELROSA PUBLIC SCHOOL DISTRICT,2017,0.934609250398724
2365,01,G.F.W.,2017,0.897902097902098
2396,01,A.C.G.C. PUBLIC SCHOOL DISTRICT,2017,0.9675
2397,01,LE SUEUR-HENDERSON SCHOOL DISTRICT,2017,0.915841584158416
2448,01,MARTIN COUNTY WEST SCHOOL DISTRICT,2017,0.98780487804878
2527,01,NORMAN COUNTY WEST SCHOOL DISTRICT,2017,0.955555555555556
2534,01,BIRD ISLAND-OLIVIA-LAKE LILLIAN PUBLIC SCHOOL DISTRICT,2017,0.931547619047619
2536,01,GRANADA HUNTLEY-EAST CHAIN,2017,1
2580,01,EAST CENTRAL SCHOOL DISTRICT,2017,0.997214484679666
2609,01,WIN-E-MAC SCHOOL DISTRICT,2017,0.824228028503563
2683,01,GREENBUSH-MIDDLE RIVER SCHOOL DISTRICT,2017,1
2687,01,HOWARD LAKE-WAVERLY-WINSTED,2017,0.979877515310586
2689,01,PIPESTONE AREA SCHOOL DISTRICT,2017,0.863595302619693
2711,01,MESABI EAST SCHOOL DISTRICT,2017,1
2752,01,FAIRMONT AREA SCHOOL DISTRICT,2017,0.928571428571429
2753,01,LONG PRAIRIE-GREY EAGLE SCHOOL DISTRICT,2017,0.638372093023256
2754,01,CEDAR MOUNTAIN SCHOOL DISTRICT,2017,1
2769,01,MORRIS AREA PUBLIC SCHOOLS,2017,0.935946462715105
2805,01,ZUMBROTA-MAZEPPA SCHOOL DISTRICT,2017,0.980656013456686
2835,01,JANESVILLE-WALDORF-PEMBERTON,2017,1
2853,01,LAC QUI PARLE VALLEY SCHOOL DISTRICT,2017,0.898097826086957
2854,01,ADA-BORUP PUBLIC SCHOOL DISTRICT,2017,0.966604823747681
2856,01,STEPHEN-ARGYLE CENTRAL SCHOOLS,2017,0.996587030716723
2859,01,GLENCOE-SILVER LAKE SCHOOL DISTRICT,2017,0.872085696282294
2860,01,BLUE EARTH AREA PUBLIC SCHOOL,2017,0.942375886524823
2884,01,RED ROCK CENTRAL SCHOOL DISTRICT,2017,0.988344988344988
2886,01,GLENVILLE-EMMONS SCHOOL DISTRICT,2017,0.987903225806452
2888,01,CLINTON-GRACEVILLE-BEARDSLEY,2017,0.902578796561605
2889,01,LAKE PARK AUDUBON SCHOOL DISTRICT,2017,0.994227994227994
2890,01,RENVILLE COUNTY WEST SCHOOL DISTRICT,2017,0.894639556377079
2895,01,JACKSON COUNTY CENTRAL SCHOOL DISTRICT,2017,0.977351916376307
2897,01,REDWOOD AREA SCHOOL DISTRICT,2017,0.988095238095238
2898,01,WESTBROOK-WALNUT GROVE SCHOOLS,2017,0.760925449871465
2899,01,PLAINVIEW-ELGIN-MILLVILLE,2017,0.941891891891892
2902,01,RTR PUBLIC SCHOOLS,2017,0.982238010657194
2903,01,ORTONVILLE PUBLIC SCHOOLS,2017,0.9979633401222
2904,01,TRACY AREA PUBLIC SCHOOL DISTRICT,2017,0.914893617021277
2905,01,TRI-CITY UNITED SCHOOL DISTRICT,2017,0.881203801478353
2906,01,RED LAKE COUNTY CENTRAL PUBLIC SCHOOLS,2017,0.997481108312343
2907,01,ROUND LAKE-BREWSTER PUBLIC SCHOOLS,2017,0.468503937007874
2908,01,BRANDON-EVANSVILLE PUBLIC SCHOOLS,2017,0.997797356828194
4000,07,CITY ACADEMY,2017,1
4001,07,BLUFFVIEW MONTESSORI,2017,0.99
4003,07,"NEW HEIGHTS SCHOOL, INC.",2017,1
4004,07,CEDAR RIVERSIDE COMMUNITY SCHOOL,2017,0.00537634408602151
4005,07,METRO DEAF SCHOOL,2017,0.0121951219512195
4007,07,MINNESOTA NEW COUNTRY SCHOOL,2017,1
4008,07,PACT CHARTER SCHOOL,2017,0.973684210526316
4011,07,ATHLOS LEADERSHIP ACADEMY,2017,0.873348017621145
4015,07,COMMUNITY OF PEACE ACADEMY,2017,0.492268041237113
4016,07,WORLD LEARNER CHARTER SCHOOL,2017,0.990384615384615
4017,07,MINNESOTA TRANSITIONS CHARTER SCHOOL,2017,0.823084511673791
4018,07,ACHIEVE LANGUAGE ACADEMY,2017,0.312910284463895
4020,07,DULUTH PUBLIC SCHOOLS ACADEMY,2017,0.990870786516854
4025,07,CYBER VILLAGE ACADEMY,2017,0.948616600790514
4026,07,E.C.H.O. CHARTER SCHOOL,2017,1
4027,07,HIGHER GROUND ACADEMY,2017,0.0551905387647832
4029,07,ST. PAUL CITY SCHOOL,2017,0.307692307692308
4031,07,JENNINGS COMMUNITY LEARNING CENTER,2017,1
4032,07,HARVEST PREPARATORY SCHOOL,2017,0.96078431372549
4035,07,LIFE PREP,2017,0.766025641025641
4036,07,FACE TO FACE ACADEMY,2017,1
4038,07,SOJOURNER TRUTH ACADEMY,2017,0.797872340425532
4039,07,HIGH SCHOOL FOR RECORDING ARTS,2017,0.99685534591195
4043,07,MATH AND SCIENCE ACADEMY,2017,0.929133858267717
4049,07,NORTHWEST PASSAGE HIGH SCHOOL,2017,1
4050,07,LAFAYETTE PUBLIC CHARTER SCHOOL,2017,1
4053,07,NORTH LAKES ACADEMY,2017,0.987373737373737
4054,07,LA CRESCENT MONTESSORI AND STEM SCHOOL,2017,1
4055,07,NERSTRAND CHARTER SCHOOL,2017,1
4056,07,ROSA PARKS CHARTER HIGH SCHOOL,2017,0.976190476190476
4057,07,EL COLEGIO CHARTER SCHOOL,2017,0.0952380952380952
4058,07,SCHOOLCRAFT LEARNING COMMUNITY CHARTER,2017,1
4059,07,CROSSLAKE COMMUNITY CHARTER SCHOOL,2017,1
4064,07,RIVERWAY LEARNING COMMUNITY CHARTER,2017,0.989473684210526
4066,07,KATO PUBLIC CHARTER SCHOOL,2017,1
4067,07,AURORA CHARTER SCHOOL,2017,0.0119331742243437
4068,07,EXCELL ACADEMY CHARTER,2017,0.758620689655172
4070,07,HOPE COMMUNITY ACADEMY,2017,0.211350293542074
4073,07,ACADEMIA CESAR CHAVEZ CHARTER SCHOOL,2017,0.318681318681319
4074,07,AFSA HIGH SCHOOL,2017,1
4075,07,AVALON SCHOOL,2017,1
4077,07,TWIN CITIES INTERNATIONAL ELEMENTARY SCHOOL,2017,0.183673469387755
4078,07,MINNESOTA INTERNATIONAL MIDDLE CHARTER,2017,0.18961625282167
4079,07,FRIENDSHIP ACADEMY OF FINE ARTS CHARTER,2017,0.993788819875776
4080,07,PILLAGER AREA CHARTER SCHOOL,2017,1
4081,07,DISCOVERY PUBLIC SCHOOL FARIBAULT,2017,1
4082,07,BLUESKY CHARTER SCHOOL,2017,0.989754098360656
4083,07,RIDGEWAY COMMUNITY SCHOOL,2017,1
4084,07,NORTH SHORE COMMUNITY SCHOOL,2017,1
4085,07,HARBOR CITY INTERNATIONAL CHARTER,2017,0.995762711864407
4087,07,SAGE ACADEMY CHARTER SCHOOL,2017,0.864864864864865
4088,07,URBAN ACADEMY CHARTER SCHOOL,2017,0.328947368421053
4089,07,NEW CITY SCHOOL,2017,0.896414342629482
4090,07,PRAIRIE CREEK COMMUNITY SCHOOL,2017,1
4091,07,ARCADIA CHARTER SCHOOL,2017,1
4092,07,WATERSHED HIGH SCHOOL,2017,1
4093,07,NEW CENTURY ACADEMY,2017,1
4095,07,TRIO WOLF CREEK DISTANCE LEARNING,2017,1
4097,07,"PARTNERSHIP ACADEMY, INC.",2017,0.110320284697509
4098,07,NOVA CLASSICAL ACADEMY,2017,0.939746300211416
4100,07,GREAT EXPECTATIONS,2017,1
4102,07,MINNESOTA INTERNSHIP CENTER,2017,0.931034482758621
4103,07,HMONG COLLEGE PREP ACADEMY,2017,0.0360789652825051
4104,07,PALADIN CAREER AND TECHNICAL HIGH SCHOOL,2017,0.977168949771689
4105,07,GREAT RIVER SCHOOL,2017,0.990697674418605
4106,07,TREKNORTH HIGH SCHOOL,2017,1
4107,07,VOYAGEURS EXPEDITIONARY,2017,0.990476190476191
4110,07,PIM ARTS HIGH SCHOOL,2017,1
4111,07,AUGSBURG FAIRVIEW ACADEMY,2017,0.96969696969697
4112,07,ST PAUL CONSERVATORY PERFORMING ART,2017,0.984402079722704
4113,07,SPERO ACADEMY,2017,0.946236559139785
4116,07,LAKES INTERNATIONAL LANGUAGE ACADEMY,2017,0.99119373776908
4118,07,KALEIDOSCOPE CHARTER SCHOOL,2017,0.985815602836879
4119,07,ACADEMIC ARTS HIGH SCHOOL,2017,0.951456310679612
4120,07,ST. CROIX PREPARATORY ACADEMY,2017,0.980189491817399
4121,07,UBAH MEDICAL ACADEMY CHARTER SCHOOL,2017,0.0403458213256484
4122,07,EAGLE RIDGE ACADEMY CHARTER SCHOOL,2017,0.705786471067645
4124,07,BEACON ACADEMY,2017,0.902061855670103
4126,07,PRAIRIE SEEDS ACADEMY,2017,0.471052631578947
4127,07,TEAM ACADEMY,2017,0.794642857142857
4131,07,METRO SCHOOLS CHARTER,2017,0.246710526315789
4132,07,TWIN CITIES ACADEMY HIGH SCHOOL,2017,0.833887043189369
4135,07,ROCHESTER MATH AND SCIENCE ACADEMY,2017,0.747774480712166
4137,07,SWAN RIVER MONTESSORI CHARTER SCHOOL,2017,0.993630573248408
4138,07,MILROY AREA CHARTER SCHOOL,2017,1
4139,07,LOVEWORKS ACADEMY FOR ARTS,2017,1
4140,07,YINGHUA ACADEMY,2017,0.916770186335404
4142,07,STRIDE ACADEMY CHARTER SCHOOL,2017,0.726744186046512
4143,07,NEW MILLENNIUM ACADEMY CHARTER SCHOOL,2017,0.0963302752293578
4144,07,GREEN ISLE COMMUNITY SCHOOL,2017,0.970149253731343
4145,07,BIRCH GROVE COMMUNITY SCHOOL,2017,1
4146,07,NORTHERN LIGHTS COMMUNITY SCHOOL,2017,1
4150,07,MINNESOTA ONLINE HIGH SCHOOL,2017,1
4151,07,EDVISIONS OFF CAMPUS SCHOOL,2017,1
4152,07,TWIN CITIES GERMAN IMMERSION CHARTER SCHOOL,2017,0.940384615384615
4153,07,DUGSI ACADEMY,2017,0.00677966101694915
4155,07,NAYTAHWAUSH COMMUNITY SCHOOL,2017,1
4159,07,SEVEN HILLS PREPARATORY ACADEMY,2017,0.844553243574051
4160,07,SPECTRUM HIGH SCHOOL,2017,0.976083707025411
4161,07,NEW DISCOVERIES MONTESSORI ACADEMY,2017,1
