districtName,actCode,year,score
Rockford School District 883,247918,2010,21.9
Rocori Ind Sch Dist 750,247808,2010,22.3
Roseau School District 682,247720,2010,23.6
Rosemount-Apple Vly-Eagan 196,247180,2010,24
Roseville Area Sch Dist 623,247652,2010,24
Rothsay School District 850,247896,2010,21.3
Royalton School District 485,247512,2010,21.5
Rush City Ind School Dist 139,247128,2010,21.2
Rushford-Peterson Isd 239,247240,2010,23.2
Russell Tyler Ruthton Sd 2902,247412,2010,21.5
Sartell-St Stephen Isd 748,247804,2010,23.9
Sauk Centre School Dist 743,247806,2010,23.7
Sauk Rapids-Rice Sch Dist 47,247042,2010,21.8
Sebeka Ind School District 820,247866,2010,21.3
Shakopee School District 720,247768,2010,22.3
Sibley East Ind Sch Dist 2310,247782,2010,21.4
Sleepy Eye School District 84,247068,2010,20.1
South Koochiching Sd 363,247382,2010,19.1
South St Paul Special Sd 6,247182,2010,22.5
South Washington Co Sd 833,247882,2010,23
Southland School District 500,247524,2010,20.7
Spring Grove School Dist 297,247322,2010,23
Spring Lake Park Sd 16,247018,2010,23
Springfield School District 85,247070,2010,21.7
St Anthony-New Brighton Sd 282,247304,2010,23
St Charles Ind School Dist 858,247900,2010,21.9
St Clair School District 75,247062,2010,21.3
St Cloud Ind Sch Dist 742,247802,2010,22.3
St James School District 840,247890,2010,21.2
St Louis Co Isd 2142,247756,2010,21.5
St Louis Park School Dist 283,247306,2010,24.3
St Michael-Albertville Sd 885,247916,2010,23
St Paul Independent Sd 625,247656,2010,19.6
St Peter Ind School Dist 508,247534,2010,23.8
Staples-Motley Isd 2170,247842,2010,21.4
Stephen-Argyle Central Sd 2856,247460,2010,21.4
Stewartville School Dist 534,247568,2010,22.2
Stillwater School Dist 834,247884,2010,23.9
Swanville School District 486,247504,2010,22.8
Thief River Falls Sd 564,247592,2010,21.6
Tracy Ind School District 2904,247428,2010,21
Tri-County Ind Sch Dist 2358,247372,2010,NA
Triton Ind School Dist 2125,247192,2010,22.4
Truman School District 458,247474,2010,17.7
Ulen-Hitterdal Sch Dist 914,247142,2010,19.6
Underwood School District 550,247588,2010,21.5
United South Central Isd 2134,247222,2010,22.8
Upsala Area School Dist 487,247506,2010,21.2
Verndale Ind School Dist 818,247862,2010,21.1
Virginia Public Sch Dist 706,247752,2010,23.4
W St Paul-Mendota-Eagan Sd 197,247184,2010,23.4
Wabasha-Kellogg Isd 811,247858,2010,22.8
Wabasso School District 640,247678,2010,20.4
Waconia School District 110,247096,2010,22.8
Wadena-Deer Creek Sd 2155,247864,2010,22
Walker-Hackensack-Akeley 113,247112,2010,22.4
Warren-Alvarado-Oslo Sd 2176,247464,2010,21.9
Warroad School District 690,247722,2010,21.6
Waseca Public School Dist,247876,2010,23.5
Watertown-Mayer Sch Dist 111,247098,2010,22.2
Watrvle-Elysian-Mrstwn Sd 2143,247404,2010,20.6
Waubun-Ogema-White Earth Psd,247446,2010,19.5
Wayzata School District 284,247308,2010,25.5
West Central Area Sd 2342,247206,2010,21.4
Westbrook-Walnut Grove Sd 2898,247158,2010,19
Westonka Ind School Dist 277,247294,2010,24.5
Wheaton School District 803,247848,2010,22.1
White Bear Lake Area Isd 624,247654,2010,23.4
Willmar School District 347,247364,2010,22.5
Willow River School Dist 577,247606,2010,20.2
Win-E-Mac School Dist 2609,247632,2010,19.5
Windom School District 177,247160,2010,22.8
Winona Area Public School Dist,247902,2010,22.9
Worthington School Dist 518,247542,2010,22.6
Wrenshall School District 100,247088,2010,20.8
Wright School District 966,247920,2010,NA
Yellow Medicine East Sd 2190,247928,2010,20.4
Zumbrota-Mazeppa Isd 2805,247854,2010,23.2
Ada-Borup School District 2854,247550,2009,22.5
Adrian Ind School District 511,247544,2009,21.3
Aitkin Ind School District 1,247002,2009,22.3
Albany Area Sch District 745,247788,2009,22.3
Albert Lea Area Schools,247246,2009,22.2
Alden-Conger Ind Sch Dist 242,247248,2009,21.1
Alexandria Ind School Dist 206,247200,2009,22.8
Annandale Ind School Dist 876,247906,2009,22.8
Anoka-Hennepin Ind Sch Dist 11,247008,2009,21.8
Ashby Ind School District 261,247270,2009,21
Atwater-Cosmos-Grove City Sd,247358,2009,21.3
Austin Ind School District 492,247518,2009,22.1
Badger Ind School District 676,247716,2009,19.8
Bagley Ind School District 162,247146,2009,20.8
Barnesville Ind Sch Dist 146,247132,2009,21.7
Barnum Ind School District 91,247076,2009,21.8
Battle Lake Ind Sch Dist 542,247572,2009,20.9
Becker Ind School District 726,247770,2009,23
Belgrade-Brootn-Elrosa Sd 2364,247790,2009,23.2
Belle Plaine Ind Sch Dist 716,247760,2009,20.9
Bemidji Ind School District 31,247030,2009,23.1
Benson Ind School District 777,247826,2009,21.4
Bertha-Hewitt Ind Sch Dist 786,247830,2009,20.9
Big Lake Ind School Dist 727,247772,2009,21.9
Blackduck Ind School Dist 32,247032,2009,21.7
Blooming Prairie Ind Sd 756,247810,2009,22.5
Bloomington Pub Sch Dist 271,247280,2009,23.2
Blue Earth Area Ind Sd 2860,247210,2009,23.3
Bold School District,247682,2009,20.9
Braham Ind School District 314,247332,2009,21.7
Brainerd Ind School Dist 181,247162,2009,23.2
Brandon-Evansville Isd 2908,247202,2009,22.5
Breckenridge Ind Sch Dist 846,247892,2009,21.3
Brooklyn Center Ind Sd 286,247282,2009,19.5
Browerville Ind Sch Dist 787,247832,2009,19.4
Buffalo Hanover Montrose Sd,247908,2009,22.4
Buffalo Lake-Hector Isd 2159,247692,2009,23.7
Burnsville-Eagan-Savage Sd 191,247170,2009,23.5
Butterfield-Odin Ind Sd 836,247886,2009,NA
Byron Ind School District 531,247562,2009,23.9
Caledonia Ind School Dist 299,247316,2009,21.7
Cambridge-Isanti Sch Dist 911,247334,2009,22.2
Campbell-Tintah Ind Sd 852,247894,2009,NA
Canby Ind School District 891,247922,2009,21
Cannon Falls Ind Sch Dist 252,247256,2009,23
Carlton Ind School District 93,247078,2009,23.1
Cass Lake-Bena Ind Sd 115,247106,2009,20.1
Cedar Mountain Sch Dist 2754,247672,2009,21.6
Centennial Ind School Dist 12,247010,2009,22.7
Central School District 108,247094,2009,22
Chatfield Pub School Dist 227,247570,2009,23.4
Chisago Lakes Isd 2144,247124,2009,22.4
Chisholm Ind School Dist 695,247728,2009,22.4
Chokio-Alberta Ind Sd 771,247822,2009,21.8
Clearbrook-Gonvick Sd 2311,247148,2009,22.2
Cleveland Public Sch Dist 391,247396,2009,20.8
Climax-Shelly Ind Sch Dist 592,247618,2009,NA
Clnton-Gracevl-Brdsley Sd 2888,247046,2009,20.3
Cloquet Ind School District 94,247080,2009,22.9
Columbia Heights Isd 13,247012,2009,20.7
Comfrey Ind School District 81,247064,2009,19.1
Cook Co Sch Dist 166,247152,2009,22
Cromwell-Wright Ind Sd 95,247082,2009,NA
Crookston Ind School Dist 593,247620,2009,20.9
Crosby-Ironton School Dist 182,247164,2009,22.2
Dassel-Cokato Ind Sch Dist 466,247486,2009,22.9
Dawson-Boyd Isd 378,247388,2009,22.2
Deer River Ind School Dist 317,247340,2009,19.7
Delano Ind School District 879,247910,2009,23.8
Detroit Lakes Ind Sch Dist 22,247022,2009,22.7
Dilworth-Glyndn-Feltn Isd 2164,247134,2009,22
Dover-Eyota Ind Sch Dist 533,247564,2009,24.1
Duluth Ind School District 709,247730,2009,23.5
East Central Isd 2580,247604,2009,21.2
East Grand Forks Ind Sd 595,247622,2009,21.2
Eastern Carver Co Schools,247092,2009,23.7
Eden Prairie Ind Sch Dist 272,247284,2009,24.5
Eden Valley-Watkins Ind Sd 463,247488,2009,22
Edgerton Ind School Dist 581,247610,2009,21.7
Edina Public School Dist 273,247286,2009,26
Elk River Ind School Dist 728,247774,2009,22.5
Ellsworth Ind School Dist 514,247540,2009,NA
Ely Ind School District 696,247732,2009,23.3
Esko Ind School District 99,247086,2009,23.5
Eveleth-Gilbert Sch Dist 2154,247734,2009,23.1
Fairmont Area School Dist 2752,247466,2009,22.7
Faribault Ind School Dist 656,247702,2009,20.8
Farmington Ind School Dist 192,247172,2009,22.1
Fergus Falls Ind Sch Dist 544,247576,2009,21.9
Fertile-Beltrami Ind Sd 599,247626,2009,21.5
Fillmore Central Sch Dist 2198,247238,2009,21.6
Fisher Ind School District 600,247628,2009,21
Floodwood Ind School Dist 698,247736,2009,21.6
Foley Ind School District 51,247040,2009,22
Forest Lake Ind Sch Dist 831,247878,2009,22.5
Fosston Ind School Dist 601,247630,2009,22.3
Frazee-Vergas Ind Sch Dist 23,247024,2009,22.3
Fridley Ind School District 14,247014,2009,20.8
Fulda Ind School District 505,247528,2009,22.6
Gfw Public School Dist 2365,247688,2009,20.7
Glencoe Silver Lake Isd 2859,247432,2009,21.6
Glenville-Emmons Isd 2886,247250,2009,20.2
Goodhue Ind School Dist 253,247258,2009,20.8
Goodridge Ind School Dist 561,247590,2009,NA
Granada-Huntley-East Chain Sd,247470,2009,21.9
Grand Meadow Pub Sch Dist 495,247520,2009,21.5
Grand Rapids Ind Sch Dist 318,247342,2009,22.6
Greenbush-Middle River Sd 2683,247718,2009,21.9
Greenway Ind School Dist 316,247338,2009,21.9
Grygla Ind School District 447,247458,2009,NA
Hancock Ind Sch Dist 768,247818,2009,21.3
Hastings Ind School Dist 200,247174,2009,22.5
Hawley Ind School District 150,247138,2009,22.8
Hayfield Ind School Dist 203,247194,2009,21.8
Hendricks Ind School Dist 402,247406,2009,NA
Henning Ind School Dist 545,247578,2009,22.5
Herman-Norcross Cmty Sd 264,247278,2009,NA
Hermantown Ind School Dist 700,247740,2009,23.2
Heron Lake-Okabena Isd 330,247346,2009,19.6
Hibbing Ind School Dist 701,247742,2009,23.4
Hill City Ind School Dist 2,247004,2009,20.3
Hills-Beaver Creek Ind Sd 671,247708,2009,22
Hinckley-Finlayson Psd 2165,247600,2009,21.6
Holdingford Ind Sch Dist 738,247794,2009,22.3
Hopkins Ind School Dist 270,247288,2009,24.2
Houston Ind School Dist 294,247318,2009,22.3
Hutchinson Ind School Dist 423,247434,2009,22.7
Independent School District 15,247016,2009,22.1
Independent Sd 2687,247912,2009,22.9
International Falls Ind Sd 361,247380,2009,22.7
Inver Grove Heights Isd 199,247186,2009,23.1
Isle Ind School District 473,247494,2009,19.4
Jackson Co Central Sd 2895,247348,2009,21.1
Janesvle-Wldrf-Pmbrtn Isd 2835,247870,2009,20.9
Jordan Ind School District 717,247762,2009,22.3
Kasson-Mantorville Ind Sd 204,247196,2009,22.6
Kelliher School Dist 36,247034,2009,NA
Kenyon-Wanamingo Sd 2172,247260,2009,20.8
Kerkhoven-Murdck-Sunbrg Sd 775,247828,2009,20.6
Kimball Ind School Dist 739,247796,2009,21.3
Kingsland Public Sch Dist 2137,247242,2009,22.3
Kittson Central Sch Dist 2171,247366,2009,22.5
La Crescent-Hokah Ind Sd 300,247320,2009,24
Lac Qui Parle Vly Isd 2853,247934,2009,21.4
Lake City Ind School Dist 813,247852,2009,22.2
Lake Crystal-Wellcome Mem 2071,247056,2009,21.9
Lake Of The Woods Isd 390,247394,2009,21.8
Lake Park-Audubon Isd 2889,247020,2009,23.2
Lake Superior Ind Sch Dist 381,247392,2009,21.8
Lakeview Ind School Dist 2167,247418,2009,20.9
Lakeville Ind School Dist 194,247176,2009,23.6
Lancaster Ind School Dist 356,247374,2009,22.1
Lanesboro Ind School Dist 229,247232,2009,21.3
Laporte Ind School Dist 306,247328,2009,NA
Le Center Ind School Dist 392,247398,2009,23
Le Sueur-Henderson Isd 2397,247400,2009,21.8
Leroy-Ostrander Ind Sd 499,247516,2009,20.9
Lester Prairie Ind Sd 424,247436,2009,20.8
Lewiston-Altura Isd 857,247898,2009,21.1
Litchfield Ind School Dist 465,247492,2009,21.6
Little Falls Ind Sch Dist 482,247502,2009,22.1
Littlefork-Big Falls Sd 362,247378,2009,21.2
Long Prairie-Grey Eagle 2753,247840,2009,22.2
Luverne Ind School Dist 2184,247710,2009,21.4
Lyle Ind School District 497,247522,2009,19.3
Mabel-Canton Ind Sch Dist 238,247234,2009,20.8
Maccray Ind School Dist 2180,247114,2009,21.1
Madelia Ind School Dist 837,247888,2009,19.5
Mahnomen Ind School Dist 432,247444,2009,19.7
Mahtomedi Ind School Dist 832,247880,2009,24.9
Mankato Area Public Schs,247060,2009,22.8
Maple Lake Ind School Dist 881,247914,2009,21.7
Maple River School Dist 2135,247058,2009,22.6
Marshall Co Central Isd 441,247454,2009,19.4
Marshall Ind School Dist 413,247422,2009,21.9
Martin Co West Sch Dist 2448,247472,2009,21.2
Mcgregor Ind School Dist 4,247006,2009,19.5
Medford Ind School Dist 763,247814,2009,21.4
Melrose Area Ind Sd 740,247798,2009,20.8
Menahga Ind School Dist 821,247860,2009,22.1
Mesabi East Ind Sch Dist 2711,247724,2009,22.5
Milaca Ind School District 912,247496,2009,22.4
Minneapolis Public Sch Dist,247310,2009,20.7
Minneota Public Schools,247424,2009,22.7
Minnetonka Isd 276,247292,2009,25.6
Minnewaska Area Sch Dist 2149,247642,2009,22.8
Montevideo Ind School Dist 129,247120,2009,23.1
Monticello Ind School Dist 882,247904,2009,21.9
Moorhead Ind School Dist 152,247140,2009,22.9
Moose Lake Ind School Dist 97,247084,2009,22.2
Mora Ind School Dist 332,247354,2009,21.6
Morris Ind School Dist 2769,247820,2009,22
Mounds View Ind Sch Dist 621,247648,2009,24.8
Mountain Iron-Buhl Isd 712,247746,2009,19.5
Mountain Lake Ind Sch Dist 173,247154,2009,19.7
Murray Co Central Isd 2169,247530,2009,21.2
N St Paul Mplwd Oakdale Sd 622,247650,2009,21.9
Nashwauk-Keewatin Ind Sd 319,247344,2009,21.5
Nevis Ind School District 308,247326,2009,23
New London-Spicer Ind Sd 0345,247360,2009,22.2
New Prague Ind Sch Dist 721,247764,2009,22.3
New Ulm Pub Sch District 88,247066,2009,22.2
New York Mills Ind Sd 553,247580,2009,22.1
Nicollet Ind School Dist 507,247532,2009,21.4
Norman Co East Isd 2215,247560,2009,22.2
Norman Co West Isd 2527,247556,2009,19
North Branch Ind Sch Dist 138,247126,2009,21.5
Northfield Ind School Dist 659,247706,2009,24.1
Northland Cmty Sd 118,247110,2009,20.8
Nrheg Ind Sch Dist 2168,247874,2009,21.9
Ogilvie Ind School Dist 333,247356,2009,20.3
Onamia Ind School Dist 480,247498,2009,22.3
Orono Ind School District 278,247296,2009,25.5
Ortonville Ind Sch Dist 2903,247050,2009,22
Osakis Ind School District 213,247208,2009,23
Osseo Ind School District 279,247298,2009,22.4
Owatonna School Dist 761,247816,2009,23.1
Park Rapids Ind Sch Dist 309,247330,2009,22.7
Parkers Prairie Ind Sd 547,247582,2009,21.3
Paynesville Ind Sch Dist 741,247800,2009,21.6
Pelican Rapids Ind Sd 548,247584,2009,22.1
Pequot Lakes Ind Sch Dist 186,247166,2009,21.7
Perham-Dent Ind Sch Dist 549,247586,2009,22.5
Pierz School District 484,247508,2009,21.2
Pillager Ind School Dist 116,247108,2009,21.7
Pine City Sch District 578,247602,2009,21.8
Pine Island School Dist 255,247262,2009,23.3
Pine River-Backus Ind Sd 2174,247104,2009,22.3
Pipestone Area Sch Dist 2689,247614,2009,21.8
Plainview Elgin Millville Sd,247856,2009,22
Princeton Public Sch Dist 477,247500,2009,21.9
Prior Lake-Savage Area Sd 719,247766,2009,23.6
Proctor Ind School Dist 704,247748,2009,21.8
Randolph School District 195,247178,2009,20.7
Red Lake Co Central Isd 2906,247658,2009,NA
Red Lake Falls Sch Dist 630,247662,2009,20.8
Red Lake Independent Sd 38,247036,2009,NA
Red Rock Central Ind Sd 2884,247668,2009,23.9
Red Wing School District 256,247264,2009,22.9
Redwood Falls Sch Dist 2897,247674,2009,22.7
Renville Co West Sch Dist 2890,247698,2009,20
Richfield School District 280,247300,2009,21.3
Robbinsdale Ind Sch Dist 281,247302,2009,22.4
Rochester School District 535,247566,2009,23.8
Rockford School District 883,247918,2009,21.7
Rocori Ind Sch Dist 750,247808,2009,22.3
Roseau School District 682,247720,2009,23
Rosemount-Apple Vly-Eagan 196,247180,2009,23.9
Roseville Area Sch Dist 623,247652,2009,24.1
Rothsay School District 850,247896,2009,23.2
Royalton School District 485,247512,2009,21.1
Rush City Ind School Dist 139,247128,2009,22.4
Rushford-Peterson Isd 239,247240,2009,22.1
Russell Tyler Ruthton Sd 2902,247412,2009,23.5
Sartell-St Stephen Isd 748,247804,2009,23.3
Sauk Centre School Dist 743,247806,2009,23.6
Sauk Rapids-Rice Sch Dist 47,247042,2009,21.5
Sebeka Ind School District 820,247866,2009,21.3
Shakopee School District 720,247768,2009,21.9
Sibley East Ind Sch Dist 2310,247782,2009,21.3
Sleepy Eye School District 84,247068,2009,20.1
South Koochiching Sd 363,247382,2009,NA
South St Paul Special Sd 6,247182,2009,22.2
South Washington Co Sd 833,247882,2009,23
Southland School District 500,247524,2009,21.8
Spring Grove School Dist 297,247322,2009,21.9
Spring Lake Park Sd 16,247018,2009,22.5
Springfield School District 85,247070,2009,22.4
St Anthony-New Brighton Sd 282,247304,2009,24.6
St Charles Ind School Dist 858,247900,2009,21.3
St Clair School District 75,247062,2009,23.3
St Cloud Ind Sch Dist 742,247802,2009,22.2
St James School District 840,247890,2009,21.9
St Louis Co Isd 2142,247756,2009,21.5
St Louis Park School Dist 283,247306,2009,23.5
St Michael-Albertville Sd 885,247916,2009,22.3
St Paul Independent Sd 625,247656,2009,19.4
St Peter Ind School Dist 508,247534,2009,23.6
Staples-Motley Isd 2170,247842,2009,22.1
Stephen-Argyle Central Sd 2856,247460,2009,20
Stewartville School Dist 534,247568,2009,23.7
Stillwater School Dist 834,247884,2009,23.3
Swanville School District 486,247504,2009,NA
Thief River Falls Sd 564,247592,2009,20.6
Tracy Ind School District 2904,247428,2009,22
Tri-County Ind Sch Dist 2358,247372,2009,NA
Triton Ind School Dist 2125,247192,2009,20.7
Truman School District 458,247474,2009,20.4
Ulen-Hitterdal Sch Dist 914,247142,2009,NA
Underwood School District 550,247588,2009,21.3
United South Central Isd 2134,247222,2009,21.5
Upsala Area School Dist 487,247506,2009,21.4
Verndale Ind School Dist 818,247862,2009,22.1
Virginia Public Sch Dist 706,247752,2009,23.7
W St Paul-Mendota-Eagan Sd 197,247184,2009,23.4
Wabasha-Kellogg Isd 811,247858,2009,21.2
Wabasso School District 640,247678,2009,20.9
Waconia School District 110,247096,2009,23.7
Wadena-Deer Creek Sd 2155,247864,2009,21.6
Walker-Hackensack-Akeley 113,247112,2009,21.9
Warren-Alvarado-Oslo Sd 2176,247464,2009,20.3
Warroad School District 690,247722,2009,22.3
Waseca Public School Dist,247876,2009,22.5
Watertown-Mayer Sch Dist 111,247098,2009,22.2
Watrvle-Elysian-Mrstwn Sd 2143,247404,2009,21.2
Waubun-Ogema-White Earth Psd,247446,2009,18.9
Wayzata School District 284,247308,2009,25.1
West Central Area Sd 2342,247206,2009,20.8
Westbrook-Walnut Grove Sd 2898,247158,2009,19.2
Westonka Ind School Dist 277,247294,2009,23.3
Wheaton School District 803,247848,2009,21.3
White Bear Lake Area Isd 624,247654,2009,22.6
Willmar School District 347,247364,2009,22.1
Willow River School Dist 577,247606,2009,20.8
Win-E-Mac School Dist 2609,247632,2009,20.4
Windom School District 177,247160,2009,21
Winona Area Public School Dist,247902,2009,22.2
Worthington School Dist 518,247542,2009,22.4
Wrenshall School District 100,247088,2009,22.9
Wright School District 966,247920,2009,NA
Yellow Medicine East Sd 2190,247928,2009,19.9
Zumbrota-Mazeppa Isd 2805,247854,2009,23.1
Ada-Borup School District 2854,247550,2008,22
Adrian Ind School District 511,247544,2008,20.7
Aitkin Ind School District 1,247002,2008,22.5
Albany Area Sch District 745,247788,2008,22.2
Albert Lea Area Schools,247246,2008,22.3
Alden-Conger Ind Sch Dist 242,247248,2008,23.4
Alexandria Ind School Dist 206,247200,2008,23
Annandale Ind School Dist 876,247906,2008,22.8
Anoka-Hennepin Ind Sch Dist 11,247008,2008,22.2
Ashby Ind School District 261,247270,2008,19.7
Atwater-Cosmos-Grove City Sd,247358,2008,21.7
Austin Ind School District 492,247518,2008,22.9
Badger Ind School District 676,247716,2008,NA
Bagley Ind School District 162,247146,2008,19.9
Barnesville Ind Sch Dist 146,247132,2008,21.3
Barnum Ind School District 91,247076,2008,22.8
Battle Lake Ind Sch Dist 542,247572,2008,20.5
Becker Ind School District 726,247770,2008,22.1
Belgrade-Brootn-Elrosa Sd 2364,247790,2008,22.6
Belle Plaine Ind Sch Dist 716,247760,2008,21
Bemidji Ind School District 31,247030,2008,22.3
Benson Ind School District 777,247826,2008,21.1
Bertha-Hewitt Ind Sch Dist 786,247830,2008,22
Big Lake Ind School Dist 727,247772,2008,21.9
Blackduck Ind School Dist 32,247032,2008,22.4
Blooming Prairie Ind Sd 756,247810,2008,22.2
Bloomington Pub Sch Dist 271,247280,2008,22.9
Blue Earth Area Ind Sd 2860,247210,2008,23
Bold School District,247682,2008,21.4
Braham Ind School District 314,247332,2008,21.1
Brainerd Ind School Dist 181,247162,2008,23.6
Brandon-Evansville Isd 2908,247202,2008,22.6
Breckenridge Ind Sch Dist 846,247892,2008,21.3
Brooklyn Center Ind Sd 286,247282,2008,18.2
Browerville Ind Sch Dist 787,247832,2008,20.2
Buffalo Hanover Montrose Sd,247908,2008,22.1
Buffalo Lake-Hector Isd 2159,247692,2008,19.7
Burnsville-Eagan-Savage Sd 191,247170,2008,23.4
Butterfield-Odin Ind Sd 836,247886,2008,NA
Byron Ind School District 531,247562,2008,21.9
Caledonia Ind School Dist 299,247316,2008,21.2
Cambridge-Isanti Sch Dist 911,247334,2008,22.2
Campbell-Tintah Ind Sd 852,247894,2008,NA
Canby Ind School District 891,247922,2008,22.1
Cannon Falls Ind Sch Dist 252,247256,2008,22.3
Carlton Ind School District 93,247078,2008,20.7
Cass Lake-Bena Ind Sd 115,247106,2008,18.4
Cedar Mountain Sch Dist 2754,247672,2008,22.1
Centennial Ind School Dist 12,247010,2008,22.8
Central School District 108,247094,2008,21.5
Chatfield Pub School Dist 227,247570,2008,22.7
Chisago Lakes Isd 2144,247124,2008,22.6
Chisholm Ind School Dist 695,247728,2008,22
Chokio-Alberta Ind Sd 771,247822,2008,21.5
Clearbrook-Gonvick Sd 2311,247148,2008,21.5
Cleveland Public Sch Dist 391,247396,2008,22
Climax-Shelly Ind Sch Dist 592,247618,2008,NA
Clnton-Gracevl-Brdsley Sd 2888,247046,2008,19.4
Cloquet Ind School District 94,247080,2008,22
Columbia Heights Isd 13,247012,2008,20.4
Comfrey Ind School District 81,247064,2008,20.3
Cook Co Sch Dist 166,247152,2008,22
Cromwell-Wright Ind Sd 95,247082,2008,21.9
Crookston Ind School Dist 593,247620,2008,20.9
Crosby-Ironton School Dist 182,247164,2008,22.1
Dassel-Cokato Ind Sch Dist 466,247486,2008,22.6
Dawson-Boyd Isd 378,247388,2008,21
Deer River Ind School Dist 317,247340,2008,22.1
Delano Ind School District 879,247910,2008,24
Detroit Lakes Ind Sch Dist 22,247022,2008,22.4
Dilworth-Glyndn-Feltn Isd 2164,247134,2008,21.9
Dover-Eyota Ind Sch Dist 533,247564,2008,24.2
Duluth Ind School District 709,247730,2008,23
East Central Isd 2580,247604,2008,22.3
East Grand Forks Ind Sd 595,247622,2008,21.8
Eastern Carver Co Schools,247092,2008,22.8
Eden Prairie Ind Sch Dist 272,247284,2008,24.4
Eden Valley-Watkins Ind Sd 463,247488,2008,21.4
Edgerton Ind School Dist 581,247610,2008,20.1
Edina Public School Dist 273,247286,2008,26.2
Elk River Ind School Dist 728,247774,2008,22.2
Ellsworth Ind School Dist 514,247540,2008,19.8
Ely Ind School District 696,247732,2008,23.1
Esko Ind School District 99,247086,2008,22.6
Eveleth-Gilbert Sch Dist 2154,247734,2008,23.8
Fairmont Area School Dist 2752,247466,2008,23.7
Faribault Ind School Dist 656,247702,2008,21
Farmington Ind School Dist 192,247172,2008,22.4
Fergus Falls Ind Sch Dist 544,247576,2008,22.6
Fertile-Beltrami Ind Sd 599,247626,2008,21.4
Fillmore Central Sch Dist 2198,247238,2008,22.7
Fisher Ind School District 600,247628,2008,22.3
Floodwood Ind School Dist 698,247736,2008,21.1
Foley Ind School District 51,247040,2008,21.7
Forest Lake Ind Sch Dist 831,247878,2008,22.3
Fosston Ind School Dist 601,247630,2008,23
Frazee-Vergas Ind Sch Dist 23,247024,2008,21.9
Fridley Ind School District 14,247014,2008,21.1
Fulda Ind School District 505,247528,2008,22.1
Gfw Public School Dist 2365,247688,2008,20.9
Glencoe Silver Lake Isd 2859,247432,2008,22.3
Glenville-Emmons Isd 2886,247250,2008,22.6
Goodhue Ind School Dist 253,247258,2008,21.4
Goodridge Ind School Dist 561,247590,2008,NA
Granada-Huntley-East Chain Sd,247470,2008,21.6
Grand Meadow Pub Sch Dist 495,247520,2008,21.7
Grand Rapids Ind Sch Dist 318,247342,2008,22.8
Greenbush-Middle River Sd 2683,247718,2008,21.7
Greenway Ind School Dist 316,247338,2008,22.2
Grygla Ind School District 447,247458,2008,NA
Hancock Ind Sch Dist 768,247818,2008,21.1
Hastings Ind School Dist 200,247174,2008,22.4
Hawley Ind School District 150,247138,2008,22.3
Hayfield Ind School Dist 203,247194,2008,21.9
Hendricks Ind School Dist 402,247406,2008,NA
Henning Ind School Dist 545,247578,2008,22.9
Herman-Norcross Cmty Sd 264,247278,2008,NA
Hermantown Ind School Dist 700,247740,2008,23.2
Heron Lake-Okabena Isd 330,247346,2008,21.9
Hibbing Ind School Dist 701,247742,2008,23.6
Hill City Ind School Dist 2,247004,2008,20.8
Hills-Beaver Creek Ind Sd 671,247708,2008,20.8
Hinckley-Finlayson Psd 2165,247600,2008,21
Holdingford Ind Sch Dist 738,247794,2008,22.5
Hopkins Ind School Dist 270,247288,2008,23.8
Houston Ind School Dist 294,247318,2008,24.2
Hutchinson Ind School Dist 423,247434,2008,22.8
Independent School District 15,247016,2008,22.4
Independent Sd 2687,247912,2008,22.2
International Falls Ind Sd 361,247380,2008,23.6
Inver Grove Heights Isd 199,247186,2008,22.7
Isle Ind School District 473,247494,2008,NA
Jackson Co Central Sd 2895,247348,2008,21.9
Janesvle-Wldrf-Pmbrtn Isd 2835,247870,2008,21.1
Jordan Ind School District 717,247762,2008,21.1
Kasson-Mantorville Ind Sd 204,247196,2008,22.1
Kelliher School Dist 36,247034,2008,NA
Kenyon-Wanamingo Sd 2172,247260,2008,21.7
Kerkhoven-Murdck-Sunbrg Sd 775,247828,2008,22.4
Kimball Ind School Dist 739,247796,2008,22.2
Kingsland Public Sch Dist 2137,247242,2008,21.4
Kittson Central Sch Dist 2171,247366,2008,21.1
La Crescent-Hokah Ind Sd 300,247320,2008,23.5
Lac Qui Parle Vly Isd 2853,247934,2008,22.6
Lake City Ind School Dist 813,247852,2008,22.7
Lake Crystal-Wellcome Mem 2071,247056,2008,21.4
Lake Of The Woods Isd 390,247394,2008,21.2
Lake Park-Audubon Isd 2889,247020,2008,20.4
Lake Superior Ind Sch Dist 381,247392,2008,23.2
Lakeview Ind School Dist 2167,247418,2008,21.9
Lakeville Ind School Dist 194,247176,2008,23.6
Lancaster Ind School Dist 356,247374,2008,18.9
Lanesboro Ind School Dist 229,247232,2008,25.4
Laporte Ind School Dist 306,247328,2008,NA
Le Center Ind School Dist 392,247398,2008,20.9
Le Sueur-Henderson Isd 2397,247400,2008,22.4
Leroy-Ostrander Ind Sd 499,247516,2008,20.2
Lester Prairie Ind Sd 424,247436,2008,20.9
Lewiston-Altura Isd 857,247898,2008,21.7
Litchfield Ind School Dist 465,247492,2008,22.2
Little Falls Ind Sch Dist 482,247502,2008,23
Littlefork-Big Falls Sd 362,247378,2008,NA
Long Prairie-Grey Eagle 2753,247840,2008,20.2
Luverne Ind School Dist 2184,247710,2008,22.1
Lyle Ind School District 497,247522,2008,22.8
