DataYear,DistrictCouNum,DistrictCountyName,districtNumber,districtType,DistrictName,schoolNumber,SchoolName,ECSUNumber,EconomicDevelopmentRegion,Grade,K12Enr,FreeK12,RedK12,LEPIdentifiedK12,LEPServedK12,SPEK12,HMLK12,EC12Enr,FreeEC12,RedEC12,LEPIdentifiedEC12,LEPServedEC12,SPEEC12,HMLEC12,SchoolLocationCountyNumber,SchoolLocationCountyName,MinMaxGrade,SchoolClassification
17-18,02,Anoka                                        ,0015,01,ST. FRANCIS PUBLIC SCHOOL DISTRICT ,000, ,11,11,03,315,55,36,11,10,43,1,315,55,36,11,10,43,1,, ,EC-12,
17-18,02,Anoka                                        ,0015,01,ST. FRANCIS PUBLIC SCHOOL DISTRICT ,000, ,11,11,04,331,64,36,17,13,41,1,331,64,36,17,13,41,1,, ,EC-12,
17-18,02,Anoka                                        ,0015,01,ST. FRANCIS PUBLIC SCHOOL DISTRICT ,000, ,11,11,05,336,61,36,19,18,43,2,336,61,36,19,18,43,2,, ,EC-12,
17-18,02,Anoka                                        ,0015,01,ST. FRANCIS PUBLIC SCHOOL DISTRICT ,000, ,11,11,06,336,60,35,10,8,57,1,336,60,35,10,8,57,1,, ,EC-12,
17-18,02,Anoka                                        ,0015,01,ST. FRANCIS PUBLIC SCHOOL DISTRICT ,000, ,11,11,07,349,55,33,6,4,40,2,349,55,33,6,4,40,2,, ,EC-12,
17-18,02,Anoka                                        ,0015,01,ST. FRANCIS PUBLIC SCHOOL DISTRICT ,000, ,11,11,08,350,58,32,4,3,52,5,350,58,32,4,3,52,5,, ,EC-12,
17-18,02,Anoka                                        ,0015,01,ST. FRANCIS PUBLIC SCHOOL DISTRICT ,000, ,11,11,09,378,67,34,5,5,29,1,378,67,34,5,5,29,1,, ,EC-12,
17-18,02,Anoka                                        ,0015,01,ST. FRANCIS PUBLIC SCHOOL DISTRICT ,000, ,11,11,10,365,63,30,5,2,39,1,365,63,30,5,2,39,1,, ,EC-12,
17-18,02,Anoka                                        ,0015,01,ST. FRANCIS PUBLIC SCHOOL DISTRICT ,000, ,11,11,11,383,60,35,3,2,32,2,383,60,35,3,2,32,2,, ,EC-12,
17-18,02,Anoka                                        ,0015,01,ST. FRANCIS PUBLIC SCHOOL DISTRICT ,000, ,11,11,12,376,61,21,4,2,52,5,376,61,21,4,2,52,5,, ,EC-12,
17-18,02,Anoka                                        ,0015,01,ST. FRANCIS PUBLIC SCHOOL DISTRICT ,000, ,11,11,All Grades,4455,777,406,111,90,574,26,4568,806,413,111,90,687,26,, ,EC-12,
17-18,02,Anoka                                        ,0016,01,SPRING LAKE PARK PUBLIC SCHOOLS    ,000, ,11,11,EC,,,,,,,,86,24,1,,,86,,, ,EC-12,
17-18,02,Anoka                                        ,0016,01,SPRING LAKE PARK PUBLIC SCHOOLS    ,000, ,11,11,PK,,,,,,,,31,16,6,,,,,, ,EC-12,
17-18,02,Anoka                                        ,0016,01,SPRING LAKE PARK PUBLIC SCHOOLS    ,000, ,11,11,KG,408,98,42,64,64,36,6,408,98,42,64,64,36,6,, ,EC-12,
17-18,02,Anoka                                        ,0016,01,SPRING LAKE PARK PUBLIC SCHOOLS    ,000, ,11,11,01,463,129,42,74,73,65,2,463,129,42,74,73,65,2,, ,EC-12,
17-18,02,Anoka                                        ,0016,01,SPRING LAKE PARK PUBLIC SCHOOLS    ,000, ,11,11,02,473,128,41,70,70,64,5,473,128,41,70,70,64,5,, ,EC-12,
17-18,02,Anoka                                        ,0016,01,SPRING LAKE PARK PUBLIC SCHOOLS    ,000, ,11,11,03,443,123,44,75,75,43,3,443,123,44,75,75,43,3,, ,EC-12,
17-18,02,Anoka                                        ,0016,01,SPRING LAKE PARK PUBLIC SCHOOLS    ,000, ,11,11,04,482,116,53,68,67,55,3,482,116,53,68,67,55,3,, ,EC-12,
17-18,02,Anoka                                        ,0016,01,SPRING LAKE PARK PUBLIC SCHOOLS    ,000, ,11,11,05,464,115,39,57,56,47,3,464,115,39,57,56,47,3,, ,EC-12,
17-18,02,Anoka                                        ,0016,01,SPRING LAKE PARK PUBLIC SCHOOLS    ,000, ,11,11,06,478,148,53,50,50,60,5,478,148,53,50,50,60,5,, ,EC-12,
17-18,02,Anoka                                        ,0016,01,SPRING LAKE PARK PUBLIC SCHOOLS    ,000, ,11,11,07,420,122,32,29,29,39,4,420,122,32,29,29,39,4,, ,EC-12,
17-18,02,Anoka                                        ,0016,01,SPRING LAKE PARK PUBLIC SCHOOLS    ,000, ,11,11,08,443,103,33,31,31,42,4,443,103,33,31,31,42,4,, ,EC-12,
17-18,02,Anoka                                        ,0016,01,SPRING LAKE PARK PUBLIC SCHOOLS    ,000, ,11,11,09,422,120,45,31,31,47,4,422,120,45,31,31,47,4,, ,EC-12,
17-18,02,Anoka                                        ,0016,01,SPRING LAKE PARK PUBLIC SCHOOLS    ,000, ,11,11,10,429,123,50,38,38,33,3,429,123,50,38,38,33,3,, ,EC-12,
17-18,02,Anoka                                        ,0016,01,SPRING LAKE PARK PUBLIC SCHOOLS    ,000, ,11,11,11,413,105,52,29,28,41,2,413,105,52,29,28,41,2,, ,EC-12,
17-18,02,Anoka                                        ,0016,01,SPRING LAKE PARK PUBLIC SCHOOLS    ,000, ,11,11,12,422,106,44,31,31,43,5,422,106,44,31,31,43,5,, ,EC-12,
17-18,02,Anoka                                        ,0016,01,SPRING LAKE PARK PUBLIC SCHOOLS    ,000, ,11,11,All Grades,5760,1536,570,647,643,615,49,5877,1576,577,647,643,701,49,, ,EC-12,
17-18,03,Becker                                       ,0022,01,DETROIT LAKES PUBLIC SCHOOL DIST.  ,000, ,04,04,EC,,,,,,,,100,59,7,,,100,2,, ,EC-12,
17-18,03,Becker                                       ,0022,01,DETROIT LAKES PUBLIC SCHOOL DIST.  ,000, ,04,04,KG,210,59,20,,,39,3,210,59,20,,,39,3,, ,EC-12,
17-18,03,Becker                                       ,0022,01,DETROIT LAKES PUBLIC SCHOOL DIST.  ,000, ,04,04,01,219,70,19,,,48,6,219,70,19,,,48,6,, ,EC-12,
17-18,03,Becker                                       ,0022,01,DETROIT LAKES PUBLIC SCHOOL DIST.  ,000, ,04,04,02,226,79,19,,,32,2,226,79,19,,,32,2,, ,EC-12,
17-18,03,Becker                                       ,0022,01,DETROIT LAKES PUBLIC SCHOOL DIST.  ,000, ,04,04,03,209,74,19,3,2,32,2,209,74,19,3,2,32,2,, ,EC-12,
17-18,03,Becker                                       ,0022,01,DETROIT LAKES PUBLIC SCHOOL DIST.  ,000, ,04,04,04,218,79,23,,,41,5,218,79,23,,,41,5,, ,EC-12,
17-18,03,Becker                                       ,0022,01,DETROIT LAKES PUBLIC SCHOOL DIST.  ,000, ,04,04,05,247,74,29,1,1,46,3,247,74,29,1,1,46,3,, ,EC-12,
17-18,03,Becker                                       ,0022,01,DETROIT LAKES PUBLIC SCHOOL DIST.  ,000, ,04,04,06,257,69,35,1,1,49,3,257,69,35,1,1,49,3,, ,EC-12,
17-18,03,Becker                                       ,0022,01,DETROIT LAKES PUBLIC SCHOOL DIST.  ,000, ,04,04,07,249,69,35,,,49,1,249,69,35,,,49,1,, ,EC-12,
17-18,03,Becker                                       ,0022,01,DETROIT LAKES PUBLIC SCHOOL DIST.  ,000, ,04,04,08,219,66,17,,,35,1,219,66,17,,,35,1,, ,EC-12,
17-18,03,Becker                                       ,0022,01,DETROIT LAKES PUBLIC SCHOOL DIST.  ,000, ,04,04,09,243,45,19,,,45,1,243,45,19,,,45,1,, ,EC-12,
17-18,03,Becker                                       ,0022,01,DETROIT LAKES PUBLIC SCHOOL DIST.  ,000, ,04,04,10,232,45,32,,,41,1,232,45,32,,,41,1,, ,EC-12,
17-18,03,Becker                                       ,0022,01,DETROIT LAKES PUBLIC SCHOOL DIST.  ,000, ,04,04,11,219,46,21,,,41,4,219,46,21,,,41,4,, ,EC-12,
17-18,03,Becker                                       ,0022,01,DETROIT LAKES PUBLIC SCHOOL DIST.  ,000, ,04,04,12,233,44,21,,,50,8,233,44,21,,,50,8,, ,EC-12,
17-18,03,Becker                                       ,0022,01,DETROIT LAKES PUBLIC SCHOOL DIST.  ,000, ,04,04,All Grades,2981,819,309,5,4,548,40,3081,878,316,5,4,648,42,, ,EC-12,
17-18,03,Becker                                       ,0023,01,FRAZEE-VERGAS PUBLIC SCHOOL DIST.  ,000, ,04,04,EC,,,,,,,,16,9,1,,,16,,, ,EC-12,
17-18,03,Becker                                       ,0023,01,FRAZEE-VERGAS PUBLIC SCHOOL DIST.  ,000, ,04,04,KG,72,24,10,,,20,1,72,24,10,,,20,1,, ,EC-12,
17-18,03,Becker                                       ,0023,01,FRAZEE-VERGAS PUBLIC SCHOOL DIST.  ,000, ,04,04,01,66,22,12,,,10,,66,22,12,,,10,,, ,EC-12,
17-18,03,Becker                                       ,0023,01,FRAZEE-VERGAS PUBLIC SCHOOL DIST.  ,000, ,04,04,02,64,26,8,,,9,3,64,26,8,,,9,3,, ,EC-12,
17-18,03,Becker                                       ,0023,01,FRAZEE-VERGAS PUBLIC SCHOOL DIST.  ,000, ,04,04,03,63,26,6,,,12,1,63,26,6,,,12,1,, ,EC-12,
17-18,03,Becker                                       ,0023,01,FRAZEE-VERGAS PUBLIC SCHOOL DIST.  ,000, ,04,04,04,76,21,15,,,8,1,76,21,15,,,8,1,, ,EC-12,
17-18,03,Becker                                       ,0023,01,FRAZEE-VERGAS PUBLIC SCHOOL DIST.  ,000, ,04,04,05,59,13,11,,,12,,59,13,11,,,12,,, ,EC-12,
17-18,03,Becker                                       ,0023,01,FRAZEE-VERGAS PUBLIC SCHOOL DIST.  ,000, ,04,04,06,80,24,18,,,18,2,80,24,18,,,18,2,, ,EC-12,
17-18,03,Becker                                       ,0023,01,FRAZEE-VERGAS PUBLIC SCHOOL DIST.  ,000, ,04,04,07,73,24,7,,,13,3,73,24,7,,,13,3,, ,EC-12,
17-18,03,Becker                                       ,0023,01,FRAZEE-VERGAS PUBLIC SCHOOL DIST.  ,000, ,04,04,08,68,18,14,,,17,,68,18,14,,,17,,, ,EC-12,
17-18,03,Becker                                       ,0023,01,FRAZEE-VERGAS PUBLIC SCHOOL DIST.  ,000, ,04,04,09,82,21,14,,,12,,82,21,14,,,12,,, ,EC-12,
17-18,03,Becker                                       ,0023,01,FRAZEE-VERGAS PUBLIC SCHOOL DIST.  ,000, ,04,04,10,76,21,18,,,16,2,76,21,18,,,16,2,, ,EC-12,
17-18,03,Becker                                       ,0023,01,FRAZEE-VERGAS PUBLIC SCHOOL DIST.  ,000, ,04,04,11,69,22,13,1,1,12,,69,22,13,1,1,12,,, ,EC-12,
17-18,03,Becker                                       ,0023,01,FRAZEE-VERGAS PUBLIC SCHOOL DIST.  ,000, ,04,04,12,63,8,10,,,17,,63,8,10,,,17,,, ,EC-12,
17-18,03,Becker                                       ,0023,01,FRAZEE-VERGAS PUBLIC SCHOOL DIST.  ,000, ,04,04,All Grades,911,270,156,1,1,176,13,927,279,157,1,1,192,13,, ,EC-12,
17-18,03,Becker                                       ,0025,01,PINE POINT PUBLIC SCHOOL DISTRICT  ,000, ,01,04,KG,12,12,,,,4,,12,12,,,,4,,, ,KG-08,
17-18,03,Becker                                       ,0025,01,PINE POINT PUBLIC SCHOOL DISTRICT  ,000, ,01,04,01,9,8,,,,3,,9,8,,,,3,,, ,KG-08,
17-18,03,Becker                                       ,0025,01,PINE POINT PUBLIC SCHOOL DISTRICT  ,000, ,01,04,02,12,11,,,,3,,12,11,,,,3,,, ,KG-08,
17-18,03,Becker                                       ,0025,01,PINE POINT PUBLIC SCHOOL DISTRICT  ,000, ,01,04,03,10,9,,,,2,,10,9,,,,2,,, ,KG-08,
17-18,03,Becker                                       ,0025,01,PINE POINT PUBLIC SCHOOL DISTRICT  ,000, ,01,04,04,5,4,,,,1,,5,4,,,,1,,, ,KG-08,
17-18,03,Becker                                       ,0025,01,PINE POINT PUBLIC SCHOOL DISTRICT  ,000, ,01,04,05,5,5,,,,1,,5,5,,,,1,,, ,KG-08,
17-18,03,Becker                                       ,0025,01,PINE POINT PUBLIC SCHOOL DISTRICT  ,000, ,01,04,06,3,3,,,,1,,3,3,,,,1,,, ,KG-08,
17-18,03,Becker                                       ,0025,01,PINE POINT PUBLIC SCHOOL DISTRICT  ,000, ,01,04,07,6,5,,,,2,,6,5,,,,2,,, ,KG-08,
17-18,03,Becker                                       ,0025,01,PINE POINT PUBLIC SCHOOL DISTRICT  ,000, ,01,04,08,2,2,,,,2,,2,2,,,,2,,, ,KG-08,
17-18,03,Becker                                       ,0025,01,PINE POINT PUBLIC SCHOOL DISTRICT  ,000, ,01,04,All Grades,64,59,,,,19,,64,59,,,,19,,, ,KG-08,
17-18,04,Beltrami                                     ,0031,01,BEMIDJI PUBLIC SCHOOL DISTRICT     ,000, ,01,02,EC,,,,,,,,130,82,6,,,130,2,, ,EC-12,
17-18,04,Beltrami                                     ,0031,01,BEMIDJI PUBLIC SCHOOL DISTRICT     ,000, ,01,02,PK,,,,,,,,20,14,6,,,,,, ,EC-12,
17-18,04,Beltrami                                     ,0031,01,BEMIDJI PUBLIC SCHOOL DISTRICT     ,000, ,01,02,KG,394,170,42,1,1,55,2,394,170,42,1,1,55,2,, ,EC-12,
17-18,04,Beltrami                                     ,0031,01,BEMIDJI PUBLIC SCHOOL DISTRICT     ,000, ,01,02,01,405,153,51,1,1,60,6,405,153,51,1,1,60,6,, ,EC-12,
17-18,04,Beltrami                                     ,0031,01,BEMIDJI PUBLIC SCHOOL DISTRICT     ,000, ,01,02,02,400,170,49,1,1,77,3,400,170,49,1,1,77,3,, ,EC-12,
17-18,04,Beltrami                                     ,0031,01,BEMIDJI PUBLIC SCHOOL DISTRICT     ,000, ,01,02,03,404,165,47,,,65,6,404,165,47,,,65,6,, ,EC-12,
17-18,04,Beltrami                                     ,0031,01,BEMIDJI PUBLIC SCHOOL DISTRICT     ,000, ,01,02,04,437,171,51,,,84,6,437,171,51,,,84,6,, ,EC-12,
17-18,04,Beltrami                                     ,0031,01,BEMIDJI PUBLIC SCHOOL DISTRICT     ,000, ,01,02,05,408,156,56,1,1,78,3,408,156,56,1,1,78,3,, ,EC-12,
17-18,04,Beltrami                                     ,0031,01,BEMIDJI PUBLIC SCHOOL DISTRICT     ,000, ,01,02,06,348,135,53,3,3,48,3,348,135,53,3,3,48,3,, ,EC-12,
17-18,04,Beltrami                                     ,0031,01,BEMIDJI PUBLIC SCHOOL DISTRICT     ,000, ,01,02,07,369,123,55,2,2,60,7,369,123,55,2,2,60,7,, ,EC-12,
17-18,04,Beltrami                                     ,0031,01,BEMIDJI PUBLIC SCHOOL DISTRICT     ,000, ,01,02,08,348,107,51,1,1,50,3,348,107,51,1,1,50,3,, ,EC-12,
17-18,04,Beltrami                                     ,0031,01,BEMIDJI PUBLIC SCHOOL DISTRICT     ,000, ,01,02,09,408,130,47,,,68,5,408,130,47,,,68,5,, ,EC-12,
17-18,04,Beltrami                                     ,0031,01,BEMIDJI PUBLIC SCHOOL DISTRICT     ,000, ,01,02,10,395,121,59,1,1,80,1,395,121,59,1,1,80,1,, ,EC-12,
17-18,04,Beltrami                                     ,0031,01,BEMIDJI PUBLIC SCHOOL DISTRICT     ,000, ,01,02,11,379,115,33,,,73,4,379,115,33,,,73,4,, ,EC-12,
17-18,04,Beltrami                                     ,0031,01,BEMIDJI PUBLIC SCHOOL DISTRICT     ,000, ,01,02,12,386,100,34,1,1,75,3,386,100,34,1,1,75,3,, ,EC-12,
17-18,04,Beltrami                                     ,0031,01,BEMIDJI PUBLIC SCHOOL DISTRICT     ,000, ,01,02,All Grades,5081,1816,628,12,12,873,52,5231,1912,640,12,12,1003,54,, ,EC-12,
17-18,04,Beltrami                                     ,0032,01,BLACKDUCK PUBLIC SCHOOL DISTRICT   ,000, ,01,02,EC,,,,,,,,6,4,,,,6,,, ,EC-12,
17-18,04,Beltrami                                     ,0032,01,BLACKDUCK PUBLIC SCHOOL DISTRICT   ,000, ,01,02,PK,,,,,,,,32,8,4,,,,1,, ,EC-12,
17-18,04,Beltrami                                     ,0032,01,BLACKDUCK PUBLIC SCHOOL DISTRICT   ,000, ,01,02,KG,51,26,10,1,1,5,,51,26,10,1,1,5,,, ,EC-12,
17-18,04,Beltrami                                     ,0032,01,BLACKDUCK PUBLIC SCHOOL DISTRICT   ,000, ,01,02,01,32,17,5,,,5,,32,17,5,,,5,,, ,EC-12,
17-18,04,Beltrami                                     ,0032,01,BLACKDUCK PUBLIC SCHOOL DISTRICT   ,000, ,01,02,02,43,21,10,,,10,,43,21,10,,,10,,, ,EC-12,
17-18,04,Beltrami                                     ,0032,01,BLACKDUCK PUBLIC SCHOOL DISTRICT   ,000, ,01,02,03,47,18,6,2,2,9,,47,18,6,2,2,9,,, ,EC-12,
17-18,04,Beltrami                                     ,0032,01,BLACKDUCK PUBLIC SCHOOL DISTRICT   ,000, ,01,02,04,47,13,9,,,11,,47,13,9,,,11,,, ,EC-12,
17-18,04,Beltrami                                     ,0032,01,BLACKDUCK PUBLIC SCHOOL DISTRICT   ,000, ,01,02,05,45,17,8,,,11,1,45,17,8,,,11,1,, ,EC-12,
17-18,04,Beltrami                                     ,0032,01,BLACKDUCK PUBLIC SCHOOL DISTRICT   ,000, ,01,02,06,45,26,3,,,10,1,45,26,3,,,10,1,, ,EC-12,
17-18,04,Beltrami                                     ,0032,01,BLACKDUCK PUBLIC SCHOOL DISTRICT   ,000, ,01,02,07,57,29,11,,,14,1,57,29,11,,,14,1,, ,EC-12,
17-18,04,Beltrami                                     ,0032,01,BLACKDUCK PUBLIC SCHOOL DISTRICT   ,000, ,01,02,08,48,19,6,,,7,1,48,19,6,,,7,1,, ,EC-12,
17-18,04,Beltrami                                     ,0032,01,BLACKDUCK PUBLIC SCHOOL DISTRICT   ,000, ,01,02,09,49,26,3,,,11,,49,26,3,,,11,,, ,EC-12,
17-18,04,Beltrami                                     ,0032,01,BLACKDUCK PUBLIC SCHOOL DISTRICT   ,000, ,01,02,10,43,14,8,,,10,1,43,14,8,,,10,1,, ,EC-12,
17-18,04,Beltrami                                     ,0032,01,BLACKDUCK PUBLIC SCHOOL DISTRICT   ,000, ,01,02,11,56,16,7,,,10,3,56,16,7,,,10,3,, ,EC-12,
17-18,04,Beltrami                                     ,0032,01,BLACKDUCK PUBLIC SCHOOL DISTRICT   ,000, ,01,02,12,41,14,8,,,8,2,41,14,8,,,8,2,, ,EC-12,
17-18,04,Beltrami                                     ,0032,01,BLACKDUCK PUBLIC SCHOOL DISTRICT   ,000, ,01,02,All Grades,604,256,94,3,3,121,10,642,268,98,3,3,127,11,, ,EC-12,
17-18,04,Beltrami                                     ,0036,01,KELLIHER PUBLIC SCHOOL DISTRICT    ,000, ,01,02,EC,,,,,,,,7,5,1,,,7,,, ,EC-12,
17-18,04,Beltrami                                     ,0036,01,KELLIHER PUBLIC SCHOOL DISTRICT    ,000, ,01,02,PK,,,,,,,,10,4,1,,,,,, ,EC-12,
17-18,04,Beltrami                                     ,0036,01,KELLIHER PUBLIC SCHOOL DISTRICT    ,000, ,01,02,KG,17,11,3,,,4,,17,11,3,,,4,,, ,EC-12,
17-18,04,Beltrami                                     ,0036,01,KELLIHER PUBLIC SCHOOL DISTRICT    ,000, ,01,02,01,24,15,3,,,6,,24,15,3,,,6,,, ,EC-12,
17-18,04,Beltrami                                     ,0036,01,KELLIHER PUBLIC SCHOOL DISTRICT    ,000, ,01,02,02,23,13,4,,,5,,23,13,4,,,5,,, ,EC-12,
17-18,04,Beltrami                                     ,0036,01,KELLIHER PUBLIC SCHOOL DISTRICT    ,000, ,01,02,03,22,16,2,,,3,,22,16,2,,,3,,, ,EC-12,
17-18,04,Beltrami                                     ,0036,01,KELLIHER PUBLIC SCHOOL DISTRICT    ,000, ,01,02,04,24,14,5,,,5,,24,14,5,,,5,,, ,EC-12,
17-18,04,Beltrami                                     ,0036,01,KELLIHER PUBLIC SCHOOL DISTRICT    ,000, ,01,02,05,18,9,4,,,6,,18,9,4,,,6,,, ,EC-12,
17-18,04,Beltrami                                     ,0036,01,KELLIHER PUBLIC SCHOOL DISTRICT    ,000, ,01,02,06,24,12,7,,,4,,24,12,7,,,4,,, ,EC-12,
17-18,04,Beltrami                                     ,0036,01,KELLIHER PUBLIC SCHOOL DISTRICT    ,000, ,01,02,07,25,13,4,,,9,,25,13,4,,,9,,, ,EC-12,
17-18,04,Beltrami                                     ,0036,01,KELLIHER PUBLIC SCHOOL DISTRICT    ,000, ,01,02,08,23,12,5,,,3,,23,12,5,,,3,,, ,EC-12,
17-18,04,Beltrami                                     ,0036,01,KELLIHER PUBLIC SCHOOL DISTRICT    ,000, ,01,02,09,13,8,2,,,1,,13,8,2,,,1,,, ,EC-12,
17-18,04,Beltrami                                     ,0036,01,KELLIHER PUBLIC SCHOOL DISTRICT    ,000, ,01,02,10,19,5,6,,,,,19,5,6,,,,,, ,EC-12,
17-18,04,Beltrami                                     ,0036,01,KELLIHER PUBLIC SCHOOL DISTRICT    ,000, ,01,02,11,16,10,6,,,6,,16,10,6,,,6,,, ,EC-12,
17-18,04,Beltrami                                     ,0036,01,KELLIHER PUBLIC SCHOOL DISTRICT    ,000, ,01,02,12,16,7,4,,,2,,16,7,4,,,2,,, ,EC-12,
17-18,04,Beltrami                                     ,0036,01,KELLIHER PUBLIC SCHOOL DISTRICT    ,000, ,01,02,All Grades,264,145,55,,,54,,281,154,57,,,61,,, ,EC-12,
17-18,04,Beltrami                                     ,0038,01,RED LAKE PUBLIC SCHOOL DISTRICT    ,000, ,01,02,EC,,,,,,,,37,31,1,,,37,,, ,EC-12,
17-18,04,Beltrami                                     ,0038,01,RED LAKE PUBLIC SCHOOL DISTRICT    ,000, ,01,02,PK,,,,,,,,12,11,,,,,,, ,EC-12,
17-18,04,Beltrami                                     ,0038,01,RED LAKE PUBLIC SCHOOL DISTRICT    ,000, ,01,02,KG,161,137,8,,,40,1,161,137,8,,,40,1,, ,EC-12,
17-18,04,Beltrami                                     ,0038,01,RED LAKE PUBLIC SCHOOL DISTRICT    ,000, ,01,02,01,152,135,1,1,,39,20,152,135,1,1,,39,20,, ,EC-12,
17-18,04,Beltrami                                     ,0038,01,RED LAKE PUBLIC SCHOOL DISTRICT    ,000, ,01,02,02,140,112,4,,,28,30,140,112,4,,,28,30,, ,EC-12,
17-18,04,Beltrami                                     ,0038,01,RED LAKE PUBLIC SCHOOL DISTRICT    ,000, ,01,02,03,162,131,5,,,28,25,162,131,5,,,28,25,, ,EC-12,
17-18,04,Beltrami                                     ,0038,01,RED LAKE PUBLIC SCHOOL DISTRICT    ,000, ,01,02,04,132,103,3,1,,26,24,132,103,3,1,,26,24,, ,EC-12,
17-18,04,Beltrami                                     ,0038,01,RED LAKE PUBLIC SCHOOL DISTRICT    ,000, ,01,02,05,132,102,3,,,26,17,132,102,3,,,26,17,, ,EC-12,
17-18,04,Beltrami                                     ,0038,01,RED LAKE PUBLIC SCHOOL DISTRICT    ,000, ,01,02,06,104,84,3,,,12,14,104,84,3,,,12,14,, ,EC-12,
17-18,04,Beltrami                                     ,0038,01,RED LAKE PUBLIC SCHOOL DISTRICT    ,000, ,01,02,07,111,92,2,,,28,7,111,92,2,,,28,7,, ,EC-12,
17-18,04,Beltrami                                     ,0038,01,RED LAKE PUBLIC SCHOOL DISTRICT    ,000, ,01,02,08,88,68,3,,,12,13,88,68,3,,,12,13,, ,EC-12,
17-18,04,Beltrami                                     ,0038,01,RED LAKE PUBLIC SCHOOL DISTRICT    ,000, ,01,02,09,106,78,4,,,12,8,106,78,4,,,12,8,, ,EC-12,
17-18,04,Beltrami                                     ,0038,01,RED LAKE PUBLIC SCHOOL DISTRICT    ,000, ,01,02,10,74,53,3,,,10,4,74,53,3,,,10,4,, ,EC-12,
17-18,04,Beltrami                                     ,0038,01,RED LAKE PUBLIC SCHOOL DISTRICT    ,000, ,01,02,11,68,44,3,,,11,6,68,44,3,,,11,6,, ,EC-12,
17-18,04,Beltrami                                     ,0038,01,RED LAKE PUBLIC SCHOOL DISTRICT    ,000, ,01,02,12,104,64,2,,,18,1,104,64,2,,,18,1,, ,EC-12,
17-18,04,Beltrami                                     ,0038,01,RED LAKE PUBLIC SCHOOL DISTRICT    ,000, ,01,02,All Grades,1534,1203,44,2,,290,170,1583,1245,45,2,,327,170,, ,EC-12,
