DataYear,DistrictCouNum,DistrictCountyName,districtNumber,districtType,DistrictName,schoolNumber,SchoolName,ECSUNumber,EconomicDevelopmentRegion,Grade,K12Enr,FreeK12,RedK12,LEPIdentifiedK12,LEPServedK12,SPEK12,HMLK12,EC12Enr,FreeEC12,RedEC12,LEPIdentifiedEC12,LEPServedEC12,SPEEC12,HMLEC12,SchoolLocationCountyNumber,SchoolLocationCountyName,MinMaxGrade,SchoolClassification
17-18,70,Scott                                        ,0716,01,BELLE PLAINE PUBLIC SCHOOL DISTRICT,000, ,11,11,07,122,19,7,1,1,12,1,122,19,7,1,1,12,1,, ,EC-12,
17-18,70,Scott                                        ,0716,01,BELLE PLAINE PUBLIC SCHOOL DISTRICT,000, ,11,11,08,127,16,9,,,17,,127,16,9,,,17,,, ,EC-12,
17-18,70,Scott                                        ,0716,01,BELLE PLAINE PUBLIC SCHOOL DISTRICT,000, ,11,11,09,132,13,9,2,2,17,,132,13,9,2,2,17,,, ,EC-12,
17-18,70,Scott                                        ,0716,01,BELLE PLAINE PUBLIC SCHOOL DISTRICT,000, ,11,11,10,107,15,6,,,17,,107,15,6,,,17,,, ,EC-12,
17-18,70,Scott                                        ,0716,01,BELLE PLAINE PUBLIC SCHOOL DISTRICT,000, ,11,11,11,117,13,3,2,2,9,,117,13,3,2,2,9,,, ,EC-12,
17-18,70,Scott                                        ,0716,01,BELLE PLAINE PUBLIC SCHOOL DISTRICT,000, ,11,11,12,120,11,5,,,19,,120,11,5,,,19,,, ,EC-12,
17-18,70,Scott                                        ,0716,01,BELLE PLAINE PUBLIC SCHOOL DISTRICT,000, ,11,11,All Grades,1618,217,113,22,21,219,1,1654,223,117,22,21,255,1,, ,EC-12,
17-18,70,Scott                                        ,0717,01,JORDAN PUBLIC SCHOOL DISTRICT      ,000, ,11,11,EC,,,,,,,,37,11,1,,,37,,, ,EC-12,
17-18,70,Scott                                        ,0717,01,JORDAN PUBLIC SCHOOL DISTRICT      ,000, ,11,11,KG,121,27,7,10,10,18,,121,27,7,10,10,18,,, ,EC-12,
17-18,70,Scott                                        ,0717,01,JORDAN PUBLIC SCHOOL DISTRICT      ,000, ,11,11,01,101,14,7,4,4,12,,101,14,7,4,4,12,,, ,EC-12,
17-18,70,Scott                                        ,0717,01,JORDAN PUBLIC SCHOOL DISTRICT      ,000, ,11,11,02,119,21,10,8,8,25,,119,21,10,8,8,25,,, ,EC-12,
17-18,70,Scott                                        ,0717,01,JORDAN PUBLIC SCHOOL DISTRICT      ,000, ,11,11,03,147,29,10,12,12,25,,147,29,10,12,12,25,,, ,EC-12,
17-18,70,Scott                                        ,0717,01,JORDAN PUBLIC SCHOOL DISTRICT      ,000, ,11,11,04,147,25,10,10,10,17,,147,25,10,10,10,17,,, ,EC-12,
17-18,70,Scott                                        ,0717,01,JORDAN PUBLIC SCHOOL DISTRICT      ,000, ,11,11,05,130,15,12,6,6,16,1,130,15,12,6,6,16,1,, ,EC-12,
17-18,70,Scott                                        ,0717,01,JORDAN PUBLIC SCHOOL DISTRICT      ,000, ,11,11,06,169,24,14,6,6,21,,169,24,14,6,6,21,,, ,EC-12,
17-18,70,Scott                                        ,0717,01,JORDAN PUBLIC SCHOOL DISTRICT      ,000, ,11,11,07,156,27,6,8,8,22,1,156,27,6,8,8,22,1,, ,EC-12,
17-18,70,Scott                                        ,0717,01,JORDAN PUBLIC SCHOOL DISTRICT      ,000, ,11,11,08,150,20,10,2,2,22,1,150,20,10,2,2,22,1,, ,EC-12,
17-18,70,Scott                                        ,0717,01,JORDAN PUBLIC SCHOOL DISTRICT      ,000, ,11,11,09,154,15,9,2,2,21,,154,15,9,2,2,21,,, ,EC-12,
17-18,70,Scott                                        ,0717,01,JORDAN PUBLIC SCHOOL DISTRICT      ,000, ,11,11,10,139,16,9,,,17,2,139,16,9,,,17,2,, ,EC-12,
17-18,70,Scott                                        ,0717,01,JORDAN PUBLIC SCHOOL DISTRICT      ,000, ,11,11,11,162,17,9,1,1,25,,162,17,9,1,1,25,,, ,EC-12,
17-18,70,Scott                                        ,0717,01,JORDAN PUBLIC SCHOOL DISTRICT      ,000, ,11,11,12,107,11,9,,,11,1,107,11,9,,,11,1,, ,EC-12,
17-18,70,Scott                                        ,0717,01,JORDAN PUBLIC SCHOOL DISTRICT      ,000, ,11,11,All Grades,1802,261,122,69,69,252,6,1839,272,123,69,69,289,6,, ,EC-12,
17-18,70,Scott                                        ,0719,01,PRIOR LAKE-SAVAGE AREA SCHOOLS     ,000, ,11,11,EC,,,,,,,,143,16,2,,,143,,, ,EC-12,
17-18,70,Scott                                        ,0719,01,PRIOR LAKE-SAVAGE AREA SCHOOLS     ,000, ,11,11,KG,611,52,13,25,25,47,,611,52,13,25,25,47,,, ,EC-12,
17-18,70,Scott                                        ,0719,01,PRIOR LAKE-SAVAGE AREA SCHOOLS     ,000, ,11,11,01,625,60,12,22,21,53,1,625,60,12,22,21,53,1,, ,EC-12,
17-18,70,Scott                                        ,0719,01,PRIOR LAKE-SAVAGE AREA SCHOOLS     ,000, ,11,11,02,625,47,32,24,23,56,1,625,47,32,24,23,56,1,, ,EC-12,
17-18,70,Scott                                        ,0719,01,PRIOR LAKE-SAVAGE AREA SCHOOLS     ,000, ,11,11,03,637,64,37,29,28,75,1,637,64,37,29,28,75,1,, ,EC-12,
17-18,70,Scott                                        ,0719,01,PRIOR LAKE-SAVAGE AREA SCHOOLS     ,000, ,11,11,04,625,61,30,27,24,76,,625,61,30,27,24,76,,, ,EC-12,
17-18,70,Scott                                        ,0719,01,PRIOR LAKE-SAVAGE AREA SCHOOLS     ,000, ,11,11,05,672,51,31,19,18,83,1,672,51,31,19,18,83,1,, ,EC-12,
17-18,70,Scott                                        ,0719,01,PRIOR LAKE-SAVAGE AREA SCHOOLS     ,000, ,11,11,06,660,54,18,16,1,56,2,660,54,18,16,1,56,2,, ,EC-12,
17-18,70,Scott                                        ,0719,01,PRIOR LAKE-SAVAGE AREA SCHOOLS     ,000, ,11,11,07,649,49,26,10,1,64,,649,49,26,10,1,64,,, ,EC-12,
17-18,70,Scott                                        ,0719,01,PRIOR LAKE-SAVAGE AREA SCHOOLS     ,000, ,11,11,08,670,49,32,10,4,81,,670,49,32,10,4,81,,, ,EC-12,
17-18,70,Scott                                        ,0719,01,PRIOR LAKE-SAVAGE AREA SCHOOLS     ,000, ,11,11,09,761,58,31,8,8,89,,761,58,31,8,8,89,,, ,EC-12,
17-18,70,Scott                                        ,0719,01,PRIOR LAKE-SAVAGE AREA SCHOOLS     ,000, ,11,11,10,649,44,26,13,13,80,,649,44,26,13,13,80,,, ,EC-12,
17-18,70,Scott                                        ,0719,01,PRIOR LAKE-SAVAGE AREA SCHOOLS     ,000, ,11,11,11,682,39,29,12,12,75,,682,39,29,12,12,75,,, ,EC-12,
17-18,70,Scott                                        ,0719,01,PRIOR LAKE-SAVAGE AREA SCHOOLS     ,000, ,11,11,12,701,44,23,8,6,62,5,701,44,23,8,6,62,5,, ,EC-12,
17-18,70,Scott                                        ,0719,01,PRIOR LAKE-SAVAGE AREA SCHOOLS     ,000, ,11,11,All Grades,8567,672,340,223,184,897,11,8710,688,342,223,184,1040,11,, ,EC-12,
17-18,70,Scott                                        ,0720,01,SHAKOPEE PUBLIC SCHOOL DISTRICT    ,000, ,11,11,EC,,,,,,,,154,36,7,,,154,,, ,EC-12,
17-18,70,Scott                                        ,0720,01,SHAKOPEE PUBLIC SCHOOL DISTRICT    ,000, ,11,11,KG,606,143,54,120,113,73,,606,143,54,120,113,73,,, ,EC-12,
17-18,70,Scott                                        ,0720,01,SHAKOPEE PUBLIC SCHOOL DISTRICT    ,000, ,11,11,01,563,156,56,124,117,73,1,563,156,56,124,117,73,1,, ,EC-12,
17-18,70,Scott                                        ,0720,01,SHAKOPEE PUBLIC SCHOOL DISTRICT    ,000, ,11,11,02,597,158,72,131,125,76,3,597,158,72,131,125,76,3,, ,EC-12,
17-18,70,Scott                                        ,0720,01,SHAKOPEE PUBLIC SCHOOL DISTRICT    ,000, ,11,11,03,581,152,69,97,92,78,4,581,152,69,97,92,78,4,, ,EC-12,
17-18,70,Scott                                        ,0720,01,SHAKOPEE PUBLIC SCHOOL DISTRICT    ,000, ,11,11,04,627,164,68,87,79,107,2,627,164,68,87,79,107,2,, ,EC-12,
17-18,70,Scott                                        ,0720,01,SHAKOPEE PUBLIC SCHOOL DISTRICT    ,000, ,11,11,05,646,182,83,70,60,106,8,646,182,83,70,60,106,8,, ,EC-12,
17-18,70,Scott                                        ,0720,01,SHAKOPEE PUBLIC SCHOOL DISTRICT    ,000, ,11,11,06,642,155,74,56,54,98,3,642,155,74,56,54,98,3,, ,EC-12,
17-18,70,Scott                                        ,0720,01,SHAKOPEE PUBLIC SCHOOL DISTRICT    ,000, ,11,11,07,689,170,82,65,61,111,4,689,170,82,65,61,111,4,, ,EC-12,
17-18,70,Scott                                        ,0720,01,SHAKOPEE PUBLIC SCHOOL DISTRICT    ,000, ,11,11,08,667,127,91,42,41,88,2,667,127,91,42,41,88,2,, ,EC-12,
17-18,70,Scott                                        ,0720,01,SHAKOPEE PUBLIC SCHOOL DISTRICT    ,000, ,11,11,09,680,156,76,43,43,88,8,680,156,76,43,43,88,8,, ,EC-12,
17-18,70,Scott                                        ,0720,01,SHAKOPEE PUBLIC SCHOOL DISTRICT    ,000, ,11,11,10,657,148,68,47,45,80,2,657,148,68,47,45,80,2,, ,EC-12,
17-18,70,Scott                                        ,0720,01,SHAKOPEE PUBLIC SCHOOL DISTRICT    ,000, ,11,11,11,643,137,80,51,49,77,4,643,137,80,51,49,77,4,, ,EC-12,
17-18,70,Scott                                        ,0720,01,SHAKOPEE PUBLIC SCHOOL DISTRICT    ,000, ,11,11,12,628,121,54,25,23,87,4,628,121,54,25,23,87,4,, ,EC-12,
17-18,70,Scott                                        ,0720,01,SHAKOPEE PUBLIC SCHOOL DISTRICT    ,000, ,11,11,All Grades,8226,1969,927,958,902,1142,45,8380,2005,934,958,902,1296,45,, ,EC-12,
17-18,70,Scott                                        ,0721,01,NEW PRAGUE AREA SCHOOLS            ,000, ,11,11,EC,,,,,,,,80,12,8,,,79,,, ,EC-12,
17-18,70,Scott                                        ,0721,01,NEW PRAGUE AREA SCHOOLS            ,000, ,11,11,KG,310,22,17,1,1,42,,310,22,17,1,1,42,,, ,EC-12,
17-18,70,Scott                                        ,0721,01,NEW PRAGUE AREA SCHOOLS            ,000, ,11,11,01,296,32,9,1,1,39,1,296,32,9,1,1,39,1,, ,EC-12,
17-18,70,Scott                                        ,0721,01,NEW PRAGUE AREA SCHOOLS            ,000, ,11,11,02,314,28,16,5,5,30,,314,28,16,5,5,30,,, ,EC-12,
17-18,70,Scott                                        ,0721,01,NEW PRAGUE AREA SCHOOLS            ,000, ,11,11,03,294,23,13,4,3,38,1,294,23,13,4,3,38,1,, ,EC-12,
17-18,70,Scott                                        ,0721,01,NEW PRAGUE AREA SCHOOLS            ,000, ,11,11,04,320,36,14,3,3,35,,320,36,14,3,3,35,,, ,EC-12,
17-18,70,Scott                                        ,0721,01,NEW PRAGUE AREA SCHOOLS            ,000, ,11,11,05,313,33,20,3,3,36,,313,33,20,3,3,36,,, ,EC-12,
17-18,70,Scott                                        ,0721,01,NEW PRAGUE AREA SCHOOLS            ,000, ,11,11,06,331,30,19,,,37,,331,30,19,,,37,,, ,EC-12,
17-18,70,Scott                                        ,0721,01,NEW PRAGUE AREA SCHOOLS            ,000, ,11,11,07,310,25,28,1,1,34,,310,25,28,1,1,34,,, ,EC-12,
17-18,70,Scott                                        ,0721,01,NEW PRAGUE AREA SCHOOLS            ,000, ,11,11,08,319,26,17,2,1,25,,319,26,17,2,1,25,,, ,EC-12,
17-18,70,Scott                                        ,0721,01,NEW PRAGUE AREA SCHOOLS            ,000, ,11,11,09,331,25,23,1,1,30,1,331,25,23,1,1,30,1,, ,EC-12,
17-18,70,Scott                                        ,0721,01,NEW PRAGUE AREA SCHOOLS            ,000, ,11,11,10,339,24,12,1,1,35,2,339,24,12,1,1,35,2,, ,EC-12,
17-18,70,Scott                                        ,0721,01,NEW PRAGUE AREA SCHOOLS            ,000, ,11,11,11,339,24,13,,,43,,339,24,13,,,43,,, ,EC-12,
17-18,70,Scott                                        ,0721,01,NEW PRAGUE AREA SCHOOLS            ,000, ,11,11,12,336,27,11,,,45,1,336,27,11,,,45,1,, ,EC-12,
17-18,70,Scott                                        ,0721,01,NEW PRAGUE AREA SCHOOLS            ,000, ,11,11,All Grades,4152,355,212,22,20,469,6,4232,367,220,22,20,548,6,, ,EC-12,
17-18,71,Sherburne                                    ,0726,01,BECKER PUBLIC SCHOOL DISTRICT      ,000, ,07,07W,EC,,,,,,,,52,11,2,,,52,,, ,EC-12,
17-18,71,Sherburne                                    ,0726,01,BECKER PUBLIC SCHOOL DISTRICT      ,000, ,07,07W,KG,201,28,8,5,5,22,2,201,28,8,5,5,22,2,, ,EC-12,
17-18,71,Sherburne                                    ,0726,01,BECKER PUBLIC SCHOOL DISTRICT      ,000, ,07,07W,01,192,26,13,1,1,33,2,192,26,13,1,1,33,2,, ,EC-12,
17-18,71,Sherburne                                    ,0726,01,BECKER PUBLIC SCHOOL DISTRICT      ,000, ,07,07W,02,229,28,11,2,2,25,1,229,28,11,2,2,25,1,, ,EC-12,
17-18,71,Sherburne                                    ,0726,01,BECKER PUBLIC SCHOOL DISTRICT      ,000, ,07,07W,03,223,30,12,4,4,26,,223,30,12,4,4,26,,, ,EC-12,
17-18,71,Sherburne                                    ,0726,01,BECKER PUBLIC SCHOOL DISTRICT      ,000, ,07,07W,04,198,35,10,4,1,27,1,198,35,10,4,1,27,1,, ,EC-12,
17-18,71,Sherburne                                    ,0726,01,BECKER PUBLIC SCHOOL DISTRICT      ,000, ,07,07W,05,236,26,19,2,1,27,1,236,26,19,2,1,27,1,, ,EC-12,
17-18,71,Sherburne                                    ,0726,01,BECKER PUBLIC SCHOOL DISTRICT      ,000, ,07,07W,06,230,19,19,2,1,25,,230,19,19,2,1,25,,, ,EC-12,
17-18,71,Sherburne                                    ,0726,01,BECKER PUBLIC SCHOOL DISTRICT      ,000, ,07,07W,07,220,29,16,3,3,31,,220,29,16,3,3,31,,, ,EC-12,
17-18,71,Sherburne                                    ,0726,01,BECKER PUBLIC SCHOOL DISTRICT      ,000, ,07,07W,08,212,33,15,3,,27,1,212,33,15,3,,27,1,, ,EC-12,
17-18,71,Sherburne                                    ,0726,01,BECKER PUBLIC SCHOOL DISTRICT      ,000, ,07,07W,09,246,18,17,1,1,30,1,246,18,17,1,1,30,1,, ,EC-12,
17-18,71,Sherburne                                    ,0726,01,BECKER PUBLIC SCHOOL DISTRICT      ,000, ,07,07W,10,223,24,19,3,2,29,1,223,24,19,3,2,29,1,, ,EC-12,
17-18,71,Sherburne                                    ,0726,01,BECKER PUBLIC SCHOOL DISTRICT      ,000, ,07,07W,11,225,11,20,2,2,25,,225,11,20,2,2,25,,, ,EC-12,
17-18,71,Sherburne                                    ,0726,01,BECKER PUBLIC SCHOOL DISTRICT      ,000, ,07,07W,12,215,17,10,,,34,1,215,17,10,,,34,1,, ,EC-12,
17-18,71,Sherburne                                    ,0726,01,BECKER PUBLIC SCHOOL DISTRICT      ,000, ,07,07W,All Grades,2850,324,189,32,23,361,11,2902,335,191,32,23,413,11,, ,EC-12,
17-18,71,Sherburne                                    ,0727,01,BIG LAKE PUBLIC SCHOOL DISTRICT    ,000, ,07,07W,EC,,,,,,,,50,9,3,,,50,,, ,EC-12,
17-18,71,Sherburne                                    ,0727,01,BIG LAKE PUBLIC SCHOOL DISTRICT    ,000, ,07,07W,KG,224,38,17,6,2,30,,224,38,17,6,2,30,,, ,EC-12,
17-18,71,Sherburne                                    ,0727,01,BIG LAKE PUBLIC SCHOOL DISTRICT    ,000, ,07,07W,01,205,41,13,3,2,25,,205,41,13,3,2,25,,, ,EC-12,
17-18,71,Sherburne                                    ,0727,01,BIG LAKE PUBLIC SCHOOL DISTRICT    ,000, ,07,07W,02,224,40,22,9,8,19,1,224,40,22,9,8,19,1,, ,EC-12,
17-18,71,Sherburne                                    ,0727,01,BIG LAKE PUBLIC SCHOOL DISTRICT    ,000, ,07,07W,03,225,42,16,3,3,31,1,225,42,16,3,3,31,1,, ,EC-12,
17-18,71,Sherburne                                    ,0727,01,BIG LAKE PUBLIC SCHOOL DISTRICT    ,000, ,07,07W,04,250,48,14,5,5,47,1,250,48,14,5,5,47,1,, ,EC-12,
17-18,71,Sherburne                                    ,0727,01,BIG LAKE PUBLIC SCHOOL DISTRICT    ,000, ,07,07W,05,278,54,24,7,7,34,,278,54,24,7,7,34,,, ,EC-12,
17-18,71,Sherburne                                    ,0727,01,BIG LAKE PUBLIC SCHOOL DISTRICT    ,000, ,07,07W,06,235,32,24,5,5,30,1,235,32,24,5,5,30,1,, ,EC-12,
17-18,71,Sherburne                                    ,0727,01,BIG LAKE PUBLIC SCHOOL DISTRICT    ,000, ,07,07W,07,260,37,21,3,3,37,,260,37,21,3,3,37,,, ,EC-12,
17-18,71,Sherburne                                    ,0727,01,BIG LAKE PUBLIC SCHOOL DISTRICT    ,000, ,07,07W,08,239,34,24,6,5,38,1,239,34,24,6,5,38,1,, ,EC-12,
17-18,71,Sherburne                                    ,0727,01,BIG LAKE PUBLIC SCHOOL DISTRICT    ,000, ,07,07W,09,248,40,26,3,3,26,,248,40,26,3,3,26,,, ,EC-12,
17-18,71,Sherburne                                    ,0727,01,BIG LAKE PUBLIC SCHOOL DISTRICT    ,000, ,07,07W,10,217,31,15,3,2,32,,217,31,15,3,2,32,,, ,EC-12,
17-18,71,Sherburne                                    ,0727,01,BIG LAKE PUBLIC SCHOOL DISTRICT    ,000, ,07,07W,11,193,24,10,1,1,27,,193,24,10,1,1,27,,, ,EC-12,
17-18,71,Sherburne                                    ,0727,01,BIG LAKE PUBLIC SCHOOL DISTRICT    ,000, ,07,07W,12,243,28,17,,,38,2,243,28,17,,,38,2,, ,EC-12,
17-18,71,Sherburne                                    ,0727,01,BIG LAKE PUBLIC SCHOOL DISTRICT    ,000, ,07,07W,All Grades,3041,489,243,54,46,414,7,3091,498,246,54,46,464,7,, ,EC-12,
17-18,71,Sherburne                                    ,0728,01,ELK RIVER PUBLIC SCHOOL DISTRICT   ,000, ,07,07W,EC,,,,,,,,303,33,4,,,303,,, ,EC-12,
17-18,71,Sherburne                                    ,0728,01,ELK RIVER PUBLIC SCHOOL DISTRICT   ,000, ,07,07W,KG,987,151,39,33,30,129,3,987,151,39,33,30,129,3,, ,EC-12,
17-18,71,Sherburne                                    ,0728,01,ELK RIVER PUBLIC SCHOOL DISTRICT   ,000, ,07,07W,01,948,112,40,29,28,127,3,948,112,40,29,28,127,3,, ,EC-12,
17-18,71,Sherburne                                    ,0728,01,ELK RIVER PUBLIC SCHOOL DISTRICT   ,000, ,07,07W,02,917,129,40,32,29,106,3,917,129,40,32,29,106,3,, ,EC-12,
17-18,71,Sherburne                                    ,0728,01,ELK RIVER PUBLIC SCHOOL DISTRICT   ,000, ,07,07W,03,974,129,63,31,27,134,2,974,129,63,31,27,134,2,, ,EC-12,
17-18,71,Sherburne                                    ,0728,01,ELK RIVER PUBLIC SCHOOL DISTRICT   ,000, ,07,07W,04,1091,120,58,40,33,173,2,1091,120,58,40,33,173,2,, ,EC-12,
17-18,71,Sherburne                                    ,0728,01,ELK RIVER PUBLIC SCHOOL DISTRICT   ,000, ,07,07W,05,1039,162,51,21,17,173,5,1039,162,51,21,17,173,5,, ,EC-12,
17-18,71,Sherburne                                    ,0728,01,ELK RIVER PUBLIC SCHOOL DISTRICT   ,000, ,07,07W,06,1044,120,60,15,3,143,1,1044,120,60,15,3,143,1,, ,EC-12,
17-18,71,Sherburne                                    ,0728,01,ELK RIVER PUBLIC SCHOOL DISTRICT   ,000, ,07,07W,07,1024,119,57,19,18,131,3,1024,119,57,19,18,131,3,, ,EC-12,
17-18,71,Sherburne                                    ,0728,01,ELK RIVER PUBLIC SCHOOL DISTRICT   ,000, ,07,07W,08,1077,135,64,15,13,154,3,1077,135,64,15,13,154,3,, ,EC-12,
17-18,71,Sherburne                                    ,0728,01,ELK RIVER PUBLIC SCHOOL DISTRICT   ,000, ,07,07W,09,1019,110,53,13,1,131,2,1019,110,53,13,1,131,2,, ,EC-12,
17-18,71,Sherburne                                    ,0728,01,ELK RIVER PUBLIC SCHOOL DISTRICT   ,000, ,07,07W,10,1005,113,54,14,14,117,1,1005,113,54,14,14,117,1,, ,EC-12,
17-18,71,Sherburne                                    ,0728,01,ELK RIVER PUBLIC SCHOOL DISTRICT   ,000, ,07,07W,11,980,92,43,11,10,128,1,980,92,43,11,10,128,1,, ,EC-12,
17-18,71,Sherburne                                    ,0728,01,ELK RIVER PUBLIC SCHOOL DISTRICT   ,000, ,07,07W,12,1053,83,51,13,12,148,5,1053,83,51,13,12,148,5,, ,EC-12,
17-18,71,Sherburne                                    ,0728,01,ELK RIVER PUBLIC SCHOOL DISTRICT   ,000, ,07,07W,All Grades,13158,1575,673,286,235,1794,34,13461,1608,677,286,235,2097,34,, ,EC-12,
17-18,73,Stearns                                      ,0738,01,HOLDINGFORD PUBLIC SCHOOL DISTRICT ,000, ,07,07W,EC,,,,,,,,12,3,,,,12,,, ,EC-12,
17-18,73,Stearns                                      ,0738,01,HOLDINGFORD PUBLIC SCHOOL DISTRICT ,000, ,07,07W,KG,75,13,10,,,12,,75,13,10,,,12,,, ,EC-12,
17-18,73,Stearns                                      ,0738,01,HOLDINGFORD PUBLIC SCHOOL DISTRICT ,000, ,07,07W,01,83,13,7,,,13,,83,13,7,,,13,,, ,EC-12,
17-18,73,Stearns                                      ,0738,01,HOLDINGFORD PUBLIC SCHOOL DISTRICT ,000, ,07,07W,02,78,13,9,,,12,,78,13,9,,,12,,, ,EC-12,
17-18,73,Stearns                                      ,0738,01,HOLDINGFORD PUBLIC SCHOOL DISTRICT ,000, ,07,07W,03,69,14,5,,,9,,69,14,5,,,9,,, ,EC-12,
17-18,73,Stearns                                      ,0738,01,HOLDINGFORD PUBLIC SCHOOL DISTRICT ,000, ,07,07W,04,99,16,10,1,,11,,99,16,10,1,,11,,, ,EC-12,
17-18,73,Stearns                                      ,0738,01,HOLDINGFORD PUBLIC SCHOOL DISTRICT ,000, ,07,07W,05,87,19,7,,,9,,87,19,7,,,9,,, ,EC-12,
17-18,73,Stearns                                      ,0738,01,HOLDINGFORD PUBLIC SCHOOL DISTRICT ,000, ,07,07W,06,78,8,13,1,,13,1,78,8,13,1,,13,1,, ,EC-12,
17-18,73,Stearns                                      ,0738,01,HOLDINGFORD PUBLIC SCHOOL DISTRICT ,000, ,07,07W,07,70,14,10,,,11,,70,14,10,,,11,,, ,EC-12,
17-18,73,Stearns                                      ,0738,01,HOLDINGFORD PUBLIC SCHOOL DISTRICT ,000, ,07,07W,08,73,13,7,1,,7,,73,13,7,1,,7,,, ,EC-12,
17-18,73,Stearns                                      ,0738,01,HOLDINGFORD PUBLIC SCHOOL DISTRICT ,000, ,07,07W,09,101,7,10,,,12,1,101,7,10,,,12,1,, ,EC-12,
17-18,73,Stearns                                      ,0738,01,HOLDINGFORD PUBLIC SCHOOL DISTRICT ,000, ,07,07W,10,79,12,9,,,8,,79,12,9,,,8,,, ,EC-12,
17-18,73,Stearns                                      ,0738,01,HOLDINGFORD PUBLIC SCHOOL DISTRICT ,000, ,07,07W,11,81,9,11,,,6,,81,9,11,,,6,,, ,EC-12,
17-18,73,Stearns                                      ,0738,01,HOLDINGFORD PUBLIC SCHOOL DISTRICT ,000, ,07,07W,12,100,8,7,,,16,,100,8,7,,,16,,, ,EC-12,
17-18,73,Stearns                                      ,0738,01,HOLDINGFORD PUBLIC SCHOOL DISTRICT ,000, ,07,07W,All Grades,1073,159,115,3,,139,2,1085,162,115,3,,151,2,, ,EC-12,
17-18,73,Stearns                                      ,0739,01,KIMBALL PUBLIC SCHOOL DISTRICT     ,000, ,07,07W,EC,,,,,,,,7,2,,,,7,,, ,EC-12,
17-18,73,Stearns                                      ,0739,01,KIMBALL PUBLIC SCHOOL DISTRICT     ,000, ,07,07W,KG,41,9,8,,,3,,41,9,8,,,3,,, ,EC-12,
17-18,73,Stearns                                      ,0739,01,KIMBALL PUBLIC SCHOOL DISTRICT     ,000, ,07,07W,01,59,4,10,,,5,,59,4,10,,,5,,, ,EC-12,
17-18,73,Stearns                                      ,0739,01,KIMBALL PUBLIC SCHOOL DISTRICT     ,000, ,07,07W,02,53,10,7,,,8,,53,10,7,,,8,,, ,EC-12,
17-18,73,Stearns                                      ,0739,01,KIMBALL PUBLIC SCHOOL DISTRICT     ,000, ,07,07W,03,55,7,7,,,6,,55,7,7,,,6,,, ,EC-12,
17-18,73,Stearns                                      ,0739,01,KIMBALL PUBLIC SCHOOL DISTRICT     ,000, ,07,07W,04,59,7,9,,,8,,59,7,9,,,8,,, ,EC-12,
17-18,73,Stearns                                      ,0739,01,KIMBALL PUBLIC SCHOOL DISTRICT     ,000, ,07,07W,05,55,9,9,,,5,,55,9,9,,,5,,, ,EC-12,
17-18,73,Stearns                                      ,0739,01,KIMBALL PUBLIC SCHOOL DISTRICT     ,000, ,07,07W,06,58,8,9,,,11,,58,8,9,,,11,,, ,EC-12,
17-18,73,Stearns                                      ,0739,01,KIMBALL PUBLIC SCHOOL DISTRICT     ,000, ,07,07W,07,68,9,8,,,8,,68,9,8,,,8,,, ,EC-12,
17-18,73,Stearns                                      ,0739,01,KIMBALL PUBLIC SCHOOL DISTRICT     ,000, ,07,07W,08,67,10,5,,,9,,67,10,5,,,9,,, ,EC-12,
17-18,73,Stearns                                      ,0739,01,KIMBALL PUBLIC SCHOOL DISTRICT     ,000, ,07,07W,09,47,5,3,,,6,,47,5,3,,,6,,, ,EC-12,
17-18,73,Stearns                                      ,0739,01,KIMBALL PUBLIC SCHOOL DISTRICT     ,000, ,07,07W,10,52,8,1,,,9,,52,8,1,,,9,,, ,EC-12,
17-18,73,Stearns                                      ,0739,01,KIMBALL PUBLIC SCHOOL DISTRICT     ,000, ,07,07W,11,65,5,4,,,11,,65,5,4,,,11,,, ,EC-12,
17-18,73,Stearns                                      ,0739,01,KIMBALL PUBLIC SCHOOL DISTRICT     ,000, ,07,07W,12,62,12,5,,,11,,62,12,5,,,11,,, ,EC-12,
17-18,73,Stearns                                      ,0739,01,KIMBALL PUBLIC SCHOOL DISTRICT     ,000, ,07,07W,All Grades,741,103,85,,,100,,748,105,85,,,107,,, ,EC-12,
17-18,73,Stearns                                      ,0740,01,MELROSE PUBLIC SCHOOL DISTRICT     ,000, ,07,07W,EC,,,,,,,,12,1,1,,,12,,, ,EC-12,
17-18,73,Stearns                                      ,0740,01,MELROSE PUBLIC SCHOOL DISTRICT     ,000, ,07,07W,KG,66,20,16,25,25,12,,66,20,16,25,25,12,,, ,EC-12,
17-18,73,Stearns                                      ,0740,01,MELROSE PUBLIC SCHOOL DISTRICT     ,000, ,07,07W,01,71,30,8,25,25,6,,71,30,8,25,25,6,,, ,EC-12,
17-18,73,Stearns                                      ,0740,01,MELROSE PUBLIC SCHOOL DISTRICT     ,000, ,07,07W,02,62,20,8,20,20,9,,62,20,8,20,20,9,,, ,EC-12,
17-18,73,Stearns                                      ,0740,01,MELROSE PUBLIC SCHOOL DISTRICT     ,000, ,07,07W,03,99,38,13,30,30,15,,99,38,13,30,30,15,,, ,EC-12,
17-18,73,Stearns                                      ,0740,01,MELROSE PUBLIC SCHOOL DISTRICT     ,000, ,07,07W,04,81,33,8,23,23,17,,81,33,8,23,23,17,,, ,EC-12,
17-18,73,Stearns                                      ,0740,01,MELROSE PUBLIC SCHOOL DISTRICT     ,000, ,07,07W,05,87,32,16,6,6,17,,87,32,16,6,6,17,,, ,EC-12,
