DataYear,DistrictCountyNumber,DistrictCountyName,districtNumber,districtType,DistrictName,schoolNumber,SchoolName,ECSUNumber,EconomicDevelopmentRegion,Grade,AMI_Male,AMI_Female,API_Male,API_Female,HIS_Male,HIS_Female,BLK_Male,BLK_Female,WHT_Male,WHT_Female,Total_Male,Total_Female,TotalMinority,TotalStudents,Entity,MinMaxGrade,SchoolLocationCountyNumber,SchoolLocationCountyName,SchoolClassification
09-10,62,Ramsey,4035,07,CONCORDIA CREATIVE LEARNING ACADEMY,000,,11,11,05,0,0,2,0,3,3,6,6,3,6,14,15,20,29,District,KG-08,,,
09-10,62,Ramsey,4035,07,CONCORDIA CREATIVE LEARNING ACADEMY,000,,11,11,06,0,0,5,0,2,2,4,4,5,4,16,10,17,26,District,KG-08,,,
09-10,62,Ramsey,4035,07,CONCORDIA CREATIVE LEARNING ACADEMY,000,,11,11,07,0,0,0,1,0,1,4,1,6,5,10,8,7,18,District,KG-08,,,
09-10,62,Ramsey,4035,07,CONCORDIA CREATIVE LEARNING ACADEMY,000,,11,11,08,1,0,0,0,2,1,8,3,2,0,13,4,15,17,District,KG-08,,,
09-10,62,Ramsey,4035,07,CONCORDIA CREATIVE LEARNING ACADEMY,000,,11,11,All Grades,1,1,19,18,19,14,65,52,39,43,143,128,189,271,District,KG-08,,,
09-10,62,Ramsey,4036,07,FACE TO FACE ACADEMY,000,,11,11,09,0,1,0,0,1,0,0,1,0,0,1,2,3,3,District,09-12,,,
09-10,62,Ramsey,4036,07,FACE TO FACE ACADEMY,000,,11,11,10,0,0,0,1,2,1,3,1,1,3,6,6,8,12,District,09-12,,,
09-10,62,Ramsey,4036,07,FACE TO FACE ACADEMY,000,,11,11,11,1,1,2,2,3,1,3,3,5,5,14,12,16,26,District,09-12,,,
09-10,62,Ramsey,4036,07,FACE TO FACE ACADEMY,000,,11,11,12,0,0,1,2,3,1,3,2,4,12,11,17,12,28,District,09-12,,,
09-10,62,Ramsey,4036,07,FACE TO FACE ACADEMY,000,,11,11,All Grades,1,2,3,5,9,3,9,7,10,20,32,37,39,69,District,09-12,,,
09-10,27,Hennepin,4038,07,SOJOURNER TRUTH ACADEMY,000,,11,11,KG,0,0,0,0,2,11,15,17,0,1,17,29,45,46,District,KG-06,,,
09-10,27,Hennepin,4038,07,SOJOURNER TRUTH ACADEMY,000,,11,11,01,0,0,0,0,4,2,16,12,1,1,21,15,34,36,District,KG-06,,,
09-10,27,Hennepin,4038,07,SOJOURNER TRUTH ACADEMY,000,,11,11,02,0,0,0,0,9,6,10,13,0,0,19,19,38,38,District,KG-06,,,
09-10,27,Hennepin,4038,07,SOJOURNER TRUTH ACADEMY,000,,11,11,03,0,0,0,0,5,3,20,14,0,0,25,17,42,42,District,KG-06,,,
09-10,27,Hennepin,4038,07,SOJOURNER TRUTH ACADEMY,000,,11,11,04,0,0,0,0,7,6,16,18,0,0,23,24,47,47,District,KG-06,,,
09-10,27,Hennepin,4038,07,SOJOURNER TRUTH ACADEMY,000,,11,11,05,0,0,0,0,4,3,9,15,0,0,13,18,31,31,District,KG-06,,,
09-10,27,Hennepin,4038,07,SOJOURNER TRUTH ACADEMY,000,,11,11,06,0,0,0,0,3,1,6,8,0,0,9,9,18,18,District,KG-06,,,
09-10,27,Hennepin,4038,07,SOJOURNER TRUTH ACADEMY,000,,11,11,All Grades,0,0,0,0,34,32,92,97,1,2,127,131,255,258,District,KG-06,,,
09-10,62,Ramsey,4039,07,HIGH SCHOOL FOR RECORDING ARTS,000,,11,11,09,0,2,1,0,2,1,51,26,0,2,54,31,83,85,District,09-12,,,
09-10,62,Ramsey,4039,07,HIGH SCHOOL FOR RECORDING ARTS,000,,11,11,10,0,0,0,0,0,2,11,23,1,1,12,26,36,38,District,09-12,,,
09-10,62,Ramsey,4039,07,HIGH SCHOOL FOR RECORDING ARTS,000,,11,11,11,0,0,0,0,1,1,8,7,3,0,12,8,17,20,District,09-12,,,
09-10,62,Ramsey,4039,07,HIGH SCHOOL FOR RECORDING ARTS,000,,11,11,12,1,0,0,0,4,1,57,36,4,3,66,40,99,106,District,09-12,,,
09-10,62,Ramsey,4039,07,HIGH SCHOOL FOR RECORDING ARTS,000,,11,11,All Grades,1,2,1,0,7,5,127,92,8,6,144,105,235,249,District,09-12,,,
09-10,62,Ramsey,4042,07,TWIN CITIES ACADEMY,000,,11,11,06,2,0,2,4,1,1,1,1,20,21,26,27,12,53,District,06-08,,,
09-10,62,Ramsey,4042,07,TWIN CITIES ACADEMY,000,,11,11,07,1,0,0,4,2,5,2,6,22,26,27,41,20,68,District,06-08,,,
09-10,62,Ramsey,4042,07,TWIN CITIES ACADEMY,000,,11,11,08,0,1,2,2,4,2,7,4,28,28,41,37,22,78,District,06-08,,,
09-10,62,Ramsey,4042,07,TWIN CITIES ACADEMY,000,,11,11,All Grades,3,1,4,10,7,8,10,11,70,75,94,105,54,199,District,06-08,,,
09-10,82,Washington,4043,07,MATH & SCIENCE ACADEMY,000,,11,11,06,1,0,3,11,0,0,1,0,30,20,35,31,16,66,District,06-12,,,
09-10,82,Washington,4043,07,MATH & SCIENCE ACADEMY,000,,11,11,07,0,0,4,10,0,1,0,1,21,27,25,39,16,64,District,06-12,,,
09-10,82,Washington,4043,07,MATH & SCIENCE ACADEMY,000,,11,11,08,0,0,6,9,1,2,1,1,16,18,24,30,20,54,District,06-12,,,
09-10,82,Washington,4043,07,MATH & SCIENCE ACADEMY,000,,11,11,09,0,0,6,3,0,1,0,0,19,18,25,22,10,47,District,06-12,,,
09-10,82,Washington,4043,07,MATH & SCIENCE ACADEMY,000,,11,11,10,0,0,1,2,1,0,0,0,17,8,19,10,4,29,District,06-12,,,
09-10,82,Washington,4043,07,MATH & SCIENCE ACADEMY,000,,11,11,11,0,0,3,1,0,0,0,0,18,14,21,15,4,36,District,06-12,,,
09-10,82,Washington,4043,07,MATH & SCIENCE ACADEMY,000,,11,11,12,0,0,0,2,1,0,0,0,14,6,15,8,3,23,District,06-12,,,
09-10,82,Washington,4043,07,MATH & SCIENCE ACADEMY,000,,11,11,All Grades,1,0,23,38,3,4,2,2,135,111,164,155,73,319,District,06-12,,,
09-10,21,Douglas,4045,07,LAKES AREA CHARTER SCHOOL,000,,04,04,08,0,0,0,0,0,0,0,0,0,4,0,4,0,4,District,08-12,,,
09-10,21,Douglas,4045,07,LAKES AREA CHARTER SCHOOL,000,,04,04,09,0,0,0,0,0,0,0,0,4,1,4,1,0,5,District,08-12,,,
09-10,21,Douglas,4045,07,LAKES AREA CHARTER SCHOOL,000,,04,04,10,1,1,0,0,1,0,0,0,3,6,5,7,3,12,District,08-12,,,
09-10,21,Douglas,4045,07,LAKES AREA CHARTER SCHOOL,000,,04,04,11,0,0,2,0,2,0,0,0,11,9,15,9,4,24,District,08-12,,,
09-10,21,Douglas,4045,07,LAKES AREA CHARTER SCHOOL,000,,04,04,12,0,1,0,0,1,1,0,0,4,9,5,11,3,16,District,08-12,,,
09-10,21,Douglas,4045,07,LAKES AREA CHARTER SCHOOL,000,,04,04,All Grades,1,2,2,0,4,1,0,0,22,29,29,32,10,61,District,08-12,,,
09-10,69,St. Louis,4046,07,LAKE SUPERIOR HIGH SCHOOL,000,,03,03,09,0,0,0,0,0,0,0,0,3,3,3,3,0,6,District,09-12,,,
09-10,69,St. Louis,4046,07,LAKE SUPERIOR HIGH SCHOOL,000,,03,03,10,0,3,0,0,0,0,0,0,9,5,9,8,3,17,District,09-12,,,
09-10,69,St. Louis,4046,07,LAKE SUPERIOR HIGH SCHOOL,000,,03,03,11,1,2,0,0,0,0,0,0,20,8,21,10,3,31,District,09-12,,,
09-10,69,St. Louis,4046,07,LAKE SUPERIOR HIGH SCHOOL,000,,03,03,12,0,1,0,0,0,0,0,0,25,16,25,17,1,42,District,09-12,,,
09-10,69,St. Louis,4046,07,LAKE SUPERIOR HIGH SCHOOL,000,,03,03,All Grades,1,6,0,0,0,0,0,0,57,32,58,38,7,96,District,09-12,,,
09-10,73,Stearns,4048,07,GREAT RIVER EDUCATION CENTER,000,,07,07W,09,0,0,0,0,0,0,1,1,2,0,3,1,2,4,District,09-12,,,
09-10,73,Stearns,4048,07,GREAT RIVER EDUCATION CENTER,000,,07,07W,10,0,0,0,0,0,0,2,0,2,1,4,1,2,5,District,09-12,,,
09-10,73,Stearns,4048,07,GREAT RIVER EDUCATION CENTER,000,,07,07W,11,0,0,0,0,1,0,0,0,6,3,7,3,1,10,District,09-12,,,
09-10,73,Stearns,4048,07,GREAT RIVER EDUCATION CENTER,000,,07,07W,12,0,0,0,0,0,0,1,1,9,5,10,6,2,16,District,09-12,,,
09-10,73,Stearns,4048,07,GREAT RIVER EDUCATION CENTER,000,,07,07W,All Grades,0,0,0,0,1,0,4,2,19,9,24,11,7,35,District,09-12,,,
09-10,02,Anoka,4049,07,NORTHWEST PASSAGE HIGH SCHOOL,000,,11,11,09,0,0,0,0,0,0,0,1,7,7,7,8,1,15,District,09-12,,,
09-10,02,Anoka,4049,07,NORTHWEST PASSAGE HIGH SCHOOL,000,,11,11,10,0,1,0,0,1,1,0,0,9,13,10,15,3,25,District,09-12,,,
09-10,02,Anoka,4049,07,NORTHWEST PASSAGE HIGH SCHOOL,000,,11,11,11,1,2,0,0,1,0,3,4,18,24,23,30,11,53,District,09-12,,,
09-10,02,Anoka,4049,07,NORTHWEST PASSAGE HIGH SCHOOL,000,,11,11,12,3,7,0,0,0,0,1,2,53,33,57,42,13,99,District,09-12,,,
09-10,02,Anoka,4049,07,NORTHWEST PASSAGE HIGH SCHOOL,000,,11,11,All Grades,4,10,0,0,2,1,4,7,87,77,97,95,28,192,District,09-12,,,
09-10,52,Nicollet,4050,07,LAFAYETTE PUBLIC CHARTER SCHOOL,000,,09,09,KG,0,0,0,0,0,0,0,0,3,3,3,3,0,6,District,KG-08,,,
09-10,52,Nicollet,4050,07,LAFAYETTE PUBLIC CHARTER SCHOOL,000,,09,09,01,0,0,0,0,0,0,0,0,8,7,8,7,0,15,District,KG-08,,,
09-10,52,Nicollet,4050,07,LAFAYETTE PUBLIC CHARTER SCHOOL,000,,09,09,02,0,0,0,0,0,0,0,0,5,4,5,4,0,9,District,KG-08,,,
09-10,52,Nicollet,4050,07,LAFAYETTE PUBLIC CHARTER SCHOOL,000,,09,09,03,0,0,0,0,0,0,0,0,2,6,2,6,0,8,District,KG-08,,,
09-10,52,Nicollet,4050,07,LAFAYETTE PUBLIC CHARTER SCHOOL,000,,09,09,04,0,0,0,0,0,0,0,0,4,7,4,7,0,11,District,KG-08,,,
09-10,52,Nicollet,4050,07,LAFAYETTE PUBLIC CHARTER SCHOOL,000,,09,09,05,0,0,0,0,0,0,0,0,3,3,3,3,0,6,District,KG-08,,,
09-10,52,Nicollet,4050,07,LAFAYETTE PUBLIC CHARTER SCHOOL,000,,09,09,06,0,0,0,0,0,0,0,0,5,2,5,2,0,7,District,KG-08,,,
09-10,52,Nicollet,4050,07,LAFAYETTE PUBLIC CHARTER SCHOOL,000,,09,09,07,0,0,0,0,0,0,0,0,2,0,2,0,0,2,District,KG-08,,,
09-10,52,Nicollet,4050,07,LAFAYETTE PUBLIC CHARTER SCHOOL,000,,09,09,08,0,0,0,0,0,0,0,0,5,4,5,4,0,9,District,KG-08,,,
09-10,52,Nicollet,4050,07,LAFAYETTE PUBLIC CHARTER SCHOOL,000,,09,09,All Grades,0,0,0,0,0,0,0,0,37,36,37,36,0,73,District,KG-08,,,
09-10,27,Hennepin,4052,07,FOUR DIRECTIONS CHARTER SCHOOLS,000,,11,11,08,0,1,0,0,0,0,1,0,0,0,1,1,2,2,District,08-12,,,
09-10,27,Hennepin,4052,07,FOUR DIRECTIONS CHARTER SCHOOLS,000,,11,11,09,7,15,0,0,0,0,0,4,0,0,7,19,26,26,District,08-12,,,
09-10,27,Hennepin,4052,07,FOUR DIRECTIONS CHARTER SCHOOLS,000,,11,11,10,9,13,0,0,0,0,1,3,0,1,10,17,26,27,District,08-12,,,
09-10,27,Hennepin,4052,07,FOUR DIRECTIONS CHARTER SCHOOLS,000,,11,11,11,9,10,2,0,1,0,2,0,0,0,14,10,24,24,District,08-12,,,
09-10,27,Hennepin,4052,07,FOUR DIRECTIONS CHARTER SCHOOLS,000,,11,11,12,9,7,0,0,0,2,0,2,0,1,9,12,20,21,District,08-12,,,
09-10,27,Hennepin,4052,07,FOUR DIRECTIONS CHARTER SCHOOLS,000,,11,11,All Grades,34,46,2,0,1,2,4,9,0,2,41,59,98,100,District,08-12,,,
09-10,82,Washington,4053,07,NORTH LAKES ACADEMY,000,,11,11,05,0,0,0,0,0,0,0,0,15,10,15,10,0,25,District,05-12,,,
09-10,82,Washington,4053,07,NORTH LAKES ACADEMY,000,,11,11,06,0,1,0,0,1,1,0,0,19,19,20,21,3,41,District,05-12,,,
09-10,82,Washington,4053,07,NORTH LAKES ACADEMY,000,,11,11,07,0,0,0,0,0,2,3,0,32,24,35,26,5,61,District,05-12,,,
09-10,82,Washington,4053,07,NORTH LAKES ACADEMY,000,,11,11,08,0,0,0,0,0,0,0,0,17,27,17,27,0,44,District,05-12,,,
09-10,82,Washington,4053,07,NORTH LAKES ACADEMY,000,,11,11,09,0,0,1,1,4,1,1,1,23,31,29,34,9,63,District,05-12,,,
09-10,82,Washington,4053,07,NORTH LAKES ACADEMY,000,,11,11,10,0,0,0,0,0,0,0,0,8,16,8,16,0,24,District,05-12,,,
09-10,82,Washington,4053,07,NORTH LAKES ACADEMY,000,,11,11,11,0,1,0,0,0,1,0,0,8,17,8,19,2,27,District,05-12,,,
09-10,82,Washington,4053,07,NORTH LAKES ACADEMY,000,,11,11,12,0,0,0,0,0,0,0,0,0,2,0,2,0,2,District,05-12,,,
09-10,82,Washington,4053,07,NORTH LAKES ACADEMY,000,,11,11,All Grades,0,2,1,1,5,5,4,1,122,146,132,155,19,287,District,05-12,,,
09-10,28,Houston,4054,07,LACRESCENT MONTESSORI ACADEMY,000,,10,10,KG,0,0,0,0,0,0,0,0,3,4,3,4,0,7,District,KG-09,,,
09-10,28,Houston,4054,07,LACRESCENT MONTESSORI ACADEMY,000,,10,10,01,0,0,0,0,0,0,0,0,1,3,1,3,0,4,District,KG-09,,,
09-10,28,Houston,4054,07,LACRESCENT MONTESSORI ACADEMY,000,,10,10,02,0,0,0,0,0,0,0,0,1,4,1,4,0,5,District,KG-09,,,
09-10,28,Houston,4054,07,LACRESCENT MONTESSORI ACADEMY,000,,10,10,03,0,0,0,0,0,0,0,0,2,2,2,2,0,4,District,KG-09,,,
09-10,28,Houston,4054,07,LACRESCENT MONTESSORI ACADEMY,000,,10,10,04,0,0,0,0,0,0,0,0,5,2,5,2,0,7,District,KG-09,,,
09-10,28,Houston,4054,07,LACRESCENT MONTESSORI ACADEMY,000,,10,10,05,0,0,0,0,0,0,0,0,2,1,2,1,0,3,District,KG-09,,,
09-10,28,Houston,4054,07,LACRESCENT MONTESSORI ACADEMY,000,,10,10,06,0,0,0,0,0,0,0,0,1,1,1,1,0,2,District,KG-09,,,
09-10,28,Houston,4054,07,LACRESCENT MONTESSORI ACADEMY,000,,10,10,07,0,0,0,0,0,0,0,0,0,4,0,4,0,4,District,KG-09,,,
09-10,28,Houston,4054,07,LACRESCENT MONTESSORI ACADEMY,000,,10,10,08,0,0,0,0,0,0,0,0,2,0,2,0,0,2,District,KG-09,,,
09-10,28,Houston,4054,07,LACRESCENT MONTESSORI ACADEMY,000,,10,10,09,0,0,0,0,0,0,0,0,0,1,0,1,0,1,District,KG-09,,,
09-10,28,Houston,4054,07,LACRESCENT MONTESSORI ACADEMY,000,,10,10,All Grades,0,0,0,0,0,0,0,0,17,22,17,22,0,39,District,KG-09,,,
09-10,66,Rice,4055,07,NERSTRAND CHARTER SCHOOL,000,,10,10,KG,0,0,0,1,0,0,0,0,12,11,12,12,1,24,District,KG-05,,,
09-10,66,Rice,4055,07,NERSTRAND CHARTER SCHOOL,000,,10,10,01,0,0,0,0,0,0,0,0,11,13,11,13,0,24,District,KG-05,,,
09-10,66,Rice,4055,07,NERSTRAND CHARTER SCHOOL,000,,10,10,02,0,0,0,1,0,0,0,0,14,12,14,13,1,27,District,KG-05,,,
09-10,66,Rice,4055,07,NERSTRAND CHARTER SCHOOL,000,,10,10,03,0,0,0,0,1,0,0,0,11,13,12,13,1,25,District,KG-05,,,
09-10,66,Rice,4055,07,NERSTRAND CHARTER SCHOOL,000,,10,10,04,0,0,0,1,0,0,0,0,15,10,15,11,1,26,District,KG-05,,,
09-10,66,Rice,4055,07,NERSTRAND CHARTER SCHOOL,000,,10,10,05,0,0,0,0,0,0,0,0,14,13,14,13,0,27,District,KG-05,,,
09-10,66,Rice,4055,07,NERSTRAND CHARTER SCHOOL,000,,10,10,All Grades,0,0,0,3,1,0,0,0,77,72,78,75,4,153,District,KG-05,,,
09-10,55,Olmsted,4056,07,ROCHESTER OFF-CAMPUS CHARTER HIGH,000,,10,10,09,0,0,0,0,1,0,0,1,12,8,13,9,2,22,District,09-12,,,
09-10,55,Olmsted,4056,07,ROCHESTER OFF-CAMPUS CHARTER HIGH,000,,10,10,10,1,0,1,0,2,1,1,0,11,10,16,11,6,27,District,09-12,,,
09-10,55,Olmsted,4056,07,ROCHESTER OFF-CAMPUS CHARTER HIGH,000,,10,10,11,1,1,0,0,1,3,0,2,9,16,11,22,8,33,District,09-12,,,
09-10,55,Olmsted,4056,07,ROCHESTER OFF-CAMPUS CHARTER HIGH,000,,10,10,12,0,1,0,0,0,0,1,1,12,8,13,10,3,23,District,09-12,,,
09-10,55,Olmsted,4056,07,ROCHESTER OFF-CAMPUS CHARTER HIGH,000,,10,10,All Grades,2,2,1,0,4,4,2,4,44,42,53,52,19,105,District,09-12,,,
09-10,27,Hennepin,4057,07,EL COLEGIO CHARTER SCHOOL,000,,11,11,09,3,2,0,0,20,10,0,1,1,0,24,13,36,37,District,09-12,,,
09-10,27,Hennepin,4057,07,EL COLEGIO CHARTER SCHOOL,000,,11,11,10,1,1,0,0,1,5,4,0,2,0,8,6,12,14,District,09-12,,,
09-10,27,Hennepin,4057,07,EL COLEGIO CHARTER SCHOOL,000,,11,11,11,0,1,0,0,5,3,3,1,0,0,8,5,13,13,District,09-12,,,
09-10,27,Hennepin,4057,07,EL COLEGIO CHARTER SCHOOL,000,,11,11,12,0,3,0,0,6,11,1,3,2,0,9,17,24,26,District,09-12,,,
09-10,27,Hennepin,4057,07,EL COLEGIO CHARTER SCHOOL,000,,11,11,All Grades,4,7,0,0,32,29,8,5,5,0,49,41,85,90,District,09-12,,,
09-10,04,Beltrami,4058,07,SCHOOLCRAFT LEARNING COMMUNITY CHTR,000,,01,02,KG,0,0,0,0,0,1,0,0,8,9,8,10,1,18,District,KG-08,,,
09-10,04,Beltrami,4058,07,SCHOOLCRAFT LEARNING COMMUNITY CHTR,000,,01,02,01,1,1,1,0,0,1,0,0,17,14,19,16,4,35,District,KG-08,,,
09-10,04,Beltrami,4058,07,SCHOOLCRAFT LEARNING COMMUNITY CHTR,000,,01,02,02,0,1,0,0,0,0,0,0,6,10,6,11,1,17,District,KG-08,,,
09-10,04,Beltrami,4058,07,SCHOOLCRAFT LEARNING COMMUNITY CHTR,000,,01,02,03,1,0,1,0,1,1,0,0,5,10,8,11,4,19,District,KG-08,,,
09-10,04,Beltrami,4058,07,SCHOOLCRAFT LEARNING COMMUNITY CHTR,000,,01,02,04,1,0,0,0,0,0,0,0,9,8,10,8,1,18,District,KG-08,,,
09-10,04,Beltrami,4058,07,SCHOOLCRAFT LEARNING COMMUNITY CHTR,000,,01,02,05,2,1,0,0,0,1,0,0,6,8,8,10,4,18,District,KG-08,,,
09-10,04,Beltrami,4058,07,SCHOOLCRAFT LEARNING COMMUNITY CHTR,000,,01,02,06,2,0,0,0,1,0,0,0,6,10,9,10,3,19,District,KG-08,,,
09-10,04,Beltrami,4058,07,SCHOOLCRAFT LEARNING COMMUNITY CHTR,000,,01,02,07,0,2,0,0,0,0,0,0,10,5,10,7,2,17,District,KG-08,,,
09-10,04,Beltrami,4058,07,SCHOOLCRAFT LEARNING COMMUNITY CHTR,000,,01,02,08,0,0,0,0,0,2,0,2,6,7,6,11,4,17,District,KG-08,,,
09-10,04,Beltrami,4058,07,SCHOOLCRAFT LEARNING COMMUNITY CHTR,000,,01,02,All Grades,7,5,2,0,2,6,0,2,73,81,84,94,24,178,District,KG-08,,,
09-10,18,Crow Wing,4059,07,CROSSLAKE COMMUNITY CHARTER SCHOOL,000,,05,05,KG,0,0,0,0,0,0,0,0,14,10,14,10,0,24,District,KG-08,,,
09-10,18,Crow Wing,4059,07,CROSSLAKE COMMUNITY CHARTER SCHOOL,000,,05,05,01,0,0,0,0,0,0,0,0,14,4,14,4,0,18,District,KG-08,,,
09-10,18,Crow Wing,4059,07,CROSSLAKE COMMUNITY CHARTER SCHOOL,000,,05,05,02,0,0,0,0,0,0,0,0,7,9,7,9,0,16,District,KG-08,,,
09-10,18,Crow Wing,4059,07,CROSSLAKE COMMUNITY CHARTER SCHOOL,000,,05,05,03,1,0,0,0,0,0,0,0,3,5,4,5,1,9,District,KG-08,,,
09-10,18,Crow Wing,4059,07,CROSSLAKE COMMUNITY CHARTER SCHOOL,000,,05,05,04,0,0,0,0,0,0,0,0,5,9,5,9,0,14,District,KG-08,,,
09-10,18,Crow Wing,4059,07,CROSSLAKE COMMUNITY CHARTER SCHOOL,000,,05,05,05,0,0,0,0,0,0,0,0,8,5,8,5,0,13,District,KG-08,,,
09-10,18,Crow Wing,4059,07,CROSSLAKE COMMUNITY CHARTER SCHOOL,000,,05,05,06,0,0,0,0,0,0,0,0,8,5,8,5,0,13,District,KG-08,,,
09-10,18,Crow Wing,4059,07,CROSSLAKE COMMUNITY CHARTER SCHOOL,000,,05,05,07,0,0,0,0,0,0,0,0,6,6,6,6,0,12,District,KG-08,,,
09-10,18,Crow Wing,4059,07,CROSSLAKE COMMUNITY CHARTER SCHOOL,000,,05,05,08,0,0,0,0,0,0,0,0,6,2,6,2,0,8,District,KG-08,,,
09-10,18,Crow Wing,4059,07,CROSSLAKE COMMUNITY CHARTER SCHOOL,000,,05,05,All Grades,1,0,0,0,0,0,0,0,71,55,72,55,1,127,District,KG-08,,,
09-10,55,Olmsted,4061,07,STUDIO ACADEMY CHARTER SCHOOL,000,,10,10,09,0,0,0,0,0,0,0,0,2,8,2,8,0,10,District,09-12,,,
09-10,55,Olmsted,4061,07,STUDIO ACADEMY CHARTER SCHOOL,000,,10,10,10,0,0,0,0,0,0,0,0,11,11,11,11,0,22,District,09-12,,,
09-10,55,Olmsted,4061,07,STUDIO ACADEMY CHARTER SCHOOL,000,,10,10,11,0,1,0,0,0,0,1,2,13,18,14,21,4,35,District,09-12,,,
09-10,55,Olmsted,4061,07,STUDIO ACADEMY CHARTER SCHOOL,000,,10,10,12,0,1,0,0,1,0,0,1,19,19,20,21,3,41,District,09-12,,,
09-10,55,Olmsted,4061,07,STUDIO ACADEMY CHARTER SCHOOL,000,,10,10,All Grades,0,2,0,0,1,0,1,3,45,56,47,61,7,108,District,09-12,,,
09-10,85,Winona,4064,07,RIVERWAY LEARNING COMMUNITY CHTR,000,,10,10,KG,0,0,1,0,0,0,1,0,4,4,6,4,2,10,District,KG-12,,,
09-10,85,Winona,4064,07,RIVERWAY LEARNING COMMUNITY CHTR,000,,10,10,01,0,0,0,0,0,0,0,0,1,4,1,4,0,5,District,KG-12,,,
09-10,85,Winona,4064,07,RIVERWAY LEARNING COMMUNITY CHTR,000,,10,10,02,0,0,2,0,0,0,0,0,3,5,5,5,2,10,District,KG-12,,,
09-10,85,Winona,4064,07,RIVERWAY LEARNING COMMUNITY CHTR,000,,10,10,03,0,0,1,0,0,0,0,0,1,2,2,2,1,4,District,KG-12,,,
09-10,85,Winona,4064,07,RIVERWAY LEARNING COMMUNITY CHTR,000,,10,10,04,0,0,0,0,0,0,0,1,3,3,3,4,1,7,District,KG-12,,,
09-10,85,Winona,4064,07,RIVERWAY LEARNING COMMUNITY CHTR,000,,10,10,05,0,0,0,0,0,0,0,0,0,2,0,2,0,2,District,KG-12,,,
09-10,85,Winona,4064,07,RIVERWAY LEARNING COMMUNITY CHTR,000,,10,10,06,0,0,0,0,0,0,0,1,2,4,2,5,1,7,District,KG-12,,,
09-10,85,Winona,4064,07,RIVERWAY LEARNING COMMUNITY CHTR,000,,10,10,07,0,0,0,0,0,0,0,0,2,3,2,3,0,5,District,KG-12,,,
09-10,85,Winona,4064,07,RIVERWAY LEARNING COMMUNITY CHTR,000,,10,10,08,1,0,0,0,0,0,0,0,1,6,2,6,1,8,District,KG-12,,,
09-10,85,Winona,4064,07,RIVERWAY LEARNING COMMUNITY CHTR,000,,10,10,09,0,0,0,0,0,0,0,0,5,5,5,5,0,10,District,KG-12,,,
09-10,85,Winona,4064,07,RIVERWAY LEARNING COMMUNITY CHTR,000,,10,10,10,0,0,0,0,0,0,0,1,3,0,3,1,1,4,District,KG-12,,,
09-10,85,Winona,4064,07,RIVERWAY LEARNING COMMUNITY CHTR,000,,10,10,11,0,0,1,0,0,0,0,0,1,1,2,1,1,3,District,KG-12,,,
09-10,85,Winona,4064,07,RIVERWAY LEARNING COMMUNITY CHTR,000,,10,10,12,0,0,0,0,0,0,1,0,6,6,7,6,1,13,District,KG-12,,,
09-10,85,Winona,4064,07,RIVERWAY LEARNING COMMUNITY CHTR,000,,10,10,All Grades,1,0,5,0,0,0,2,3,32,45,40,48,11,88,District,KG-12,,,
09-10,07,Blue Earth,4066,07,RIVERBEND ACADEMY,000,,09,09,06,0,0,0,0,0,0,0,0,0,1,0,1,0,1,District,06-12,,,
09-10,07,Blue Earth,4066,07,RIVERBEND ACADEMY,000,,09,09,07,0,0,0,0,0,0,0,0,1,3,1,3,0,4,District,06-12,,,
09-10,07,Blue Earth,4066,07,RIVERBEND ACADEMY,000,,09,09,08,0,0,0,0,0,0,0,0,4,0,4,0,0,4,District,06-12,,,
09-10,07,Blue Earth,4066,07,RIVERBEND ACADEMY,000,,09,09,09,0,0,0,0,0,0,0,0,1,1,1,1,0,2,District,06-12,,,
09-10,07,Blue Earth,4066,07,RIVERBEND ACADEMY,000,,09,09,10,0,0,0,0,0,0,0,2,4,6,4,8,2,12,District,06-12,,,
09-10,07,Blue Earth,4066,07,RIVERBEND ACADEMY,000,,09,09,11,0,0,0,0,0,0,0,1,6,4,6,5,1,11,District,06-12,,,
09-10,07,Blue Earth,4066,07,RIVERBEND ACADEMY,000,,09,09,12,0,0,0,0,0,0,3,3,17,12,20,15,6,35,District,06-12,,,
09-10,07,Blue Earth,4066,07,RIVERBEND ACADEMY,000,,09,09,All Grades,0,0,0,0,0,0,3,6,33,27,36,33,9,69,District,06-12,,,
09-10,27,Hennepin,4067,07,AURORA CHARTER SCHOOL,000,,11,11,KG,0,0,0,0,18,16,0,0,0,0,18,16,34,34,District,KG-08,,,
09-10,27,Hennepin,4067,07,AURORA CHARTER SCHOOL,000,,11,11,01,0,0,0,0,17,21,0,0,1,0,18,21,38,39,District,KG-08,,,
09-10,27,Hennepin,4067,07,AURORA CHARTER SCHOOL,000,,11,11,02,0,0,0,0,16,20,0,0,0,0,16,20,36,36,District,KG-08,,,
09-10,27,Hennepin,4067,07,AURORA CHARTER SCHOOL,000,,11,11,03,0,0,0,0,13,18,0,1,0,0,13,19,32,32,District,KG-08,,,
09-10,27,Hennepin,4067,07,AURORA CHARTER SCHOOL,000,,11,11,04,0,0,0,0,16,19,0,0,0,1,16,20,35,36,District,KG-08,,,
09-10,27,Hennepin,4067,07,AURORA CHARTER SCHOOL,000,,11,11,05,0,0,0,0,17,17,1,0,0,0,18,17,35,35,District,KG-08,,,
