DataYear,DistrictCountyNumber,DistrictCountyName,districtNumber,districtType,DistrictName,schoolNumber,SchoolName,ECSUNumber,EconomicDevelopmentRegion,Grade,AMI_Male,AMI_Female,API_Male,API_Female,HIS_Male,HIS_Female,BLK_Male,BLK_Female,WHT_Male,WHT_Female,Total_Male,Total_Female,TotalMinority,TotalStudents,Entity,MinMaxGrade,SchoolLocationCountyNumber,SchoolLocationCountyName,SchoolClassification
09-10,04,Beltrami,0038,01,RED LAKE PUBLIC SCHOOL DISTRICT,000,,01,02,03,57,53,0,0,0,0,0,0,0,0,57,53,110,110,District,EC-12,,,
09-10,04,Beltrami,0038,01,RED LAKE PUBLIC SCHOOL DISTRICT,000,,01,02,04,55,67,0,0,0,0,0,0,0,0,55,67,122,122,District,EC-12,,,
09-10,04,Beltrami,0038,01,RED LAKE PUBLIC SCHOOL DISTRICT,000,,01,02,05,57,45,0,0,0,0,0,0,0,0,57,45,102,102,District,EC-12,,,
09-10,04,Beltrami,0038,01,RED LAKE PUBLIC SCHOOL DISTRICT,000,,01,02,06,46,42,0,0,0,0,0,0,0,0,46,42,88,88,District,EC-12,,,
09-10,04,Beltrami,0038,01,RED LAKE PUBLIC SCHOOL DISTRICT,000,,01,02,07,59,49,0,0,0,0,0,0,0,0,59,49,108,108,District,EC-12,,,
09-10,04,Beltrami,0038,01,RED LAKE PUBLIC SCHOOL DISTRICT,000,,01,02,08,45,37,0,0,0,0,0,0,0,0,45,37,82,82,District,EC-12,,,
09-10,04,Beltrami,0038,01,RED LAKE PUBLIC SCHOOL DISTRICT,000,,01,02,09,47,47,0,0,0,0,0,0,0,0,47,47,94,94,District,EC-12,,,
09-10,04,Beltrami,0038,01,RED LAKE PUBLIC SCHOOL DISTRICT,000,,01,02,10,43,39,0,0,0,0,0,0,0,0,43,39,82,82,District,EC-12,,,
09-10,04,Beltrami,0038,01,RED LAKE PUBLIC SCHOOL DISTRICT,000,,01,02,11,38,40,0,0,0,0,0,0,0,0,38,40,78,78,District,EC-12,,,
09-10,04,Beltrami,0038,01,RED LAKE PUBLIC SCHOOL DISTRICT,000,,01,02,12,39,52,0,0,0,0,0,0,0,0,39,52,91,91,District,EC-12,,,
09-10,04,Beltrami,0038,01,RED LAKE PUBLIC SCHOOL DISTRICT,000,,01,02,All Grades,719,692,0,0,0,0,0,0,0,0,719,692,1411,1411,District,EC-12,,,
09-10,05,Benton,0047,01,SAUK RAPIDS PUBLIC SCHOOL DISTRICT,000,,07,07W,EC,0,0,1,0,1,1,1,0,22,12,25,13,4,38,District,EC-12,,,
09-10,05,Benton,0047,01,SAUK RAPIDS PUBLIC SCHOOL DISTRICT,000,,07,07W,KG,0,1,1,3,2,4,4,7,119,120,126,135,22,261,District,EC-12,,,
09-10,05,Benton,0047,01,SAUK RAPIDS PUBLIC SCHOOL DISTRICT,000,,07,07W,01,3,1,5,4,6,6,7,8,133,131,154,150,40,304,District,EC-12,,,
09-10,05,Benton,0047,01,SAUK RAPIDS PUBLIC SCHOOL DISTRICT,000,,07,07W,02,3,1,3,5,2,2,3,6,105,121,116,135,25,251,District,EC-12,,,
09-10,05,Benton,0047,01,SAUK RAPIDS PUBLIC SCHOOL DISTRICT,000,,07,07W,03,3,2,6,4,9,2,3,1,134,104,155,113,30,268,District,EC-12,,,
09-10,05,Benton,0047,01,SAUK RAPIDS PUBLIC SCHOOL DISTRICT,000,,07,07W,04,4,3,8,5,1,3,7,7,142,112,162,130,38,292,District,EC-12,,,
09-10,05,Benton,0047,01,SAUK RAPIDS PUBLIC SCHOOL DISTRICT,000,,07,07W,05,0,1,1,6,2,1,6,8,111,114,120,130,25,250,District,EC-12,,,
09-10,05,Benton,0047,01,SAUK RAPIDS PUBLIC SCHOOL DISTRICT,000,,07,07W,06,3,3,5,5,7,0,1,5,146,121,162,134,29,296,District,EC-12,,,
09-10,05,Benton,0047,01,SAUK RAPIDS PUBLIC SCHOOL DISTRICT,000,,07,07W,07,2,2,3,2,5,5,5,3,139,129,154,141,27,295,District,EC-12,,,
09-10,05,Benton,0047,01,SAUK RAPIDS PUBLIC SCHOOL DISTRICT,000,,07,07W,08,1,1,2,6,4,0,3,4,118,125,128,136,21,264,District,EC-12,,,
09-10,05,Benton,0047,01,SAUK RAPIDS PUBLIC SCHOOL DISTRICT,000,,07,07W,09,1,1,2,2,1,3,7,5,143,141,154,152,22,306,District,EC-12,,,
09-10,05,Benton,0047,01,SAUK RAPIDS PUBLIC SCHOOL DISTRICT,000,,07,07W,10,1,2,4,1,3,3,5,2,153,143,166,151,21,317,District,EC-12,,,
09-10,05,Benton,0047,01,SAUK RAPIDS PUBLIC SCHOOL DISTRICT,000,,07,07W,11,1,2,5,2,1,2,1,2,146,133,154,141,16,295,District,EC-12,,,
09-10,05,Benton,0047,01,SAUK RAPIDS PUBLIC SCHOOL DISTRICT,000,,07,07W,12,1,2,3,2,4,2,0,1,136,129,144,136,15,280,District,EC-12,,,
09-10,05,Benton,0047,01,SAUK RAPIDS PUBLIC SCHOOL DISTRICT,000,,07,07W,All Grades,23,22,49,47,48,34,53,59,1747,1635,1920,1797,335,3717,District,EC-12,,,
09-10,05,Benton,0051,01,FOLEY PUBLIC SCHOOL DISTRICT,000,,07,07W,EC,0,0,0,0,0,0,0,0,15,8,15,8,0,23,District,EC-12,,,
09-10,05,Benton,0051,01,FOLEY PUBLIC SCHOOL DISTRICT,000,,07,07W,KG,0,0,0,0,0,0,0,0,85,82,85,82,0,167,District,EC-12,,,
09-10,05,Benton,0051,01,FOLEY PUBLIC SCHOOL DISTRICT,000,,07,07W,01,0,0,0,0,0,0,0,0,75,64,75,64,0,139,District,EC-12,,,
09-10,05,Benton,0051,01,FOLEY PUBLIC SCHOOL DISTRICT,000,,07,07W,02,1,1,0,0,0,1,0,1,62,51,63,54,4,117,District,EC-12,,,
09-10,05,Benton,0051,01,FOLEY PUBLIC SCHOOL DISTRICT,000,,07,07W,03,0,0,0,0,0,2,1,0,67,83,68,85,3,153,District,EC-12,,,
09-10,05,Benton,0051,01,FOLEY PUBLIC SCHOOL DISTRICT,000,,07,07W,04,0,0,0,0,0,0,1,1,74,68,75,69,2,144,District,EC-12,,,
09-10,05,Benton,0051,01,FOLEY PUBLIC SCHOOL DISTRICT,000,,07,07W,05,0,0,0,0,0,0,1,0,68,55,69,55,1,124,District,EC-12,,,
09-10,05,Benton,0051,01,FOLEY PUBLIC SCHOOL DISTRICT,000,,07,07W,06,0,0,0,0,2,1,0,1,64,48,66,50,4,116,District,EC-12,,,
09-10,05,Benton,0051,01,FOLEY PUBLIC SCHOOL DISTRICT,000,,07,07W,07,0,1,0,0,0,0,0,0,68,66,68,67,1,135,District,EC-12,,,
09-10,05,Benton,0051,01,FOLEY PUBLIC SCHOOL DISTRICT,000,,07,07W,08,0,0,0,0,0,0,0,1,68,67,68,68,1,136,District,EC-12,,,
09-10,05,Benton,0051,01,FOLEY PUBLIC SCHOOL DISTRICT,000,,07,07W,09,0,2,0,0,0,0,1,2,56,64,57,68,5,125,District,EC-12,,,
09-10,05,Benton,0051,01,FOLEY PUBLIC SCHOOL DISTRICT,000,,07,07W,10,0,0,0,0,0,0,1,0,72,59,73,59,1,132,District,EC-12,,,
09-10,05,Benton,0051,01,FOLEY PUBLIC SCHOOL DISTRICT,000,,07,07W,11,0,0,1,0,0,0,2,0,47,59,50,59,3,109,District,EC-12,,,
09-10,05,Benton,0051,01,FOLEY PUBLIC SCHOOL DISTRICT,000,,07,07W,12,0,1,0,0,0,0,1,0,56,60,57,61,2,118,District,EC-12,,,
09-10,05,Benton,0051,01,FOLEY PUBLIC SCHOOL DISTRICT,000,,07,07W,All Grades,1,5,1,0,2,4,8,6,877,834,889,849,27,1738,District,EC-12,,,
09-10,07,Blue Earth,0075,01,ST. CLAIR PUBLIC SCHOOL DISTRICT,000,,09,09,EC,0,0,0,0,0,0,0,0,7,6,7,6,0,13,District,EC-12,,,
09-10,07,Blue Earth,0075,01,ST. CLAIR PUBLIC SCHOOL DISTRICT,000,,09,09,KG,0,0,1,0,1,2,0,0,23,16,25,18,4,43,District,EC-12,,,
09-10,07,Blue Earth,0075,01,ST. CLAIR PUBLIC SCHOOL DISTRICT,000,,09,09,01,0,0,0,0,0,0,1,0,20,22,21,22,1,43,District,EC-12,,,
09-10,07,Blue Earth,0075,01,ST. CLAIR PUBLIC SCHOOL DISTRICT,000,,09,09,02,0,0,0,0,0,2,1,0,11,16,12,18,3,30,District,EC-12,,,
09-10,07,Blue Earth,0075,01,ST. CLAIR PUBLIC SCHOOL DISTRICT,000,,09,09,03,0,0,0,0,2,0,1,0,25,26,28,26,3,54,District,EC-12,,,
09-10,07,Blue Earth,0075,01,ST. CLAIR PUBLIC SCHOOL DISTRICT,000,,09,09,04,0,0,0,0,0,0,0,0,32,16,32,16,0,48,District,EC-12,,,
09-10,07,Blue Earth,0075,01,ST. CLAIR PUBLIC SCHOOL DISTRICT,000,,09,09,05,0,0,0,0,1,0,0,0,25,21,26,21,1,47,District,EC-12,,,
09-10,07,Blue Earth,0075,01,ST. CLAIR PUBLIC SCHOOL DISTRICT,000,,09,09,06,0,0,0,0,2,1,0,0,26,23,28,24,3,52,District,EC-12,,,
09-10,07,Blue Earth,0075,01,ST. CLAIR PUBLIC SCHOOL DISTRICT,000,,09,09,07,0,0,0,0,0,0,0,0,17,20,17,20,0,37,District,EC-12,,,
09-10,07,Blue Earth,0075,01,ST. CLAIR PUBLIC SCHOOL DISTRICT,000,,09,09,08,0,0,0,0,0,3,1,0,28,23,29,26,4,55,District,EC-12,,,
09-10,07,Blue Earth,0075,01,ST. CLAIR PUBLIC SCHOOL DISTRICT,000,,09,09,09,0,0,0,0,0,1,0,0,20,25,20,26,1,46,District,EC-12,,,
09-10,07,Blue Earth,0075,01,ST. CLAIR PUBLIC SCHOOL DISTRICT,000,,09,09,10,0,0,0,0,0,0,0,0,24,19,24,19,0,43,District,EC-12,,,
09-10,07,Blue Earth,0075,01,ST. CLAIR PUBLIC SCHOOL DISTRICT,000,,09,09,11,0,0,0,0,0,0,0,0,24,23,24,23,0,47,District,EC-12,,,
09-10,07,Blue Earth,0075,01,ST. CLAIR PUBLIC SCHOOL DISTRICT,000,,09,09,12,0,0,0,0,0,0,0,0,25,14,25,14,0,39,District,EC-12,,,
09-10,07,Blue Earth,0075,01,ST. CLAIR PUBLIC SCHOOL DISTRICT,000,,09,09,All Grades,0,0,1,0,6,9,4,0,307,270,318,279,20,597,District,EC-12,,,
09-10,07,Blue Earth,0077,01,MANKATO PUBLIC SCHOOL DISTRICT,000,,09,09,EC,0,1,7,7,11,5,12,4,113,82,143,99,47,242,District,EC-12,,,
09-10,07,Blue Earth,0077,01,MANKATO PUBLIC SCHOOL DISTRICT,000,,09,09,KG,1,2,13,6,19,15,31,23,296,219,360,265,110,625,District,EC-12,,,
09-10,07,Blue Earth,0077,01,MANKATO PUBLIC SCHOOL DISTRICT,000,,09,09,01,1,2,8,13,11,12,27,25,253,217,300,269,99,569,District,EC-12,,,
09-10,07,Blue Earth,0077,01,MANKATO PUBLIC SCHOOL DISTRICT,000,,09,09,02,3,3,11,5,16,9,28,22,245,249,303,288,97,591,District,EC-12,,,
09-10,07,Blue Earth,0077,01,MANKATO PUBLIC SCHOOL DISTRICT,000,,09,09,03,2,0,6,7,19,8,31,23,252,233,310,271,96,581,District,EC-12,,,
09-10,07,Blue Earth,0077,01,MANKATO PUBLIC SCHOOL DISTRICT,000,,09,09,04,5,1,7,10,11,10,21,18,231,234,275,273,83,548,District,EC-12,,,
09-10,07,Blue Earth,0077,01,MANKATO PUBLIC SCHOOL DISTRICT,000,,09,09,05,0,1,9,7,20,12,22,18,228,214,279,252,89,531,District,EC-12,,,
09-10,07,Blue Earth,0077,01,MANKATO PUBLIC SCHOOL DISTRICT,000,,09,09,06,1,1,3,5,9,13,24,21,228,219,265,259,77,524,District,EC-12,,,
09-10,07,Blue Earth,0077,01,MANKATO PUBLIC SCHOOL DISTRICT,000,,09,09,07,3,2,7,8,15,15,32,17,226,222,283,264,99,547,District,EC-12,,,
09-10,07,Blue Earth,0077,01,MANKATO PUBLIC SCHOOL DISTRICT,000,,09,09,08,2,2,7,9,7,13,16,22,196,211,228,257,78,485,District,EC-12,,,
09-10,07,Blue Earth,0077,01,MANKATO PUBLIC SCHOOL DISTRICT,000,,09,09,09,2,0,7,18,8,8,22,11,204,248,243,285,76,528,District,EC-12,,,
09-10,07,Blue Earth,0077,01,MANKATO PUBLIC SCHOOL DISTRICT,000,,09,09,10,1,2,8,4,8,9,17,16,216,223,250,254,65,504,District,EC-12,,,
09-10,07,Blue Earth,0077,01,MANKATO PUBLIC SCHOOL DISTRICT,000,,09,09,11,0,1,10,9,9,11,22,12,218,227,259,260,74,519,District,EC-12,,,
09-10,07,Blue Earth,0077,01,MANKATO PUBLIC SCHOOL DISTRICT,000,,09,09,12,1,0,6,9,12,8,20,12,280,221,319,250,68,569,District,EC-12,,,
09-10,07,Blue Earth,0077,01,MANKATO PUBLIC SCHOOL DISTRICT,000,,09,09,All Grades,22,18,109,117,175,148,325,244,3186,3019,3817,3546,1158,7363,District,EC-12,,,
09-10,08,Brown,0081,01,COMFREY PUBLIC SCHOOL DISTRICT,000,,09,09,EC,0,0,0,0,0,0,0,0,4,1,4,1,0,5,District,EC-12,,,
09-10,08,Brown,0081,01,COMFREY PUBLIC SCHOOL DISTRICT,000,,09,09,KG,0,0,0,0,0,0,0,0,7,11,7,11,0,18,District,EC-12,,,
09-10,08,Brown,0081,01,COMFREY PUBLIC SCHOOL DISTRICT,000,,09,09,01,0,0,0,0,1,0,0,0,9,3,10,3,1,13,District,EC-12,,,
09-10,08,Brown,0081,01,COMFREY PUBLIC SCHOOL DISTRICT,000,,09,09,02,0,0,0,0,0,1,0,0,2,6,2,7,1,9,District,EC-12,,,
09-10,08,Brown,0081,01,COMFREY PUBLIC SCHOOL DISTRICT,000,,09,09,03,0,0,0,0,0,0,0,0,10,7,10,7,0,17,District,EC-12,,,
09-10,08,Brown,0081,01,COMFREY PUBLIC SCHOOL DISTRICT,000,,09,09,04,0,0,0,0,0,0,0,0,4,4,4,4,0,8,District,EC-12,,,
09-10,08,Brown,0081,01,COMFREY PUBLIC SCHOOL DISTRICT,000,,09,09,05,0,0,0,0,0,1,0,0,6,5,6,6,1,12,District,EC-12,,,
09-10,08,Brown,0081,01,COMFREY PUBLIC SCHOOL DISTRICT,000,,09,09,06,0,0,0,0,1,0,0,0,4,4,5,4,1,9,District,EC-12,,,
09-10,08,Brown,0081,01,COMFREY PUBLIC SCHOOL DISTRICT,000,,09,09,07,0,0,0,0,0,0,0,0,7,3,7,3,0,10,District,EC-12,,,
09-10,08,Brown,0081,01,COMFREY PUBLIC SCHOOL DISTRICT,000,,09,09,08,0,0,0,0,0,0,0,0,5,7,5,7,0,12,District,EC-12,,,
09-10,08,Brown,0081,01,COMFREY PUBLIC SCHOOL DISTRICT,000,,09,09,09,0,0,0,0,0,0,0,0,6,4,6,4,0,10,District,EC-12,,,
09-10,08,Brown,0081,01,COMFREY PUBLIC SCHOOL DISTRICT,000,,09,09,10,0,0,0,0,0,1,0,0,10,2,10,3,1,13,District,EC-12,,,
09-10,08,Brown,0081,01,COMFREY PUBLIC SCHOOL DISTRICT,000,,09,09,11,0,0,0,0,1,0,0,0,3,2,4,2,1,6,District,EC-12,,,
09-10,08,Brown,0081,01,COMFREY PUBLIC SCHOOL DISTRICT,000,,09,09,12,0,0,0,0,0,0,0,0,8,10,8,10,0,18,District,EC-12,,,
09-10,08,Brown,0081,01,COMFREY PUBLIC SCHOOL DISTRICT,000,,09,09,All Grades,0,0,0,0,3,3,0,0,85,69,88,72,6,160,District,EC-12,,,
09-10,08,Brown,0084,01,SLEEPY EYE PUBLIC SCHOOL DISTRICT,000,,09,09,EC,0,0,0,0,2,1,0,0,1,4,3,5,3,8,District,EC-12,,,
09-10,08,Brown,0084,01,SLEEPY EYE PUBLIC SCHOOL DISTRICT,000,,09,09,KG,0,0,0,1,8,3,0,0,22,14,30,18,12,48,District,EC-12,,,
09-10,08,Brown,0084,01,SLEEPY EYE PUBLIC SCHOOL DISTRICT,000,,09,09,01,0,0,0,0,5,13,0,0,14,13,19,26,18,45,District,EC-12,,,
09-10,08,Brown,0084,01,SLEEPY EYE PUBLIC SCHOOL DISTRICT,000,,09,09,02,0,0,0,0,10,8,0,0,18,21,28,29,18,57,District,EC-12,,,
09-10,08,Brown,0084,01,SLEEPY EYE PUBLIC SCHOOL DISTRICT,000,,09,09,03,0,0,0,0,5,7,0,0,17,9,22,16,12,38,District,EC-12,,,
