DataYear,DistrictCouNum,DistrictCountyName,districtNumber,districtType,DistrictName,schoolNumber,SchoolName,ECSUNumber,EconomicDevelopmentRegion,Grade,K12Enr,FreeK12,RedK12,LEPIdentifiedK12,LEPServedK12,SPEK12,HMLK12,EC12Enr,FreeEC12,RedEC12,LEPIdentifiedEC12,LEPServedEC12,SPEEC12,HMLEC12,SchoolLocationCountyNumber,SchoolLocationCountyName,MinMaxGrade,SchoolClassification
16-17,27,Hennepin                                     ,4199,07,PARNASSUS PREPARATORY CHARTER SCH  ,000, ,11,11,07,91,19,10,1,1,2,,91,19,10,1,1,2,,, ,KG-11,
16-17,27,Hennepin                                     ,4199,07,PARNASSUS PREPARATORY CHARTER SCH  ,000, ,11,11,08,72,14,8,3,3,7,,72,14,8,3,3,7,,, ,KG-11,
16-17,27,Hennepin                                     ,4199,07,PARNASSUS PREPARATORY CHARTER SCH  ,000, ,11,11,09,26,6,2,3,3,,,26,6,2,3,3,,,, ,KG-11,
16-17,27,Hennepin                                     ,4199,07,PARNASSUS PREPARATORY CHARTER SCH  ,000, ,11,11,10,26,3,3,1,1,1,,26,3,3,1,1,1,,, ,KG-11,
16-17,27,Hennepin                                     ,4199,07,PARNASSUS PREPARATORY CHARTER SCH  ,000, ,11,11,11,5,1,1,,,1,,5,1,1,,,1,,, ,KG-11,
16-17,27,Hennepin                                     ,4199,07,PARNASSUS PREPARATORY CHARTER SCH  ,000, ,11,11,All Grades,1003,175,85,60,56,57,,1003,175,85,60,56,57,,, ,KG-11,
16-17,62,Ramsey                                       ,4200,07,STEP ACADEMY CHARTER SCHOOL        ,000, ,11,11,06,24,23,1,12,12,,,24,23,1,12,12,,,, ,06-12,
16-17,62,Ramsey                                       ,4200,07,STEP ACADEMY CHARTER SCHOOL        ,000, ,11,11,07,50,48,,19,18,1,,50,48,,19,18,1,,, ,06-12,
16-17,62,Ramsey                                       ,4200,07,STEP ACADEMY CHARTER SCHOOL        ,000, ,11,11,08,37,36,1,11,11,1,,37,36,1,11,11,1,,, ,06-12,
16-17,62,Ramsey                                       ,4200,07,STEP ACADEMY CHARTER SCHOOL        ,000, ,11,11,09,50,48,1,14,14,2,,50,48,1,14,14,2,,, ,06-12,
16-17,62,Ramsey                                       ,4200,07,STEP ACADEMY CHARTER SCHOOL        ,000, ,11,11,10,44,42,1,17,17,2,,44,42,1,17,17,2,,, ,06-12,
16-17,62,Ramsey                                       ,4200,07,STEP ACADEMY CHARTER SCHOOL        ,000, ,11,11,11,39,37,1,8,8,,,39,37,1,8,8,,,, ,06-12,
16-17,62,Ramsey                                       ,4200,07,STEP ACADEMY CHARTER SCHOOL        ,000, ,11,11,12,34,32,1,6,6,1,,34,32,1,6,6,1,,, ,06-12,
16-17,62,Ramsey                                       ,4200,07,STEP ACADEMY CHARTER SCHOOL        ,000, ,11,11,All Grades,278,266,6,87,86,7,,278,266,6,87,86,7,,, ,06-12,
16-17,62,Ramsey                                       ,4201,07,CORNERSTONE MONTESSORI ELEMENTARY  ,000, ,11,11,KG,20,5,3,,,1,,20,5,3,,,1,,, ,KG-06,
16-17,62,Ramsey                                       ,4201,07,CORNERSTONE MONTESSORI ELEMENTARY  ,000, ,11,11,01,20,6,2,2,2,2,,20,6,2,2,2,2,,, ,KG-06,
16-17,62,Ramsey                                       ,4201,07,CORNERSTONE MONTESSORI ELEMENTARY  ,000, ,11,11,02,19,4,2,1,1,,2,19,4,2,1,1,,2,, ,KG-06,
16-17,62,Ramsey                                       ,4201,07,CORNERSTONE MONTESSORI ELEMENTARY  ,000, ,11,11,03,21,5,6,2,2,4,,21,5,6,2,2,4,,, ,KG-06,
16-17,62,Ramsey                                       ,4201,07,CORNERSTONE MONTESSORI ELEMENTARY  ,000, ,11,11,04,19,3,1,1,1,1,,19,3,1,1,1,1,,, ,KG-06,
16-17,62,Ramsey                                       ,4201,07,CORNERSTONE MONTESSORI ELEMENTARY  ,000, ,11,11,05,17,3,5,4,4,7,,17,3,5,4,4,7,,, ,KG-06,
16-17,62,Ramsey                                       ,4201,07,CORNERSTONE MONTESSORI ELEMENTARY  ,000, ,11,11,06,17,9,3,2,2,3,,17,9,3,2,2,3,,, ,KG-06,
16-17,62,Ramsey                                       ,4201,07,CORNERSTONE MONTESSORI ELEMENTARY  ,000, ,11,11,All Grades,133,35,22,12,12,18,2,133,35,22,12,12,18,2,, ,KG-06,
16-17,55,Olmsted                                      ,4204,07,ROCHESTER STEM ACADEMY             ,000, ,10,10,09,30,30,,3,3,,,30,30,,3,3,,,, ,09-12,
16-17,55,Olmsted                                      ,4204,07,ROCHESTER STEM ACADEMY             ,000, ,10,10,10,37,33,,14,13,1,,37,33,,14,13,1,,, ,09-12,
16-17,55,Olmsted                                      ,4204,07,ROCHESTER STEM ACADEMY             ,000, ,10,10,11,17,17,,4,4,1,,17,17,,4,4,1,,, ,09-12,
16-17,55,Olmsted                                      ,4204,07,ROCHESTER STEM ACADEMY             ,000, ,10,10,12,22,20,,10,9,3,,22,20,,10,9,3,,, ,09-12,
16-17,55,Olmsted                                      ,4204,07,ROCHESTER STEM ACADEMY             ,000, ,10,10,All Grades,106,100,,31,29,5,,106,100,,31,29,5,,, ,09-12,
16-17,27,Hennepin                                     ,4205,07,HENNEPIN ELEMENTARY SCHOOL         ,000, ,11,11,KG,65,62,2,48,48,2,,65,62,2,48,48,2,,, ,KG-05,
16-17,27,Hennepin                                     ,4205,07,HENNEPIN ELEMENTARY SCHOOL         ,000, ,11,11,01,66,63,,56,56,7,,66,63,,56,56,7,,, ,KG-05,
16-17,27,Hennepin                                     ,4205,07,HENNEPIN ELEMENTARY SCHOOL         ,000, ,11,11,02,61,57,2,47,47,5,,61,57,2,47,47,5,,, ,KG-05,
16-17,27,Hennepin                                     ,4205,07,HENNEPIN ELEMENTARY SCHOOL         ,000, ,11,11,03,60,55,1,51,51,8,,60,55,1,51,51,8,,, ,KG-05,
16-17,27,Hennepin                                     ,4205,07,HENNEPIN ELEMENTARY SCHOOL         ,000, ,11,11,04,61,55,4,31,31,9,,61,55,4,31,31,9,,, ,KG-05,
16-17,27,Hennepin                                     ,4205,07,HENNEPIN ELEMENTARY SCHOOL         ,000, ,11,11,05,25,25,,14,14,5,,25,25,,14,14,5,,, ,KG-05,
16-17,27,Hennepin                                     ,4205,07,HENNEPIN ELEMENTARY SCHOOL         ,000, ,11,11,All Grades,338,317,9,247,247,36,,338,317,9,247,247,36,,, ,KG-05,
16-17,69,St. Louis                                    ,4207,07,VERMILION COUNTRY SCHOOL           ,000, ,03,03,07,6,5,,,,2,,6,5,,,,2,,, ,07-12,
16-17,69,St. Louis                                    ,4207,07,VERMILION COUNTRY SCHOOL           ,000, ,03,03,08,4,3,,,,1,1,4,3,,,,1,1,, ,07-12,
16-17,69,St. Louis                                    ,4207,07,VERMILION COUNTRY SCHOOL           ,000, ,03,03,09,4,3,1,,,,,4,3,1,,,,,, ,07-12,
16-17,69,St. Louis                                    ,4207,07,VERMILION COUNTRY SCHOOL           ,000, ,03,03,10,8,5,1,,,3,,8,5,1,,,3,,, ,07-12,
16-17,69,St. Louis                                    ,4207,07,VERMILION COUNTRY SCHOOL           ,000, ,03,03,11,13,6,3,,,5,2,13,6,3,,,5,2,, ,07-12,
16-17,69,St. Louis                                    ,4207,07,VERMILION COUNTRY SCHOOL           ,000, ,03,03,12,8,4,,,,5,2,8,4,,,,5,2,, ,07-12,
16-17,69,St. Louis                                    ,4207,07,VERMILION COUNTRY SCHOOL           ,000, ,03,03,All Grades,43,26,5,,,16,5,43,26,5,,,16,5,, ,07-12,
16-17,27,Hennepin                                     ,4208,07,NASHA SHKOLA CHARTER SCHOOL        ,000, ,11,11,KG,11,5,,9,9,,,11,5,,9,9,,,, ,KG-08,
16-17,27,Hennepin                                     ,4208,07,NASHA SHKOLA CHARTER SCHOOL        ,000, ,11,11,01,13,10,1,11,11,,,13,10,1,11,11,,,, ,KG-08,
16-17,27,Hennepin                                     ,4208,07,NASHA SHKOLA CHARTER SCHOOL        ,000, ,11,11,02,17,8,3,15,15,,,17,8,3,15,15,,,, ,KG-08,
16-17,27,Hennepin                                     ,4208,07,NASHA SHKOLA CHARTER SCHOOL        ,000, ,11,11,03,13,8,1,12,12,,,13,8,1,12,12,,,, ,KG-08,
16-17,27,Hennepin                                     ,4208,07,NASHA SHKOLA CHARTER SCHOOL        ,000, ,11,11,04,20,9,1,11,11,,,20,9,1,11,11,,,, ,KG-08,
16-17,27,Hennepin                                     ,4208,07,NASHA SHKOLA CHARTER SCHOOL        ,000, ,11,11,05,10,8,1,3,3,,,10,8,1,3,3,,,, ,KG-08,
16-17,27,Hennepin                                     ,4208,07,NASHA SHKOLA CHARTER SCHOOL        ,000, ,11,11,06,5,4,,1,1,,,5,4,,1,1,,,, ,KG-08,
16-17,27,Hennepin                                     ,4208,07,NASHA SHKOLA CHARTER SCHOOL        ,000, ,11,11,07,7,6,,5,5,,,7,6,,5,5,,,, ,KG-08,
16-17,27,Hennepin                                     ,4208,07,NASHA SHKOLA CHARTER SCHOOL        ,000, ,11,11,08,5,4,,1,1,,,5,4,,1,1,,,, ,KG-08,
16-17,27,Hennepin                                     ,4208,07,NASHA SHKOLA CHARTER SCHOOL        ,000, ,11,11,All Grades,101,62,7,68,68,,,101,62,7,68,68,,,, ,KG-08,
16-17,27,Hennepin                                     ,4209,07,MASTERY SCHOOL                     ,000, ,11,11,KG,25,17,,,,3,4,25,17,,,,3,4,, ,KG-04,
16-17,27,Hennepin                                     ,4209,07,MASTERY SCHOOL                     ,000, ,11,11,01,27,17,,1,1,,1,27,17,,1,1,,1,, ,KG-04,
16-17,27,Hennepin                                     ,4209,07,MASTERY SCHOOL                     ,000, ,11,11,02,38,35,1,,,3,1,38,35,1,,,3,1,, ,KG-04,
16-17,27,Hennepin                                     ,4209,07,MASTERY SCHOOL                     ,000, ,11,11,03,33,29,1,1,1,3,3,33,29,1,1,1,3,3,, ,KG-04,
16-17,27,Hennepin                                     ,4209,07,MASTERY SCHOOL                     ,000, ,11,11,04,35,29,1,2,2,9,2,35,29,1,2,2,9,2,, ,KG-04,
16-17,27,Hennepin                                     ,4209,07,MASTERY SCHOOL                     ,000, ,11,11,All Grades,158,127,3,4,4,18,11,158,127,3,4,4,18,11,, ,KG-04,
16-17,27,Hennepin                                     ,4210,07,UPPER MISSISSIPPI ACADEMY          ,000, ,11,11,06,59,11,,,,8,1,59,11,,,,8,1,, ,06-12,
16-17,27,Hennepin                                     ,4210,07,UPPER MISSISSIPPI ACADEMY          ,000, ,11,11,07,73,10,1,,,20,,73,10,1,,,20,,, ,06-12,
16-17,27,Hennepin                                     ,4210,07,UPPER MISSISSIPPI ACADEMY          ,000, ,11,11,08,79,8,,,,24,,79,8,,,,24,,, ,06-12,
16-17,27,Hennepin                                     ,4210,07,UPPER MISSISSIPPI ACADEMY          ,000, ,11,11,09,23,2,,,,9,,23,2,,,,9,,, ,06-12,
16-17,27,Hennepin                                     ,4210,07,UPPER MISSISSIPPI ACADEMY          ,000, ,11,11,12,16,3,1,,,7,,16,3,1,,,7,,, ,06-12,
16-17,27,Hennepin                                     ,4210,07,UPPER MISSISSIPPI ACADEMY          ,000, ,11,11,All Grades,250,34,2,,,68,1,250,34,2,,,68,1,, ,06-12,
16-17,62,Ramsey                                       ,4212,07,WEST SIDE SUMMIT CHARTER SCHOOL    ,000, ,11,11,KG,23,17,1,8,8,,1,23,17,1,8,8,,1,, ,KG-06,
16-17,62,Ramsey                                       ,4212,07,WEST SIDE SUMMIT CHARTER SCHOOL    ,000, ,11,11,01,29,21,3,9,9,1,1,29,21,3,9,9,1,1,, ,KG-06,
16-17,62,Ramsey                                       ,4212,07,WEST SIDE SUMMIT CHARTER SCHOOL    ,000, ,11,11,02,22,17,2,8,7,3,2,22,17,2,8,7,3,2,, ,KG-06,
16-17,62,Ramsey                                       ,4212,07,WEST SIDE SUMMIT CHARTER SCHOOL    ,000, ,11,11,03,40,23,2,12,12,4,4,40,23,2,12,12,4,4,, ,KG-06,
16-17,62,Ramsey                                       ,4212,07,WEST SIDE SUMMIT CHARTER SCHOOL    ,000, ,11,11,04,25,19,2,6,5,6,1,25,19,2,6,5,6,1,, ,KG-06,
16-17,62,Ramsey                                       ,4212,07,WEST SIDE SUMMIT CHARTER SCHOOL    ,000, ,11,11,05,16,11,2,2,2,4,,16,11,2,2,2,4,,, ,KG-06,
16-17,62,Ramsey                                       ,4212,07,WEST SIDE SUMMIT CHARTER SCHOOL    ,000, ,11,11,06,18,12,,1,1,3,3,18,12,,1,1,3,3,, ,KG-06,
16-17,62,Ramsey                                       ,4212,07,WEST SIDE SUMMIT CHARTER SCHOOL    ,000, ,11,11,All Grades,173,120,12,46,44,21,12,173,120,12,46,44,21,12,, ,KG-06,
16-17,02,Anoka                                        ,4213,07,PRODEO ACADEMY                     ,000, ,11,11,KG,64,55,1,11,11,,,64,55,1,11,11,,,, ,KG-03,
16-17,02,Anoka                                        ,4213,07,PRODEO ACADEMY                     ,000, ,11,11,01,84,62,5,13,13,3,,84,62,5,13,13,3,,, ,KG-03,
16-17,02,Anoka                                        ,4213,07,PRODEO ACADEMY                     ,000, ,11,11,02,57,43,1,11,11,4,,57,43,1,11,11,4,,, ,KG-03,
16-17,02,Anoka                                        ,4213,07,PRODEO ACADEMY                     ,000, ,11,11,03,72,55,4,22,22,7,,72,55,4,22,22,7,,, ,KG-03,
16-17,02,Anoka                                        ,4213,07,PRODEO ACADEMY                     ,000, ,11,11,All Grades,277,215,11,57,57,14,,277,215,11,57,57,14,,, ,KG-03,
16-17,62,Ramsey                                       ,4215,07,SEJONG ACADEMY OF MINNESOTA        ,000, ,11,11,KG,14,14,,8,8,,,14,14,,8,8,,,, ,KG-08,
16-17,62,Ramsey                                       ,4215,07,SEJONG ACADEMY OF MINNESOTA        ,000, ,11,11,01,20,15,,14,14,,,20,15,,14,14,,,, ,KG-08,
16-17,62,Ramsey                                       ,4215,07,SEJONG ACADEMY OF MINNESOTA        ,000, ,11,11,02,17,16,,15,15,,,17,16,,15,15,,,, ,KG-08,
16-17,62,Ramsey                                       ,4215,07,SEJONG ACADEMY OF MINNESOTA        ,000, ,11,11,03,9,8,1,8,8,2,,9,8,1,8,8,2,,, ,KG-08,
16-17,62,Ramsey                                       ,4215,07,SEJONG ACADEMY OF MINNESOTA        ,000, ,11,11,04,18,13,2,13,13,,,18,13,2,13,13,,,, ,KG-08,
16-17,62,Ramsey                                       ,4215,07,SEJONG ACADEMY OF MINNESOTA        ,000, ,11,11,05,14,12,,10,10,2,,14,12,,10,10,2,,, ,KG-08,
16-17,62,Ramsey                                       ,4215,07,SEJONG ACADEMY OF MINNESOTA        ,000, ,11,11,06,16,15,,15,15,,,16,15,,15,15,,,, ,KG-08,
16-17,62,Ramsey                                       ,4215,07,SEJONG ACADEMY OF MINNESOTA        ,000, ,11,11,07,9,9,,9,9,,,9,9,,9,9,,,, ,KG-08,
16-17,62,Ramsey                                       ,4215,07,SEJONG ACADEMY OF MINNESOTA        ,000, ,11,11,08,4,4,,3,3,1,,4,4,,3,3,1,,, ,KG-08,
16-17,62,Ramsey                                       ,4215,07,SEJONG ACADEMY OF MINNESOTA        ,000, ,11,11,All Grades,121,106,3,95,95,5,,121,106,3,95,95,5,,, ,KG-08,
16-17,27,Hennepin                                     ,4216,07,FREEDOM ACADEMY CHARTER SCHOOL     ,000, ,11,11,KG,5,5,,,,,1,5,5,,,,,1,, ,KG-04,
16-17,27,Hennepin                                     ,4216,07,FREEDOM ACADEMY CHARTER SCHOOL     ,000, ,11,11,01,14,13,,,,,4,14,13,,,,,4,, ,KG-04,
16-17,27,Hennepin                                     ,4216,07,FREEDOM ACADEMY CHARTER SCHOOL     ,000, ,11,11,02,15,13,,,,2,5,15,13,,,,2,5,, ,KG-04,
16-17,27,Hennepin                                     ,4216,07,FREEDOM ACADEMY CHARTER SCHOOL     ,000, ,11,11,03,10,9,,,,3,5,10,9,,,,3,5,, ,KG-04,
16-17,27,Hennepin                                     ,4216,07,FREEDOM ACADEMY CHARTER SCHOOL     ,000, ,11,11,04,8,6,2,,,3,,8,6,2,,,3,,, ,KG-04,
16-17,27,Hennepin                                     ,4216,07,FREEDOM ACADEMY CHARTER SCHOOL     ,000, ,11,11,All Grades,52,46,2,,,8,15,52,46,2,,,8,15,, ,KG-04,
16-17,34,Kandiyohi                                    ,4217,07,TECHNICAL ACADEMIES OF MINNESOTA   ,000, ,09,06E,07,12,5,1,,,2,,12,5,1,,,2,,, ,07-12,
16-17,34,Kandiyohi                                    ,4217,07,TECHNICAL ACADEMIES OF MINNESOTA   ,000, ,09,06E,08,35,19,3,,,11,,35,19,3,,,11,,, ,07-12,
16-17,34,Kandiyohi                                    ,4217,07,TECHNICAL ACADEMIES OF MINNESOTA   ,000, ,09,06E,09,29,9,4,,,6,,29,9,4,,,6,,, ,07-12,
16-17,34,Kandiyohi                                    ,4217,07,TECHNICAL ACADEMIES OF MINNESOTA   ,000, ,09,06E,10,33,16,3,2,,8,,33,16,3,2,,8,,, ,07-12,
16-17,34,Kandiyohi                                    ,4217,07,TECHNICAL ACADEMIES OF MINNESOTA   ,000, ,09,06E,11,29,8,2,1,,7,,29,8,2,1,,7,,, ,07-12,
16-17,34,Kandiyohi                                    ,4217,07,TECHNICAL ACADEMIES OF MINNESOTA   ,000, ,09,06E,12,14,4,2,1,,2,,14,4,2,1,,2,,, ,07-12,
16-17,34,Kandiyohi                                    ,4217,07,TECHNICAL ACADEMIES OF MINNESOTA   ,000, ,09,06E,All Grades,152,61,15,4,,36,,152,61,15,4,,36,,, ,07-12,
16-17,27,Hennepin                                     ,4218,07,VENTURE ACADEMY                    ,000, ,11,11,06,65,51,7,14,14,14,3,65,51,7,14,14,14,3,, ,06-09,
16-17,27,Hennepin                                     ,4218,07,VENTURE ACADEMY                    ,000, ,11,11,07,63,56,3,16,16,20,8,63,56,3,16,16,20,8,, ,06-09,
16-17,27,Hennepin                                     ,4218,07,VENTURE ACADEMY                    ,000, ,11,11,08,59,51,5,12,12,15,5,59,51,5,12,12,15,5,, ,06-09,
16-17,27,Hennepin                                     ,4218,07,VENTURE ACADEMY                    ,000, ,11,11,09,70,55,5,24,24,19,,70,55,5,24,24,19,,, ,06-09,
16-17,27,Hennepin                                     ,4218,07,VENTURE ACADEMY                    ,000, ,11,11,All Grades,257,213,20,66,66,68,16,257,213,20,66,66,68,16,, ,06-09,
16-17,27,Hennepin                                     ,4219,07,NORTHEAST COLLEGE PREP             ,000, ,11,11,KG,49,44,2,40,40,,,49,44,2,40,40,,,, ,KG-05,
16-17,27,Hennepin                                     ,4219,07,NORTHEAST COLLEGE PREP             ,000, ,11,11,01,47,37,2,30,30,5,,47,37,2,30,30,5,,, ,KG-05,
16-17,27,Hennepin                                     ,4219,07,NORTHEAST COLLEGE PREP             ,000, ,11,11,02,47,40,4,34,34,2,,47,40,4,34,34,2,,, ,KG-05,
16-17,27,Hennepin                                     ,4219,07,NORTHEAST COLLEGE PREP             ,000, ,11,11,03,46,38,3,31,31,4,,46,38,3,31,31,4,,, ,KG-05,
16-17,27,Hennepin                                     ,4219,07,NORTHEAST COLLEGE PREP             ,000, ,11,11,04,39,33,2,18,18,4,,39,33,2,18,18,4,,, ,KG-05,
16-17,27,Hennepin                                     ,4219,07,NORTHEAST COLLEGE PREP             ,000, ,11,11,05,35,25,3,10,10,3,1,35,25,3,10,10,3,1,, ,KG-05,
16-17,27,Hennepin                                     ,4219,07,NORTHEAST COLLEGE PREP             ,000, ,11,11,All Grades,263,217,16,163,163,18,1,263,217,16,163,163,18,1,, ,KG-05,
16-17,27,Hennepin                                     ,4220,07,AGAMIM CLASSICAL ACADEMY           ,000, ,11,11,KG,43,3,2,8,8,3,,43,3,2,8,8,3,,, ,KG-05,
16-17,27,Hennepin                                     ,4220,07,AGAMIM CLASSICAL ACADEMY           ,000, ,11,11,01,24,5,1,4,4,1,,24,5,1,4,4,1,,, ,KG-05,
16-17,27,Hennepin                                     ,4220,07,AGAMIM CLASSICAL ACADEMY           ,000, ,11,11,02,22,7,1,3,3,5,,22,7,1,3,3,5,,, ,KG-05,
16-17,27,Hennepin                                     ,4220,07,AGAMIM CLASSICAL ACADEMY           ,000, ,11,11,03,22,3,1,3,3,3,,22,3,1,3,3,3,,, ,KG-05,
16-17,27,Hennepin                                     ,4220,07,AGAMIM CLASSICAL ACADEMY           ,000, ,11,11,04,28,6,2,4,4,4,,28,6,2,4,4,4,,, ,KG-05,
16-17,27,Hennepin                                     ,4220,07,AGAMIM CLASSICAL ACADEMY           ,000, ,11,11,05,10,2,2,2,2,1,,10,2,2,2,2,1,,, ,KG-05,
16-17,27,Hennepin                                     ,4220,07,AGAMIM CLASSICAL ACADEMY           ,000, ,11,11,All Grades,149,26,9,24,24,17,,149,26,9,24,24,17,,, ,KG-05,
16-17,19,Dakota                                       ,4221,07,DISCOVERY CHARTER SCHOOL           ,000, ,11,11,KG,41,16,4,9,9,5,,41,16,4,9,9,5,,, ,KG-06,
16-17,19,Dakota                                       ,4221,07,DISCOVERY CHARTER SCHOOL           ,000, ,11,11,01,29,8,3,2,2,2,,29,8,3,2,2,2,,, ,KG-06,
16-17,19,Dakota                                       ,4221,07,DISCOVERY CHARTER SCHOOL           ,000, ,11,11,02,37,13,2,5,5,1,2,37,13,2,5,5,1,2,, ,KG-06,
16-17,19,Dakota                                       ,4221,07,DISCOVERY CHARTER SCHOOL           ,000, ,11,11,03,34,15,1,5,5,2,,34,15,1,5,5,2,,, ,KG-06,
16-17,19,Dakota                                       ,4221,07,DISCOVERY CHARTER SCHOOL           ,000, ,11,11,04,25,8,2,7,7,,,25,8,2,7,7,,,, ,KG-06,
16-17,19,Dakota                                       ,4221,07,DISCOVERY CHARTER SCHOOL           ,000, ,11,11,05,16,7,2,4,4,,2,16,7,2,4,4,,2,, ,KG-06,
16-17,19,Dakota                                       ,4221,07,DISCOVERY CHARTER SCHOOL           ,000, ,11,11,06,10,3,1,2,2,5,,10,3,1,2,2,5,,, ,KG-06,
16-17,19,Dakota                                       ,4221,07,DISCOVERY CHARTER SCHOOL           ,000, ,11,11,All Grades,192,70,15,34,34,15,4,192,70,15,34,34,15,4,, ,KG-06,
16-17,73,Stearns                                      ,4223,07,SAINT CLOUD MATH AND SCIENCE ACADEM,000, ,07,07W,KG,30,29,1,25,25,,,30,29,1,25,25,,,, ,KG-05,
