DataYear,DistrictCouNum,DistrictCountyName,districtNumber,districtType,DistrictName,schoolNumber,SchoolName,ECSUNumber,EconomicDevelopmentRegion,Grade,K12Enr,FreeK12,RedK12,LEPIdentifiedK12,LEPServedK12,SPEK12,HMLK12,EC12Enr,FreeEC12,RedEC12,LEPIdentifiedEC12,LEPServedEC12,SPEEC12,HMLEC12,SchoolLocationCountyNumber,SchoolLocationCountyName,MinMaxGrade,SchoolClassification
16-17,27,Hennepin                                     ,4171,07,NOBLE ACADEMY                      ,000, ,11,11,08,47,21,4,17,17,5,,47,21,4,17,17,5,,, ,KG-08,
16-17,27,Hennepin                                     ,4171,07,NOBLE ACADEMY                      ,000, ,11,11,All Grades,842,417,105,438,437,37,,842,417,105,438,437,37,,, ,KG-08,
16-17,87,Yellow Medicine                              ,4172,07,CLARKFIELD CHARTER SCHOOL          ,000, ,06,06W,KG,12,2,5,,,,,12,2,5,,,,,, ,KG-06,
16-17,87,Yellow Medicine                              ,4172,07,CLARKFIELD CHARTER SCHOOL          ,000, ,06,06W,01,6,3,1,,,,,6,3,1,,,,,, ,KG-06,
16-17,87,Yellow Medicine                              ,4172,07,CLARKFIELD CHARTER SCHOOL          ,000, ,06,06W,02,14,6,1,,,2,,14,6,1,,,2,,, ,KG-06,
16-17,87,Yellow Medicine                              ,4172,07,CLARKFIELD CHARTER SCHOOL          ,000, ,06,06W,03,7,1,3,,,2,,7,1,3,,,2,,, ,KG-06,
16-17,87,Yellow Medicine                              ,4172,07,CLARKFIELD CHARTER SCHOOL          ,000, ,06,06W,04,3,,,,,2,,3,,,,,2,,, ,KG-06,
16-17,87,Yellow Medicine                              ,4172,07,CLARKFIELD CHARTER SCHOOL          ,000, ,06,06W,05,9,4,2,,,1,,9,4,2,,,1,,, ,KG-06,
16-17,87,Yellow Medicine                              ,4172,07,CLARKFIELD CHARTER SCHOOL          ,000, ,06,06W,06,2,1,,,,,,2,1,,,,,,, ,KG-06,
16-17,87,Yellow Medicine                              ,4172,07,CLARKFIELD CHARTER SCHOOL          ,000, ,06,06W,All Grades,53,17,12,,,7,,53,17,12,,,7,,, ,KG-06,
16-17,01,Aitkin                                       ,4177,07,MINISINAAKWAANG LEADERSHIP ACADEMY ,000, ,03,03,01,1,1,,,,,,1,1,,,,,,, ,01-12,
16-17,01,Aitkin                                       ,4177,07,MINISINAAKWAANG LEADERSHIP ACADEMY ,000, ,03,03,02,2,2,,,,2,,2,2,,,,2,,, ,01-12,
16-17,01,Aitkin                                       ,4177,07,MINISINAAKWAANG LEADERSHIP ACADEMY ,000, ,03,03,03,2,2,,,,1,,2,2,,,,1,,, ,01-12,
16-17,01,Aitkin                                       ,4177,07,MINISINAAKWAANG LEADERSHIP ACADEMY ,000, ,03,03,04,1,1,,,,1,,1,1,,,,1,,, ,01-12,
16-17,01,Aitkin                                       ,4177,07,MINISINAAKWAANG LEADERSHIP ACADEMY ,000, ,03,03,05,1,1,,,,,,1,1,,,,,,, ,01-12,
16-17,01,Aitkin                                       ,4177,07,MINISINAAKWAANG LEADERSHIP ACADEMY ,000, ,03,03,06,2,2,,,,1,,2,2,,,,1,,, ,01-12,
16-17,01,Aitkin                                       ,4177,07,MINISINAAKWAANG LEADERSHIP ACADEMY ,000, ,03,03,07,2,2,,,,1,,2,2,,,,1,,, ,01-12,
16-17,01,Aitkin                                       ,4177,07,MINISINAAKWAANG LEADERSHIP ACADEMY ,000, ,03,03,08,3,2,,,,1,,3,2,,,,1,,, ,01-12,
16-17,01,Aitkin                                       ,4177,07,MINISINAAKWAANG LEADERSHIP ACADEMY ,000, ,03,03,09,5,5,,,,3,,5,5,,,,3,,, ,01-12,
16-17,01,Aitkin                                       ,4177,07,MINISINAAKWAANG LEADERSHIP ACADEMY ,000, ,03,03,10,1,1,,,,,,1,1,,,,,,, ,01-12,
16-17,01,Aitkin                                       ,4177,07,MINISINAAKWAANG LEADERSHIP ACADEMY ,000, ,03,03,11,2,2,,,,,,2,2,,,,,,, ,01-12,
16-17,01,Aitkin                                       ,4177,07,MINISINAAKWAANG LEADERSHIP ACADEMY ,000, ,03,03,12,1,1,,,,1,,1,1,,,,1,,, ,01-12,
16-17,01,Aitkin                                       ,4177,07,MINISINAAKWAANG LEADERSHIP ACADEMY ,000, ,03,03,All Grades,23,22,,,,11,,23,22,,,,11,,, ,01-12,
16-17,27,Hennepin                                     ,4178,07,LINCOLN INTERNATIONAL SCHOOL       ,000, ,11,11,09,25,25,,24,24,,2,25,25,,24,24,,2,, ,09-12,
16-17,27,Hennepin                                     ,4178,07,LINCOLN INTERNATIONAL SCHOOL       ,000, ,11,11,10,23,22,1,22,22,1,1,23,22,1,22,22,1,1,, ,09-12,
16-17,27,Hennepin                                     ,4178,07,LINCOLN INTERNATIONAL SCHOOL       ,000, ,11,11,11,31,31,,25,25,3,,31,31,,25,25,3,,, ,09-12,
16-17,27,Hennepin                                     ,4178,07,LINCOLN INTERNATIONAL SCHOOL       ,000, ,11,11,12,37,36,1,33,33,1,,37,36,1,33,33,1,,, ,09-12,
16-17,27,Hennepin                                     ,4178,07,LINCOLN INTERNATIONAL SCHOOL       ,000, ,11,11,All Grades,116,114,2,104,104,5,3,116,114,2,104,104,5,3,, ,09-12,
16-17,62,Ramsey                                       ,4181,07,COMMUNITY SCHOOL OF EXCELLENCE     ,000, ,11,11,KG,80,60,3,63,62,2,,80,60,3,63,62,2,,, ,KG-08,
16-17,62,Ramsey                                       ,4181,07,COMMUNITY SCHOOL OF EXCELLENCE     ,000, ,11,11,01,117,80,3,88,88,5,,117,80,3,88,88,5,,, ,KG-08,
16-17,62,Ramsey                                       ,4181,07,COMMUNITY SCHOOL OF EXCELLENCE     ,000, ,11,11,02,101,77,3,83,83,7,,101,77,3,83,83,7,,, ,KG-08,
16-17,62,Ramsey                                       ,4181,07,COMMUNITY SCHOOL OF EXCELLENCE     ,000, ,11,11,03,103,65,2,83,81,9,,103,65,2,83,81,9,,, ,KG-08,
16-17,62,Ramsey                                       ,4181,07,COMMUNITY SCHOOL OF EXCELLENCE     ,000, ,11,11,04,107,79,1,67,65,10,,107,79,1,67,65,10,,, ,KG-08,
16-17,62,Ramsey                                       ,4181,07,COMMUNITY SCHOOL OF EXCELLENCE     ,000, ,11,11,05,101,77,1,46,42,9,,101,77,1,46,42,9,,, ,KG-08,
16-17,62,Ramsey                                       ,4181,07,COMMUNITY SCHOOL OF EXCELLENCE     ,000, ,11,11,06,126,93,1,69,64,14,,126,93,1,69,64,14,,, ,KG-08,
16-17,62,Ramsey                                       ,4181,07,COMMUNITY SCHOOL OF EXCELLENCE     ,000, ,11,11,07,84,68,,51,50,9,,84,68,,51,50,9,,, ,KG-08,
16-17,62,Ramsey                                       ,4181,07,COMMUNITY SCHOOL OF EXCELLENCE     ,000, ,11,11,08,101,82,1,62,62,10,,101,82,1,62,62,10,,, ,KG-08,
16-17,62,Ramsey                                       ,4181,07,COMMUNITY SCHOOL OF EXCELLENCE     ,000, ,11,11,All Grades,920,681,15,612,597,75,,920,681,15,612,597,75,,, ,KG-08,
16-17,27,Hennepin                                     ,4183,07,LIONSGATE ACADEMY                  ,000, ,11,11,07,22,5,,,,19,,22,5,,,,19,,, ,07-12,
16-17,27,Hennepin                                     ,4183,07,LIONSGATE ACADEMY                  ,000, ,11,11,08,26,3,1,,,26,,26,3,1,,,26,,, ,07-12,
16-17,27,Hennepin                                     ,4183,07,LIONSGATE ACADEMY                  ,000, ,11,11,09,25,1,,,,25,,25,1,,,,25,,, ,07-12,
16-17,27,Hennepin                                     ,4183,07,LIONSGATE ACADEMY                  ,000, ,11,11,10,24,5,1,,,24,,24,5,1,,,24,,, ,07-12,
16-17,27,Hennepin                                     ,4183,07,LIONSGATE ACADEMY                  ,000, ,11,11,11,24,1,2,,,23,,24,1,2,,,23,,, ,07-12,
16-17,27,Hennepin                                     ,4183,07,LIONSGATE ACADEMY                  ,000, ,11,11,12,68,10,2,,,67,,68,10,2,,,67,,, ,07-12,
16-17,27,Hennepin                                     ,4183,07,LIONSGATE ACADEMY                  ,000, ,11,11,All Grades,189,25,6,,,184,,189,25,6,,,184,,, ,07-12,
16-17,70,Scott                                        ,4184,07,ASPEN ACADEMY                      ,000, ,11,11,KG,75,9,3,21,21,3,,75,9,3,21,21,3,,, ,KG-08,
16-17,70,Scott                                        ,4184,07,ASPEN ACADEMY                      ,000, ,11,11,01,64,10,3,12,12,2,,64,10,3,12,12,2,,, ,KG-08,
16-17,70,Scott                                        ,4184,07,ASPEN ACADEMY                      ,000, ,11,11,02,65,2,4,2,2,6,,65,2,4,2,2,6,,, ,KG-08,
16-17,70,Scott                                        ,4184,07,ASPEN ACADEMY                      ,000, ,11,11,03,66,4,6,9,9,4,,66,4,6,9,9,4,,, ,KG-08,
16-17,70,Scott                                        ,4184,07,ASPEN ACADEMY                      ,000, ,11,11,04,66,8,3,1,1,9,,66,8,3,1,1,9,,, ,KG-08,
16-17,70,Scott                                        ,4184,07,ASPEN ACADEMY                      ,000, ,11,11,05,61,2,1,1,1,6,,61,2,1,1,1,6,,, ,KG-08,
16-17,70,Scott                                        ,4184,07,ASPEN ACADEMY                      ,000, ,11,11,06,41,3,3,1,1,3,,41,3,3,1,1,3,,, ,KG-08,
16-17,70,Scott                                        ,4184,07,ASPEN ACADEMY                      ,000, ,11,11,07,26,4,1,1,1,4,,26,4,1,1,1,4,,, ,KG-08,
16-17,70,Scott                                        ,4184,07,ASPEN ACADEMY                      ,000, ,11,11,08,18,1,2,1,1,2,,18,1,2,1,1,2,,, ,KG-08,
16-17,70,Scott                                        ,4184,07,ASPEN ACADEMY                      ,000, ,11,11,All Grades,482,43,26,49,49,39,,482,43,26,49,49,39,,, ,KG-08,
16-17,02,Anoka                                        ,4185,07,DAVINCI ACADEMY                    ,000, ,11,11,KG,36,3,4,2,2,2,,36,3,4,2,2,2,,, ,KG-08,
16-17,02,Anoka                                        ,4185,07,DAVINCI ACADEMY                    ,000, ,11,11,01,51,4,6,1,1,6,,51,4,6,1,1,6,,, ,KG-08,
16-17,02,Anoka                                        ,4185,07,DAVINCI ACADEMY                    ,000, ,11,11,02,52,4,5,1,1,7,,52,4,5,1,1,7,,, ,KG-08,
16-17,02,Anoka                                        ,4185,07,DAVINCI ACADEMY                    ,000, ,11,11,03,53,4,1,2,2,2,,53,4,1,2,2,2,,, ,KG-08,
16-17,02,Anoka                                        ,4185,07,DAVINCI ACADEMY                    ,000, ,11,11,04,52,2,2,1,1,6,,52,2,2,1,1,6,,, ,KG-08,
16-17,02,Anoka                                        ,4185,07,DAVINCI ACADEMY                    ,000, ,11,11,05,50,5,2,,,7,,50,5,2,,,7,,, ,KG-08,
16-17,02,Anoka                                        ,4185,07,DAVINCI ACADEMY                    ,000, ,11,11,06,50,5,5,,,4,,50,5,5,,,4,,, ,KG-08,
16-17,02,Anoka                                        ,4185,07,DAVINCI ACADEMY                    ,000, ,11,11,07,50,6,3,,,10,,50,6,3,,,10,,, ,KG-08,
16-17,02,Anoka                                        ,4185,07,DAVINCI ACADEMY                    ,000, ,11,11,08,47,6,3,3,2,5,,47,6,3,3,2,5,,, ,KG-08,
16-17,02,Anoka                                        ,4185,07,DAVINCI ACADEMY                    ,000, ,11,11,All Grades,441,39,31,10,9,49,,441,39,31,10,9,49,,, ,KG-08,
16-17,02,Anoka                                        ,4186,07,GLOBAL ACADEMY                     ,000, ,11,11,KG,48,30,7,26,26,4,,48,30,7,26,26,4,,, ,KG-08,
16-17,02,Anoka                                        ,4186,07,GLOBAL ACADEMY                     ,000, ,11,11,01,48,34,8,33,33,5,,48,34,8,33,33,5,,, ,KG-08,
16-17,02,Anoka                                        ,4186,07,GLOBAL ACADEMY                     ,000, ,11,11,02,48,39,4,28,28,3,,48,39,4,28,28,3,,, ,KG-08,
16-17,02,Anoka                                        ,4186,07,GLOBAL ACADEMY                     ,000, ,11,11,03,50,36,4,35,35,2,,50,36,4,35,35,2,,, ,KG-08,
16-17,02,Anoka                                        ,4186,07,GLOBAL ACADEMY                     ,000, ,11,11,04,48,38,6,11,11,4,,48,38,6,11,11,4,,, ,KG-08,
16-17,02,Anoka                                        ,4186,07,GLOBAL ACADEMY                     ,000, ,11,11,05,48,32,8,6,6,11,1,48,32,8,6,6,11,1,, ,KG-08,
16-17,02,Anoka                                        ,4186,07,GLOBAL ACADEMY                     ,000, ,11,11,06,48,34,10,3,3,6,,48,34,10,3,3,6,,, ,KG-08,
16-17,02,Anoka                                        ,4186,07,GLOBAL ACADEMY                     ,000, ,11,11,07,49,40,6,5,5,1,,49,40,6,5,5,1,,, ,KG-08,
16-17,02,Anoka                                        ,4186,07,GLOBAL ACADEMY                     ,000, ,11,11,08,42,27,6,5,5,3,,42,27,6,5,5,3,,, ,KG-08,
16-17,02,Anoka                                        ,4186,07,GLOBAL ACADEMY                     ,000, ,11,11,All Grades,429,310,59,152,152,39,1,429,310,59,152,152,39,1,, ,KG-08,
16-17,82,Washington                                   ,4187,07,NATURAL SCIENCE ACADEMY            ,000, ,11,11,KG,14,,,,,,,14,,,,,,,, ,KG-05,
16-17,82,Washington                                   ,4187,07,NATURAL SCIENCE ACADEMY            ,000, ,11,11,01,26,,,,,3,,26,,,,,3,,, ,KG-05,
16-17,82,Washington                                   ,4187,07,NATURAL SCIENCE ACADEMY            ,000, ,11,11,02,10,,,,,2,,10,,,,,2,,, ,KG-05,
16-17,82,Washington                                   ,4187,07,NATURAL SCIENCE ACADEMY            ,000, ,11,11,03,11,1,,,,3,,11,1,,,,3,,, ,KG-05,
16-17,82,Washington                                   ,4187,07,NATURAL SCIENCE ACADEMY            ,000, ,11,11,04,11,,,,,,,11,,,,,,,, ,KG-05,
16-17,82,Washington                                   ,4187,07,NATURAL SCIENCE ACADEMY            ,000, ,11,11,05,8,1,,,,2,,8,1,,,,2,,, ,KG-05,
16-17,82,Washington                                   ,4187,07,NATURAL SCIENCE ACADEMY            ,000, ,11,11,All Grades,80,2,,,,10,,80,2,,,,10,,, ,KG-05,
16-17,10,Carver                                       ,4188,07,COLOGNE ACADEMY                    ,000, ,11,11,KG,78,8,4,,,4,,78,8,4,,,4,,, ,KG-08,
16-17,10,Carver                                       ,4188,07,COLOGNE ACADEMY                    ,000, ,11,11,01,78,3,2,,,11,,78,3,2,,,11,,, ,KG-08,
16-17,10,Carver                                       ,4188,07,COLOGNE ACADEMY                    ,000, ,11,11,02,73,8,5,1,1,7,,73,8,5,1,1,7,,, ,KG-08,
16-17,10,Carver                                       ,4188,07,COLOGNE ACADEMY                    ,000, ,11,11,03,92,10,4,,,6,,92,10,4,,,6,,, ,KG-08,
16-17,10,Carver                                       ,4188,07,COLOGNE ACADEMY                    ,000, ,11,11,04,77,5,3,,,13,,77,5,3,,,13,,, ,KG-08,
16-17,10,Carver                                       ,4188,07,COLOGNE ACADEMY                    ,000, ,11,11,05,62,7,4,,,7,,62,7,4,,,7,,, ,KG-08,
16-17,10,Carver                                       ,4188,07,COLOGNE ACADEMY                    ,000, ,11,11,06,56,1,2,,,11,,56,1,2,,,11,,, ,KG-08,
16-17,10,Carver                                       ,4188,07,COLOGNE ACADEMY                    ,000, ,11,11,07,45,4,3,,,6,,45,4,3,,,6,,, ,KG-08,
16-17,10,Carver                                       ,4188,07,COLOGNE ACADEMY                    ,000, ,11,11,08,46,4,6,,,7,,46,4,6,,,7,,, ,KG-08,
16-17,10,Carver                                       ,4188,07,COLOGNE ACADEMY                    ,000, ,11,11,All Grades,607,50,33,1,1,72,,607,50,33,1,1,72,,, ,KG-08,
16-17,27,Hennepin                                     ,4189,07,BRIGHT WATER ELEMENTARY            ,000, ,11,11,KG,25,13,,,,,,25,13,,,,,,, ,KG-06,
16-17,27,Hennepin                                     ,4189,07,BRIGHT WATER ELEMENTARY            ,000, ,11,11,01,34,16,,2,2,3,,34,16,,2,2,3,,, ,KG-06,
16-17,27,Hennepin                                     ,4189,07,BRIGHT WATER ELEMENTARY            ,000, ,11,11,02,24,18,,,,2,3,24,18,,,,2,3,, ,KG-06,
16-17,27,Hennepin                                     ,4189,07,BRIGHT WATER ELEMENTARY            ,000, ,11,11,03,36,22,,4,4,5,2,36,22,,4,4,5,2,, ,KG-06,
16-17,27,Hennepin                                     ,4189,07,BRIGHT WATER ELEMENTARY            ,000, ,11,11,04,28,10,,1,1,7,2,28,10,,1,1,7,2,, ,KG-06,
16-17,27,Hennepin                                     ,4189,07,BRIGHT WATER ELEMENTARY            ,000, ,11,11,05,21,10,,1,1,7,1,21,10,,1,1,7,1,, ,KG-06,
16-17,27,Hennepin                                     ,4189,07,BRIGHT WATER ELEMENTARY            ,000, ,11,11,06,7,5,,2,2,3,,7,5,,2,2,3,,, ,KG-06,
16-17,27,Hennepin                                     ,4189,07,BRIGHT WATER ELEMENTARY            ,000, ,11,11,All Grades,175,94,,10,10,27,8,175,94,,10,10,27,8,, ,KG-06,
16-17,62,Ramsey                                       ,4190,07,RIVERS EDGE ACADEMY                ,000, ,11,11,09,9,8,1,,,4,2,9,8,1,,,4,2,, ,09-12,
16-17,62,Ramsey                                       ,4190,07,RIVERS EDGE ACADEMY                ,000, ,11,11,10,21,11,,,,10,1,21,11,,,,10,1,, ,09-12,
16-17,62,Ramsey                                       ,4190,07,RIVERS EDGE ACADEMY                ,000, ,11,11,11,27,10,2,1,1,10,1,27,10,2,1,1,10,1,, ,09-12,
16-17,62,Ramsey                                       ,4190,07,RIVERS EDGE ACADEMY                ,000, ,11,11,12,13,6,1,,,3,,13,6,1,,,3,,, ,09-12,
16-17,62,Ramsey                                       ,4190,07,RIVERS EDGE ACADEMY                ,000, ,11,11,All Grades,70,35,4,1,1,27,4,70,35,4,1,1,27,4,, ,09-12,
16-17,27,Hennepin                                     ,4191,07,KIPP MINNESOTA CHARTER SCHOOL      ,000, ,11,11,KG,42,37,,,,3,3,42,37,,,,3,3,, ,KG-08,
16-17,27,Hennepin                                     ,4191,07,KIPP MINNESOTA CHARTER SCHOOL      ,000, ,11,11,01,25,21,1,,,1,2,25,21,1,,,1,2,, ,KG-08,
16-17,27,Hennepin                                     ,4191,07,KIPP MINNESOTA CHARTER SCHOOL      ,000, ,11,11,05,29,22,,,,5,,29,22,,,,5,,, ,KG-08,
16-17,27,Hennepin                                     ,4191,07,KIPP MINNESOTA CHARTER SCHOOL      ,000, ,11,11,06,64,59,3,1,1,16,1,64,59,3,1,1,16,1,, ,KG-08,
16-17,27,Hennepin                                     ,4191,07,KIPP MINNESOTA CHARTER SCHOOL      ,000, ,11,11,07,51,45,2,,,11,1,51,45,2,,,11,1,, ,KG-08,
16-17,27,Hennepin                                     ,4191,07,KIPP MINNESOTA CHARTER SCHOOL      ,000, ,11,11,08,41,36,2,,,10,1,41,36,2,,,10,1,, ,KG-08,
16-17,27,Hennepin                                     ,4191,07,KIPP MINNESOTA CHARTER SCHOOL      ,000, ,11,11,All Grades,252,220,8,1,1,46,8,252,220,8,1,1,46,8,, ,KG-08,
16-17,27,Hennepin                                     ,4192,07,BEST ACADEMY                       ,000, ,11,11,KG,67,58,,48,48,,2,67,58,,48,48,,2,, ,KG-08,
16-17,27,Hennepin                                     ,4192,07,BEST ACADEMY                       ,000, ,11,11,01,53,46,,35,35,5,,53,46,,35,35,5,,, ,KG-08,
16-17,27,Hennepin                                     ,4192,07,BEST ACADEMY                       ,000, ,11,11,02,70,64,1,48,48,1,5,70,64,1,48,48,1,5,, ,KG-08,
16-17,27,Hennepin                                     ,4192,07,BEST ACADEMY                       ,000, ,11,11,03,63,53,,41,41,9,,63,53,,41,41,9,,, ,KG-08,
16-17,27,Hennepin                                     ,4192,07,BEST ACADEMY                       ,000, ,11,11,04,67,60,2,26,26,9,3,67,60,2,26,26,9,3,, ,KG-08,
16-17,27,Hennepin                                     ,4192,07,BEST ACADEMY                       ,000, ,11,11,05,132,116,3,21,21,28,4,132,116,3,21,21,28,4,, ,KG-08,
16-17,27,Hennepin                                     ,4192,07,BEST ACADEMY                       ,000, ,11,11,06,114,97,2,18,18,19,5,114,97,2,18,18,19,5,, ,KG-08,
16-17,27,Hennepin                                     ,4192,07,BEST ACADEMY                       ,000, ,11,11,07,88,74,3,19,19,14,2,88,74,3,19,19,14,2,, ,KG-08,
16-17,27,Hennepin                                     ,4192,07,BEST ACADEMY                       ,000, ,11,11,08,63,50,1,4,4,10,2,63,50,1,4,4,10,2,, ,KG-08,
16-17,27,Hennepin                                     ,4192,07,BEST ACADEMY                       ,000, ,11,11,All Grades,717,618,12,260,260,95,23,717,618,12,260,260,95,23,, ,KG-08,
16-17,62,Ramsey                                       ,4193,07,COLLEGE PREPARATORY ELEMENTARY     ,000, ,11,11,KG,49,39,2,33,32,1,3,49,39,2,33,32,1,3,, ,KG-06,
16-17,62,Ramsey                                       ,4193,07,COLLEGE PREPARATORY ELEMENTARY     ,000, ,11,11,01,54,38,9,39,37,4,,54,38,9,39,37,4,,, ,KG-06,
16-17,62,Ramsey                                       ,4193,07,COLLEGE PREPARATORY ELEMENTARY     ,000, ,11,11,02,53,36,9,42,41,5,4,53,36,9,42,41,5,4,, ,KG-06,
16-17,62,Ramsey                                       ,4193,07,COLLEGE PREPARATORY ELEMENTARY     ,000, ,11,11,03,46,37,8,38,37,5,2,46,37,8,38,37,5,2,, ,KG-06,
16-17,62,Ramsey                                       ,4193,07,COLLEGE PREPARATORY ELEMENTARY     ,000, ,11,11,04,58,50,3,46,46,11,1,58,50,3,46,46,11,1,, ,KG-06,
16-17,62,Ramsey                                       ,4193,07,COLLEGE PREPARATORY ELEMENTARY     ,000, ,11,11,05,56,44,9,39,38,9,1,56,44,9,39,38,9,1,, ,KG-06,
16-17,62,Ramsey                                       ,4193,07,COLLEGE PREPARATORY ELEMENTARY     ,000, ,11,11,06,41,27,10,22,22,6,,41,27,10,22,22,6,,, ,KG-06,
16-17,62,Ramsey                                       ,4193,07,COLLEGE PREPARATORY ELEMENTARY     ,000, ,11,11,All Grades,357,271,50,259,253,41,11,357,271,50,259,253,41,11,, ,KG-06,
16-17,66,Rice                                         ,4194,07,CANNON RIVER STEM SCHOOL           ,000, ,10,10,KG,38,14,1,,,5,2,38,14,1,,,5,2,, ,KG-08,
16-17,66,Rice                                         ,4194,07,CANNON RIVER STEM SCHOOL           ,000, ,10,10,01,40,10,7,3,3,4,,40,10,7,3,3,4,,, ,KG-08,
16-17,66,Rice                                         ,4194,07,CANNON RIVER STEM SCHOOL           ,000, ,10,10,02,40,5,6,,,3,,40,5,6,,,3,,, ,KG-08,
16-17,66,Rice                                         ,4194,07,CANNON RIVER STEM SCHOOL           ,000, ,10,10,03,40,8,2,2,2,2,,40,8,2,2,2,2,,, ,KG-08,
16-17,66,Rice                                         ,4194,07,CANNON RIVER STEM SCHOOL           ,000, ,10,10,04,44,5,4,,,5,,44,5,4,,,5,,, ,KG-08,
16-17,66,Rice                                         ,4194,07,CANNON RIVER STEM SCHOOL           ,000, ,10,10,05,44,8,2,1,1,6,,44,8,2,1,1,6,,, ,KG-08,
16-17,66,Rice                                         ,4194,07,CANNON RIVER STEM SCHOOL           ,000, ,10,10,06,44,6,6,2,2,8,,44,6,6,2,2,8,,, ,KG-08,
16-17,66,Rice                                         ,4194,07,CANNON RIVER STEM SCHOOL           ,000, ,10,10,07,40,7,3,4,3,6,,40,7,3,4,3,6,,, ,KG-08,
16-17,66,Rice                                         ,4194,07,CANNON RIVER STEM SCHOOL           ,000, ,10,10,08,16,2,,2,2,3,,16,2,,2,2,3,,, ,KG-08,
16-17,66,Rice                                         ,4194,07,CANNON RIVER STEM SCHOOL           ,000, ,10,10,All Grades,346,65,31,14,13,42,2,346,65,31,14,13,42,2,, ,KG-08,
16-17,16,Cook                                         ,4195,07,OSHKI OGIMAAG CHARTER SCHOOL       ,000, ,03,03,KG,3,2,1,,,,1,3,2,1,,,,1,, ,KG-06,
16-17,16,Cook                                         ,4195,07,OSHKI OGIMAAG CHARTER SCHOOL       ,000, ,03,03,01,6,3,1,,,,,6,3,1,,,,,, ,KG-06,
16-17,16,Cook                                         ,4195,07,OSHKI OGIMAAG CHARTER SCHOOL       ,000, ,03,03,02,5,3,1,,,1,,5,3,1,,,1,,, ,KG-06,
16-17,16,Cook                                         ,4195,07,OSHKI OGIMAAG CHARTER SCHOOL       ,000, ,03,03,03,4,3,,,,1,1,4,3,,,,1,1,, ,KG-06,
16-17,16,Cook                                         ,4195,07,OSHKI OGIMAAG CHARTER SCHOOL       ,000, ,03,03,04,3,3,,,,2,,3,3,,,,2,,, ,KG-06,
16-17,16,Cook                                         ,4195,07,OSHKI OGIMAAG CHARTER SCHOOL       ,000, ,03,03,05,4,4,,,,1,,4,4,,,,1,,, ,KG-06,
16-17,16,Cook                                         ,4195,07,OSHKI OGIMAAG CHARTER SCHOOL       ,000, ,03,03,06,3,3,,,,2,,3,3,,,,2,,, ,KG-06,
16-17,16,Cook                                         ,4195,07,OSHKI OGIMAAG CHARTER SCHOOL       ,000, ,03,03,All Grades,28,21,3,,,7,2,28,21,3,,,7,2,, ,KG-06,
16-17,18,Crow Wing                                    ,4198,07,DISCOVERY WOODS MONTESSORI SCHOOL  ,000, ,05,05,KG,22,9,2,,,1,,22,9,2,,,1,,, ,KG-06,
16-17,18,Crow Wing                                    ,4198,07,DISCOVERY WOODS MONTESSORI SCHOOL  ,000, ,05,05,01,15,7,1,,,2,,15,7,1,,,2,,, ,KG-06,
16-17,18,Crow Wing                                    ,4198,07,DISCOVERY WOODS MONTESSORI SCHOOL  ,000, ,05,05,02,12,11,,,,2,,12,11,,,,2,,, ,KG-06,
16-17,18,Crow Wing                                    ,4198,07,DISCOVERY WOODS MONTESSORI SCHOOL  ,000, ,05,05,03,21,8,1,,,5,,21,8,1,,,5,,, ,KG-06,
16-17,18,Crow Wing                                    ,4198,07,DISCOVERY WOODS MONTESSORI SCHOOL  ,000, ,05,05,04,14,8,2,,,5,,14,8,2,,,5,,, ,KG-06,
16-17,18,Crow Wing                                    ,4198,07,DISCOVERY WOODS MONTESSORI SCHOOL  ,000, ,05,05,05,5,3,,,,2,,5,3,,,,2,,, ,KG-06,
16-17,18,Crow Wing                                    ,4198,07,DISCOVERY WOODS MONTESSORI SCHOOL  ,000, ,05,05,06,6,2,1,,,3,,6,2,1,,,3,,, ,KG-06,
16-17,18,Crow Wing                                    ,4198,07,DISCOVERY WOODS MONTESSORI SCHOOL  ,000, ,05,05,All Grades,95,48,7,,,20,,95,48,7,,,20,,, ,KG-06,
16-17,27,Hennepin                                     ,4199,07,PARNASSUS PREPARATORY CHARTER SCH  ,000, ,11,11,KG,119,19,15,13,13,6,,119,19,15,13,13,6,,, ,KG-11,
16-17,27,Hennepin                                     ,4199,07,PARNASSUS PREPARATORY CHARTER SCH  ,000, ,11,11,01,126,20,10,10,10,6,,126,20,10,10,10,6,,, ,KG-11,
16-17,27,Hennepin                                     ,4199,07,PARNASSUS PREPARATORY CHARTER SCH  ,000, ,11,11,02,119,23,5,9,8,7,,119,23,5,9,8,7,,, ,KG-11,
16-17,27,Hennepin                                     ,4199,07,PARNASSUS PREPARATORY CHARTER SCH  ,000, ,11,11,03,126,23,8,5,4,8,,126,23,8,5,4,8,,, ,KG-11,
16-17,27,Hennepin                                     ,4199,07,PARNASSUS PREPARATORY CHARTER SCH  ,000, ,11,11,04,121,20,10,9,7,4,,121,20,10,9,7,4,,, ,KG-11,
16-17,27,Hennepin                                     ,4199,07,PARNASSUS PREPARATORY CHARTER SCH  ,000, ,11,11,05,92,13,2,4,4,3,,92,13,2,4,4,3,,, ,KG-11,
16-17,27,Hennepin                                     ,4199,07,PARNASSUS PREPARATORY CHARTER SCH  ,000, ,11,11,06,80,14,11,2,2,12,,80,14,11,2,2,12,,, ,KG-11,
