DistrictNumber,districtType,districtName,year,percentMinority
6012,61,ZUMBRO EDUCATION DISTRICT,2015,0.15625
2805,01,ZUMBROTA-MAZEPPA SCHOOL DISTRICT,2015,0.0871839581517001
0000,01,Minneapolis-St. Paul International Airport,2015,NA
2759,01,Eagle Valley,2015,NA
0323,02,Franconia,2015,NA
0815,02,Prinsburg,2015,NA
2396,01,A.C.G.C. PUBLIC SCHOOL DISTRICT,2016,0.101503759398496
4073,07,ACADEMIA CESAR CHAVEZ CHARTER SCH.,2016,0.982142857142857
4119,07,ACADEMIC ARTS HIGH SCHOOL,2016,0.319148936170213
4018,07,ACHIEVE LANGUAGE ACADEMY,2016,0.884520884520885
2854,01,ADA-BORUP PUBLIC SCHOOL DISTRICT,2016,0.178640776699029
0511,01,ADRIAN PUBLIC SCHOOL DISTRICT,2016,0.142602495543672
4074,07,AFSA HIGH SCHOOL,2016,0.256064690026954
4220,07,AGAMIM CLASSICAL ACADEMY,2016,0.356164383561644
0001,01,AITKIN PUBLIC SCHOOL DISTRICT,2016,0.0583333333333333
0745,01,ALBANY PUBLIC SCHOOL DISTRICT,2016,0.0533642691415313
0241,01,ALBERT LEA PUBLIC SCHOOL DISTRICT,2016,0.292611127465411
0242,01,ALDEN-CONGER PUBLIC SCHOOL DISTRICT,2016,0.0625
0206,01,ALEXANDRIA PUBLIC SCHOOL DISTRICT,2016,0.06944096264728
0876,01,ANNANDALE PUBLIC SCHOOL DISTRICT,2016,0.0857938718662953
0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,2016,0.268702651515151
4091,07,ARCADIA CHARTER SCHOOL,2016,0.134920634920635
4227,07,ART AND SCIENCE ACADEMY,2016,0.032258064516129
0261,01,ASHBY PUBLIC SCHOOL DISTRICT,2016,0.0362903225806452
4184,07,ASPEN ACADEMY,2016,0.121338912133891
4250,07,Athlos Academy of Saint Cloud,2016,NA
4011,07,ATHLOS LEADERSHIP ACADEMY,2016,0.752183406113537
4111,07,AUGSBURG FAIRVIEW ACADEMY,2016,0.979166666666667
4067,07,AURORA CHARTER SCHOOL,2016,0.995294117647059
6095,52,Austin Albert Lea Area Special Educ,2016,NA
0492,01,AUSTIN PUBLIC SCHOOL DISTRICT,2016,0.432326158940397
4075,07,AVALON SCHOOL,2016,0.234146341463415
0676,01,BADGER PUBLIC SCHOOL DISTRICT,2016,0.0856031128404669
0162,01,BAGLEY PUBLIC SCHOOL DISTRICT,2016,0.293255131964809
0146,01,BARNESVILLE PUBLIC SCHOOL DIST.,2016,0.05
0091,01,BARNUM PUBLIC SCHOOL DISTRICT,2016,0.0690505548705302
0542,01,BATTLE LAKE PUBLIC SCHOOL DISTRICT,2016,0.0969827586206897
4226,07,BDOTE LEARNING CENTER,2016,1
4124,07,BEACON ACADEMY,2016,0.239401496259352
0726,01,BECKER PUBLIC SCHOOL DISTRICT,2016,0.0591150442477876
2364,01,BELGRADE-BROOTEN-ELROSA SCHOOL DIST,2016,0.0833333333333333
0716,01,BELLE PLAINE PUBLIC SCHOOL DISTRICT,2016,0.104587155963303
0031,01,BEMIDJI PUBLIC SCHOOL DISTRICT,2016,0.271251193887297
0998,52,BEMIDJI REGIONAL INTERDIST. COUNCIL,2016,0.96875
0777,01,BENSON PUBLIC SCHOOL DISTRICT,2016,0.140208574739282
6383,61,BENTON-STEARNS ED. DISTRICT,2016,0.127118644067797
0786,01,BERTHA-HEWITT PUBLIC SCHOOL DIST.,2016,0.068075117370892
4192,07,BEST ACADEMY,2016,0.997226074895978
0727,01,BIG LAKE PUBLIC SCHOOL DISTRICT,2016,0.127102803738318
4246,07,Big Picture Twin Cities,2016,NA
4145,07,BIRCH GROVE COMMUNITY SCHOOL,2016,0.0869565217391304
2534,01,BIRD ISLAND-OLIVIA-LAKE LILLIAN,2016,0.162889518413598
0032,01,BLACKDUCK PUBLIC SCHOOL DISTRICT,2016,0.191588785046729
0756,01,BLOOMING PRAIRIE PUBLIC SCHOOL DIST,2016,0.112834978843441
0271,01,BLOOMINGTON PUBLIC SCHOOL DISTRICT,2016,0.477161265506299
2860,01,BLUE EARTH AREA PUBLIC SCHOOL,2016,0.169375534644996
4082,07,BLUESKY CHARTER SCHOOL,2016,0.196881091617934
4001,07,BLUFFVIEW MONTESSORI,2016,0.131979695431472
0314,01,BRAHAM PUBLIC SCHOOL DISTRICT,2016,0.0693928128872367
0181,01,BRAINERD PUBLIC SCHOOL DISTRICT,2016,0.0693441636582431
2908,01,BRANDON-EVANSVILLE PUBLIC SCHOOLS,2016,0.0556745182012848
0846,01,BRECKENRIDGE PUBLIC SCHOOL DISTRICT,2016,0.0925644916540212
4189,07,BRIGHT WATER ELEMENTARY,2016,0.540372670807453
0286,01,BROOKLYN CENTER SCHOOL DISTRICT,2016,0.803831736776343
0787,01,BROWERVILLE PUBLIC SCHOOL DISTRICT,2016,0.0648379052369077
0801,01,BROWNS VALLEY PUBLIC SCHOOL DIST.,2016,0.485436893203884
2159,01,BUFFALO LK-HECTOR-STEWART PUBLIC SC,2016,0.189591078066914
0877,01,BUFFALO-HANOVER-MONTROSE PUBLIC SCH,2016,0.0903790087463557
0191,01,BURNSVILLE PUBLIC SCHOOL DISTRICT,2016,0.543695652173913
0836,01,BUTTERFIELD PUBLIC SCHOOL DISTRICT,2016,0.537444933920705
0531,01,BYRON PUBLIC SCHOOL DISTRICT,2016,0.0735444330949949
0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT,2016,0.0552238805970149
0911,01,CAMBRIDGE-ISANTI PUBLIC SCHOOL DIST,2016,0.101080089667821
0852,01,CAMPBELL-TINTAH PUBLIC SCHOOL DIST.,2016,0.129251700680272
0891,01,CANBY PUBLIC SCHOOL DISTRICT,2016,0.036468330134357
0252,01,CANNON FALLS PUBLIC SCHOOL DISTRICT,2016,0.0844686648501362
4194,07,CANNON RIVER STEM SCHOOL,2016,0.138888888888889
6094,52,Cannon Valley Special Education Coo,2016,NA
4237,07,Career Pathways,2016,0.982758620689655
0093,01,CARLTON PUBLIC SCHOOL DISTRICT,2016,0.196280991735537
0115,01,CASS LAKE-BENA PUBLIC SCHOOLS,2016,0.933333333333333
2754,01,CEDAR MOUNTAIN SCHOOL DISTRICT,2016,0.19438877755511
4004,07,CEDAR RIVERSIDE COMMUNITY SCHOOL,2016,0.993377483443709
0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT,2016,0.171812901253439
6074,50,CENTRAL MINNESOTA JT. POWERS DIST.,2016,0.0625
0108,01,CENTRAL PUBLIC SCHOOL DISTRICT,2016,0.122448979591837
0227,01,CHATFIELD PUBLIC SCHOOLS,2016,0.0407239819004525
2144,01,CHISAGO LAKES SCHOOL DISTRICT,2016,0.0603550295857988
0695,01,CHISHOLM PUBLIC SCHOOL DISTRICT,2016,0.0590604026845638
0771,01,CHOKIO-ALBERTA PUBLIC SCHOOL DIST.,2016,0.0189873417721519
4000,07,CITY ACADEMY,2016,0.972222222222222
4172,07,CLARKFIELD CHARTER SCHOOL,2016,0.103448275862069
2311,01,CLEARBROOK-GONVICK SCHOOL DISTRICT,2016,0.218097447795824
0391,01,CLEVELAND PUBLIC SCHOOL DISTRICT,2016,0.0590809628008753
0592,01,CLIMAX-SHELLY PUBLIC SCHOOLS,2016,0.273170731707317
2888,01,CLINTON-GRACEVILLE-BEARDSLEY,2016,0.027190332326284
0094,01,CLOQUET PUBLIC SCHOOL DISTRICT,2016,0.267555904276187
4193,07,COLLEGE PREPARATORY ELEMENTARY,2016,0.982758620689655
4188,07,COLOGNE ACADEMY,2016,0.115173674588665
0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,2016,0.781308999370673
0081,01,COMFREY PUBLIC SCHOOL DISTRICT,2016,0.0324675324675325
4015,07,COMMUNITY OF PEACE ACADEMY,2016,0.921773142112125
4181,07,COMMUNITY SCHOOL OF EXCELLENCE,2016,0.998988877654196
0166,01,COOK COUNTY PUBLIC SCHOOLS,2016,0.277777777777778
4201,07,CORNERSTONE MONTESSORI ELEMENTARY,2016,0.613636363636364
0095,01,CROMWELL-WRIGHT PUBLIC SCHOOLS,2016,0.0825688073394495
0593,01,CROOKSTON PUBLIC SCHOOL DISTRICT,2016,0.311526479750779
0182,01,CROSBY-IRONTON PUBLIC SCHOOL DIST.,2016,0.0838709677419355
4059,07,CROSSLAKE COMMUNITY CHARTER SCHOOL,2016,0.0289017341040462
4025,07,CYBER VILLAGE ACADEMY,2016,0.273127753303965
0466,01,DASSEL-COKATO PUBLIC SCHOOL DIST.,2016,0.062144420131291
4185,07,DAVINCI ACADEMY,2016,0.297921478060046
0378,01,DAWSON-BOYD PUBLIC SCHOOL DISTRICT,2016,0.108614232209738
0317,01,DEER RIVER PUBLIC SCHOOL DISTRICT,2016,0.463087248322148
0879,01,DELANO PUBLIC SCHOOL DISTRICT,2016,0.0604575163398693
0022,01,DETROIT LAKES PUBLIC SCHOOL DIST.,2016,0.228081740276862
2164,01,DILWORTH-GLYNDON-FELTON,2016,0.110042092603728
4221,07,DISCOVERY CHARTER SCHOOL,2016,NA
4081,07,DISCOVERY PUBLIC SCHOOL FARIBAULT,2016,0.166666666666667
4198,07,Discovery Woods,2016,0.0666666666666667
0533,01,DOVER-EYOTA PUBLIC SCHOOL DISTRICT,2016,0.0565371024734982
4153,07,DUGSI ACADEMY,2016,1
0709,01,DULUTH PUBLIC SCHOOL DISTRICT,2016,0.219184430027804
4020,07,DULUTH PUBLIC SCHOOLS ACADEMY,2016,0.211594202898551
4026,07,E.C.H.O. CHARTER SCHOOL,2016,0.260416666666667
4122,07,EAGLE RIDGE ACADEMY CHARTER SCHOOL,2016,0.376028202115159
2580,01,EAST CENTRAL SCHOOL DISTRICT,2016,0.154269972451791
0595,01,EAST GRAND FORKS PUBLIC SCHOOL DIST,2016,0.205741626794258
4166,07,EAST RANGE ACADEMY OF TECH-SCIENCE,2016,0.135338345864662
0112,01,EASTERN CARVER COUNTY PUBLIC SCHOOL,2016,0.207804468687716
0272,01,EDEN PRAIRIE PUBLIC SCHOOL DISTRICT,2016,0.379153239248805
0463,01,EDEN VALLEY-WATKINS SCHOOL DISTRICT,2016,0.0535530381050463
0581,01,EDGERTON PUBLIC SCHOOL DISTRICT,2016,0.236907730673317
0273,01,EDINA PUBLIC SCHOOL DISTRICT,2016,0.245751787179187
4151,07,EDVISIONS OFF CAMPUS SCHOOL,2016,0.111111111111111
4057,07,EL COLEGIO CHARTER SCHOOL,2016,1
0728,01,ELK RIVER PUBLIC SCHOOL DISTRICT,2016,0.114799025578563
0514,01,ELLSWORTH PUBLIC SCHOOL DISTRICT,2016,0.0272108843537415
0696,01,ELY PUBLIC SCHOOL DISTRICT,2016,0.10507880910683
0099,01,ESKO PUBLIC SCHOOL DISTRICT,2016,0.0561889250814332
2154,01,EVELETH-GILBERT SCHOOL DISTRICT,2016,0.0581854043392505
4068,07,EXCELL ACADEMY CHARTER,2016,0.984615384615385
4036,07,FACE TO FACE ACADEMY,2016,0.644736842105263
2752,01,FAIRMONT AREA SCHOOL DISTRICT,2016,0.158139534883721
0656,01,FARIBAULT PUBLIC SCHOOL DISTRICT,2016,0.445473251028807
0192,01,FARMINGTON PUBLIC SCHOOL DISTRICT,2016,0.167439247085265
0935,52,FERGUS FALLS AREA SP. ED. COOP.,2016,0.154929577464789
0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,2016,0.112812850205454
0599,01,FERTILE-BELTRAMI SCHOOL DISTRICT,2016,0.0529661016949153
2198,01,FILLMORE CENTRAL,2016,0.0304
0600,01,FISHER PUBLIC SCHOOL DISTRICT,2016,0.116731517509728
4244,07,FIT Academy,2016,NA
0698,01,FLOODWOOD PUBLIC SCHOOL DISTRICT,2016,0.0854700854700855
0051,01,FOLEY PUBLIC SCHOOL DISTRICT,2016,0.0344827586206897
0831,01,FOREST LAKE PUBLIC SCHOOL DISTRICT,2016,0.117361637604246
0601,01,FOSSTON PUBLIC SCHOOL DISTRICT,2016,0.124610591900312
0023,01,FRAZEE-VERGAS PUBLIC SCHOOL DIST.,2016,0.129139072847682
6004,61,FRESHWATER ED. DIST.,2016,0.208955223880597
0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,2016,0.56297520661157
4079,07,FRIENDSHIP ACDMY OF FINE ARTS CHTR.,2016,0.974358974358974
0505,01,FULDA PUBLIC SCHOOL DISTRICT,2016,0.128654970760234
2365,01,G.F.W.,2016,0.236772486772487
4168,07,GLACIAL HILLS ELEMENTARY,2016,0.0487804878048781
2859,01,GLENCOE-SILVER LAKE SCHOOL DISTRICT,2016,0.226733291692692
2886,01,GLENVILLE-EMMONS SCHOOL DISTRICT,2016,0.0688259109311741
4186,07,GLOBAL ACADEMY,2016,0.775462962962963
6051,61,GOODHUE COUNTY EDUCATION DISTRICT,2016,0.209039548022599
0253,01,GOODHUE PUBLIC SCHOOL DISTRICT,2016,0.0783699059561129
0561,01,GOODRIDGE PUBLIC SCHOOL DISTRICT,2016,0.121212121212121
2536,01,GRANADA HUNTLEY-EAST CHAIN,2016,0.0225225225225225
0495,01,GRAND MEADOW PUBLIC SCHOOL DISTRICT,2016,0.080188679245283
0318,01,GRAND RAPIDS PUBLIC SCHOOL DISTRICT,2016,0.13640753259295
4100,07,GREAT EXPECTATIONS,2016,0.037037037037037
4105,07,GREAT RIVER SCHOOL,2016,0.139479905437352
4144,07,GREEN ISLE COMMUNITY SCHOOL,2016,0.0576923076923077
2683,01,GREENBUSH-MIDDLE RIVER SCHOOL DIST.,2016,0.0570719602977667
0316,01,GREENWAY PUBLIC SCHOOL DISTRICT,2016,0.14189837008629
0447,01,GRYGLA PUBLIC SCHOOL DISTRICT,2016,0.0496894409937888
0768,01,HANCOCK PUBLIC SCHOOL DISTRICT,2016,0.0764705882352941
4085,07,HARBOR CITY INTERNATIONAL CHARTER,2016,0.140909090909091
4032,07,HARVEST PREPARATORY SCHOOL,2016,0.997041420118343
0200,01,HASTINGS PUBLIC SCHOOL DISTRICT,2016,0.109783089862771
0150,01,HAWLEY PUBLIC SCHOOL DISTRICT,2016,0.0513089005235602
0203,01,HAYFIELD PUBLIC SCHOOL DISTRICT,2016,0.108450704225352
0402,01,HENDRICKS PUBLIC SCHOOL DISTRICT,2016,0.101123595505618
4205,07,HENNEPIN ELEMENTARY SCHOOL,2016,0.994169096209913
0545,01,HENNING PUBLIC SCHOOL DISTRICT,2016,0.0344827586206897
0264,01,HERMAN-NORCROSS SCHOOL DISTRICT,2016,0.127272727272727
0700,01,HERMANTOWN PUBLIC SCHOOL DISTRICT,2016,0.08
0330,01,HERON LAKE-OKABENA SCHOOL DISTRICT,2016,0.119354838709677
4170,07,HIAWATHA ACADEMIES,2016,0.988571428571429
6013,61,HIAWATHA VALLEY ED. DISTRICT,2016,0.12
0701,01,HIBBING PUBLIC SCHOOL DISTRICT,2016,0.116904276985743
4039,07,HIGH SCHOOL FOR RECORDING ARTS,2016,0.942857142857143
4027,07,HIGHER GROUND ACADEMY,2016,0.99737532808399
0002,01,HILL CITY PUBLIC SCHOOL DISTRICT,2016,0.099236641221374
0671,01,HILLS-BEAVER CREEK SCHOOL DISTRICT,2016,0.0508021390374332
2165,01,HINCKLEY-FINLAYSON SCHOOL DISTRICT,2016,0.256908904810645
4103,07,HMONG COLLEGE PREP ACADEMY,2016,0.999266324284666
0738,01,HOLDINGFORD PUBLIC SCHOOL DISTRICT,2016,0.0200764818355641
4070,07,HOPE COMMUNITY ACADEMY,2016,0.988212180746562
0270,01,HOPKINS PUBLIC SCHOOL DISTRICT,2016,0.448692152917505
0294,01,HOUSTON PUBLIC SCHOOL DISTRICT,2016,0.157786885245902
2687,01,HOWARD LAKE-WAVERLY-WINSTED,2016,0.0712401055408971
0423,01,HUTCHINSON PUBLIC SCHOOL DISTRICT,2016,0.112614135948597
0287,06,INTERMEDIATE SCHOOL DISTRICT 287,2016,0.521091811414392
0917,06,INTERMEDIATE SCHOOL DISTRICT 917,2016,0.388804841149773
0361,01,INTERNATIONAL FALLS SCHOOL DISTRICT,2016,0.0761467889908257
4167,07,INTERNATIONAL SPANISH LANGUAGE ACAD,2016,0.377483443708609
0199,01,INVER GROVE HEIGHTS SCHOOLS,2016,0.42924404917604
0473,01,ISLE PUBLIC SCHOOL DISTRICT,2016,0.180645161290323
0403,01,IVANHOE PUBLIC SCHOOL DISTRICT,2016,0
2895,01,JACKSON COUNTY CENTRAL SCHOOL DIST.,2016,0.114236999147485
4229,07,JANE GOODALL ENVIRONMENTAL SCIENCE,2016,0.0196078431372549
2835,01,JANESVILLE-WALDORF-PEMBERTON,2016,0.0417310664605873
4031,07,JENNINGS COMMUNITY SCHOOL,2016,0.728571428571429
0717,01,JORDAN PUBLIC SCHOOL DISTRICT,2016,0.153972602739726
4118,07,KALEIDOSCOPE CHARTER SCHOOL,2016,0.101663585951941
0204,01,KASSON-MANTORVILLE SCHOOL DISTRICT,2016,0.0793499043977055
4066,07,KATO PUBLIC CHARTER SCHOOL,2016,0.2
0036,01,KELLIHER PUBLIC SCHOOL DISTRICT,2016,0.472868217054264
2172,01,KENYON-WANAMINGO SCHOOL DISTRICT,2016,0.1225
0775,01,KERKHOVEN-MURDOCK-SUNBURG,2016,0.130563798219585
0739,01,KIMBALL PUBLIC SCHOOL DISTRICT,2016,0.0395480225988701
2137,01,KINGSLAND PUBLIC SCHOOL DISTRICT,2016,0.0599001663893511
4191,07,KIPP MINNESOTA CHARTER SCHOOL,2016,0.962790697674419
2171,01,KITTSON CENTRAL SCHOOL DISTRICT,2016,0.0932835820895522
4054,07,LA CRESCENT MONTESSORI & STEM SCHOO,2016,0.0769230769230769
0300,01,LA CRESCENT-HOKAH SCHOOL DISTRICT,2016,0.0794759825327511
2853,01,LAC QUI PARLE VALLEY SCHOOL DIST.,2016,0.189922480620155
4050,07,LAFAYETTE PUBLIC CHARTER SCHOOL,2016,0.121951219512195
0397,52,LAKE AGASSIZ SPECIAL ED. COOP.,2016,0.125
0404,01,LAKE BENTON PUBLIC SCHOOL DISTRICT,2016,0.0977443609022556
0813,01,LAKE CITY PUBLIC SCHOOL DISTRICT,2016,0.0947452229299363
2071,01,LAKE CRYSTAL-WELLCOME MEMORIAL,2016,0.0656851642129105
0390,01,LAKE OF THE WOODS SCHOOL DISTRICT,2016,0.125
2889,01,LAKE PARK AUDUBON SCHOOL DISTRICT,2016,0.110787172011662
0381,01,LAKE SUPERIOR PUBLIC SCHOOL DIST.,2016,0.0457142857142857
4116,07,LAKES INTERNATIONAL LANGUAGE ACADEM,2016,0.185354691075515
2167,01,LAKEVIEW SCHOOL DISTRICT,2016,0.0544117647058824
0194,01,LAKEVILLE PUBLIC SCHOOL DISTRICT,2016,0.173629002576371
0356,01,LANCASTER PUBLIC SCHOOL DISTRICT,2016,0.0641025641025641
0229,01,LANESBORO PUBLIC SCHOOL DISTRICT,2016,0.032258064516129
0306,01,LAPORTE PUBLIC SCHOOL DISTRICT,2016,0.196610169491525
4164,07,LAURA JEFFREY ACADEMY CHARTER,2016,0.608
2397,01,LE SUEUR-HENDERSON SCHOOL DISTRICT,2016,0.239382239382239
4163,07,LEARNING FOR LEADERSHIP CHARTER,2016,0.85140562248996
0499,01,LEROY-OSTRANDER PUBLIC SCHOOLS,2016,0.1
0424,01,LESTER PRAIRIE PUBLIC SCHOOL DIST.,2016,0.178743961352657
4233,07,LEVEL UP ACADEMY,2016,0.283783783783784
0857,01,LEWISTON-ALTURA PUBLIC SCHOOL DIST.,2016,0.0927152317880795
4035,07,LIFE PREP,2016,0.887820512820513
4178,07,LINCOLN INTERNATIONAL SCHOOL,2016,0.993055555555556
4183,07,LIONSGATE ACADEMY,2016,0.141104294478528
0465,01,LITCHFIELD PUBLIC SCHOOL DISTRICT,2016,0.118164676304211
0482,01,LITTLE FALLS PUBLIC SCHOOL DISTRICT,2016,0.0905840286054827
0362,01,LITTLEFORK-BIG FALLS SCHOOL DIST.,2016,0.0554016620498615
2753,01,LONG PRAIRIE-GREY EAGLE SCHOOL DIST,2016,0.427616926503341
4139,07,LOVEWORKS ACADEMY FOR ARTS,2016,0.994791666666667
2184,01,LUVERNE PUBLIC SCHOOL DISTRICT,2016,0.119672131147541
0497,01,LYLE PUBLIC SCHOOL DISTRICT,2016,0.174074074074074
0415,01,LYND PUBLIC SCHOOL DISTRICT,2016,0.41958041958042
0238,01,MABEL-CANTON PUBLIC SCHOOL DIST.,2016,0.0546875
2180,01,MACCRAY SCHOOL DISTRICT,2016,0.100903614457831
0837,01,MADELIA PUBLIC SCHOOL DISTRICT,2016,0.435897435897436
0432,01,MAHNOMEN PUBLIC SCHOOL DISTRICT,2016,0.851097178683386
0832,01,MAHTOMEDI PUBLIC SCHOOL DISTRICT,2016,0.139064856711916
0077,01,MANKATO PUBLIC SCHOOL DISTRICT,2016,0.220869984335462
0881,01,MAPLE LAKE PUBLIC SCHOOL DISTRICT,2016,0.0375
2135,01,MAPLE RIVER SCHOOL DISTRICT,2016,0.0699152542372881
4254,07,Marine Area Community School,2016,NA
0441,01,MARSHALL COUNTY CENTRAL SCHOOLS,2016,0.0615384615384615
0413,01,MARSHALL PUBLIC SCHOOL DISTRICT,2016,0.336795844986017
2448,01,MARTIN COUNTY WEST SCHOOL DISTRICT,2016,0.078042328042328
4209,07,MASTERY SCHOOL,2016,0.99581589958159
4043,07,MATH AND SCIENCE ACADEMY,2016,0.399602385685885
0004,01,MCGREGOR PUBLIC SCHOOL DISTRICT,2016,0.26304347826087
0763,01,MEDFORD PUBLIC SCHOOL DISTRICT,2016,0.179487179487179
0938,52,MEEKER AND WRIGHT SPECIAL EDUCATION,2016,0.187192118226601
0740,01,MELROSE PUBLIC SCHOOL DISTRICT,2016,0.269315673289183
0821,01,MENAHGA PUBLIC SCHOOL DISTRICT,2016,0.032355915065723
2711,01,MESABI EAST SCHOOL DISTRICT,2016,0.0731981981981982
4005,07,METRO DEAF SCHOOL,2016,0.647727272727273
4131,07,METRO SCHOOLS CHARTER,2016,1
6979,61,MID STATE EDUCATION DISTRICT,2016,0.285714285714286
0398,52,MIDWEST SPECIAL EDUCATION COOP.,2016,0.133333333333333
0912,01,MILACA PUBLIC SCHOOL DISTRICT,2016,0.064983888292159
4138,07,MILROY AREA CHARTER SCHOOL,2016,0
0635,01,MILROY PUBLIC SCHOOL DISTRICT,2016,0.0869565217391304
4177,07,MINISINAAKWAANG LEADERSHIP ACADEMY,2016,NA
0001,03,Minneapolis Public School District,2016,0.661290762723427
0414,01,MINNEOTA PUBLIC SCHOOL DISTRICT,2016,0.117647058823529
1100,60,MINNESOTA DEPARTMENT OF CORRECTIONS,2016,0.78740157480315
4230,07,Minnesota Excellence in Learning Ac,2016,0.835714285714286
4078,07,MINNESOTA INTERNATIONAL MIDDLE CHTR,2016,0.991031390134529
4102,07,MINNESOTA INTERNSHIP CENTER,2016,0.986225895316804
4231,07,MINNESOTA MATH AND SCIENCE ACADEMY,2016,0.983644859813084
4007,07,MINNESOTA NEW COUNTRY SCHOOL,2016,0.127962085308057
4150,07,MINNESOTA ONLINE HIGH SCHOOL,2016,0.166666666666667
0160,70,MINNESOTA STATE ACADEMIES,2016,0.19375
4017,07,MINNESOTA TRANSITIONS CHARTER SCH,2016,0.323786238211666
0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,2016,0.146336691773452
2149,01,MINNEWASKA SCHOOL DISTRICT,2016,0.0632377740303541
6018,61,MN RIVER VALLEY EDUCATION DISTRICT,2016,0.336734693877551
6027,61,MN VALLEY EDUCATION DISTRICT,2016,0.160377358490566
0129,01,MONTEVIDEO PUBLIC SCHOOL DISTRICT,2016,0.200746268656716
0882,01,MONTICELLO PUBLIC SCHOOL DISTRICT,2016,0.12451171875
0152,01,MOORHEAD PUBLIC SCHOOL DISTRICT,2016,0.24693685202639
0097,01,MOOSE LAKE PUBLIC SCHOOL DISTRICT,2016,0.0744047619047619
0332,01,MORA PUBLIC SCHOOL DISTRICT,2016,0.0705319784817693
2769,01,MORRIS AREA PUBLIC SCHOOLS,2016,0.154669260700389
0621,01,MOUNDS VIEW PUBLIC SCHOOL DISTRICT,2016,0.349355319708797
0712,01,MOUNTAIN IRON-BUHL SCHOOL DISTRICT,2016,0.218803418803419
0173,01,MOUNTAIN LAKE PUBLIC SCHOOLS,2016,0.366396761133603
2169,01,MURRAY COUNTY CENTRAL SCHOOL DIST.,2016,0.0633423180592992
4208,07,NASHA SHKOLA CHARTER SCHOOL,2016,0.0161290322580645
0319,01,NASHWAUK-KEEWATIN SCHOOL DISTRICT,2016,0.137161084529506
4187,07,NATURAL SCIENCE ACADEMY,2016,0.181818181818182
4155,07,NAYTAHWAUSH COMMUNITY SCHOOL,2016,1
4055,07,NERSTRAND CHARTER SCHOOL,2016,0.0596026490066225
0707,01,NETT LAKE PUBLIC SCHOOL DISTRICT,2016,0.972602739726027
0308,01,NEVIS PUBLIC SCHOOL DISTRICT,2016,0.102990033222591
4093,07,NEW CENTURY ACADEMY,2016,0.139344262295082
4240,07,New Century School,2016,NA
4089,07,NEW CITY SCHOOL,2016,0.369294605809129
4161,07,NEW DISCOVERIES MONTESSORI ACADEMY,2016,0.0866666666666667
4003,07,"NEW HEIGHTS SCHOOL, INC.",2016,0.246376811594203
0345,01,NEW LONDON-SPICER SCHOOL DISTRICT,2016,0.0738440303657695
4143,07,NEW MILLENNIUM ACADEMY CHARTER SCH,2016,0.992753623188406
0721,01,NEW PRAGUE AREA SCHOOLS,2016,0.0511267264356676
0088,01,NEW ULM PUBLIC SCHOOL DISTRICT,2016,0.0809077454366058
0553,01,NEW YORK MILLS PUBLIC SCHOOL DIST.,2016,0.049597855227882
0507,01,NICOLLET PUBLIC SCHOOL DISTRICT,2016,0.0554016620498615
4171,07,NOBLE ACADEMY,2016,0.998376623376623
2215,01,NORMAN COUNTY EAST SCHOOL DISTRICT,2016,0.224489795918367
2527,01,NORMAN COUNTY WEST SCHOOL DISTRICT,2016,0.197628458498024
0138,01,NORTH BRANCH PUBLIC SCHOOLS,2016,0.0726857887874837
4053,07,NORTH LAKES ACADEMY,2016,0.095
4243,07,North Metro Flex Academy,2016,NA
4084,07,NORTH SHORE COMMUNITY SCHOOL,2016,0.0614035087719298
0622,01,NORTH ST PAUL-MAPLEWOOD OAKDALE DIS,2016,0.534883720930233
4219,07,NORTHEAST COLLEGE PREP,2016,0.89119170984456
0916,06,NORTHEAST METRO 916,2016,0.43360433604336
6096,52,Northern Lights Academy Cooperative,2016,NA
4146,07,NORTHERN LIGHTS COMMUNITY SCHOOL,2016,0.288461538461538
0659,01,NORTHFIELD PUBLIC SCHOOL DISTRICT,2016,0.194206549118388
0118,01,NORTHLAND COMMUNITY SCHOOLS,2016,0.351190476190476
6076,50,NORTHLAND LEARNING CENTER,2016,0.198198198198198
4049,07,NORTHWEST PASSAGE HIGH SCHOOL,2016,0.212765957446809
4098,07,NOVA CLASSICAL ACADEMY,2016,0.197002141327623
2168,01,NRHEG SCHOOL DISTRICT,2016,0.0597826086956522
0333,01,OGILVIE PUBLIC SCHOOL DISTRICT,2016,0.0258620689655172
0480,01,ONAMIA PUBLIC SCHOOL DISTRICT,2016,0.496296296296296
0278,01,ORONO PUBLIC SCHOOL DISTRICT,2016,0.0874162848078957
2903,01,ORTONVILLE PUBLIC SCHOOLS,2016,0.0736196319018405
0213,01,OSAKIS PUBLIC SCHOOL DISTRICT,2016,0.0407673860911271
4195,07,OSHKI OGIMAAG CHARTER SCHOOL,2016,0.869565217391304
0279,01,OSSEO PUBLIC SCHOOL DISTRICT,2016,0.539271610355419
0761,01,OWATONNA PUBLIC SCHOOL DISTRICT,2016,0.245412381528534
4008,07,PACT CHARTER SCHOOL,2016,0.118181818181818
4104,07,PALADIN CAREER AND TECH HIGH SCHOOL,2016,0.684410646387833
