countyName,countyFIPS,familySize,numberAdults,numberWorkers,numberChildren,adultAge,year,yearlyCost,hourlyWage
Chisago,025,5,2,1.5,3,19-50,2018,79824,25.58
Brown,015,6,2,1,4,19-50,2018,53268,25.61
Brown,015,2,2,2,0,19-50,2018,33816,8.13
Brown,015,4,2,1.5,2,19-50,2018,52188,16.73
Brown,015,2,2,1,0,19-50,2018,33084,15.91
Brown,015,1,1,1,0,19-50,2018,25260,12.14
Brown,015,2,2,1.5,0,51+,2018,34320,11
Brown,015,3,1,1,2,19-50,2018,51312,24.67
Cottonwood,033,5,1,1,4,19-50,2018,59700,28.7
Cottonwood,033,2,1,1,1,19-50,2018,37800,18.17
Cottonwood,033,6,2,1,4,19-50,2018,56028,26.94
Cottonwood,033,4,2,2,2,19-50,2018,60120,14.45
Cottonwood,033,3,2,2,1,19-50,2018,47304,11.37
Cottonwood,033,3,2,1,1,19-50,2018,39840,19.15
Cottonwood,033,2,2,2,0,19-50,2018,34272,8.24
Cottonwood,033,1,1,1,0,51+,2018,25956,12.48
Cottonwood,033,4,2,1.5,2,19-50,2018,54792,17.56
Cottonwood,033,2,2,1,0,51+,2018,34008,16.35
Cottonwood,033,2,2,1,0,19-50,2018,33528,16.12
Cottonwood,033,2,2,1.5,0,19-50,2018,34272,10.98
Cottonwood,033,3,2,1.5,1,19-50,2018,43788,14.03
Cottonwood,033,2,2,2,0,51+,2018,34776,8.36
Cottonwood,033,3,1,1,2,19-50,2018,52956,25.46
Cottonwood,033,4,1,1,3,19-50,2018,56712,27.27
Cottonwood,033,6,2,2,4,19-50,2018,67368,16.19
Cottonwood,033,5,2,1.5,3,19-50,2018,57768,18.52
Cottonwood,033,5,2,2,3,19-50,2018,63108,15.17
Cottonwood,033,1,1,1,0,19-50,2018,25716,12.36
Cottonwood,033,2,2,1.5,0,51+,2018,34776,11.15
Cottonwood,033,4,2,1,2,19-50,2018,48516,23.32
Cottonwood,033,6,2,1.5,4,19-50,2018,62112,19.91
Cottonwood,033,5,2,1,3,19-50,2018,51408,24.72
Koochiching,071,6,2,1.5,4,19-50,2018,61668,19.77
Koochiching,071,5,2,1,3,19-50,2018,50616,24.33
Koochiching,071,1,1,1,0,19-50,2018,26028,12.51
Koochiching,071,6,2,2,4,19-50,2018,67608,16.25
Koochiching,071,4,1,1,3,19-50,2018,57180,27.49
Koochiching,071,2,2,2,0,19-50,2018,34608,8.32
Koochiching,071,3,2,1.5,1,19-50,2018,43320,13.88
Koochiching,071,2,1,1,1,19-50,2018,37812,18.18
Koochiching,071,5,2,1.5,3,19-50,2018,57420,18.4
Koochiching,071,2,2,1,0,19-50,2018,33840,16.27
Dakota,037,5,2,1.5,3,19-50,2018,83580,26.79
Dakota,037,2,2,1.5,0,51+,2018,41364,13.26
Dakota,037,4,2,2,2,19-50,2018,99948,24.03
Dakota,037,3,2,1.5,1,19-50,2018,61224,19.62
Dakota,037,4,1,1,3,19-50,2018,97932,47.08
Dakota,037,3,2,2,1,19-50,2018,73284,17.62
Dakota,037,2,2,1,0,19-50,2018,39744,19.11
Hennepin,053,2,2,2,0,51+,2018,41544,9.99
Hennepin,053,3,1,1,2,19-50,2018,94668,45.51
Hennepin,053,2,2,2,0,19-50,2018,41004,9.86
Hennepin,053,5,2,1.5,3,19-50,2018,84336,27.03
Hennepin,053,3,2,1.5,1,19-50,2018,61464,19.7
Hennepin,053,3,2,1,1,19-50,2018,48684,23.41
Hennepin,053,2,2,1,0,51+,2018,40488,19.47
Hennepin,053,1,1,1,0,51+,2018,32688,15.72
Hennepin,053,5,2,2,3,19-50,2018,103752,24.94
Hennepin,053,2,2,1.5,0,19-50,2018,41004,13.14
Hennepin,053,2,2,1.5,0,51+,2018,41544,13.32
Hennepin,053,5,2,1,3,19-50,2018,64536,31.03
Hennepin,053,4,1,1,3,19-50,2018,98640,47.42
Hennepin,053,5,1,1,4,19-50,2018,101808,48.95
Hennepin,053,4,2,1,2,19-50,2018,61692,29.66
Hennepin,053,6,2,2,4,19-50,2018,108384,26.05
Hennepin,053,1,1,1,0,19-50,2018,32448,15.6
Hennepin,053,4,2,1.5,2,19-50,2018,81576,26.15
Hennepin,053,6,2,1.5,4,19-50,2018,88716,28.43
Hennepin,053,3,2,2,1,19-50,2018,73476,17.66
Hennepin,053,2,1,1,1,19-50,2018,63468,30.51
Hennepin,053,4,2,2,2,19-50,2018,100584,24.18
Hennepin,053,2,2,1,0,19-50,2018,39948,19.21
Hennepin,053,6,2,1,4,19-50,2018,68844,33.1
Kandiyohi,067,4,2,1,2,19-50,2018,51528,24.77
Kandiyohi,067,4,2,2,2,19-50,2018,65784,15.81
Kandiyohi,067,5,2,1,3,19-50,2018,54384,26.15
Kandiyohi,067,6,2,2,4,19-50,2018,72972,17.54
Kandiyohi,067,1,1,1,0,19-50,2018,26832,12.9
Kandiyohi,067,6,2,1.5,4,19-50,2018,66228,21.23
Kandiyohi,067,3,2,1,1,19-50,2018,41004,19.71
Kandiyohi,067,6,2,1,4,19-50,2018,58680,28.21
Kandiyohi,067,2,2,2,0,19-50,2018,35292,8.48
Kandiyohi,067,5,2,1.5,3,19-50,2018,62016,19.88
Carlton,017,1,1,1,0,51+,2018,29700,14.28
Carlton,017,6,2,1,4,19-50,2018,60156,28.92
Carlton,017,2,2,1,0,19-50,2018,37152,17.86
Carlton,017,3,2,1.5,1,19-50,2018,49248,15.78
Carlton,017,2,2,1.5,0,51+,2018,38580,12.37
Carlton,017,3,1,1,2,19-50,2018,59436,28.57
Carlton,017,1,1,1,0,19-50,2018,29460,14.16
Itasca,061,2,2,1,0,19-50,2018,36396,17.5
Itasca,061,3,2,2,1,19-50,2018,52860,12.71
Itasca,061,6,2,1,4,19-50,2018,58620,28.18
Itasca,061,4,2,1.5,2,19-50,2018,58920,18.88
Itasca,061,5,2,1,3,19-50,2018,54252,26.08
Itasca,061,2,2,2,0,19-50,2018,37284,8.96
Itasca,061,1,1,1,0,19-50,2018,28512,13.71
Itasca,061,6,2,2,4,19-50,2018,72720,17.48
Itasca,061,3,2,1.5,1,19-50,2018,48372,15.5
Itasca,061,2,2,2,0,51+,2018,37800,9.09
Itasca,061,3,1,1,2,19-50,2018,57960,27.87
Itasca,061,2,2,1.5,0,51+,2018,37800,12.12
Itasca,061,5,2,2,3,19-50,2018,68400,16.44
Itasca,061,2,1,1,1,19-50,2018,42936,20.64
Itasca,061,3,2,1,1,19-50,2018,43812,21.06
Itasca,061,2,2,1.5,0,19-50,2018,37284,11.95
Itasca,061,5,1,1,4,19-50,2018,64728,31.12
Itasca,061,5,2,1.5,3,19-50,2018,61752,19.79
Itasca,061,4,2,1,2,19-50,2018,51396,24.71
Itasca,061,1,1,1,0,51+,2018,28740,13.82
Itasca,061,4,1,1,3,19-50,2018,61740,29.68
Itasca,061,6,2,1.5,4,19-50,2018,66048,21.17
Itasca,061,4,2,2,2,19-50,2018,65484,15.74
Itasca,061,2,2,1,0,51+,2018,36900,17.74
Martin,091,6,2,1.5,4,19-50,2018,61992,19.87
Martin,091,3,2,2,1,19-50,2018,46884,11.27
Martin,091,4,1,1,3,19-50,2018,56592,27.21
Martin,091,3,2,1,1,19-50,2018,39780,19.13
Martin,091,5,2,2,3,19-50,2018,62976,15.14
Martin,091,5,2,1,3,19-50,2018,51324,24.68
Martin,091,6,2,2,4,19-50,2018,67224,16.16
Martin,091,1,1,1,0,51+,2018,25920,12.46
Martin,091,2,2,1,0,51+,2018,33972,16.33
Martin,091,2,2,2,0,51+,2018,34752,8.35
Kanabec,065,4,1,1,3,19-50,2018,69756,33.54
Kanabec,065,2,2,2,0,19-50,2018,40932,9.84
Kanabec,065,3,2,2,1,19-50,2018,59184,14.23
Kanabec,065,1,1,1,0,51+,2018,32112,15.44
Kanabec,065,3,2,1.5,1,19-50,2018,53988,17.3
Kanabec,065,5,1,1,4,19-50,2018,72768,34.98
Kanabec,065,2,2,1,0,19-50,2018,39900,19.18
Kanabec,065,3,2,1,1,19-50,2018,48240,23.19
Kanabec,065,2,2,1.5,0,19-50,2018,40932,13.12
Kanabec,065,4,2,1.5,2,19-50,2018,65136,20.88
Kanabec,065,5,2,1.5,3,19-50,2018,68100,21.83
Kanabec,065,1,1,1,0,19-50,2018,31896,15.33
Kanabec,065,2,1,1,1,19-50,2018,48564,23.35
Kanabec,065,2,2,2,0,51+,2018,41436,9.96
Lyon,083,2,1,1,1,19-50,2018,37344,17.95
Lyon,083,2,2,1.5,0,51+,2018,34056,10.92
Lyon,083,6,2,2,4,19-50,2018,67332,16.19
Lyon,083,5,1,1,4,19-50,2018,59832,28.77
Lyon,083,5,2,2,3,19-50,2018,63120,15.17
Lyon,083,4,2,2,2,19-50,2018,60168,14.46
Lyon,083,4,2,1.5,2,19-50,2018,54156,17.36
Lyon,083,3,1,1,2,19-50,2018,53184,25.57
Lyon,083,2,2,1,0,51+,2018,33312,16.02
Lyon,083,1,1,1,0,19-50,2018,25056,12.05
Lyon,083,3,2,2,1,19-50,2018,46656,11.22
Lyon,083,3,2,1,1,19-50,2018,38904,18.7
Lyon,083,1,1,1,0,51+,2018,25272,12.15
Lyon,083,2,2,2,0,19-50,2018,33552,8.07
Lyon,083,4,1,1,3,19-50,2018,56868,27.34
Lyon,083,3,2,1.5,1,19-50,2018,42948,13.77
Lyon,083,2,2,1.5,0,19-50,2018,33552,10.75
Lyon,083,2,2,2,0,51+,2018,34056,8.19
Lyon,083,4,2,1,2,19-50,2018,47496,22.83
Lyon,083,6,2,1,4,19-50,2018,54948,26.42
Lyon,083,6,2,1.5,4,19-50,2018,61488,19.71
Lyon,083,5,2,1,3,19-50,2018,50412,24.24
Lyon,083,5,2,1.5,3,19-50,2018,57156,18.32
Lyon,083,2,2,1,0,19-50,2018,32832,15.78
McLeod,085,6,2,1,4,19-50,2018,59712,28.71
McLeod,085,2,1,1,1,19-50,2018,41712,20.05
McLeod,085,5,2,1,3,19-50,2018,55488,26.68
Cook,031,3,2,1.5,1,19-50,2018,46896,15.03
Cook,031,3,1,1,2,19-50,2018,59376,28.55
Cook,031,4,2,1.5,2,19-50,2018,57144,18.32
Cook,031,2,2,1,0,19-50,2018,35604,17.12
Cook,031,2,2,1.5,0,51+,2018,36984,11.85
Cook,031,4,2,1,2,19-50,2018,47808,22.98
Cook,031,4,2,2,2,19-50,2018,66324,15.94
Cook,031,6,2,2,4,19-50,2018,73284,17.62
Cook,031,5,2,2,3,19-50,2018,69168,16.63
Cook,031,2,2,1.5,0,19-50,2018,36456,11.68
Cook,031,6,2,1.5,4,19-50,2018,64284,20.6
Cook,031,2,2,1,0,51+,2018,36108,17.36
Cook,031,5,2,1.5,3,19-50,2018,60096,19.26
Cook,031,5,2,1,3,19-50,2018,50664,24.36
Grant,051,6,2,1.5,4,19-50,2018,66024,21.16
Grant,051,2,2,1,0,51+,2018,37680,18.12
Grant,051,5,2,1,3,19-50,2018,55488,26.68
Grant,051,4,2,1,2,19-50,2018,52536,25.26
Grant,051,3,2,2,1,19-50,2018,49800,11.97
Grant,051,2,2,2,0,19-50,2018,38100,9.16
Grant,051,5,2,1.5,3,19-50,2018,61548,19.73
Grant,051,4,2,2,2,19-50,2018,63300,15.22
Grant,051,3,2,1,1,19-50,2018,42624,20.49
Grant,051,1,1,1,0,19-50,2018,29028,13.96
Grant,051,4,2,1.5,2,19-50,2018,58632,18.79
Grant,051,2,2,1,0,19-50,2018,37188,17.88
Grant,051,3,1,1,2,19-50,2018,55548,26.71
Grant,051,6,2,1,4,19-50,2018,59856,28.78
Grant,051,2,2,1.5,0,19-50,2018,38100,12.21
Grant,051,5,2,2,3,19-50,2018,66312,15.94
Grant,051,2,2,1.5,0,51+,2018,38628,12.38
Grant,051,6,2,2,4,19-50,2018,70704,17
Grant,051,4,1,1,3,19-50,2018,59484,28.6
Grant,051,2,2,2,0,51+,2018,38628,9.29
Grant,051,1,1,1,0,51+,2018,29256,14.07
Grant,051,3,2,1.5,1,19-50,2018,46452,14.89
Grant,051,2,1,1,1,19-50,2018,39768,19.12
Grant,051,5,1,1,4,19-50,2018,62532,30.06
Lake,075,6,2,2,4,19-50,2018,73704,17.72
Lake,075,4,2,1.5,2,19-50,2018,60000,19.23
Lake,075,3,2,2,1,19-50,2018,52740,12.68
Houston,055,3,2,1,1,19-50,2018,43140,20.74
Houston,055,2,2,1.5,0,19-50,2018,36612,11.73
Houston,055,5,2,2,3,19-50,2018,69516,16.71
Houston,055,5,1,1,4,19-50,2018,65928,31.7
Houston,055,2,2,1.5,0,51+,2018,37128,11.9
Houston,055,5,2,1.5,3,19-50,2018,63384,20.32
Houston,055,2,2,1,0,19-50,2018,35748,17.19
Houston,055,6,2,1.5,4,19-50,2018,67620,21.67
Houston,055,2,2,1,0,51+,2018,36252,17.43
Houston,055,3,2,1.5,1,19-50,2018,47532,15.23
Houston,055,2,2,2,0,51+,2018,37128,8.93
Houston,055,2,2,2,0,19-50,2018,36612,8.8
Houston,055,3,1,1,2,19-50,2018,59232,28.48
Houston,055,2,1,1,1,19-50,2018,42096,20.24
Kittson,069,2,1,1,1,19-50,2018,38436,18.48
Kittson,069,2,2,1,0,19-50,2018,34860,16.76
Kittson,069,5,1,1,4,19-50,2018,59256,28.49
Kittson,069,3,1,1,2,19-50,2018,52440,25.21
Kittson,069,3,2,1.5,1,19-50,2018,45240,14.5
Kittson,069,2,2,1.5,0,19-50,2018,35676,11.43
Kittson,069,4,2,1.5,2,19-50,2018,55092,17.66
Kittson,069,3,2,2,1,19-50,2018,48276,11.6
Kittson,069,2,2,2,0,19-50,2018,35676,8.58
Kittson,069,4,2,2,2,19-50,2018,59868,14.39
Kittson,069,2,2,1.5,0,51+,2018,36180,11.6
Kittson,069,5,2,2,3,19-50,2018,62892,15.12
Kittson,069,1,1,1,0,19-50,2018,26940,12.95
Kittson,069,2,2,1,0,51+,2018,35352,17
Kittson,069,6,2,1,4,19-50,2018,56760,27.29
Kittson,069,1,1,1,0,51+,2018,27156,13.06
Kittson,069,6,2,2,4,19-50,2018,67236,16.16
Kittson,069,6,2,1.5,4,19-50,2018,62520,20.04
Kittson,069,5,2,1,3,19-50,2018,52152,25.07
Kittson,069,5,2,1.5,3,19-50,2018,58092,18.62
Kittson,069,4,2,1,2,19-50,2018,49164,23.64
Kittson,069,3,2,1,1,19-50,2018,41592,20
Kittson,069,4,1,1,3,19-50,2018,56268,27.05
Kittson,069,2,2,2,0,51+,2018,36180,8.7
Le Sueur,079,2,2,2,0,51+,2018,36240,8.71
Le Sueur,079,3,2,2,1,19-50,2018,51300,12.33
Le Sueur,079,2,1,1,1,19-50,2018,41664,20.03
Chisago,025,1,1,1,0,51+,2018,34752,16.71
Chisago,025,5,2,1,3,19-50,2018,66528,31.98
Chisago,025,3,2,1.5,1,19-50,2018,60384,19.35
Chisago,025,2,1,1,1,19-50,2018,58620,28.18
Chisago,025,6,2,2,4,19-50,2018,96912,23.3
Chisago,025,5,2,2,3,19-50,2018,92652,22.27
Chisago,025,3,2,1,1,19-50,2018,50952,24.5
Chisago,025,1,1,1,0,19-50,2018,34488,16.58
Chisago,025,3,2,2,1,19-50,2018,69036,16.6
Chisago,025,3,1,1,2,19-50,2018,82944,39.88
Chisago,025,2,2,1.5,0,51+,2018,43584,13.97
Chisago,025,4,2,1.5,2,19-50,2018,76980,24.67
Chisago,025,2,2,2,0,51+,2018,43584,10.48
Chisago,025,2,2,1,0,19-50,2018,41988,20.19
Clay,027,3,1,1,2,19-50,2018,62592,30.09
Clay,027,1,1,1,0,19-50,2018,27852,13.39
Clay,027,2,2,1,0,19-50,2018,35676,17.15
Clay,027,2,2,2,0,19-50,2018,36528,8.78
Clay,027,6,2,1,4,19-50,2018,60360,29.02
Clay,027,3,2,1,1,19-50,2018,42240,20.31
Clay,027,5,2,2,3,19-50,2018,72660,17.47
Clay,027,2,2,1.5,0,51+,2018,37032,11.87
Clay,027,4,2,2,2,19-50,2018,69768,16.77
Clay,027,2,2,1,0,51+,2018,36156,17.38
Clay,027,1,1,1,0,51+,2018,28092,13.51
Clay,027,2,2,2,0,51+,2018,37032,8.9
Clay,027,6,2,1.5,4,19-50,2018,68880,22.08
Clay,027,5,1,1,4,19-50,2018,69216,33.28
Clay,027,5,2,1.5,3,19-50,2018,64680,20.73
Clay,027,2,2,1.5,0,19-50,2018,36528,11.71
Clay,027,5,2,1,3,19-50,2018,56220,27.03
Clay,027,6,2,2,4,19-50,2018,76896,18.48
Clay,027,4,2,1,2,19-50,2018,53436,25.69
Clay,027,4,2,1.5,2,19-50,2018,61812,19.81
Clay,027,3,2,1.5,1,19-50,2018,47640,15.27
Clay,027,3,2,2,1,19-50,2018,52944,12.73
Clay,027,2,1,1,1,19-50,2018,43464,20.9
Clay,027,4,1,1,3,19-50,2018,66348,31.9
Douglas,041,4,1,1,3,19-50,2018,58824,28.28
Douglas,041,2,2,1,0,51+,2018,35748,17.19
Douglas,041,3,2,1,1,19-50,2018,42528,20.45
Douglas,041,3,2,1.5,1,19-50,2018,46668,14.96
Douglas,041,6,2,1.5,4,19-50,2018,63864,20.47
Douglas,041,4,2,1,2,19-50,2018,50112,24.09
Douglas,041,1,1,1,0,51+,2018,27684,13.31
Douglas,041,6,2,1,4,19-50,2018,57360,27.58
Douglas,041,5,2,1,3,19-50,2018,52992,25.48
Douglas,041,5,2,1.5,3,19-50,2018,59568,19.09
Douglas,041,3,2,2,1,19-50,2018,50544,12.15
Douglas,041,6,2,2,4,19-50,2018,69420,16.69
Douglas,041,2,1,1,1,19-50,2018,41004,19.71
Douglas,041,5,1,1,4,19-50,2018,61764,29.69
Douglas,041,4,2,2,2,19-50,2018,62376,14.99
Douglas,041,2,2,2,0,19-50,2018,36096,8.68
Douglas,041,5,2,2,3,19-50,2018,65244,15.68
Douglas,041,2,2,1,0,19-50,2018,35256,16.95
Douglas,041,2,2,1.5,0,51+,2018,36600,11.73
Douglas,041,3,1,1,2,19-50,2018,55104,26.49
Douglas,041,1,1,1,0,19-50,2018,27468,13.21
Douglas,041,2,2,1.5,0,19-50,2018,36096,11.57
Douglas,041,2,2,2,0,51+,2018,36600,8.8
Douglas,041,4,2,1.5,2,19-50,2018,56724,18.18
Faribault,043,4,2,1,2,19-50,2018,50088,24.08
Faribault,043,1,1,1,0,19-50,2018,26544,12.76
Faribault,043,2,2,1.5,0,51+,2018,35868,11.5
Faribault,043,5,1,1,4,19-50,2018,61140,29.39
Faribault,043,3,2,1,1,19-50,2018,41256,19.83
Faribault,043,2,2,2,0,19-50,2018,35352,8.5
Faribault,043,3,1,1,2,19-50,2018,54024,25.97
Faribault,043,4,2,1.5,2,19-50,2018,56388,18.07
Faribault,043,3,2,2,1,19-50,2018,48696,11.71
Faribault,043,2,2,1,0,19-50,2018,34548,16.61
Faribault,043,1,1,1,0,51+,2018,26760,12.87
Faribault,043,2,1,1,1,19-50,2018,38820,18.66
Faribault,043,5,2,2,3,19-50,2018,64644,15.54
Faribault,043,4,1,1,3,19-50,2018,57972,27.87
Faribault,043,2,2,1,0,51+,2018,35040,16.85
Faribault,043,2,2,2,0,51+,2018,35868,8.62
Faribault,043,5,2,1,3,19-50,2018,53220,25.59
Faribault,043,5,2,1.5,3,19-50,2018,59484,19.07
Faribault,043,2,2,1.5,0,19-50,2018,35352,11.33
Faribault,043,6,2,1.5,4,19-50,2018,64032,20.52
Koochiching,071,3,2,1,1,19-50,2018,39192,18.84
Koochiching,071,4,2,1.5,2,19-50,2018,54456,17.45
Koochiching,071,2,2,1.5,0,51+,2018,35136,11.26
Koochiching,071,1,1,1,0,51+,2018,26244,12.62
Koochiching,071,5,2,2,3,19-50,2018,63468,15.26
Koochiching,071,4,2,1,2,19-50,2018,47724,22.94
Koochiching,071,2,2,1,0,51+,2018,34332,16.51
Koochiching,071,6,2,1,4,19-50,2018,55080,26.48
Koochiching,071,2,2,2,0,51+,2018,35136,8.45
Koochiching,071,3,1,1,2,19-50,2018,53508,25.73
Koochiching,071,3,2,2,1,19-50,2018,47160,11.34
Koochiching,071,4,2,2,2,19-50,2018,60540,14.55
Koochiching,071,5,1,1,4,19-50,2018,60096,28.89
Koochiching,071,2,2,1.5,0,19-50,2018,34608,11.09
Lac qui Parle,073,2,2,1.5,0,19-50,2018,34776,11.15
Lac qui Parle,073,2,2,1,0,19-50,2018,34008,16.35
Lac qui Parle,073,5,1,1,4,19-50,2018,59556,28.63
Lac qui Parle,073,4,1,1,3,19-50,2018,56424,27.13
Lac qui Parle,073,6,2,1,4,19-50,2018,55128,26.5
Lac qui Parle,073,3,2,1.5,1,19-50,2018,44100,14.13
Lac qui Parle,073,3,2,1,1,19-50,2018,40032,19.25
Lac qui Parle,073,2,2,1.5,0,51+,2018,35268,11.3
Lac qui Parle,073,3,2,2,1,19-50,2018,47796,11.49
Lac qui Parle,073,2,2,1,0,51+,2018,34452,16.56
Lac qui Parle,073,4,2,1,2,19-50,2018,47244,22.71
Lac qui Parle,073,5,2,2,3,19-50,2018,62868,15.11
Lac qui Parle,073,4,2,1.5,2,19-50,2018,53784,17.24
Lac qui Parle,073,2,2,2,0,19-50,2018,34776,8.36
Lac qui Parle,073,4,2,2,2,19-50,2018,59712,14.35
Lac qui Parle,073,1,1,1,0,19-50,2018,26004,12.5
Lac qui Parle,073,2,2,2,0,51+,2018,35268,8.48
Lac qui Parle,073,3,1,1,2,19-50,2018,52524,25.25
Lac qui Parle,073,1,1,1,0,51+,2018,26220,12.61
Lac qui Parle,073,6,2,2,4,19-50,2018,67296,16.18
Lac qui Parle,073,2,1,1,1,19-50,2018,38160,18.35
Lac qui Parle,073,5,2,1.5,3,19-50,2018,57012,18.27
Lac qui Parle,073,5,2,1,3,19-50,2018,50364,24.21
Lac qui Parle,073,6,2,1.5,4,19-50,2018,61584,19.74
Mille Lacs,095,6,2,1.5,4,19-50,2018,71016,22.76
Mille Lacs,095,5,2,1.5,3,19-50,2018,66840,21.42
Mille Lacs,095,5,2,1,3,19-50,2018,56964,27.39
Lake,075,2,2,1.5,0,19-50,2018,37296,11.95
Lake,075,2,2,2,0,51+,2018,37812,9.09
Lake,075,2,2,1,0,51+,2018,36900,17.74
Lake,075,1,1,1,0,19-50,2018,28548,13.72
Lake,075,3,2,1,1,19-50,2018,43968,21.14
Lake,075,2,2,2,0,19-50,2018,37296,8.97
Lake,075,5,1,1,4,19-50,2018,65772,31.62
Lake,075,3,2,1.5,1,19-50,2018,48420,15.52
Lake,075,4,1,1,3,19-50,2018,62856,30.22
Lake,075,2,1,1,1,19-50,2018,42888,20.62
Lake,075,1,1,1,0,51+,2018,28764,13.83
Lake,075,3,1,1,2,19-50,2018,58980,28.36
Lake,075,2,2,1,0,19-50,2018,36408,17.5
Lake,075,2,2,1.5,0,51+,2018,37812,12.12
Lake,075,6,2,1,4,19-50,2018,59700,28.7
Lake,075,5,2,2,3,19-50,2018,69408,16.68
Lake,075,4,2,1,2,19-50,2018,52524,25.25
Lake,075,5,2,1,3,19-50,2018,55428,26.65
Lake,075,6,2,1.5,4,19-50,2018,67188,21.53
Lake,075,4,2,2,2,19-50,2018,66456,15.97
Lake,075,5,2,1.5,3,19-50,2018,62928,20.17
Meeker,093,5,2,1,3,19-50,2018,54948,26.42
Meeker,093,5,2,1.5,3,19-50,2018,62208,19.94
Meeker,093,6,2,1.5,4,19-50,2018,66504,21.32
Meeker,093,3,1,1,2,19-50,2018,57864,27.82
Meeker,093,2,2,2,0,51+,2018,38472,9.25
Meeker,093,1,1,1,0,51+,2018,29352,14.11
Meeker,093,2,2,1,0,51+,2018,37548,18.05
Meeker,093,6,2,2,4,19-50,2018,72768,17.49
Meeker,093,3,2,1,1,19-50,2018,44580,21.43
Meeker,093,5,1,1,4,19-50,2018,64668,31.09
Meeker,093,2,2,1,0,19-50,2018,37044,17.81
Meeker,093,5,2,2,3,19-50,2018,68436,16.45
Meeker,093,4,2,1,2,19-50,2018,52128,25.06
Meeker,093,2,2,1.5,0,19-50,2018,37956,12.17
Meeker,093,4,2,1.5,2,19-50,2018,59364,19.03
Meeker,093,2,2,1.5,0,51+,2018,38472,12.33
Meeker,093,4,1,1,3,19-50,2018,61680,29.65
Meeker,093,3,2,2,1,19-50,2018,52740,12.68
Meeker,093,4,2,2,2,19-50,2018,65520,15.75
Meeker,093,3,2,1.5,1,19-50,2018,48804,15.64
Meeker,093,2,1,1,1,19-50,2018,42660,20.51
Meeker,093,2,2,2,0,19-50,2018,37956,9.12
Meeker,093,6,2,1,4,19-50,2018,59292,28.51
Meeker,093,1,1,1,0,19-50,2018,29124,14
Polk,119,2,1,1,1,19-50,2018,43524,20.93
Polk,119,3,2,2,1,19-50,2018,53040,12.75
Polk,119,1,1,1,0,19-50,2018,29796,14.32
Polk,119,1,1,1,0,51+,2018,30048,14.45
Polk,119,4,1,1,3,19-50,2018,67032,32.23
Polk,119,3,2,1.5,1,19-50,2018,49644,15.91
Polk,119,2,2,2,0,51+,2018,38988,9.37
Polk,119,4,2,1.5,2,19-50,2018,64752,20.75
Polk,119,3,1,1,2,19-50,2018,63276,30.42
Polk,119,2,2,1.5,0,51+,2018,38988,12.5
Polk,119,5,2,2,3,19-50,2018,73476,17.66
Polk,119,2,2,1,0,19-50,2018,37512,18.03
Polk,119,6,2,1,4,19-50,2018,64476,31
Polk,119,2,2,2,0,19-50,2018,38460,9.25
Polk,119,3,2,1,1,19-50,2018,45528,21.89
Polk,119,5,2,1,3,19-50,2018,60480,29.08
Polk,119,5,2,1.5,3,19-50,2018,67644,21.68
Polk,119,6,2,1.5,4,19-50,2018,71880,23.04
Polk,119,5,1,1,4,19-50,2018,70020,33.66
Polk,119,2,2,1.5,0,19-50,2018,38460,12.33
Polk,119,6,2,2,4,19-50,2018,77736,18.69
Polk,119,2,2,1,0,51+,2018,38004,18.27
Polk,119,4,2,1,2,19-50,2018,57852,27.81
Polk,119,4,2,2,2,19-50,2018,70548,16.96
Scott,139,5,2,1,3,19-50,2018,64284,30.91
Scott,139,2,2,1,0,51+,2018,40644,19.54
Scott,139,5,2,1.5,3,19-50,2018,80220,25.71
Scott,139,6,2,1.5,4,19-50,2018,84444,27.07
Scott,139,6,2,2,4,19-50,2018,100008,24.04
Scott,139,3,2,1.5,1,19-50,2018,58032,18.6
Scott,139,2,2,2,0,51+,2018,41700,10.02
Scott,139,4,2,1,2,19-50,2018,61632,29.63
Scott,139,4,2,2,2,19-50,2018,92832,22.32
Scott,139,3,2,1,1,19-50,2018,48756,23.44
Scott,139,2,2,1.5,0,51+,2018,41700,13.37
Scott,139,2,2,1.5,0,19-50,2018,41184,13.2
Scott,139,3,1,1,2,19-50,2018,86616,41.64
Kandiyohi,067,5,2,2,3,19-50,2018,68724,16.52
Kandiyohi,067,2,2,1.5,0,19-50,2018,35292,11.31
Kandiyohi,067,3,1,1,2,19-50,2018,58560,28.15
Kandiyohi,067,2,1,1,1,19-50,2018,40404,19.43
Kandiyohi,067,2,2,1,0,19-50,2018,34476,16.57
Kandiyohi,067,2,2,1,0,51+,2018,34980,16.82
Kandiyohi,067,2,2,2,0,51+,2018,35820,8.61
Kandiyohi,067,4,1,1,3,19-50,2018,62352,29.98
Kandiyohi,067,3,2,1.5,1,19-50,2018,45468,14.57
Kandiyohi,067,5,1,1,4,19-50,2018,65256,31.37
Kandiyohi,067,1,1,1,0,51+,2018,27048,13
Kandiyohi,067,3,2,2,1,19-50,2018,49980,12.01
Kandiyohi,067,4,2,1.5,2,19-50,2018,59172,18.97
Kandiyohi,067,2,2,1.5,0,51+,2018,35820,11.48
Lake of the Woods,077,5,2,2,3,19-50,2018,75312,18.1
Lake of the Woods,077,4,2,1.5,2,19-50,2018,61200,19.62
Lake of the Woods,077,3,1,1,2,19-50,2018,65136,31.32
Lake of the Woods,077,1,1,1,0,19-50,2018,26964,12.96
