Area,Family Size,Number of Adults,Number of Workers,Number of Children,Age of Adults,Yearly Cost,Hourly Wage,Child Care,Food,Health Care,Housing,Transport,Other,Taxes
Carlton County                  ,2,2,2,0,51+,38580,9.27,0,577,409,675,714,384,456
Carlton County                  ,6,2,2,4,19-50,73932,17.77,815,1439,519,1120,848,786,634
Carlton County                  ,2,1,1,1,19-50,44064,21.18,524,483,338,864,664,414,385
Carlton County                  ,3,2,1,1,19-50,44496,21.39,0,748,496,864,767,495,338
Carlton County                  ,4,2,2,2,19-50,66816,16.06,815,976,504,1120,808,644,701
Carlton County                  ,5,2,1,3,19-50,56004,26.93,0,1182,512,1120,821,707,325
Carlton County                  ,4,2,1.5,2,19-50,60516,19.4,407,976,504,1120,808,644,584
Carlton County                  ,3,2,2,1,19-50,53772,12.93,524,748,496,864,767,495,587
Dodge County                    ,5,2,1,3,19-50,57804,27.79,0,1178,512,1168,874,720,365
Dodge County                    ,6,2,2,4,19-50,77268,18.57,905,1435,519,1168,903,799,710
Dodge County                    ,5,2,1.5,3,19-50,65748,21.07,453,1178,512,1168,874,720,574
Dodge County                    ,3,1,1,2,19-50,62616,30.1,905,736,488,1168,746,585,590
Dodge County                    ,5,2,2,3,19-50,73020,17.55,905,1178,512,1168,874,720,728
Dodge County                    ,4,1,1,3,19-50,66420,31.93,905,968,496,1168,781,656,561
Dodge County                    ,4,2,1.5,2,19-50,62868,20.15,453,973,504,1168,860,657,624
Jackson County                  ,1,1,1,0,19-50,26076,12.54,0,337,138,547,578,272,301
Jackson County                  ,3,2,1.5,1,19-50,43776,14.03,205,771,496,710,665,455,346
Jackson County                  ,5,1,1,4,19-50,58488,28.12,675,1216,503,905,650,651,274
Jackson County                  ,2,2,2,0,51+,35280,8.48,0,595,409,560,622,355,399
Jackson County                  ,2,1,1,1,19-50,37644,18.1,410,498,338,710,581,371,229
Jackson County                  ,4,2,1.5,2,19-50,53460,17.13,337,1006,504,905,699,587,417
Jackson County                  ,2,2,1,0,19-50,33984,16.34,0,619,346,560,622,362,323
Jackson County                  ,2,2,2,0,19-50,34752,8.35,0,619,346,560,622,362,387
Jackson County                  ,5,2,1.5,3,19-50,56544,18.12,337,1218,512,905,709,652,379
Jackson County                  ,3,1,1,2,19-50,51744,24.88,675,761,488,905,614,511,358
Jackson County                  ,6,2,1,4,19-50,54900,26.39,0,1483,519,905,731,733,204
Jackson County                  ,5,2,1,3,19-50,50268,24.17,0,1218,512,905,709,652,193
Jackson County                  ,6,2,1.5,4,19-50,61020,19.56,337,1483,519,905,731,733,377
Jackson County                  ,3,2,2,1,19-50,47196,11.35,410,771,496,710,665,455,426
Jackson County                  ,1,1,1,0,51+,26292,12.64,0,324,169,547,578,268,305
Jackson County                  ,4,1,1,3,19-50,55500,26.68,675,1000,496,905,640,585,324
Jackson County                  ,2,2,1,0,51+,34464,16.57,0,595,409,560,622,355,331
Jackson County                  ,5,2,2,3,19-50,61860,14.87,675,1218,512,905,709,652,484
Jackson County                  ,2,2,1.5,0,19-50,34752,11.14,0,619,346,560,622,362,387
Jackson County                  ,3,2,1,1,19-50,39852,19.16,0,771,496,710,665,455,224
Jackson County                  ,6,2,2,4,19-50,66156,15.9,675,1483,519,905,731,733,467
Jackson County                  ,2,2,1.5,0,51+,35280,11.31,0,595,409,560,622,355,399
Jackson County                  ,4,2,1,2,19-50,47268,22.73,0,1006,504,905,699,587,238
Jackson County                  ,4,2,2,2,19-50,58848,14.15,675,1006,504,905,699,587,528
Kanabec County                  ,4,2,2,2,19-50,73860,17.75,1066,971,504,1016,1124,610,864
Kanabec County                  ,6,2,1,4,19-50,63288,30.43,0,1432,519,1016,1185,752,370
Kanabec County                  ,2,2,1.5,0,51+,41436,13.28,0,574,409,609,979,363,519
Kanabec County                  ,5,2,1,3,19-50,59124,28.43,0,1176,512,1016,1143,673,407
Kanabec County                  ,6,2,1.5,4,19-50,72516,23.24,533,1432,519,1016,1185,752,606
Kanabec County                  ,2,2,1,0,51+,40392,19.42,0,574,409,609,979,363,432
Kanabec County                  ,6,2,2,4,19-50,81288,19.54,1066,1432,519,1016,1185,752,804
Kanabec County                  ,4,2,1,2,19-50,56340,27.09,0,971,504,1016,1124,610,470
Kanabec County                  ,3,1,1,2,19-50,65700,31.59,1066,734,488,1016,963,537,671
Kanabec County                  ,5,2,2,3,19-50,76848,18.47,1066,1176,512,1016,1143,673,818
Becker County                   ,2,2,1,0,51+,36744,17.67,0,580,409,582,763,357,371
Becker County                   ,4,1,1,3,19-50,59100,28.41,737,975,496,941,786,588,402
Becker County                   ,4,2,1,2,19-50,50388,24.23,0,980,504,941,866,590,318
Becker County                   ,6,2,2,4,19-50,70092,16.85,737,1445,519,941,910,733,556
Becker County                   ,6,2,1.5,4,19-50,64356,20.63,368,1445,519,941,910,733,447
Becker County                   ,5,2,1,3,19-50,53316,25.63,0,1186,512,941,880,653,271
Becker County                   ,4,2,2,2,19-50,62856,15.11,737,980,504,941,866,590,620
Chippewa County                 ,5,2,1.5,3,19-50,57288,18.36,351,1202,512,978,670,670,391
Chippewa County                 ,6,2,1.5,4,19-50,61608,19.75,351,1464,519,978,690,750,382
Chippewa County                 ,2,2,2,0,19-50,34296,8.24,0,611,346,571,590,363,377
Chippewa County                 ,2,2,1,0,51+,34020,16.36,0,587,409,571,590,356,322
Chippewa County                 ,4,2,1,2,19-50,47832,23,0,993,504,978,660,605,246
Chippewa County                 ,2,2,1.5,0,19-50,34296,10.99,0,611,346,571,590,363,377
Chippewa County                 ,5,2,1,3,19-50,50784,24.42,0,1202,512,978,670,670,200
Chippewa County                 ,2,2,2,0,51+,34800,8.37,0,587,409,571,590,356,387
Chippewa County                 ,3,2,2,1,19-50,46848,11.26,439,761,496,710,629,452,417
Chippewa County                 ,4,2,1.5,2,19-50,54276,17.4,351,993,504,978,660,605,432
Chippewa County                 ,2,2,1,0,19-50,33540,16.13,0,611,346,571,590,363,314
Chippewa County                 ,2,2,1.5,0,51+,34800,11.15,0,587,409,571,590,356,387
Chippewa County                 ,3,1,1,2,19-50,52908,25.44,702,751,488,978,582,531,377
Chippewa County                 ,1,1,1,0,19-50,25692,12.35,0,333,138,556,549,273,292
Chippewa County                 ,6,2,1,4,19-50,55296,26.58,0,1464,519,978,690,750,207
Chippewa County                 ,5,2,2,3,19-50,62904,15.12,702,1202,512,978,670,670,508
Chippewa County                 ,3,2,1,1,19-50,38976,18.74,0,761,496,710,629,452,200
Chippewa County                 ,5,1,1,4,19-50,59580,28.64,702,1201,503,978,616,669,296
Chippewa County                 ,4,1,1,3,19-50,56604,27.21,702,988,496,978,606,604,343
Chippewa County                 ,1,1,1,0,51+,25920,12.46,0,320,169,556,549,269,297
Chippewa County                 ,4,2,2,2,19-50,59916,14.4,702,993,504,978,660,605,551
Chippewa County                 ,2,1,1,1,19-50,37500,18.03,439,492,338,710,552,369,225
Chippewa County                 ,3,2,1.5,1,19-50,43056,13.8,219,761,496,710,629,452,321
Chippewa County                 ,6,2,2,4,19-50,67092,16.13,702,1464,519,978,690,750,488
Cook County                     ,3,2,2,1,19-50,53112,12.77,708,748,496,781,647,469,577
Cook County                     ,1,1,1,0,51+,27972,13.45,0,315,169,656,563,298,330
Cook County                     ,4,1,1,3,19-50,63060,30.32,1093,971,496,978,623,599,495
Cook County                     ,5,1,1,4,19-50,65880,31.67,1093,1180,503,978,633,663,440
Cook County                     ,3,2,1,1,19-50,40548,19.49,0,748,496,781,647,469,238
Cook County                     ,2,1,1,1,19-50,43800,21.06,708,483,338,781,567,388,385
Cook County                     ,2,2,2,0,19-50,36456,8.76,0,600,346,680,606,393,413
Cook County                     ,2,2,2,0,51+,36984,8.89,0,577,409,680,606,386,424
Cook County                     ,6,2,1,4,19-50,55104,26.49,0,1439,519,978,711,742,203
Cook County                     ,1,1,1,0,19-50,27732,13.33,0,327,138,656,563,302,325
Crow Wing County                ,2,2,1.5,0,19-50,37212,11.93,0,599,346,610,741,371,434
Crow Wing County                ,6,2,2,4,19-50,76572,18.41,1063,1435,519,1026,882,756,700
Crow Wing County                ,5,2,1.5,3,19-50,63612,20.39,532,1178,512,1026,854,677,522
Crow Wing County                ,5,2,1,3,19-50,54468,26.19,0,1178,512,1026,854,677,292
Crow Wing County                ,4,2,1.5,2,19-50,60720,19.46,532,973,504,1026,841,614,570
Crow Wing County                ,5,1,1,4,19-50,68724,33.04,1063,1177,503,1026,777,676,505
Crow Wing County                ,1,1,1,0,19-50,28500,13.7,0,326,138,598,683,284,346
Goodhue County                  ,1,1,1,0,19-50,29652,14.26,0,329,138,610,736,288,370
Goodhue County                  ,2,2,1.5,0,51+,38808,12.44,0,580,409,613,800,366,466
Goodhue County                  ,3,2,2,1,19-50,57684,13.87,720,751,496,816,863,481,680
Goodhue County                  ,2,1,1,1,19-50,47616,22.89,720,485,338,816,741,400,468
Goodhue County                  ,5,1,1,4,19-50,71592,34.42,1163,1185,503,1023,841,678,573
Goodhue County                  ,4,2,1.5,2,19-50,62796,20.13,582,980,504,1023,911,615,618
Goodhue County                  ,3,1,1,2,19-50,64716,31.11,1163,741,488,1023,788,542,648
Goodhue County                  ,6,2,2,4,19-50,79584,19.13,1163,1445,519,1023,958,758,766
Goodhue County                  ,5,2,1.5,3,19-50,65724,21.07,582,1186,512,1023,926,679,569
Goodhue County                  ,2,2,1,0,19-50,37368,17.97,0,603,346,613,800,374,378
Goodhue County                  ,2,2,1.5,0,19-50,38304,12.28,0,603,346,613,800,374,456
Goodhue County                  ,3,2,1.5,1,19-50,51720,16.58,360,751,496,816,863,481,543
Goodhue County                  ,2,2,2,0,19-50,38304,9.21,0,603,346,613,800,374,456
Goodhue County                  ,2,2,1,0,51+,37860,18.2,0,580,409,613,800,366,387
Goodhue County                  ,4,1,1,3,19-50,68628,32.99,1163,975,496,1023,826,614,622
Goodhue County                  ,2,2,2,0,51+,38808,9.33,0,580,409,613,800,366,466
Goodhue County                  ,1,1,1,0,51+,29892,14.37,0,316,169,610,736,285,375
Goodhue County                  ,5,2,2,3,19-50,75264,18.09,1163,1186,512,1023,926,679,783
Goodhue County                  ,4,2,1,2,19-50,52980,25.47,0,980,504,1023,911,615,382
Goodhue County                  ,4,2,2,2,19-50,72300,17.38,1163,980,504,1023,911,615,829
Goodhue County                  ,3,2,1,1,19-50,45180,21.72,0,751,496,816,863,481,358
Goodhue County                  ,6,2,1.5,4,19-50,70020,22.44,582,1445,519,1023,958,758,550
Goodhue County                  ,6,2,1,4,19-50,60144,28.92,0,1445,519,1023,958,758,309
Goodhue County                  ,5,2,1,3,19-50,55860,26.86,0,1186,512,1023,926,679,329
Houston County                  ,4,2,2,2,19-50,66612,16.01,796,984,504,1132,789,650,696
Houston County                  ,4,1,1,3,19-50,63036,30.31,796,979,496,1132,719,648,483
Houston County                  ,3,2,2,1,19-50,51876,12.47,489,754,496,808,749,480,547
Houston County                  ,6,2,1,4,19-50,60288,28.98,0,1451,519,1132,827,793,302
Houston County                  ,4,2,1,2,19-50,53292,25.62,0,984,504,1132,789,650,382
Houston County                  ,1,1,1,0,19-50,27924,13.43,0,330,138,595,645,284,335
Houston County                  ,4,2,1.5,2,19-50,60516,19.4,398,984,504,1132,789,650,586
Houston County                  ,5,2,1,3,19-50,56112,26.98,0,1191,512,1132,801,713,327
Houston County                  ,6,2,2,4,19-50,73776,17.73,796,1451,519,1132,827,793,630
Houston County                  ,1,1,1,0,51+,28140,13.53,0,317,169,595,645,280,339
Benton County                   ,2,2,1.5,0,19-50,37824,12.12,0,591,346,663,725,385,442
Benton County                   ,3,2,2,1,19-50,53088,12.76,548,736,496,815,779,476,574
Benton County                   ,2,2,1,0,19-50,36912,17.75,0,591,346,663,725,385,366
Benton County                   ,4,2,1.5,2,19-50,61128,19.59,429,960,504,1142,821,646,592
Benton County                   ,3,2,1.5,1,19-50,48288,15.48,274,736,496,815,779,476,448
Benton County                   ,3,1,1,2,19-50,60480,29.08,857,726,488,1142,714,574,539
Benton County                   ,1,1,1,0,19-50,29088,13.98,0,322,138,646,669,297,352
Cass County                     ,3,2,2,1,19-50,52284,12.57,458,751,496,769,857,467,559
Cass County                     ,2,2,1.5,0,19-50,37560,12.04,0,603,346,579,795,363,444
Cass County                     ,2,2,1,0,19-50,36672,17.63,0,603,346,579,795,363,370
Cass County                     ,5,2,2,3,19-50,66612,16.01,717,1186,512,965,920,661,590
Cass County                     ,2,2,1.5,0,51+,38076,12.2,0,580,409,579,795,356,454
Cass County                     ,3,2,1,1,19-50,44088,21.2,0,751,496,769,857,467,334
Cass County                     ,4,2,1.5,2,19-50,58248,18.67,359,980,504,965,905,597,544
Cass County                     ,3,1,1,2,19-50,55944,26.9,717,741,488,965,783,524,444
Cass County                     ,1,1,1,0,19-50,28920,13.9,0,329,138,578,731,278,356
Cass County                     ,3,2,1.5,1,19-50,48324,15.49,229,751,496,769,857,467,458
Cass County                     ,5,1,1,4,19-50,62820,30.2,717,1185,503,965,835,660,370
Cass County                     ,2,2,1,0,51+,37164,17.87,0,580,409,579,795,356,378
Cass County                     ,2,2,2,0,51+,38076,9.15,0,580,409,579,795,356,454
Cass County                     ,5,2,1,3,19-50,54504,26.2,0,1186,512,965,920,661,298
Cass County                     ,2,2,2,0,19-50,37560,9.03,0,603,346,579,795,363,444
Cass County                     ,6,2,2,4,19-50,70932,17.05,717,1445,519,965,951,740,574
Cass County                     ,5,2,1.5,3,19-50,61116,19.59,359,1186,512,965,920,661,490
Cass County                     ,4,2,1,2,19-50,51624,24.82,0,980,504,965,905,597,351
Cass County                     ,6,2,1.5,4,19-50,65508,21,359,1445,519,965,951,740,480
Cass County                     ,4,1,1,3,19-50,59832,28.77,717,975,496,965,820,596,417
Cass County                     ,2,1,1,1,19-50,42204,20.29,458,485,338,769,737,385,345
Cass County                     ,1,1,1,0,51+,29148,14.01,0,316,169,578,731,275,360
Cass County                     ,4,2,2,2,19-50,63660,15.3,717,980,504,965,905,597,637
Cass County                     ,6,2,1,4,19-50,58860,28.3,0,1445,519,965,951,740,285
Chisago County                  ,6,2,1,4,19-50,70584,33.93,0,1435,499,1576,965,925,482
Chisago County                  ,4,2,2,2,19-50,89832,21.59,1514,973,484,1576,918,783,1238
Chisago County                  ,5,1,1,4,19-50,89544,43.05,1514,1177,483,1576,847,845,1020
Chisago County                  ,4,1,1,3,19-50,86820,41.74,1514,968,475,1576,832,781,1089
Chisago County                  ,6,2,1.5,4,19-50,84120,26.96,757,1435,499,1576,965,925,853
Chisago County                  ,2,2,1,0,51+,42480,20.42,0,575,381,880,806,447,451
Chisago County                  ,4,2,1,2,19-50,63840,30.69,0,973,484,1576,918,783,586
Chisago County                  ,2,2,2,0,19-50,43080,10.36,0,599,318,880,806,454,533
Chisago County                  ,2,2,1.5,0,19-50,43080,13.81,0,599,318,880,806,454,533
Chisago County                  ,5,2,1.5,3,19-50,79824,25.58,757,1178,491,1576,933,846,871
Brown County                    ,6,2,1,4,19-50,53268,25.61,0,1457,519,891,683,721,168
Brown County                    ,2,2,2,0,19-50,33816,8.13,0,608,346,554,584,357,369
Brown County                    ,4,2,1.5,2,19-50,52188,16.73,360,988,504,891,654,577,375
Brown County                    ,2,2,1,0,19-50,33084,15.91,0,608,346,554,584,357,308
Brown County                    ,1,1,1,0,19-50,25260,12.14,0,331,138,541,544,268,283
Brown County                    ,2,2,1.5,0,51+,34320,11,0,584,409,554,584,350,379
Brown County                    ,3,1,1,2,19-50,51312,24.67,720,747,488,891,577,503,350
Cottonwood County               ,5,1,1,4,19-50,59700,28.7,679,1202,503,964,662,665,300
Cottonwood County               ,2,1,1,1,19-50,37800,18.17,417,492,338,710,591,369,233
Cottonwood County               ,6,2,1,4,19-50,56028,26.94,0,1466,519,964,745,746,229
Cottonwood County               ,4,2,2,2,19-50,60120,14.45,679,994,504,964,712,601,556
Cottonwood County               ,3,2,2,1,19-50,47304,11.37,417,761,496,710,677,452,429
Cottonwood County               ,3,2,1,1,19-50,39840,19.15,0,761,496,710,677,452,224
Cottonwood County               ,2,2,2,0,19-50,34272,8.24,0,611,346,534,633,352,380
Cottonwood County               ,1,1,1,0,51+,25956,12.48,0,321,169,525,587,260,301
Cottonwood County               ,4,2,1.5,2,19-50,54792,17.56,340,994,504,964,712,601,451
Cottonwood County               ,2,2,1,0,51+,34008,16.35,0,588,409,534,633,344,326
Cottonwood County               ,2,2,1,0,19-50,33528,16.12,0,611,346,534,633,352,318
Cottonwood County               ,2,2,1.5,0,19-50,34272,10.98,0,611,346,534,633,352,380
